identifier,question_id,label,position
S116.Q61E:2.0,S116.Q61E,26 to 50,2
S116.Q61E:3.0,S116.Q61E,51 to 100,3
S116.Q61E:4.0,S116.Q61E,101 to 150,4
S116.Q61E:5.0,S116.Q61E,151 to 200,5
S116.Q61E:6.0,S116.Q61E,Over 200,6
S116.Q61E:9.0,S116.Q61E,"Inapplicable, no answer",9
S116.Q61F:0.0,S116.Q61F,No code or no data,0
S116.Q61F:1.0,S116.Q61F,Very much worthwhile,1
S116.Q61F:2.0,S116.Q61F,"I think they will be worthwhile, but am not sure",2
S116.Q61F:3.0,S116.Q61F,I doubt if they will be worthwhile,3
S116.Q61F:4.0,S116.Q61F,I think they are a waste of time,4
S116.Q61F:9.0,S116.Q61F,"Inapplicable, no answer",9
S116.Q61G:1.0,S116.Q61G,Almost all of them,1
S116.Q61G:2.0,S116.Q61G,Most of them,2
S116.Q61G:3.0,S116.Q61G,About half of them,3
S116.Q61G:4.0,S116.Q61G,Less than half,4
S116.Q61G:5.0,S116.Q61G,Very few,5
S116.Q61G:9.0,S116.Q61G,"Inapplicable, no answer",9
S116.Q61H:0.0,S116.Q61H,No code or no data,0
S116.Q61H:1.0,S116.Q61H,Their comments are usually favorable,1
S116.Q61H:2.0,S116.Q61H,Their comments are usually unfavorable,2
S116.Q61H:9.0,S116.Q61H,"Inapplicable, no answer",9
S116.Q61I:2.0,S116.Q61I,Fairly good,2
S116.Q61I:4.0,S116.Q61I,Very poor,4
S116.Q61I:9.0,S116.Q61I,"Inapplicable, no answer",9
S116.Q61I:nan,S116.Q61I,Question 61j not coded.,
S116.Q61I:0.0,S116.Q61I,No code or no data,0
S116.Q61I:1.0,S116.Q61I,Very good,1
S116.Q61I:3.0,S116.Q61I,Not so good,3
S116.Q61K:0.0,S116.Q61K,No code or no data,0
S116.Q61K:1.0,S116.Q61K,Very good,1
S116.Q61K:2.0,S116.Q61K,Fairly good,2
S116.Q61K:3.0,S116.Q61K,Not so good,3
S116.Q61K:4.0,S116.Q61K,Very poor,4
S116.Q61K:9.0,S116.Q61K,"Inapplicable, no answer",9
S116.Q61L:0.0,S116.Q61L,No code or no data,0
S116.Q61L:1.0,S116.Q61L,An officer always,1
S116.Q61L:2.0,S116.Q61L,An officer usually but occasionally an enlisted man,2
S116.Q61L:3.0,S116.Q61L,An enlisted man usually but occasionally an officer,3
S116.Q61L:4.0,S116.Q61L,An enlisted man always,4
S116.Q61L:9.0,S116.Q61L,"Inapplicable, no answer",9
S116.Q61M:0.0,S116.Q61M,No code or no data,0
S116.Q61M:1.0,S116.Q61M,An officer,1
S116.Q61M:2.0,S116.Q61M,A Non-Com,2
S116.Q61M:nan,S116.Q61M,Question 61n not coded.,
S116.Q61M:3.0,S116.Q61M,It makes no difference,3
S116.Q61M:9.0,S116.Q61M,"Inapplicable, no answer",9
S116.Q61O:1.0,S116.Q61O,Less than one fourth,1
S116.Q61O:2.0,S116.Q61O,About one fourth,2
S116.Q61O:3.0,S116.Q61O,About one half,3
S116.Q61O:4.0,S116.Q61O,About three fourths,4
S116.Q61O:5.0,S116.Q61O,More than three fourths,5
S116.Q61O:9.0,S116.Q61O,"Inapplicable, no answer",9
S116.Q61P:1.0,S116.Q61P,Only one or two,1
S116.Q61P:2.0,S116.Q61P,About half a dozen,2
S116.Q61P:3.0,S116.Q61P,About a third of the men,3
S116.Q61P:4.0,S116.Q61P,About half of the men,4
S116.Q61P:5.0,S116.Q61P,Most of them do,5
S116.Q61P:9.0,S116.Q61P,"Inapplicable, no answer",9
S116.Q61Q:0.0,S116.Q61Q,No code or no data,0
S116.Q61Q:1.0,S116.Q61Q,Almost always,1
S116.Q61Q:2.0,S116.Q61Q,Usually,2
S116.Q61Q:3.0,S116.Q61Q,About half the time,3
S116.Q61Q:4.0,S116.Q61Q,Once in a while,4
S116.Q61Q:5.0,S116.Q61Q,Never,5
S116.Q61Q:9.0,S116.Q61Q,"Inapplicable, no answer",9
S116.Q61R:0.0,S116.Q61R,No code or no data,0
S116.Q61R:1.0,S116.Q61R,After almost every talk,1
S116.Q61R:2.0,S116.Q61R,After most of the talks,2
S116.Q61R:3.0,S116.Q61R,After about half of the talks,3
S116.Q61R:4.0,S116.Q61R,After one or two of the talks,4
S116.Q61R:5.0,S116.Q61R,They do not do any of it at all,5
S116.Q61R:9.0,S116.Q61R,"Inapplicable, no answer",9
S116.Q61S:0.0,S116.Q61S,No code or no data,0
S116.Q61S:1.0,S116.Q61S,More interesting and more worthwhile,1
S116.Q61S:2.0,S116.Q61S,Less interesting and less worthwhile,2
S116.Q61S:3.0,S116.Q61S,They stay about the same,3
S116.Q61S:9.0,S116.Q61S,"Inapplicable, no answer",9
S116.Q61T:0.0,S116.Q61T,No code or no data,0
S116.Q61T:1.0,S116.Q61T,Yes,1
S116.Q61T:2.0,S116.Q61T,No,2
S116.Q61T:3.0,S116.Q61T,"Inapplicable, no answer",3
S116.Q61U:0.0,S116.Q61U,No code or no data,0
S116.Q61U:1.0,S116.Q61U,"Yes, I would like to read them before the talk is held",1
S116.Q61U:2.0,S116.Q61U,Yes I would like to read them after the talk,2
S116.Q61U:nan,S116.Q61U,Question 61v not coded.,
S116.Q61U:3.0,S116.Q61U,"No, I would not be interested in reading the booklet",3
S116.Q61U:9.0,S116.Q61U,"Inapplicable, no answer",9
S116.Q61W.1:1.0,S116.Q61W.1,The room in which the talks are held is uncomfortable,1
S116.Q61W.1:2.0,S116.Q61W.1,Not chosen,2
S116.Q61W.2:1.0,S116.Q61W.2,The talk is too long,1
S116.Q61W.2:2.0,S116.Q61W.2,Not chosen,2
S116.Q61W.3:1.0,S116.Q61W.3,The discussion leader spends too much of the time giving a talk and not enough on discussion,1
S116.Q61W.3:2.0,S116.Q61W.3,Not chosen,2
S116.Q61W.4:1.0,S116.Q61W.4,They ought to be held oftener than once a week,1
S116.Q61W.4:2.0,S116.Q61W.4,Not chosen,2
S116.Q61W.5:1.0,S116.Q61W.5,The subjects are not very interesting,1
S116.Q61W.5:2.0,S116.Q61W.5,Not chosen,2
S116.Q61W.6:1.0,S116.Q61W.6,They are held at the wrong time of day,1
S116.Q61W.6:2.0,S116.Q61W.6,Not chosen,2
S116.Q61W.7:1.0,S116.Q61W.7,After they are all over we don't know any more than we did before,1
S116.Q61W.7:2.0,S116.Q61W.7,Not chosen,2
S116.Q61W.8:1.0,S116.Q61W.8,They only give one side of the picture,1
S116.Q61W.8:2.0,S116.Q61W.8,Not chosen,2
S116.Q61W.9:1.0,S116.Q61W.9,The discussion leader reads the talk,1
S116.Q61W.9:2.0,S116.Q61W.9,Not chosen,2
S116.Q61W.10:1.0,S116.Q61W.10,The discussion leader usually doesn't have sufficient background on the subject,1
S116.Q61W.10:2.0,S116.Q61W.10,Not chosen,2
S116.Q61W.11:1.0,S116.Q61W.11,The discussion leader doesn't encourage free discussion enough,1
S116.Q61W.11:2.0,S116.Q61W.11,Not chosen,2
S116.Q61W.12:1.0,S116.Q61W.12,The discussion leader usually isn't as well prepared as he should be,1
S116.Q61W.12:2.0,S116.Q61W.12,Not chosen,2
S116.Q61W.13:1.0,S116.Q61W.13,The discussion leader doesn't give his talk simply enough and clear enough so it can be easily understood,1
S116.Q61W.13:2.0,S116.Q61W.13,Not chosen,2
S116.V62:0.0,S116.V62,No code or no data,0
S116.V62:1.0,S116.V62,Field Forces - Signal Company,1
S116.V62:2.0,S116.V62,"Field Forces - Company, Infantry Regiment",2
S116.V62:3.0,S116.V62,"Field Forces - Battery, FA Battalion",3
S116.V62:4.0,S116.V62,"Field Forces - Company, Engineer Battalion",4
S116.V62:5.0,S116.V62,Field Forces - MP Company,5
S116.V62:6.0,S116.V62,Field Forces - Amph Trk Company,6
S116.V62:7.0,S116.V62,"Field Forces - Company, Med Battalion",7
S116.V62:8.0,S116.V62,"Field Forces - Troop, Cav Regiment",8
S116.V62:9.0,S116.V62,"Field Forces - Battery, AAA Battalion",9
S116.V62:10.0,S116.V62,"Field Forces - Headquarter Company, Infantry Regiment",10
S116.V62:11.0,S116.V62,"Services of Supply - Company, Engineer Avn Battalion",11
S116.V62:12.0,S116.V62,Services of Supply - Station Hospital,12
S116.V62:13.0,S116.V62,Services of Supply - Quartermaster Dep.,13
S116.V62:14.0,S116.V62,"Services of Supply - Company, Ordnance Battalion",14
S116.V62:15.0,S116.V62,Services of Supply - Engineer Company,15
S116.V62:16.0,S116.V62,Services of Supply - Quartermaster Salvage Rep Company,16
S116.V62:17.0,S116.V62,Services of Supply - Ordnance Dep Company,17
S116.V62:18.0,S116.V62,Services of Supply - Ordnance Ham Company,18
S116.V62:19.0,S116.V62,Services of Supply - Port Company,19
S116.V62:20.0,S116.V62,Air Forces - Photo Rcn Squadron,20
S116.V62:21.0,S116.V62,Air Forces - Tr Carr Squadron,21
S116.V62:22.0,S116.V62,Air Forces - Service Squadron,22
S116.V62:23.0,S116.V62,Air Forces - Airdrome Squadron,23
S116.V62:24.0,S116.V62,Air Forces - Squadron FTR Wing,24
S116.V62:25.0,S116.V62,Air Forces - Tactical Rcn Squadron,25
S116.V62:26.0,S116.V62,Air Forces - MP company (AVN),26
S116.V62:27.0,S116.V62,Air Forces - Ftr Squadron,27
S116.V62:28.0,S116.V62,Air Forces - Bomb Squadron,28
S116.V62:29.0,S116.V62,"Air Forces - Headquarter, FTR Wing",29
S116.V62:30.0,S116.V62,Air Forces - Sig Dep company,30
S100D.Q1:0.0,S100D.Q1,No answer,0
S100D.Q1:1.0,S100D.Q1,Private,1
S100D.Q1:2.0,S100D.Q1,Private First Class,2
S100D.Q1:3.0,S100D.Q1,Corporal or Technician 5th Grade,3
S100D.Q1:4.0,S100D.Q1,Sergeant or Technician 4th Grade,4
S100D.Q1:5.0,S100D.Q1,Staff Sergeant or Technician 3rd Grade,5
S100D.Q1:6.0,S100D.Q1,"Technical Sergeant, Master Sergeant, or First Sergeant",6
S100D.Q2:0.0,S100D.Q2,No answer,0
S100D.Q2:1.0,S100D.Q2,Engineers,1
S100D.Q2:2.0,S100D.Q2,Field Artillery,2
S100D.Q2:3.0,S100D.Q2,Quartermaster Corps,3
S100D.Q2:4.0,S100D.Q2,Infantry,4
S100D.Q2:5.0,S100D.Q2,Medical Department,5
S100D.Q2:6.0,S100D.Q2,Armored Force,6
S100D.Q2:7.0,S100D.Q2,Signal Corps,7
S100D.Q2:8.0,S100D.Q2,Coast Artillery and Anti-aircraft,8
S100D.Q2:9.0,S100D.Q2,Air Corps,9
S100D.Q2:10.0,S100D.Q2,Transportation Corps,10
S100D.Q2:11.0,S100D.Q2,Ordnance Department,11
S100D.Q2:12.0,S100D.Q2,Chemical Warfare Service,12
S100D.Q2:13.0,S100D.Q2,Military Police,13
S100D.Q2:14.0,S100D.Q2,Other,14
S100D.Q3:0.0,S100D.Q3,No answer,0
S100D.Q3:1.0,S100D.Q3,Engineers,1
S100D.Q3:2.0,S100D.Q3,Field Artillery,2
S100D.Q3:3.0,S100D.Q3,Quartermaster Corps,3
S100D.Q3:4.0,S100D.Q3,Infantry,4
S100D.Q3:5.0,S100D.Q3,Medical Department,5
S100D.Q3:6.0,S100D.Q3,Armored Force,6
S100D.Q3:7.0,S100D.Q3,Signal Corps,7
S100D.Q3:8.0,S100D.Q3,Coast Artillery and Anti-aircraft,8
S100D.Q3:9.0,S100D.Q3,Air Corps,9
S100D.Q3:10.0,S100D.Q3,Transportation Corps,10
S100D.Q3:11.0,S100D.Q3,Ordnance Department,11
S100D.Q3:12.0,S100D.Q3,Chemical Warfare Service,12
S100D.Q3:13.0,S100D.Q3,Military Police,13
S100D.Q3:14.0,S100D.Q3,All others,14
S100D.Q4.1:0.0,S100D.Q4.1,No answer,0
S100D.Q4.1:1.0,S100D.Q4.1,January,1
S100D.Q4.1:2.0,S100D.Q4.1,February,2
S100D.Q4.1:3.0,S100D.Q4.1,March,3
S100D.Q4.1:4.0,S100D.Q4.1,April,4
S100D.Q4.1:5.0,S100D.Q4.1,May,5
S100D.Q4.1:6.0,S100D.Q4.1,June,6
S100D.Q4.1:7.0,S100D.Q4.1,July,7
S100D.Q4.1:8.0,S100D.Q4.1,August,8
S100D.Q4.1:9.0,S100D.Q4.1,September,9
S100D.Q4.1:10.0,S100D.Q4.1,October,10
S100D.Q4.1:11.0,S100D.Q4.1,November,11
S100D.Q4.1:12.0,S100D.Q4.1,December,12
S100D.Q4.2:0.0,S100D.Q4.2,No answer,0
S100D.Q4.2:1.0,S100D.Q4.2,1940 or earlier,1
S100D.Q4.2:2.0,S100D.Q4.2,1941,2
S100D.Q4.2:3.0,S100D.Q4.2,1942,3
S100D.Q4.2:nan,S100D.Q4.2,Question 5a not coded.,
S100D.Q4.2:4.0,S100D.Q4.2,1943,4
S100D.Q4.2:5.0,S100D.Q4.2,1944,5
S100D.Q5B:0.0,S100D.Q5B,None,0
S100D.Q5B:1.0,S100D.Q5B,1 day,1
S100D.Q5B:80.0,S100D.Q5B,80 days,80
S100D.Q5B:999.0,S100D.Q5B,No answer,999
S100D.Q6:0.0,S100D.Q6,No answer,0
S100D.Q6:1.0,S100D.Q6,All or most of the time,1
S100D.Q6:2.0,S100D.Q6,Some of the time,2
S100D.Q6:3.0,S100D.Q6,Little or none of the time,3
S100D.Q7:0.0,S100D.Q7,No answer,0
S100D.Q7:1.0,S100D.Q7,More than half of the men have been casualties,1
S100D.Q7:2.0,S100D.Q7,Between a quarter and a half have been casualties,2
S100D.Q7:3.0,S100D.Q7,Less than a quarter have been casualties,3
S100D.Q7:4.0,S100D.Q7,Don't know,4
S100D.Q8A:0.0,S100D.Q8A,No answer,0
S100D.Q8A:1.0,S100D.Q8A,One,1
S100D.Q8A:2.0,S100D.Q8A,Two,2
S100D.Q8A:3.0,S100D.Q8A,Three,3
S100D.Q8A:4.0,S100D.Q8A,Four,4
S100D.Q8A:5.0,S100D.Q8A,Five,5
S100D.Q8A:6.0,S100D.Q8A,Six,6
S100D.Q8A:7.0,S100D.Q8A,None,7
S100D.Q8B:0.0,S100D.Q8B,No answer,0
S100D.Q8B:1.0,S100D.Q8B,I have more confidence,1
S100D.Q8B:2.0,S100D.Q8B,I have less confidence,2
S100D.Q8B:3.0,S100D.Q8B,I have about the same amount of confidence,3
S100D.Q8C:0.0,S100D.Q8C,No answer,0
S100D.Q8C:1.0,S100D.Q8C,One,1
S100D.Q8C:2.0,S100D.Q8C,Two,2
S100D.Q8C:3.0,S100D.Q8C,Three,3
S100D.Q8C:4.0,S100D.Q8C,Four,4
S100D.Q8C:5.0,S100D.Q8C,Five,5
S100D.Q8C:6.0,S100D.Q8C,Six,6
S100D.Q8C:7.0,S100D.Q8C,None,7
S100D.Q9:0.0,S100D.Q9,No answer,0
S100D.Q9:1.0,S100D.Q9,"Yes, very proud",1
S100D.Q9:2.0,S100D.Q9,"Yes, fairly proud",2
S100D.Q9:3.0,S100D.Q9,"No, not proud",3
S100D.Q9:4.0,S100D.Q9,Undecided,4
S100D.Q10:0.0,S100D.Q10,No answer,0
S100D.Q10:1.0,S100D.Q10,I am usually in good spirits,1
S100D.Q10:2.0,S100D.Q10,I am in good spirits some of the time and in low spirits some of the time,2
S100D.Q10:3.0,S100D.Q10,I am usually in low spirits,3
S100D.Q11:0.0,S100D.Q11,No answer,0
S100D.Q11:1.0,S100D.Q11,More important than most any other soldier's job,1
S100D.Q11:2.0,S100D.Q11,"Important, but no more so than many others",2
S100D.Q11:3.0,S100D.Q11,Not very important compared with what other soldiers can do,3
S100D.Q12A:0.0,S100D.Q12A,No answer,0
S100D.Q12A:1.0,S100D.Q12A,Very good,1
S100D.Q12A:2.0,S100D.Q12A,Fairly good,2
S100D.Q12A:3.0,S100D.Q12A,Not very good,3
S100D.Q12A:4.0,S100D.Q12A,Not good at all,4
S100D.Q12B:0.0,S100D.Q12B,No answer,0
S100D.Q12B:1.0,S100D.Q12B,A very important part,1
S100D.Q12B:2.0,S100D.Q12B,A fairly important part,2
S100D.Q12B:3.0,S100D.Q12B,Not a very important part,3
S100D.Q12B:4.0,S100D.Q12B,Not important at all,4
S100D.Q13:0.0,S100D.Q13,No answer,0
S100D.Q13:1.0,S100D.Q13,I usually feel it is worthwhile,1
S100D.Q13:2.0,S100D.Q13,I usually feel it is not worthwhile,2
S100D.Q13:3.0,S100D.Q13,Undecided,3
S100D.Q14:0.0,S100D.Q14,No answer,0
S100D.Q14:1.0,S100D.Q14,"Yes, almost always",1
S100D.Q14:2.0,S100D.Q14,"Yes, sometimes",2
S100D.Q14:nan,S100D.Q14,Questions 15a and 15b to be coded together.,
S100D.Q14:3.0,S100D.Q14,"No, never",3
S100D.Q14:4.0,S100D.Q14,Undecided,4
S100D.Q15A.x:0.0,S100D.Q15A.x,No answer,0
S100D.Q15A.x:1.0,S100D.Q15A.x,"Yes, I felt all the more like killing them",1
S100D.Q15A.x:2.0,S100D.Q15A.x,"Yes, I felt that they are men just like us and it is too bad that we have to be fighting them",2
S100D.Q15A.x:3.0,S100D.Q15A.x,"Yes, I didn't have any feeling one way or another",3
S100D.Q15A.x:4.0,S100D.Q15A.x,"Yes, some other feeling",4
S100D.Q15A.x:5.0,S100D.Q15A.x,"Yes, no answer",5
S100D.Q15A.x:6.0,S100D.Q15A.x,No,6
S100D.Q16:0.0,S100D.Q16,No answer,0
S100D.Q16:1.0,S100D.Q16,As much as they could,1
S100D.Q16:2.0,S100D.Q16,They could have given us a little more,2
S100D.Q16:3.0,S100D.Q16,They could have given us a great deal more,3
S100D.Q17:0.0,S100D.Q17,No answer,0
S100D.Q17:1.0,S100D.Q17,As much as they could,1
S100D.Q17:2.0,S100D.Q17,Could have done somewhat more,2
S100D.Q17:3.0,S100D.Q17,Could have done a great deal more,3
S100D.Q18A:0.0,S100D.Q18A,No answer,0
S100D.Q18A:1.0,S100D.Q18A,Yes,1
S100D.Q18A:2.0,S100D.Q18A,No,2
S100D.Q18B:0.0,S100D.Q18B,No answer,0
S100D.Q18B:1.0,S100D.Q18B,Yes,1
S100D.Q18B:2.0,S100D.Q18B,No,2
S100D.Q19:0.0,S100D.Q19,No answer,0
S100D.Q19:1.0,S100D.Q19,Purple Heart,1
S100D.Q19:2.0,S100D.Q19,Silver Star,2
S100D.Q19:3.0,S100D.Q19,Distinguished Service Cross,3
S100D.Q19:4.0,S100D.Q19,Purple Heart and Silver Star,4
S100D.Q19:5.0,S100D.Q19,Purple Heart and Distinguished Service Cross,5
S100D.Q19:6.0,S100D.Q19,Silver Star and Distinguished Service Cross,6
S100D.Q19:7.0,S100D.Q19,"Purple Heart, Silver Star and Distinguished Service Cross",7
S100D.Q19:8.0,S100D.Q19,"None of the three (Purple Heart, Silver Star, Distinguished Service Cross)",8
S100D.Q19:9.0,S100D.Q19,Other,9
S100D.Q20A:0.0,S100D.Q20A,No answer,0
S100D.Q20A:1.0,S100D.Q20A,All men I know who got them really deserved them,1
S100D.Q20A:2.0,S100D.Q20A,A few men I know who got them did not deserve them,2
S100D.Q20A:3.0,S100D.Q20A,Many men I know who got them did not deserve them,3
S100D.Q20B:0.0,S100D.Q20B,No answer,0
S100D.Q20B:1.0,S100D.Q20B,Many men I know deserved Silver Stars but did not get them,1
S100D.Q20B:2.0,S100D.Q20B,A few men I know deserved Silver Stars but did not get them,2
S100D.Q20B:3.0,S100D.Q20B,Nobody I know deserved a Silver Star but did not get it,3
S100D.Q21:0.0,S100D.Q21,No answer,0
S100D.Q21:1.0,S100D.Q21,It was more frightening the more I saw of it,1
S100D.Q21:2.0,S100D.Q21,It was less frightening the more I saw of it,2
S100D.Q21:nan,S100D.Q21,"Codes 01-04 precoded on questionnaire, other responses volunteered.",
S100D.Q21:3.0,S100D.Q21,It was never frightening,3
S100D.Q21:4.0,S100D.Q21,It stayed frightening all the time,4
S100D.Q22:0.0,S100D.Q22,No answer,0
S100D.Q22:1.0,S100D.Q22,I want very much to get into it as soon as possible,1
S100D.Q22:2.0,S100D.Q22,I am ready to go anytime,2
S100D.Q22:3.0,S100D.Q22,I hope I won't have to go but if I go I think I will do all right,3
S100D.Q22:4.0,S100D.Q22,I hope I won't have to go because I don't think I would do very well,4
S100D.Q22:5.0,S100D.Q22,"Have done my share, let others fight",5
S100D.Q22:6.0,S100D.Q22,Need a rest or furlough first,6
S100D.Q22:7.0,S100D.Q22,"Couldn't stand it, afraid, nerves shot",7
S100D.Q22:8.0,S100D.Q22,Physical condition,8
S100D.Q22:9.0,S100D.Q22,Qualified acceptance,9
S100D.Q22:10.0,S100D.Q22,Refusal (miscellaneous),10
S100D.Q22:11.0,S100D.Q22,All others,11
S100D.Q23:0.0,S100D.Q23,No answer,0
S100D.Q23:1.0,S100D.Q23,I am hardly ever worried and upset,1
S100D.Q23:2.0,S100D.Q23,I am sometimes worried and upset,2
S100D.Q23:3.0,S100D.Q23,I am often worried and upset,3
S100D.Q24:0.0,S100D.Q24,No answer,0
S100D.Q24:1.0,S100D.Q24,I have a pretty good time,1
S100D.Q24:2.0,S100D.Q24,It's about fifty-fifty,2
S100D.Q24:3.0,S100D.Q24,I have a pretty rotten time,3
S100D.Q25A:0.0,S100D.Q25A,No answer,0
S100D.Q25A:1.0,S100D.Q25A,All of our equipment is better,1
S100D.Q25A:2.0,S100D.Q25A,Most of our equipment is better,2
S100D.Q25A:3.0,S100D.Q25A,Our equipment is about the same as that of the Japanese Army,3
S100D.Q25A:4.0,S100D.Q25A,Most of our equipment is worse,4
S100D.Q25A:5.0,S100D.Q25A,All of our equipment is worse,5
S100D.Q25A:6.0,S100D.Q25A,Don't know,6
S100D.Q25B:0.0,S100D.Q25B,No answer,0
S100D.Q25B:1.0,S100D.Q25B,No Japanese weapons are better than ours,1
S100D.Q25B:2.0,S100D.Q25B,Some Japanese weapons are better than ours,2
S100D.Q26:0.0,S100D.Q26,No answer,0
S100D.Q26:1.0,S100D.Q26,He did much better than average,1
S100D.Q26:2.0,S100D.Q26,He did better than average,2
S100D.Q26:3.0,S100D.Q26,Same as average,3
S100D.Q26:4.0,S100D.Q26,He did worse than average,4
S100D.Q26:5.0,S100D.Q26,He did much worse than average,5
S100D.Q26:6.0,S100D.Q26,Any other answer,6
S100D.Q27:0.0,S100D.Q27,No answer,0
S100D.Q27:1.0,S100D.Q27,All of them are,1
S100D.Q27:2.0,S100D.Q27,Most of them are,2
S100D.Q27:3.0,S100D.Q27,About half of them are,3
S100D.Q27:4.0,S100D.Q27,Few of them are,4
S100D.Q27:5.0,S100D.Q27,None of them are,5
S100D.Q28A:0.0,S100D.Q28A,No answer,0
S100D.Q28A:1.0,S100D.Q28A,All of them are,1
S100D.Q28A:2.0,S100D.Q28A,Most of them are,2
S100D.Q28A:3.0,S100D.Q28A,About half of them are,3
S100D.Q28A:4.0,S100D.Q28A,Few of them are,4
S100D.Q28A:5.0,S100D.Q28A,None of them are,5
S100D.Q28B:0.0,S100D.Q28B,No answer,0
S100D.Q28B:1.0,S100D.Q28B,All of them are,1
S100D.Q28B:2.0,S100D.Q28B,Most of them are,2
S100D.Q28B:3.0,S100D.Q28B,About half of them are,3
S100D.Q28B:4.0,S100D.Q28B,Few of them are,4
S100D.Q28B:5.0,S100D.Q28B,None of them are,5
S100D.Q28C:0.0,S100D.Q28C,No answer,0
S100D.Q28C:1.0,S100D.Q28C,All of them do,1
S100D.Q28C:2.0,S100D.Q28C,Most of them do,2
S100D.Q28C:3.0,S100D.Q28C,About half of them do,3
S100D.Q28C:4.0,S100D.Q28C,Few of them do,4
S100D.Q28C:5.0,S100D.Q28C,None of them do,5
S100D.Q29:0.0,S100D.Q29,No answer,0
S100D.Q29:1.0,S100D.Q29,Very often,1
S100D.Q29:2.0,S100D.Q29,Sometimes,2
S100D.Q29:3.0,S100D.Q29,Only once in a great while,3
S100D.Q29:4.0,S100D.Q29,Never,4
S100D.Q30:0.0,S100D.Q30,No answer,0
S100D.Q30:1.0,S100D.Q30,Yes,1
S100D.Q30:2.0,S100D.Q30,No,2
S100D.Q30:3.0,S100D.Q30,Undecided,3
S100D.Q31:0.0,S100D.Q31,No answer,0
S100D.Q31:1.0,S100D.Q31,Worse after the war than before the war,1
S100D.Q31:2.0,S100D.Q31,Same after the war as before the war,2
S100D.Q31:3.0,S100D.Q31,Better after the war than before the war,3
S100D.Q31:4.0,S100D.Q31,Undecided,4
S100D.Q32A:0.0,S100D.Q32A,No answer,0
S100D.Q32A:1.0,S100D.Q32A,It will not be very hard,1
S100D.Q32A:2.0,S100D.Q32A,"It will be a tough job, but our losses won't be heavy",2
S100D.Q32A:3.0,S100D.Q32A,"It will be a tough job, with heavy losses of men and equipment",3
S100D.Q32B:0.0,S100D.Q32B,No answer,0
S100D.Q32B:1.0,S100D.Q32B,It will not be very hard,1
S100D.Q32B:2.0,S100D.Q32B,"It will be a tough job, but our losses won't be heavy",2
S100D.Q32B:3.0,S100D.Q32B,"It will be a tough job, with heavy losses of men and equipment",3
S100D.Q33:0.0,S100D.Q33,No answer,0
S100D.Q33:1.0,S100D.Q33,A very good chance,1
S100D.Q33:2.0,S100D.Q33,A fairly good chance,2
S100D.Q33:3.0,S100D.Q33,Not much of a chance,3
S100D.Q33:4.0,S100D.Q33,No chance at all,4
S100D.Q33:5.0,S100D.Q33,Undecided,5
S100D.Q34:0.0,S100D.Q34,No answer,0
S100D.Q34:1.0,S100D.Q34,I thought it was O.K.,1
S100D.Q34:2.0,S100D.Q34,I thought it was bad,2
S100D.Q34:3.0,S100D.Q34,I did not care much one way or another,3
S100D.Q34:4.0,S100D.Q34,This did not happen in my company,4
S100D.Q35A:0.0,S100D.Q35A,No answer,0
S100D.Q35A:1.0,S100D.Q35A,Good,1
S100D.Q35A:2.0,S100D.Q35A,Poor,2
S100D.Q35A:3.0,S100D.Q35A,No opinion,3
S100D.Q35B:0.0,S100D.Q35B,No answer,0
S100D.Q35B:1.0,S100D.Q35B,Good,1
S100D.Q35B:2.0,S100D.Q35B,Poor,2
S100D.Q35B:3.0,S100D.Q35B,No opinion,3
S100D.Q35C:0.0,S100D.Q35C,No answer,0
S100D.Q35C:1.0,S100D.Q35C,Good,1
S100D.Q35C:2.0,S100D.Q35C,Poor,2
S100D.Q35C:3.0,S100D.Q35C,No opinion,3
S100D.Q35D:0.0,S100D.Q35D,No answer,0
S100D.Q35D:1.0,S100D.Q35D,Good,1
S100D.Q35D:2.0,S100D.Q35D,Poor,2
S100D.Q35D:3.0,S100D.Q35D,No opinion,3
S100D.Q35E:0.0,S100D.Q35E,No answer,0
S100D.Q35E:1.0,S100D.Q35E,Good,1
S100D.Q35E:2.0,S100D.Q35E,Poor,2
S100D.Q35E:3.0,S100D.Q35E,No opinion,3
S100D.Q35F:0.0,S100D.Q35F,No answer,0
S100D.Q35F:1.0,S100D.Q35F,Good,1
S100D.Q35F:2.0,S100D.Q35F,Poor,2
S100D.Q35F:3.0,S100D.Q35F,No opinion,3
S100D.Q35G:0.0,S100D.Q35G,No answer,0
S100D.Q35G:2.0,S100D.Q35G,Poor,2
S100D.Q35G:nan,S100D.Q35G,Question 35h not coded.,
S100D.Q35G:1.0,S100D.Q35G,Good,1
S100D.Q35G:3.0,S100D.Q35G,No opinion,3
S100D.Q35I:0.0,S100D.Q35I,No answer,0
S100D.Q35I:1.0,S100D.Q35I,Good,1
S100D.Q35I:2.0,S100D.Q35I,Poor,2
S100D.Q35I:3.0,S100D.Q35I,No opinion,3
S100D.Q35J:0.0,S100D.Q35J,No answer,0
S100D.Q35J:1.0,S100D.Q35J,Good,1
S100D.Q35J:2.0,S100D.Q35J,Poor,2
S100D.Q35J:3.0,S100D.Q35J,No opinion,3
S100D.Q36:0.0,S100D.Q36,No answer,0
S100D.Q36:1.0,S100D.Q36,We usually got what we needed,1
S100D.Q36:2.0,S100D.Q36,We often did not get what we needed,2
S100D.Q36:3.0,S100D.Q36,We seldom got what we needed,3
