,CARD,DECK,BALLOT,S193.Q1,S193.Q2,S193.Q3,S193.Q4,S193.Q5,S193.Q6,S193.Q7,S193.Q8,S193.Q9,S193.Q10,S193.Q11A,S193.Q11B,S193.Q12,S193.Q13,S193.Q14,S193.Q15,S193.Q16,S193.Q17,S193.Q18,S193.Q19,S193.Q20,S193.Q21,S193.Q22,S193.Q23,S193.Q24,S193.Q25,S193.Q26,S193.Q27,S193.Q28A,S193.Q28B.1,S193.Q28B.2,S193.Q28B.3,S193.Q28B.4,S193.Q28B.5,S193.Q28B.6,S193.Q28B.7,S193.Q28B.8,S193.Q28B.9,S193.Q28B.10,S193.Q28B.11,S193.Q29,S193.Q30,S193.Q31,S193.Q32.1,S193.Q32.2,S193.Q32.3,S193.Q32.4,S193.Q32.5,S193.Q32.6,S193.Q32.7,S193.Q32.8,S193.Q32.9,S193.Q32.10,S193.Q32.11,S193.Q32.12,S193.Q33A,S193.Q33B.n,S193.Q34,S193.Q35,S193.Q36,S193.Q37,S193.Q38,S193.Q39,S193.Q40,S193.Q41,S193.Q42A,S193.Q42B.n,S193.Q43A,S193.Q43B.n,S193.Q44A,S193.Q44B.n,S193.Q45,CARD..1,DECK..1,BALLOT..1,S193.Q46,S193.Q47,S193.Q48.1,S193.Q48.2,S193.Q48.3,S193.Q48.4,S193.Q48.5,S193.Q48.6,S193.Q48.7,S193.Q48.8,S193.Q48.9,S193.Q48.10,S193.Q48.11,S193.Q48.12,S193.Q49,S193.Q50,S193.Q51,S193.Q52,S193.Q53,S193.Q54,S193.Q55,S193.Q56.n,S193.V57,S193.V58,S193.V59
1023,1.0,193.0,1024.0,1.0,10.0,6.0,1.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,10.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,1.0,,2.0,2.0,193.0,1024.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,7.0,1127.0,2.0
1024,1.0,193.0,1025.0,1.0,9.0,5.0,2.0,13.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,3.0,,3.0,,1.0,,2.0,2.0,193.0,1025.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,,5.0,2137.0,3.0
1025,1.0,193.0,1026.0,1.0,5.0,6.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,,3.0,,1.0,,2.0,2.0,193.0,1026.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,5.0,1.0,1.0,,5.0,1202.0,2.0
1026,1.0,193.0,1027.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1027.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,,5.0,2132.0,3.0
1027,1.0,193.0,1028.0,1.0,7.0,5.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.0,0.0,3.0,3.0,4.0,2.0,7.0,2.0,,3.0,,1.0,,2.0,2.0,193.0,1028.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,5.0,1220.0,1.0
1028,1.0,193.0,1029.0,2.0,9.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,0.0,0.0,3.0,3.0,1.0,2.0,7.0,2.0,,3.0,,1.0,,2.0,2.0,193.0,1029.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,,7.0,2133.0,3.0
1029,1.0,193.0,1030.0,3.0,7.0,8.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,4.0,,3.0,,1.0,,3.0,2.0,193.0,1030.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,5.0,2.0,1.0,1.0,,5.0,1208.0,2.0
1030,1.0,193.0,1031.0,2.0,9.0,5.0,5.0,12.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,0.0,3.0,3.0,1.0,2.0,7.0,1.0,,3.0,,1.0,,2.0,2.0,193.0,1031.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,2.0,4.0,2.0,,6.0,2147.0,3.0
1031,1.0,193.0,1032.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0,2.0,2.0,5.0,7.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,1.0,0.0,3.0,3.0,1.0,2.0,7.0,2.0,,3.0,,1.0,,1.0,2.0,193.0,1032.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,6.0,1199.0,2.0
1032,1.0,193.0,1033.0,0.0,10.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,0.0,0.0,3.0,3.0,3.0,2.0,7.0,2.0,,3.0,,1.0,,2.0,2.0,193.0,1033.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,0.0,,5.0,1181.0,1.0
1033,1.0,193.0,1034.0,1.0,10.0,8.0,5.0,13.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,7.0,3.0,,3.0,,1.0,,2.0,2.0,193.0,1034.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,,6.0,2168.0,3.0
1034,1.0,193.0,1035.0,4.0,10.0,8.0,5.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,3.0,,3.0,,1.0,,2.0,2.0,193.0,1035.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,,5.0,2141.0,3.0
1035,1.0,193.0,1036.0,1.0,9.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,3.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,,3.0,,1.0,,2.0,2.0,193.0,1036.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,,8.0,1115.0,2.0
1036,1.0,193.0,1037.0,1.0,7.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,2.0,,3.0,,1.0,,1.0,2.0,193.0,1037.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,0.0,5.0,2.0,3.0,1.0,,5.0,1195.0,1.0
1037,1.0,193.0,1038.0,1.0,8.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,0.0,0.0,3.0,2.0,1.0,3.0,7.0,2.0,,3.0,,1.0,,1.0,2.0,193.0,1038.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,0.0,1.0,,5.0,1265.0,1.0
1038,1.0,193.0,1039.0,3.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,,3.0,,1.0,,0.0,2.0,193.0,1039.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,,5.0,1251.0,2.0
1039,1.0,193.0,1040.0,1.0,0.0,4.0,1.0,13.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,0.0,0.0,3.0,1.0,1.0,3.0,7.0,2.0,,3.0,,1.0,,3.0,2.0,193.0,1040.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,,2.0,1185.0,2.0
1040,1.0,193.0,1041.0,1.0,10.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,0.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,1.0,,3.0,,1.0,,2.0,2.0,193.0,1041.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,5.0,2173.0,3.0
1041,1.0,193.0,1042.0,4.0,11.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,0.0,0.0,3.0,2.0,2.0,2.0,7.0,1.0,,3.0,,1.0,,3.0,2.0,193.0,1042.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,,8.0,1118.0,2.0
1042,1.0,193.0,1043.0,1.0,8.0,4.0,1.0,14.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,0.0,0.0,3.0,3.0,1.0,2.0,7.0,1.0,,3.0,,1.0,,1.0,2.0,193.0,1043.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,0.0,,5.0,1154.0,1.0
1043,1.0,193.0,1044.0,1.0,11.0,2.0,3.0,10.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,,3.0,,1.0,,1.0,2.0,193.0,1044.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,,2.0,1163.0,2.0
1044,1.0,193.0,1045.0,4.0,8.0,7.0,4.0,11.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,10.0,1.0,6.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1045.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,,6.0,2112.0,3.0
1045,1.0,193.0,1046.0,4.0,10.0,7.0,2.0,9.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,,3.0,,1.0,,3.0,2.0,193.0,1046.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,0.0,,7.0,1116.0,1.0
1046,1.0,193.0,1047.0,1.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,3.0,0.0,2.0,7.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1047.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,,6.0,1227.0,1.0
1047,1.0,193.0,1048.0,3.0,8.0,4.0,3.0,10.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,6.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,4.0,,3.0,,1.0,,3.0,2.0,193.0,1048.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,,6.0,2102.0,3.0
1048,1.0,193.0,1049.0,1.0,10.0,5.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,4.0,2.0,3.0,10.0,5.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1049.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,0.0,,2.0,1170.0,2.0
1049,1.0,193.0,1050.0,1.0,11.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1050.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,,2.0,1147.0,2.0
1050,1.0,193.0,1051.0,3.0,4.0,7.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1051.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,1.0,,6.0,1119.0,1.0
1051,1.0,193.0,1052.0,1.0,9.0,5.0,1.0,4.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,,3.0,,1.0,,1.0,2.0,193.0,1052.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,0.0,,6.0,1214.0,1.0
1052,1.0,193.0,1053.0,1.0,6.0,6.0,3.0,14.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,,3.0,,1.0,,2.0,2.0,193.0,1053.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,,5.0,1263.0,2.0
1053,1.0,193.0,1054.0,1.0,11.0,8.0,5.0,13.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,3.0,,3.0,,1.0,,2.0,2.0,193.0,1054.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,,3.0,2136.0,3.0
1054,1.0,193.0,1055.0,1.0,11.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,3.0,2.0,8.0,0.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,3.0,,3.0,,1.0,,3.0,2.0,193.0,1055.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,,6.0,2139.0,3.0
