,CARD,DECK,BALLOT,FORM,S203B.Qi1,S203B.Qi2,S203B.Qi3,S203B.Qi4,S203B.Qi5,S203B.Qi6,S203B.Qi7,S203B.Qi8,S203B.Qi9,S203B.Qi10,S203B.Qi11,S203B.Qi12A,S203B.Qi12B,S203B.Qi12C,S203B.Qi12D,S203B.Qi12E,S203B.Qi12F,S203B.Qi12G,S203B.Qi12H,S203B.Qi12I,S203B.Qi12J,S203B.Qi13,S203B.Qi14,S203B.Qi15,S203B.Qi16,S203B.Qi17A1,S203B.Qi17A2,S203B.Qi17A3,S203B.Qi17A4,S203B.Qi17A5,S203B.Qi17B,S203B.Qi17C,S203B.Qi18A,S203B.Qi18B,S203B.Qii1,S203B.Qii2,S203B.Qii3,S203B.Qii4,S203B.Qii5,S203B.Qii6,S203B.Qii7A1,S203B.Qii7A2,S203B.Qii7A3,S203B.Qii7A4,S203B.Qii7A5,S203B.Qii7A6,S203B.Qii7A7,S203B.Qii7B,S203B.Qii7C,S203B.Qii8A,S203B.Qii8B,S203B.Qii9,S203B.Qii10A,S203B.Qii10B,S203B.Qii10C,S203B.Qii10D,S203B.Qii10E,S203B.Qii10F,S203B.Qii11,S203B.Qii12A,S203B.Qii13A,S203B.Qii13B,S203B.Qiii1,S203B.Qiii2,S203B.Qiii3A,S203B.Qiii3B,S203B.Qiii3C,S203B.Qiii4,S203B.Qiii5.n,S203B.Qiii6,CARD..1,DECK..1,BALLOT..1,FORM..1,S203B.Qiii7,S203B.Viii8,S203B.Viii9.1,S203B.Viii9.2
553,1.0,203.0,554.0,2.0,3.0,4.0,8.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,554.0,2.0,11.0,9.0,20.0,48.0
554,1.0,203.0,555.0,2.0,1.0,5.0,11.0,3.0,7.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,555.0,2.0,0.0,9.0,72.0,237.0
555,1.0,203.0,556.0,2.0,5.0,5.0,8.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,556.0,2.0,0.0,9.0,71.0,445.0
556,1.0,203.0,557.0,2.0,1.0,5.0,8.0,4.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,557.0,2.0,0.0,9.0,71.0,449.0
557,1.0,203.0,558.0,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,2.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0,5.0,0.0,3.0,,3.0,2.0,203.0,558.0,2.0,0.0,9.0,71.0,529.0
558,1.0,203.0,559.0,2.0,1.0,2.0,3.0,6.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,203.0,559.0,2.0,0.0,9.0,54.0,86.0
559,1.0,203.0,560.0,2.0,2.0,3.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,3.0,2.0,203.0,560.0,2.0,0.0,9.0,71.0,635.0
560,1.0,203.0,561.0,2.0,2.0,3.0,9.0,7.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,2.0,2.0,203.0,561.0,2.0,12.0,9.0,25.0,49.0
561,1.0,203.0,562.0,2.0,1.0,3.0,4.0,7.0,7.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,2.0,203.0,562.0,2.0,12.0,9.0,25.0,26.0
562,1.0,203.0,563.0,2.0,2.0,4.0,9.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,203.0,563.0,2.0,13.0,9.0,81.0,137.0
563,1.0,203.0,564.0,2.0,2.0,4.0,5.0,5.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,203.0,564.0,2.0,13.0,9.0,82.0,220.0
564,1.0,203.0,565.0,2.0,2.0,4.0,11.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,0.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,0.0,,2.0,2.0,203.0,565.0,2.0,13.0,9.0,82.0,141.0
565,1.0,203.0,566.0,2.0,4.0,4.0,10.0,5.0,0.0,3.0,1.0,1.0,1.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,3.0,4.0,0.0,5.0,0.0,0.0,,2.0,2.0,203.0,566.0,2.0,13.0,9.0,82.0,224.0
566,1.0,203.0,567.0,2.0,4.0,4.0,9.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,2.0,2.0,203.0,567.0,2.0,13.0,9.0,82.0,127.0
567,1.0,203.0,568.0,2.0,4.0,4.0,10.0,7.0,6.0,2.0,1.0,4.0,0.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,568.0,2.0,13.0,9.0,82.0,216.0
568,1.0,203.0,569.0,2.0,1.0,4.0,6.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,569.0,2.0,13.0,9.0,82.0,159.0
569,1.0,203.0,570.0,2.0,4.0,6.0,7.0,6.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,,2.0,2.0,203.0,570.0,2.0,13.0,9.0,81.0,127.0
570,1.0,203.0,571.0,2.0,4.0,3.0,5.0,6.0,6.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,,1.0,2.0,203.0,571.0,2.0,13.0,9.0,81.0,123.0
571,1.0,203.0,572.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,,1.0,2.0,203.0,572.0,2.0,13.0,9.0,82.0,218.0
572,1.0,203.0,573.0,2.0,1.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,573.0,2.0,4.0,6.0,56.0,86.0
573,1.0,203.0,574.0,2.0,1.0,3.0,10.0,6.0,1.0,4.0,4.0,2.0,3.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,574.0,2.0,4.0,6.0,60.0,13.0
574,1.0,203.0,575.0,2.0,4.0,2.0,9.0,6.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,575.0,2.0,4.0,6.0,56.0,53.0
575,1.0,203.0,576.0,2.0,1.0,2.0,9.0,8.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,,1.0,2.0,203.0,576.0,2.0,4.0,6.0,56.0,60.0
576,1.0,203.0,577.0,2.0,1.0,1.0,8.0,6.0,7.0,4.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,577.0,2.0,4.0,6.0,53.0,35.0
577,1.0,203.0,578.0,2.0,1.0,1.0,1.0,7.0,1.0,4.0,4.0,5.0,5.0,5.0,6.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,578.0,2.0,4.0,6.0,55.0,27.0
578,1.0,203.0,579.0,2.0,1.0,1.0,2.0,6.0,7.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,2.0,2.0,203.0,579.0,2.0,4.0,6.0,71.0,524.0
579,1.0,203.0,580.0,2.0,1.0,2.0,9.0,6.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,,1.0,2.0,203.0,580.0,2.0,5.0,6.0,54.0,92.0
580,1.0,203.0,581.0,2.0,2.0,2.0,7.0,5.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,,1.0,2.0,203.0,581.0,2.0,5.0,6.0,54.0,94.0
581,1.0,203.0,582.0,2.0,1.0,2.0,11.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,0.0,3.0,,3.0,2.0,203.0,582.0,2.0,5.0,6.0,31.0,87.0
582,1.0,203.0,583.0,2.0,1.0,4.0,10.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,583.0,2.0,5.0,6.0,71.0,404.0
583,1.0,203.0,584.0,2.0,3.0,4.0,10.0,8.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,584.0,2.0,5.0,6.0,71.0,403.0
584,1.0,203.0,585.0,2.0,2.0,3.0,4.0,6.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,585.0,2.0,5.0,6.0,31.0,55.0
585,1.0,203.0,586.0,2.0,1.0,3.0,6.0,8.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,586.0,2.0,5.0,6.0,31.0,83.0
586,1.0,203.0,587.0,2.0,3.0,3.0,10.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,,2.0,2.0,203.0,587.0,2.0,5.0,6.0,31.0,88.0
587,1.0,203.0,588.0,2.0,1.0,2.0,9.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,203.0,588.0,2.0,6.0,6.0,71.0,614.0
588,1.0,203.0,589.0,2.0,1.0,2.0,9.0,5.0,6.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,3.0,4.0,3.0,5.0,0.0,4.0,,3.0,2.0,203.0,589.0,2.0,6.0,6.0,72.0,160.0
589,1.0,203.0,590.0,2.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,590.0,2.0,6.0,6.0,71.0,399.0
590,1.0,203.0,591.0,2.0,1.0,3.0,10.0,3.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,591.0,2.0,8.0,6.0,71.0,340.0
591,1.0,203.0,592.0,2.0,3.0,4.0,9.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,,2.0,2.0,203.0,592.0,2.0,9.0,6.0,17.0,60.0
592,1.0,203.0,593.0,2.0,3.0,4.0,9.0,6.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,593.0,2.0,9.0,6.0,17.0,87.0
