identifier,question_id,label,position
S234BO.Qii47:0.0,S234BO.Qii47,NO ANSWER,0
S234BO.Qii47:1.0,S234BO.Qii47,AGREE,1
S234BO.Qii47:2.0,S234BO.Qii47,DISAGREE,2
S234BO.Qii48:0.0,S234BO.Qii48,NO ANSWER,0
S234BO.Qii48:1.0,S234BO.Qii48,AGREE,1
S234BO.Qii48:2.0,S234BO.Qii48,DISAGREE,2
S234BO.Qii49:0.0,S234BO.Qii49,NO ANSWER,0
S234BO.Qii49:1.0,S234BO.Qii49,AGREE,1
S234BO.Qii49:2.0,S234BO.Qii49,DISAGREE,2
S234BO.Qii50:0.0,S234BO.Qii50,NO ANSWER,0
S234BO.Qii50:1.0,S234BO.Qii50,AGREE,1
S234BO.Qii50:2.0,S234BO.Qii50,DISAGREE,2
S234BO.Qii51:0.0,S234BO.Qii51,NO ANSWER,0
S234BO.Qii51:1.0,S234BO.Qii51,AGREE,1
S234BO.Qii51:2.0,S234BO.Qii51,DISAGREE,2
S234BO.Qii52:0.0,S234BO.Qii52,NO ANSWER,0
S234BO.Qii52:1.0,S234BO.Qii52,AGREE,1
S234BO.Qii52:2.0,S234BO.Qii52,DISAGREE,2
S234BO.Qii53:0.0,S234BO.Qii53,NO ANSWER,0
S234BO.Qii53:1.0,S234BO.Qii53,AGREE,1
S234BO.Qii53:2.0,S234BO.Qii53,DISAGREE,2
S234BO.Qii54:0.0,S234BO.Qii54,NO ANSWER,0
S234BO.Qii54:1.0,S234BO.Qii54,AGREE,1
S234BO.Qii54:2.0,S234BO.Qii54,DISAGREE,2
S234BO.Qii55:0.0,S234BO.Qii55,NO ANSWER,0
S234BO.Qii55:1.0,S234BO.Qii55,AGREE,1
S234BO.Qii55:2.0,S234BO.Qii55,DISAGREE,2
S234BO.Qii56:0.0,S234BO.Qii56,NO ANSWER,0
S234BO.Qii56:1.0,S234BO.Qii56,AGREE,1
S234BO.Qii56:2.0,S234BO.Qii56,DISAGREE,2
S234BO.Qii57:0.0,S234BO.Qii57,NO ANSWER,0
S234BO.Qii57:1.0,S234BO.Qii57,AGREE,1
S234BO.Qii57:2.0,S234BO.Qii57,DISAGREE,2
S234BO.Qiii58:0.0,S234BO.Qiii58,NO ANSWER,0
S234BO.Qiii58:1.0,S234BO.Qiii58,AGREE,1
S234BO.Qiii58:2.0,S234BO.Qiii58,DISAGREE,2
S234BO.Qii59:0.0,S234BO.Qii59,NO ANSWER,0
S234BO.Qii59:1.0,S234BO.Qii59,AGREE,1
S234BO.Qii59:2.0,S234BO.Qii59,DISAGREE,2
S234BO.Qii60:0.0,S234BO.Qii60,NO ANSWER,0
S234BO.Qii60:1.0,S234BO.Qii60,AGREE,1
S234BO.Qii60:2.0,S234BO.Qii60,DISAGREE,2
S234BO.Qii61:0.0,S234BO.Qii61,NO ANSWER,0
S234BO.Qii61:1.0,S234BO.Qii61,AGREE,1
S234BO.Qii61:2.0,S234BO.Qii61,DISAGREE,2
S234BO.Qii62:0.0,S234BO.Qii62,NO ANSWER,0
S234BO.Qii62:1.0,S234BO.Qii62,AGREE,1
S234BO.Qii62:2.0,S234BO.Qii62,DISAGREE,2
S234BO.Qii63:0.0,S234BO.Qii63,NO ANSWER,0
S234BO.Qii63:1.0,S234BO.Qii63,AGREE,1
S234BO.Qii63:2.0,S234BO.Qii63,DISAGREE,2
S234BO.Qii64:0.0,S234BO.Qii64,NO ANSWER,0
S234BO.Qii64:1.0,S234BO.Qii64,AGREE,1
S234BO.Qii64:2.0,S234BO.Qii64,DISAGREE,2
S234BO.Qii65:0.0,S234BO.Qii65,NO ANSWER,0
S234BO.Qii65:1.0,S234BO.Qii65,AGREE,1
S234BO.Qii65:2.0,S234BO.Qii65,DISAGREE,2
S234BO.Qii65:nan,S234BO.Qii65,QUESTION 66 NOT CODED.,
S234BO.Qii67:0.0,S234BO.Qii67,NO ANSWER,0
S234BO.Qii67:1.0,S234BO.Qii67,AGREE,1
S234BO.Qii67:2.0,S234BO.Qii67,DISAGREE,2
S234BO.Qii68:0.0,S234BO.Qii68,NO ANSWER,0
S234BO.Qii68:1.0,S234BO.Qii68,AGREE,1
S234BO.Qii68:2.0,S234BO.Qii68,DISAGREE,2
S234BO.Qii69:0.0,S234BO.Qii69,NO ANSWER,0
S234BO.Qii69:1.0,S234BO.Qii69,AGREE,1
S234BO.Qii69:2.0,S234BO.Qii69,DISAGREE,2
S234BO.Qii70:0.0,S234BO.Qii70,NO ANSWER,0
S234BO.Qii70:1.0,S234BO.Qii70,AGREE,1
S234BO.Qii70:2.0,S234BO.Qii70,DISAGREE,2
S234BO.Qii71:0.0,S234BO.Qii71,NO ANSWER,0
S234BO.Qii71:1.0,S234BO.Qii71,AGREE,1
S234BO.Qii71:2.0,S234BO.Qii71,DISAGREE,2
S234BO.Qii72:0.0,S234BO.Qii72,NO ANSWER,0
S234BO.Qii72:1.0,S234BO.Qii72,AGREE,1
S234BO.Qii72:2.0,S234BO.Qii72,DISAGREE,2
S234BO.Qii73:0.0,S234BO.Qii73,NO ANSWER,0
S234BO.Qii73:1.0,S234BO.Qii73,AGREE,1
S234BO.Qii73:2.0,S234BO.Qii73,DISAGREE,2
S234BO.Qii74:0.0,S234BO.Qii74,NO ANSWER,0
S234BO.Qii74:1.0,S234BO.Qii74,AGREE,1
S234BO.Qii74:2.0,S234BO.Qii74,DISAGREE,2
S234BO.Qii75:0.0,S234BO.Qii75,NO ANSWER,0
S234BO.Qii75:1.0,S234BO.Qii75,AGREE,1
S234BO.Qii75:2.0,S234BO.Qii75,DISAGREE,2
S234BO.Qii76:0.0,S234BO.Qii76,NO ANSWER,0
S234BO.Qii76:1.0,S234BO.Qii76,AGREE,1
S234BO.Qii76:2.0,S234BO.Qii76,DISAGREE,2
S234BO.Qii77:0.0,S234BO.Qii77,NO ANSWER,0
S234BO.Qii77:1.0,S234BO.Qii77,AGREE,1
S234BO.Qii77:2.0,S234BO.Qii77,DISAGREE,2
S234BO.Qii78:0.0,S234BO.Qii78,NO ANSWER,0
S234BO.Qii78:1.0,S234BO.Qii78,AGREE,1
S234BO.Qii78:2.0,S234BO.Qii78,DISAGREE,2
S234BO.Qii79:0.0,S234BO.Qii79,NO ANSWER,0
S234BO.Qii79:1.0,S234BO.Qii79,AGREE,1
S234BO.Qii79:2.0,S234BO.Qii79,DISAGREE,2
S234BO.Qii80:0.0,S234BO.Qii80,NO ANSWER,0
S234BO.Qii80:1.0,S234BO.Qii80,AGREE,1
S234BO.Qii80:2.0,S234BO.Qii80,DISAGREE,2
S234BO.Qii81:0.0,S234BO.Qii81,NO ANSWER,0
S234BO.Qii81:1.0,S234BO.Qii81,AGREE,1
S234BO.Qii81:2.0,S234BO.Qii81,DISAGREE,2
S234BO.Qii82:0.0,S234BO.Qii82,NO ANSWER,0
S234BO.Qii82:1.0,S234BO.Qii82,AGREE,1
S234BO.Qii82:2.0,S234BO.Qii82,DISAGREE,2
S234BO.Qii83:0.0,S234BO.Qii83,NO ANSWER,0
S234BO.Qii83:1.0,S234BO.Qii83,AGREE,1
S234BO.Qii83:2.0,S234BO.Qii83,DISAGREE,2
S234BO.Qii84:0.0,S234BO.Qii84,NO ANSWER,0
S234BO.Qii84:1.0,S234BO.Qii84,AGREE,1
S234BO.Qii84:2.0,S234BO.Qii84,DISAGREE,2
S234BO.Qii85:0.0,S234BO.Qii85,NO ANSWER,0
S234BO.Qii85:1.0,S234BO.Qii85,AGREE,1
S234BO.Qii85:2.0,S234BO.Qii85,DISAGREE,2
S234BO.Qii86:0.0,S234BO.Qii86,NO ANSWER,0
S234BO.Qii86:1.0,S234BO.Qii86,AGREE,1
S234BO.Qii86:2.0,S234BO.Qii86,DISAGREE,2
S234BO.Qii87:0.0,S234BO.Qii87,NO ANSWER,0
S234BO.Qii87:1.0,S234BO.Qii87,AGREE,1
S234BO.Qii87:2.0,S234BO.Qii87,DISAGREE,2
S234BO.Qii88:1.0,S234BO.Qii88,AGREE,1
S234BO.Qii88:2.0,S234BO.Qii88,DISAGREE,2
S234BO.Qiii1:0.0,S234BO.Qiii1,NO ANSWER,0
S234BO.Qiii1:1.0,S234BO.Qiii1,FROM THE OFFICER'S POINT OF VIEW,1
S234BO.Qiii1:2.0,S234BO.Qiii1,FROM THE ENLISTED MAN'S POINT OF VIEW,2
S234BO.Qiii2:0.0,S234BO.Qiii2,NO ANSWER,0
S234BO.Qiii2:1.0,S234BO.Qiii2,AN OUTFIT WITH GOOD NON-COMS BUT POOR OFFICERS,1
S234BO.Qiii2:2.0,S234BO.Qiii2,AN OUTFIT WITH GOOD OFFICERS BUT POOR NON-COMS,2
S234BO.Qiii3:0.0,S234BO.Qiii3,NO ANSWER,0
S234BO.Qiii3:1.0,S234BO.Qiii3,I WOULD HAVE ADVISED HER TO JOIN,1
S234BO.Qiii3:2.0,S234BO.Qiii3,I WOULD HAVE ADVISED HER NOT TO JOIN,2
S234BO.Qiii3:3.0,S234BO.Qiii3,UNDECIDED,3
S234BO.Qiii4:0.0,S234BO.Qiii4,NO ANSWER,0
S234BO.Qiii4:1.0,S234BO.Qiii4,I WOULD HAVE ADVISED HER TO JOIN,1
S234BO.Qiii4:2.0,S234BO.Qiii4,I WOULD HAVE ADVISED HER NOT TO JOIN,2
S234BO.Qiii4:3.0,S234BO.Qiii4,UNDECIDED,3
S234BO.Qiii5:0.0,S234BO.Qiii5,NO ANSWER,0
S234BO.Qiii5:1.0,S234BO.Qiii5,YES,1
S234BO.Qiii5:2.0,S234BO.Qiii5,NO,2
S234BO.Qiii5:3.0,S234BO.Qiii5,DON'T KNOW,3
S234BO.Qiii6:0.0,S234BO.Qiii6,NO ANSWER,0
S234BO.Qiii6:1.0,S234BO.Qiii6,YES,1
S234BO.Qiii6:2.0,S234BO.Qiii6,NO,2
S234BO.Qiii6:3.0,S234BO.Qiii6,DON'T KNOW,3
S234BO.Qiii7:0.0,S234BO.Qiii7,NO ANSWER,0
S234BO.Qiii7:1.0,S234BO.Qiii7,YES,1
S234BO.Qiii7:2.0,S234BO.Qiii7,NO,2
S234BO.Qiii7:3.0,S234BO.Qiii7,DON'T KNOW,3
S234BO.Qiii8:0.0,S234BO.Qiii8,OTHER PLACE,0
S234BO.Qiii8:1.0,S234BO.Qiii8,"EUROPEAN THEATER (BRITISH ISLES, FRANCE, GERMANY)",1
S234BO.Qiii8:2.0,S234BO.Qiii8,"MEDITERRANEAN THEATER (ITALY, NORTH AFRICA)",2
S234BO.Qiii8:3.0,S234BO.Qiii8,"ALASKA, ALEUTIANS",3
S234BO.Qiii8:4.0,S234BO.Qiii8,"PACIFIC THEATER (HAWAII, AUSTRALIA, PHILIPPINES, ETC.)",4
S234BO.Qiii8:5.0,S234BO.Qiii8,I DID NOT SERVE OVERSEAS,5
S234BO.Qiii8:6.0,S234BO.Qiii8,NO ANSWER,6
S234BO.Qiii8:nan,S234BO.Qiii8,DATA NOT PROVIDED BY SURVEY ORGANIZATION. SEE QUESTION V.9F.,
S234BO.Viii9F:0.0,S234BO.Viii9F,ORIGINAL SCORE OF 0,0
S234BO.Viii9F:1.0,S234BO.Viii9F,ORIGINAL SCORE OF 1,1
S234BO.Viii9F:2.0,S234BO.Viii9F,ORIGINAL SCORE OF 2,2
S234BO.Viii9F:3.0,S234BO.Viii9F,ORIGINAL SCORE OF 3,3
S234BO.Viii9F:4.0,S234BO.Viii9F,ORIGINAL SCORE OF 4,4
S234BO.Viii9F:5.0,S234BO.Viii9F,ORIGINAL SCORE OF 5,5
S234BO.Viii9F:6.0,S234BO.Viii9F,ORIGINAL SCORE OF 6,6
S234BO.Viii9F:7.0,S234BO.Viii9F,ORIGINAL SCORE OF 7,7
S234BO.Viii9F:8.0,S234BO.Viii9F,ORIGINAL SCORE OF 8,8
S234BO.Viii9F:9.0,S234BO.Viii9F,ORIGINAL SCORE OF 9,9
S234BO.Viii9F:10.0,S234BO.Viii9F,ORIGINAL SCORE OF X,10
S234BO.Qiiii1:0.0,S234BO.Qiiii1,NO ANSWER,0
S234BO.Qiiii1:1.0,S234BO.Qiiii1,"YES, SEVERAL TIMES",1
S234BO.Qiiii1:2.0,S234BO.Qiiii1,"YES, ONCE",2
S234BO.Qiiii1:3.0,S234BO.Qiiii1,"NO, NEVER",3
S234BO.Qiiii4:0.0,S234BO.Qiiii4,NO ANSWER,0
S234BO.Qiiii4:1.0,S234BO.Qiiii4,"YES, SEVERAL TIMES",1
S234BO.Qiiii4:2.0,S234BO.Qiiii4,"YES, ONCE",2
S234BO.Qiiii4:3.0,S234BO.Qiiii4,"NO, NEVER",3
S234BO.Qiiii6:0.0,S234BO.Qiiii6,NO ANSWER I. ANSWER QUESTIONS 7-10 ONLY IF YOU ARE AN OFFICER:,0
S234BO.Qiiii6:1.0,S234BO.Qiiii6,YES,1
S234BO.Qiiii6:2.0,S234BO.Qiiii6,NO,2
S234BO.Qiiii7:0.0,S234BO.Qiiii7,NO ANSWER,0
S234BO.Qiiii7:1.0,S234BO.Qiiii7,6 MONTHS OR LESS,1
S234BO.Qiiii7:2.0,S234BO.Qiiii7,OVER 6 MONTHS UP TO 1 YEAR,2
S234BO.Qiiii7:3.0,S234BO.Qiiii7,OVER 1 YEAR UP TO 2 YEARS,3
S234BO.Qiiii7:4.0,S234BO.Qiiii7,OVER 2 YEARS,4
S234BO.Qiiii7:5.0,S234BO.Qiiii7,WAS NOT ON ACTIVE DUTY AS AN ENLISTED MAN PRIOR TO RECEIVING COMMISSION,5
S234BO.Qiiii8:0.0,S234BO.Qiiii8,NO ANSWER,0
S234BO.Qiiii8:1.0,S234BO.Qiiii8,REGULAR ARMY,1
S234BO.Qiiii8:2.0,S234BO.Qiiii8,NATIONAL GUARD,2
S234BO.Qiiii8:3.0,S234BO.Qiiii8,OFFICERS RESERVE CORPS,3
S234BO.Qiiii8:4.0,S234BO.Qiiii8,ARMY OF THE UNITED STATES,4
S234BO.Qiiii8:5.0,S234BO.Qiiii8,OTHER,5
S234BO.Qiiii9:0.0,S234BO.Qiiii9,NO ANSWER,0
S234BO.Qiiii9:1.0,S234BO.Qiiii9,FROM OFFICER CANDIDATE SCHOOL,1
S234BO.Qiiii9:2.0,S234BO.Qiiii9,FROM PILOT-BOMBARDIER-NAVIGATOR TRAINING,2
S234BO.Qiiii9:3.0,S234BO.Qiiii9,FROM ROTC OR CMTC,3
S234BO.Qiiii9:4.0,S234BO.Qiiii9,DIRECT FROM CIVILIAN LIFE,4
S234BO.Qiiii9:5.0,S234BO.Qiiii9,DIRECT FROM ENLISTED STATUS,5
S234BO.Qiiii9:6.0,S234BO.Qiiii9,SOME OTHER WAY,6
S234BO.Qiiii10:0.0,S234BO.Qiiii10,NO ANSWER,0
S234BO.Qiiii10:1.0,S234BO.Qiiii10,STAFF,1
S234BO.Qiiii10:2.0,S234BO.Qiiii10,LINE,2
S234BO.Qiiii10:3.0,S234BO.Qiiii10,OTHER,3
S234BO.Viiii11:0.0,S234BO.Viiii11,NO CODE OR NO DATA,0
S234BO.Viiii11:1.0,S234BO.Viiii11,CHANUTE FIELD - ARMY AIR FORCES,1
S234BO.Viiii11:2.0,S234BO.Viiii11,CAMP CAMPBELL - ARMY GROUND FORCES - 5TH DIVISION,2
S234BO.Viiii11:3.0,S234BO.Viiii11,CAMP CAMPBELL - ARMY SERVICE FORCES - 1580 SCU,3
S234BO.Viiii11:4.0,S234BO.Viiii11,FT. KNOX - ARMY GROUND FORCES - ARMORED SCHOOL,4
S234BO.Viiii11:5.0,S234BO.Viiii11,FT. KNOX - ARMY SERVICE FORCES,5
S234BO.Viiii11:6.0,S234BO.Viiii11,CAMP LEE - ARMY SERVICES FORCES - ASFTC,6
S234BO.Viiii11:7.0,S234BO.Viiii11,MITCHELL FIELD - ARMY AIR FORCES - X SECTION,7
S227.Q1:0.0,S227.Q1,NO ANSWER,0
S227.Q1:1.0,S227.Q1,6 MONTHS OR LESS,1
S227.Q1:2.0,S227.Q1,OVER 6 MONTHS TO 1 YEAR,2
S227.Q1:3.0,S227.Q1,OVER 1 YEAR TO 1 1/2 YEARS,3
S227.Q1:4.0,S227.Q1,OVER 1 1/2 YEARS TO 2 YEARS,4
S227.Q1:5.0,S227.Q1,OVER 2 YEARS TO 2 1/2 YEARS,5
S227.Q1:6.0,S227.Q1,OVER 2 1/2 YEARS TO 3 YEARS,6
S227.Q1:7.0,S227.Q1,OVER 3 YEARS TO 3 1/2 YEARS,7
S227.Q1:8.0,S227.Q1,OVER 3 1/2 YEARS,8
S227.Q2:0.0,S227.Q2,NO ANSWER,0
S227.Q2:1.0,S227.Q2,LESS THAN 6TH GRADE,1
S227.Q2:2.0,S227.Q2,FINISHED 6TH GRADE,2
S227.Q2:3.0,S227.Q2,FINISHED 7TH GRADE,3
S227.Q2:4.0,S227.Q2,FINISHED 8TH GRADE,4
S227.Q2:5.0,S227.Q2,SOME HIGH SCHOOL BUT DID NOT FINISH,5
S227.Q2:6.0,S227.Q2,GRADUATED FROM HIGH SCHOOL,6
S227.Q2:7.0,S227.Q2,SOME COLLEGE BUT DID NOT FINISH,7
S227.Q2:8.0,S227.Q2,GRADUATED FROM COLLEGE,8
S227.Q3:0.0,S227.Q3,NO ANSWER,0
S227.Q3:1.0,S227.Q3,6 MONTHS OR LESS,1
S227.Q3:2.0,S227.Q3,OVER 6 MONTHS TO A YEAR,2
S227.Q3:3.0,S227.Q3,OVER 1 YEAR TO 1 1/2 YEARS,3
S227.Q3:4.0,S227.Q3,OVER 1 1/2 YEARS TO 2 YEARS,4
S227.Q3:5.0,S227.Q3,OVER 2 YEARS TO 2 1/2 YEARS,5
S227.Q3:6.0,S227.Q3,OVER 2 1/2 YEARS TO 3 YEARS,6
S227.Q3:7.0,S227.Q3,OVER 3 YEARS TO 3 1/2 YEARS,7
S227.Q3:8.0,S227.Q3,OVER 3 1/2 YEARS,8
S227.Q4.1:nan,S227.Q4.1,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.1:1.0,S227.Q4.1,MORE MOVIES,1
S227.Q4.1:2.0,S227.Q4.1,NOT CHOSEN,2
S227.Q4.2:nan,S227.Q4.2,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.2:1.0,S227.Q4.2,BETTER MOVIES,1
S227.Q4.2:2.0,S227.Q4.2,NOT CHOSEN,2
S227.Q4.3:nan,S227.Q4.3,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.3:1.0,S227.Q4.3,MORE RADIO SETS,1
S227.Q4.3:2.0,S227.Q4.3,NOT CHOSEN,2
S227.Q4.4:nan,S227.Q4.4,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.4:1.0,S227.Q4.4,BETTER RADIO PROGRAMS,1
S227.Q4.4:2.0,S227.Q4.4,NOT CHOSEN,2
S227.Q4.5:nan,S227.Q4.5,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.5:1.0,S227.Q4.5,MORE BOOKS AND MAGAZINES,1
S227.Q4.5:2.0,S227.Q4.5,NOT CHOSEN,2
S227.Q4.6:nan,S227.Q4.6,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.6:1.0,S227.Q4.6,"MORE ATHLETIC EQUIPMENT FOR BASEBALL, VOLLEYBALL, ETC.",1
S227.Q4.6:2.0,S227.Q4.6,NOT CHOSEN,2
S227.Q4.7:nan,S227.Q4.7,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.7:1.0,S227.Q4.7,"MORE LIGHT GAMES SUCH AS PING-PONG, HORSESHOES, DARTS, ETC.",1
S227.Q4.7:2.0,S227.Q4.7,NOT CHOSEN,2
S227.Q4.8:nan,S227.Q4.8,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.8:1.0,S227.Q4.8,"MORE TABLE GAMES SUCH AS CHECKERS, CARD GAMES, ETC.",1
S227.Q4.8:2.0,S227.Q4.8,NOT CHOSEN,2
S227.Q4.9:nan,S227.Q4.9,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.9:1.0,S227.Q4.9,MORE EDUCATION CLASSES,1
S227.Q4.9:2.0,S227.Q4.9,NOT CHOSEN,2
S227.Q4.10:nan,S227.Q4.10,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.10:1.0,S227.Q4.10,BETTER EDUCATION CLASSES,1
S227.Q4.10:2.0,S227.Q4.10,NOT CHOSEN,2
S227.Q4.11:nan,S227.Q4.11,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q4.11:1.0,S227.Q4.11,NO ANSWER,1
S227.Q4.11:2.0,S227.Q4.11,NOT CHOSEN,2
S227.Q5:0.0,S227.Q5,NO ANSWER,0
S227.Q5:1.0,S227.Q5,DIDN'T LISTEN AT ALL,1
S227.Q5:2.0,S227.Q5,LISTENED LESS THAN 15 MINUTES DAILY,2
S227.Q5:3.0,S227.Q5,LISTENED BETWEEN 15 MINUTES AND A HALF HOUR DAILY,3
S227.Q5:4.0,S227.Q5,LISTENED BETWEEN A HALF HOUR AND AN HOUR DAILY,4
S227.Q5:5.0,S227.Q5,LISTENED BETWEEN 1 HOUR AND 2 HOURS DAILY,5
S227.Q5:6.0,S227.Q5,LISTENED BETWEEN 2 HOURS AND 3 HOURS DAILY,6
S227.Q5:7.0,S227.Q5,LISTENED BETWEEN 3 HOURS AND 5 HOURS DAILY,7
S227.Q5:8.0,S227.Q5,LISTENED MORE THAN 5 HOURS DAILY,8
S227.Q6.1:nan,S227.Q6.1,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.1:1.0,S227.Q6.1,I LISTENED ALL I WANTED TO,1
S227.Q6.1:2.0,S227.Q6.1,NOT CHOSEN,2
S227.Q6.2:nan,S227.Q6.2,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.2:1.0,S227.Q6.2,THERE IS NO RADIO IN MY OUTFIT THAT I CAN USE,1
S227.Q6.2:2.0,S227.Q6.2,NOT CHOSEN,2
S227.Q6.3:nan,S227.Q6.3,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.3:1.0,S227.Q6.3,RADIO WAS NOT IN WORKING ORDER,1
S227.Q6.3:2.0,S227.Q6.3,NOT CHOSEN,2
S227.Q6.4:nan,S227.Q6.4,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.4:1.0,S227.Q6.4,PROGRAMS DON'T COME IN LOUD OR CLEAR ENOUGH - POOR RECEPTION,1
S227.Q6.4:2.0,S227.Q6.4,NOT CHOSEN,2
S227.Q6.5:nan,S227.Q6.5,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.5:1.0,S227.Q6.5,RADIO NOT NEAR ENOUGH,1
S227.Q6.5:2.0,S227.Q6.5,NOT CHOSEN,2
S227.Q6.6:nan,S227.Q6.6,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.6:1.0,S227.Q6.6,TOO MANY MEN ARE LISTENING TO RADIO AT SAME TIME,1
S227.Q6.6:2.0,S227.Q6.6,NOT CHOSEN,2
S227.Q6.7:nan,S227.Q6.7,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.7:1.0,S227.Q6.7,WAS TOO BUSY THIS PAST WEEK TO LISTEN AS MUCH AS I'D LIKE TO,1
S227.Q6.7:2.0,S227.Q6.7,NOT CHOSEN,2
S227.Q6.8:nan,S227.Q6.8,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.8:1.0,S227.Q6.8,DON'T LIKE THE PROGRAMS WE GET OVER THE RADIO,1
S227.Q6.8:2.0,S227.Q6.8,NOT CHOSEN,2
S227.Q6.9:nan,S227.Q6.9,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.9:1.0,S227.Q6.9,OTHER,1
S227.Q6.9:2.0,S227.Q6.9,NOT CHOSEN,2
S227.Q6.10:nan,S227.Q6.10,ON FORM C CODES LISTED IN REVERSE ORDER.,
S227.Q6.10:1.0,S227.Q6.10,NO ANSWER,1
S227.Q6.10:2.0,S227.Q6.10,NOT CHOSEN,2
S227.Q8.1:1.0,S227.Q8.1,DIDN'T HEAR AFN STATION DURING PAST WEEK,1
S227.Q8.1:2.0,S227.Q8.1,NOT CHOSEN,2
S227.Q8.2:1.0,S227.Q8.2,HEARD PARIS AFN STATION PAST WEEK,1
S227.Q8.2:2.0,S227.Q8.2,NOT CHOSEN,2
S227.Q8.3:1.0,S227.Q8.3,HEARD NANCY AFN STATION PAST WEEK,1
S227.Q8.3:2.0,S227.Q8.3,NOT CHOSEN,2
S227.Q8.4:1.0,S227.Q8.4,HEARD REIMS AFN STATION PAST WEEK,1
S227.Q8.4:2.0,S227.Q8.4,NOT CHOSEN,2
S227.Q8.5:1.0,S227.Q8.5,HEARD MARSEILLES AFN STATION PAST WEEK,1
S227.Q8.5:2.0,S227.Q8.5,NOT CHOSEN,2
S227.Q8.6:1.0,S227.Q8.6,HEARD FRANKFURT AFN STATION PAST WEEK,1
S227.Q8.6:2.0,S227.Q8.6,NOT CHOSEN,2
S227.Q8.7:1.0,S227.Q8.7,HEARD MUNICH AFN STATION PAST WEEK,1
S227.Q8.7:2.0,S227.Q8.7,NOT CHOSEN,2
S227.Q8.8:1.0,S227.Q8.8,HEARD 15TH ARMY AFN STATION PAST WEEK,1
S227.Q8.8:2.0,S227.Q8.8,NOT CHOSEN,2
S227.Q8.9:1.0,S227.Q8.9,DON'T KNOW WHAT AFN STATION I HEARD PAST WEEK,1
S227.Q8.9:2.0,S227.Q8.9,NOT CHOSEN,2
S227.Q8.10:1.0,S227.Q8.10,NO ANSWER,1
S227.Q8.10:2.0,S227.Q8.10,NOT CHOSEN,2
S227.Q9:0.0,S227.Q9,NO ANSWER,0
S227.Q9:1.0,S227.Q9,"YES, THERE ARE MORE THAN ENOUGH SETS",1
S227.Q9:2.0,S227.Q9,"YES, THERE ARE ABOUT ENOUGH SETS",2
S227.Q9:3.0,S227.Q9,"NO, THEY NEED A FEW MORE SETS",3
S227.Q9:4.0,S227.Q9,"NO, THEY NEED A LOT MORE SETS",4
S227.Q10:0.0,S227.Q10,NO ANSWER,0
S227.Q10:1.0,S227.Q10,VERY EASY,1
S227.Q10:2.0,S227.Q10,FAIRLY EASY,2
S227.Q10:3.0,S227.Q10,PRETTY HARD,3
S227.Q10:4.0,S227.Q10,VERY HARD,4
S227.Q11:0.0,S227.Q11,NO ANSWER,0
S227.Q11:1.0,S227.Q11,VERY EASY,1
S227.Q11:2.0,S227.Q11,FAIRLY EASY,2
S227.Q11:3.0,S227.Q11,PRETTY HARD,3
S227.Q11:4.0,S227.Q11,VERY HARD,4
S227.Q12:0.0,S227.Q12,NO ANSWER,0
S227.Q12:1.0,S227.Q12,"YES, I THINK I WOULD BUY ONE",1
S227.Q12:2.0,S227.Q12,"NO, I DON'T THINK I WOULD BUY ONE",2
S227.Q13:0.0,S227.Q13,NO ANSWER,0
S227.Q13:1.0,S227.Q13,NOT INTERESTED AT ALL,1
S227.Q13:2.0,S227.Q13,INTERESTED ONLY A LITTLE,2
S227.Q13:3.0,S227.Q13,FAIRLY INTERESTED,3
S227.Q13:4.0,S227.Q13,VERY INTERESTED,4
S227.Q14:0.0,S227.Q14,NO ANSWER,0
S227.Q14:1.0,S227.Q14,"A NEWS BROADCAST EVERY HOUR: (USUALLY 1 MINUTE SUMMARIES, SOMETIMES 5 MINUTE SUMMARIES)",1
S227.Q14:2.0,S227.Q14,"A NEWS BROADCAST 5 OR 6 TIMES A DAY: (A FEW 5 MINUTE SUMMARIES, AND A FEW 15 MINUTE MORE DETAILED BROADCASTS)",2
S227.Q14:3.0,S227.Q14,IT DOESN'T MATTER TO ME,3
S227.Q15:0.0,S227.Q15,NO ANSWER,0
