,identifier,parent_id,question
9152,S234AO.Q15,S234AO," IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME?"
9153,S234AO.Q16.n,S234AO, IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY?
9154,S234AO.Q17,S234AO, WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY?
9155,S234AO.Q18,S234AO, WHICH OF THE FOLLOWING WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY? (CHECK AS MANY AS YOU WERE DOING JUST BEFORE YOU CAME INTO THE ARMY.)
9156,S234AO.Q19.n,S234AO, ON THE AVERAGE HOW MUCH MONEY WERE YOU EARNING IN YOUR LAST JOB YOU HAD BEFORE COMING INTO THE ARMY?
9157,S234AO.Q20,S234AO," WHETHER YOU ARE A CHURCH MEMBER OR NOT, DO YOU CONSIDER YOURSELF:"
9158,S234AO.Qi21,S234AO," IN GENERAL, WHAT DO YOU THINK OF THE ARMY SCORE CARD PLAN (THE POINT SYSTEM)?"
9159,S234AO.Qi22,S234AO," IN YOUR OPINION, IS THE ARMY SCORE CARD PLAN (THE POINT SYSTEM) BEING CARRIED OUT THE WAY IT WAS SUPPOSED TO BE?"
9160,S234AO.Qi23,S234AO, HERE ARE FOUR STATEMENTS OF OPINION ABOUT THE POINT SYSTEM. CHECK THE ONE WHICH COMES CLOSEST TO YOUR OPINION.
9161,S234AO.Qi24,S234AO," IN YOUR OPINION, HOW HARD IS THE ARMY TRYING TO SPEED UP THE DISCHARGE OF ENLISTED MEN?"
9162,S234AO.Qi25,S234AO," HAVE YOU HEARD OR READ ANYTHING ABOUT THE POSSIBILITY OF THE FOLLOWING CHANGE BEING MADE IN THE ARMY SCORE CARD PLAN - ALL ENLISTED MEN WITH TWO YEARS OR MORE SERVICE TO BE DISCHARGED IN THE NEAR FUTURE, REGARDLESS OF HOW MANY POINTS THEY HAVE?"
9163,S234AO.Qi26A,S234AO, DID YOU KNOW ABOUT THIS DISCHARGE PLAN FOR THE ARMY AIR FORCES - WHICH IS DIFFERENT FROM THE DISCHARGE PLAN FOR OTHER SOLDIERS?
9164,S234AO.Qi26B,S234AO, DO YOU APPROVE OR DISAPPROVE OF THIS DISCHARGE PLAN FOR THE ARMY AIR FORCES?
9165,S234AO.Qi27,S234AO," NOW THAT THE WAR IS OVER, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONLY?"
9166,S234AO.Qii1,S234AO," ""THE HARDER A MAN WORKS IN THE ARMY, THE BETTER CHANCE HE HAS OF SUCCEEDING?"""
9167,S234AO.Qii2,S234AO," ""PROMOTION IN THE ARMY IS BASED ON WHAT YOU KNOW AND NOT WHO YOU KNOW?"""
9168,S234AO.Qii3,S234AO," ""IT IS ALL RIGHT FOR A SOLDIER TO 'GOLDBRICK', IF IT DOESN'T MAKE MORE WORK FOR THE REST OF THE MEN?"""
9169,S234AO.Qii4,S234AO," ""THE LONGER A MAN STAYS IN THE FIGHTING, THE WORSE HE BECOMES AS A COMBAT SOLDIER?"""
9170,S234AO.Qii5,S234AO," ""IT IS WRONG FOR A SOLDIER TO BREAK ARMY RULES AND REGULATIONS EVEN IF HE DOESN'T GET CAUGHT?"""
9171,S234AO.Qii6,S234AO," ""ON THE WHOLE, I THINK THE ARMY HAS HURT ME MORE THAN IT HAS HELPED ME?"""
9172,S234AO.Qii7,S234AO," ""THE AIR FORCE HAS NOT RECEIVED TOO GREAT A SHARE OF CREDIT FROM THE PUBLIC?"""
9173,S234AO.Qii8,S234AO," ""THE BEST WAY TO GET MOST SOLDIERS TO BEHAVE IS TO PUNISH THEM EVERYTIME THEY DON'T BEHAVE?"""
9174,S234AO.Qii9,S234AO," ""THERE'S NOTHING IN CIVILIAN LIFE THAT CAN COMPARE WITH THE FEELING OF COMRADESHIP ONE GETS IN THE ARMY?"""
9175,S234AO.Qii10,S234AO," ""THE ARMY WOULD BE A LOT WORSE IF OFFICERS AND ENLISTED MEN WERE MORE FRIENDLY WITH EACH OTHER?"""
9176,S234AO.Qii11,S234AO," ""DISCIPLINE IN THE ARMY IS NOT TOO STRICT AND MOST OF IT IS NECESSARY?"""
9177,S234AO.Qii12,S234AO," ""THE ARMY SHOULD NOT HOLD MORE MILITARY PARADES AND CEREMONIES?"""
9178,S234AO.Qii13,S234AO," ""ON THE WHOLE, THE ARMY HAS AWARDED DECORATIONS FAIRLY?"""
9179,S234AO.Qii14,S234AO," ""MILITARY COURTESY DOES NOT BUILD UP A SOLDIER'S RESPECT FOR HIS OFFICERS?"""
9180,S234AO.Qii15,S234AO," ""THE LONGER A MAN HAS BEEN IN COMBAT, THE LESS PRIDE HE HAS IN HIS OUTFIT?"""
9181,S234AO.Qii16,S234AO," ""TOO MANY OFFICERS TAKE UNFAIR ADVANTAGE OF THEIR RANK AND PRIVILEGES?"""
9182,S234AO.Qii17,S234AO," ""MOST SOLDIERS LOSE RESPECT FOR A MAN WHO IS ALWAYS BUCKING FOR PROMOTION?"""
9183,S234AO.Qii18,S234AO," ""SOLDIERS SHOULD ALWAYS BE KEPT BUSY, EVEN IF THEY HAVE TO BE GIVEN UNNECESSARY WORK?"""
9184,S234AO.Qii19,S234AO," ""TRAINING IN MILITARY COURTESY IS VERY USEFUL TO A COMBAT SOLDIER?"""
9185,S234AO.Qii20,S234AO," ""AN ENLISTED MAN IS USUALLY MORE CONCERNED WITH WHAT HIS OFFICERS THINK OF HIM THAN WITH WHAT THE OTHER ENLISTED MEN IN HIS OUTFIT THINK?"""
9186,S234AO.Qii21,S234AO," ""YOU CAN'T TRUST THE ARMY TO KEEP A PROMISE?"""
9187,S234AO.Qii22,S234AO," ""THE ARMY IS TOO UNDEMOCRATIC?"""
9188,S234AO.Qii23,S234AO," ""MOST M.P.'S TREAT SOLDIERS UNFAIRLY?"""
9189,S234AO.Qii24,S234AO," ""I'D RATHER HAVE A GOOD JOB IN A LOUSY OUTFIT THAN A LOUSY JOB IN A GOOD OUTFIT?"""
9190,S234AO.Qii25,S234AO," ""THE ARMY DOES NOT PLACE TOO MUCH IMPORTANCE ON 'SPIT AND POLISH'?"""
9191,S234AO.Qii26,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE MADE ME LESS BITTER AND CYNICAL?"""
9192,S234AO.Qii27,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE INCREASED MY FAITH IN GOD?"""
9193,S234AO.Qii28,S234AO," ""ONCE A MAN IS IN COMBAT, IT WOULDN'T BOTHER HIS PRIDE OR SELF-RESPECT TO GET OUT OF THE OUTFIT IF HE COULD?"""
9194,S234AO.Qii29,S234AO," ""MOST OFFICERS PUT THE WELFARE OF THEIR ENLISTED MEN ABOVE THEIR OWN WELFARE?"""
9195,S234AO.Qii30,S234AO," ""MOST SOLDIERS USUALLY PUT ALL THEY HAVE GOT INTO THEIR WORK?"""
9196,S234AO.Qii31,S234AO," ""MOST SOLDIERS DO NOT LOSE RESPECT FOR A MAN WHO IS 'TOO G.I.'"""
9197,S234AO.Qii32,S234AO," ""MOST SOLDIERS GET A KICK OUT OF GIVING A SNAPPY SALUTE"""
9198,S234AO.Qii33,S234AO," ""MOST CIVILIANS DO NOT APPRECIATE THE JOB THE SOLDIERS HAVE DONE"""
9199,S234AO.Qii34,S234AO," ""I AM LESS RELIGIOUS THAN WHEN I FIRST ENTERED THE ARMY"""
9200,S234AO.Qii35,S234AO," ""MOST MEN WHO WERE UNDER ENEMY FIRE IN THIS WAR RESENT THE SOLDIERS WHO DID NOT SEE ACTION"""
9201,S234AO.Qii36,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE PUT ME IN POORER HEALTH?"""
9202,S234AO.Qii37,S234AO," ""THE ARMY HAS NOT GIVEN ME A SQUARE DEAL"""
9203,S234AO.Qii38,S234AO," ""PATRIOTIC FEELING IS NOT VERY IMPORTANT IN HELPING A SOLDIER TO KEEP FIGHTING WHEN THE GOING GETS TOUGH"""
9204,S234AO.Qii39,S234AO," ""THERE IS TOO MUCH 'CHICKEN' TO PUT UP WITH IN THE ARMY"""
9205,S234AO.Qii40,S234AO," ""MOST SOLDIERS HAVE A TOUGH TIME GETTING USED TO ARMY LIFE"""
9206,S234AO.Qii41,S234AO," ""I MYSELF HAD A TOUGH TIME GETTING USED TO ARMY LIFE"""
9207,S234AO.Qii42,S234AO," ""AFTER A MAN HAS BEEN IN COMBAT A LONG TIME, HE GETS SO THAT ALL HE IS INTERESTED IN IS SAVING HIS OWN SKIN"""
9208,S234AO.Qii43,S234AO," ""THE MAIN REASON MOST SOLDIERS OBEY RULES AND REGULATIONS IS BECAUSE THEY ARE AFRAID OF BEING PUNISHED"""
9209,S234AO.Qii44,S234AO," ""THE ARMY DOES NOT TRY ITS BEST TO PRAISE AND REWARD THE SOLDIER WHO DOES AN EXCEPTIONALLY GOOD JOB"""
9210,S234AO.Qii45,S234AO," ""STRICT DISCIPLINE DURING TRAINING MAKES A MAN A BETTER SOLDIER DURING COMBAT"""
9211,S234AO.Qii46,S234AO," ""IT DOESN'T HELP MUCH TO KEEP A SOLDIER GOING IN COMBAT TO THINK THAT HE CAN'T LET THE OTHER MEN DOWN"""
9212,S234AO.Qii47,S234AO," ""MOST OFFICERS KNOW HOW IT FEELS TO BE AN ENLISTED MAN"""
9213,S234AO.Qii48,S234AO," ""THE ARMY HAS DONE ITS BEST TO LOOK OUT FOR THE WELFARE OF THE ENLISTED MEN"""
9214,S234AO.Qii49,S234AO," ""MOST ENLISTED MEN RESPECT THEIR OFFICERS"""
9215,S234AO.Qii50,S234AO," ""I MYSELF RESPECT MY OFFICERS"""
9216,S234AO.Qii51,S234AO," ""THE ARMY DISCOURAGES A SOLDIER FROM THINKING FOR HIMSELF"""
9217,S234AO.Qii52,S234AO," ""MOST OFFICERS ARE MORE INTERESTED IN GETTING PROMOTED THAN IN DOING A GOOD JOB"""
9218,S234AO.Qii53,S234AO," ""MOST SOLDIERS DO NOT LOSE RESPECT FOR A MAN WHO IS ALWAYS TRYING TO GOLDBRICK"""
9219,S234AO.Qii54,S234AO," ""THE INFANTRY RECEIVED ITS FAIR SHARE OF CREDIT FROM THE PUBLIC"""
9220,S234AO.Qii55,S234AO," ""MOST ENLISTED MEN DO NOT HAVE MUCH RESPECT FOR THE OLD REGULAR ARMY MAN"""
9221,S234AO.Qii56,S234AO," ""THERE ARE LOTS OF WAYS ENLISTED MEN CAN SHOW A GOOD OFFICER HOW MUCH THEY APPRECIATE HIM"""
9222,S234AO.Qii57,S234AO," ""SOLDIERS WHO PILFER (STEAL) SUPPLIES SHOULD BE SEVERELY PUNISHED"""
9223,S234AO.Qii58,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE MADE ME LESS NERVOUS AND RESTLESS"""
9224,S234AO.Qii59,S234AO," ""STRICT GARRISON DISCIPLINE IS A BAD THING FOR A MAN WHO HAS JUST COME OUT OF COMBAT"""
9225,S234AO.Qii60,S234AO," ""PROMOTIONS IN THE ARMY ARE TOO SLOW"""
9226,S234AO.Qii61,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE MADE ME LESS SELF- CONFIDENT AND LESS SURE OF MYSELF"""
9227,S234AO.Qii62,S234AO," ""AN OFFICER WILL NOT LOSE THE RESPECT OF HIS MEN IF HE PALS AROUND WITH THEM OFF-DUTY"""
9228,S234AO.Qii63,S234AO," ""IT IS WRONG FOR A SOLDIER TO GOLDBRICK, EVEN IF HE DOESN'T GET CAUGHT"""
9229,S234AO.Qii64,S234AO," ""THE ARMY PLACES TOO MUCH IMPORTANCE UPON MILITARY COURTESY"""
9230,S234AO.Qii65,S234AO," ""MOST ENLISTED MEN IN THE ARMY ARE MORE INTERESTED IN PROMOTIONS THAN IN DOING A GOOD JOB"""
9231,S234AO.Qii66.n,S234AO," ""MOST OFFICERS IN THE ARMY ARE MORE INTERESTED IN PROMOTIONS THAN IN DOING A GOOD JOB"""
9232,S234AO.Qii67,S234AO," ""THE ARMY HAS NOT TRIED ITS BEST TO KEEP ENLISTED MEN INFORMED ABOUT WHAT WAS GOING TO HAPPEN TO THEM"""
9233,S234AO.Qii68,S234AO," ""WHEN A COMBAT SOLDIER IS TRANSFERRED TO A NON-COMBAT OUTFIT, IT MAKES A LOT OF DIFFERENCE TO HIM WHETHER HE IS ALLOWED TO WEAR THE SHOULDER PATCH OF HIS OLD DIVISION OR NOT"""
9234,S234AO.Qii69,S234AO," ""WHILE THE BATTLE IS GOING ON, IT IS VERY HARD TO TELL HOW WELL A MAN PERFORMS AS A COMBAT SOLDIER"""
9235,S234AO.Qii70,S234AO," ""IT HELPS A LOT TO SEE THE CHAPLAIN IF A SOLDIER FEELS HE IS GETTING A RAW DEAL"""
9236,S234AO.Qii71,S234AO," ""MOST SOLDIERS CARE A GREAT DEAL WHAT THE REST OF THE MEN IN THEIR OUTFIT THINK OF THEM"""
9237,S234AO.Qii72,S234AO," ""WHEN A SOLDIER IS IN COMBAT, THE THING THAT DOES MOST TO KEEP HIM FIGHTING IS THINKING OF WHAT WILL HAPPEN TO HIM IF HE QUITS"""
9238,S234AO.Qii73,S234AO," ""IT IS HARD FOR ENLISTED MEN TO TAKE A COMPLAINT TO THE INSPECTOR-GENERAL (AIR INSPECTOR)"""
9239,S234AO.Qii74,S234AO," ""IT IS MORE IMPORTANT FOR AN ENLISTED MAN TO BE ON GOOD TERMS WITH HIS NON-COMS THAN WITH HIS OFFICERS"""
9240,S234AO.Qii75,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE GIVEN ME A LOT OF BAD HABITS"""
9241,S234AO.Qii76,S234AO," ""WHEN A REPLACEMENT COMES INTO AN OUTFIT DURING COMBAT, THE VETERANS AT FIRST USUALLY TRY TO GIVE HIM THE WORST JOBS"""
9242,S234AO.Qii77,S234AO," ""THERE ARE VERY FEW WAYS ENLISTED MEN CAN GET EVEN WITH OFFICERS WHO DON'T TREAT THEM RIGHT"""
9243,S234AO.Qii78,S234AO," ""MY EXPERIENCES IN THE ARMY HAVE MADE ME LESS PATIENT, CONSIDERATE AND LESS ABLE TO WORK WITH OTHER MEN"""
9244,S234AO.Qii79,S234AO," ""OFFICERS DESERVE EXTRA RIGHTS AND PRIVILEGES BECAUSE THEY HAVE MORE RESPONSIBILITY THAN ENLISTED MEN"""
9245,S234AO.Qii80,S234AO," ""ONE OF THE MAIN REASONS PARATROOPERS GET SUCH HIGH RESPECT IS BECAUSE THEY ALL VOLUNTEERED FOR THE JOB"""
9246,S234AO.Qii81,S234AO," ""I AM GOING TO MISS THE OLD GANG OF FELLOWS IN MY OUTFIT WHEN I LEAVE THE ARMY"""
9247,S234AO.Qii82,S234AO," ""I GET ANGRY MORE QUICKLY NOW THAN I DID BEFORE I CAME INTO THE ARMY"""
9248,S234AO.Qii83,S234AO," ""MOST OF THE TIME I FELT THAT IT DIDN'T MAKE MUCH DIFFERENCE WHETHER I DID MY ARMY JOB WELL OR NOT"""
9249,S234AO.Qii84,S234AO," ""AS A RESULT OF MY ARMY EXPERIENCES, I AM WILLING TO DO A LOT OF THINGS NOW THAT I USED TO THINK IT WAS MORALLY WRONG TO DO"""
9250,S234AO.Qii85,S234AO," ""WHEN THE ARMY SAYS IT WILL DO SOMETHING THAT THE MEN WANT, MOST OF THE TIME IT ENDS UP BY NOT REALLY DOING IT"""
9251,S234AO.Qii86,S234AO," ""A SOLDIER WHO HAS SEEN A LOT OF THE WAR HAS NO RIGHT TO GET SORE WHENEVER HE IS ANNOYED BY A PERSON WHO DIDN'T GO THROUGH WHAT HE DID"""
9252,S234AO.Qii87,S234AO," ""I DRINK MORE NOW THAN I DID BEFORE I ENTERED THE ARMY"""
9253,S234AO.Qii88,S234AO," ""ONE GOOD THING ABOUT THE ARMY IS THE FACT THAT YOU DON'T HAVE TO WORRY ABOUT WHAT OTHER PEOPLE THINK OF YOU"""
9254,S234AO.Qiii1,S234AO," IN GENERAL, HOW DO YOU THINK MOST NON-COMS TEND TO LOOK AT THINGS - FROM THE OFFICER'S POINT OF VIEW OR THE ENLISTED MAN'S POINT OF VIEW?"
9255,S234AO.Qiii2,S234AO, WHICH OF THE FOLLOWING KINDS OF OUTFITS WOULD YOU PERSONALLY PREFER TO BE IN?
9256,S234AO.Qiii3,S234AO," IF WHILE THE WAR WAS ON A SISTER OR GIRL FRIEND OF YOUR'S WAS THINKING OF JOINING THE WACS, WOULD YOU HAVE ADVISED HER TO JOIN OR NOT TO JOIN?"
9257,S234AO.Qiii4,S234AO," IF A SISTER OR GIRL FRIEND OF YOUR'S WAS A NURSE AND WHILE THE WAR WAS ON WAS THINKING OF JOINING THE ARMY NURSES CORPS, WOULD YOU HAVE ADVISED HER TO JOIN OR NOT TO JOIN?"
9258,S234AO.Qiii5,S234AO, DO YOU APPROVE OR DISAPPROVE OF HAVING THE U.S. GOVERNMENT SPEND MONEY ON TELLING PEOPLE IN OTHER COUNTRIES WHAT THE UNITED STATES IS LIKE?
9259,S234AO.Qiii6,S234AO," AT THE PRESENT TIME, DO YOU THINK MOST OF THE PEOPLE OF ENGLAND HAVE A REASONABLY FULL AND FAIR PICTURE OF THE UNITED STATES?"
9260,S234AO.Qiii7,S234AO," AT THE PRESENT TIME, DO YOU THINK MOST OF THE PEOPLE OF RUSSIA HAVE A REASONABLY FULL AND FAIR PICTURE OF THE UNITED STATES?"
9261,S234AO.Qiii8,S234AO," IF YOU HAVE SERVED OVERSEAS, IN WHAT THEATRE OR THEATRE OR AREA DID YOU SERVE FOR THE LONGEST PERIOD OF TIME?"
9262,S234AO.Viii9F,S234AO, NEUROPSYCHIATRIC INVENTORY SCORE: E. DERIVED FROM QUESTIONS 9A-9E.
9263,S234AO.Qiiii1,S234AO, HAVE YOU EVER BEEN PUNISHED FOR BREAKING AN ARMY RULE OR REGULATION?
9264,S234AO.Qiiii2.n,S234AO, (ENLISTED MEN ONLY) HAVE YOU EVER BEEN AWOL?
9265,S234AO.Qiiii3.n,S234AO, (ENLISTED MEN ONLY) HAVE YOU EVER BEEN BUSTED?
9266,S234AO.Qiiii4,S234AO, HAVE YOU EVER BEEN COURT-MARTIALED?
9267,S234AO.Qiiii5.n,S234AO, (ENLISTED MEN ONLY) HAVE YOU EVER BEEN CONFINED TO THE GUARD-HOUSE?
9268,S234AO.Qiiii6,S234AO," HAVE YOU RECEIVED ANY MILITARY AWARDS, CITATIONS, DECORATIONS, ETC?"
9269,S234AO.Qiiii7,S234AO, HOW MUCH ACTIVE DUTY DID YOU SEE AS AN ENLISTED MAN JUST PRIOR TO RECEIVING YOUR COMMISSION OR WARRANT (INCLUDING OCS)?
9270,S234AO.Qiiii8,S234AO," IN WHICH OF THE FOLLOWING COMPONENTS, DO YOU HOLD YOUR COMMISSION?"
9271,S234AO.Qiiii9,S234AO, HOW DID YOU RECEIVE YOUR COMMISSION?
9272,S234AO.Qiiii10,S234AO, WHAT WAS YOUR MAIN ARMY JOB - A STAFF OR LINE ASSIGNMENT?
9273,S234AO.Viiii11,S234AO, CAMP AND FORCE IDENTIFICATION:
9274,S234AO.Viiii12,S234AO, SERIAL NUMBER IDENTIFICATION:  ANP
9275,PS5B.Q1,PS5B, WHAT IS YOUR RANK OR GRADE?
9276,PS5B.Q2,PS5B, IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE PAST FIVE YEARS OF YOUR CIVILIAN LIFE?
9277,PS5B.Q3,PS5B, WHERE WAS YOUR HOME FOR MOST OF THE PAST FIVE YEARS BEFORE YOU ENTERED THE ARMY?
9278,PS5B.Q4,PS5B, HOW OLD WERE YOU ON YOUR LAST BIRTHDAY?
9279,PS5B.Q5,PS5B, HOW FAR DID YOU GO IN SCHOOL?
9280,PS5B.Q6,PS5B, ARE YOU:
9281,PS5B.Q7A,PS5B," IF YOU ARE MARRIED, HOW LONG HAVE YOU BEEN MARRIED?"
9282,PS5B.Q7B,PS5B, WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY?
9283,PS5B.Q8,PS5B," IF YOU ARE MARRIED, HOW MANY CHILDREN DO YOU HAVE?"
9284,PS5B.Q9,PS5B," WHETHER YOU ARE A CHURCH MEMBER OR NOT, DO YOU CONSIDER YOURSELF:"
9285,PS5B.Q10,PS5B," WHEN DID YOU ENTER THE ARMY? P. IF YOU HAVE SERVED PREVIOUSLY IN THE ARMY, CHECK LAST TIME YOU ENTERED. IF YOU WERE A NATIONAL GUARDSMAN, CHECK WHEN YOUR OUTFIT ENTERED ARMY. E. LENGTH OF TIME IN THE ARMY."
9286,PS5B.Q11,PS5B," WHAT IS YOUR FATHER'S USUAL JOB OR OCCUPATION? PLEASE STATE SPECIFICALLY WHAT HE DOES. IF HE IS DEAD, OR RETIRED, DESCRIBE HIS FORMER JOB OR OCCUPATION."
9287,PS5B.Q12,PS5B, DO YOU THINK THE ARMY FOOD IS WELL PREPARED AND COOKED?
9288,PS5B.Q13,PS5B, ARE THE SPORTS AND ATHLETIC PROGRAMS AT YOUR STATION WELL ARRANGED?
9289,PS5B.Q14,PS5B, DO YOU THINK YOU ARE A GOOD SOLDIER?
9290,PS5B.Q15,PS5B," DO THE MEN IN YOUR COMPANY OR BATTERY COOPERATE, AND WORK TOGETHER?"
9291,PS5B.Q16,PS5B, DO YOU THINK GOOD MEDICAL ATTENTION HAS BEEN PROVIDED IN THE ARMY?
9292,PS5B.Q17,PS5B, DO YOU FEEL PROUD OF YOUR COMPANY OR BATTERY?
9293,PS5B.Q18,PS5B, DO YOU GET A KICK OUT OF GIVING A SNAPPY SALUTE?
9294,PS5B.Q19,PS5B," IN YOUR HONEST OPINION, DO YOU THINK YOUR COMPANY OR BATTERY IS THE BEST ONE IN THE BATTALION?"
9295,PS5B.Q20,PS5B, DO YOUR IMMEDIATE SUPERIORS GIVE YOU A GOOD CHANCE TO ASK QUESTIONS AS TO THE REASON WHY THINGS ARE DONE THE WAY THEY ARE?
9296,PS5B.Q21,PS5B," ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A GOOD CHANCE TO SHOW WHAT YOU CAN DO?"
9297,PS5B.Q22,PS5B, DO YOU THINK THAT YOUR NONCOMS ARE ABOUT AS GOOD AS ANY THAT COULD HAVE BEEN PICKED FROM YOUR OUTFIT?
9298,PS5B.Q23,PS5B, HOW WELL SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB?
9299,PS5B.Q24,PS5B, ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST?
9300,PS5B.Q25,PS5B," IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE?"
9301,PS5B.Q26,PS5B," IF YOU SHOULD HAVE TO MAKE THE FOLLOWING CHOICE, WHICH WOULD YOU MAKE?"
9302,PS5B.Q27,PS5B, HAVE YOU BEEN INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST?
9303,PS5B.Q28,PS5B, HOW INTERESTED ARE YOU IN BEING INVITED TO CIVILIAN HOMES NEAR YOUR PRESENT POST?
9304,PS5B.Q29,PS5B," IN GENERAL, DO YOU THINK CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) ARE TRYING TO DO EVERYTHING THEY POSSIBLY CAN TO BACK UP THE ARMED FORCES?"
9305,PS5B.Q30,PS5B," IN GENERAL, DO YOU THINK CIVILIANS ARE BUYING AS MANY WAR BONDS AS THEY SHOULD?"
9306,PS5B.Q31,PS5B," IN GENERAL, DO YOU THINK CIVILIANS ARE DOING AS GOOD A JOB AS THEY SHOULD ON SALVAGE AND SCRAP DRIVES (COLLECTING OLD RUBBER, METAL, ETC.)?"
9307,PS5B.Q32,PS5B," IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE INCREASED TAXES THEY HAVE TO PAY?"
9308,PS5B.Q33,PS5B," IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF GASOLINE AND TIRES?"
9309,PS5B.Q34,PS5B," IN GENERAL, DO YOU THINK THAT CIVILIANS ARE KICKING TOO MUCH ABOUT THE RATIONING OF FOOD, SUCH AS SUGAR, COFFEE, ETC.?"
9310,PS5B.Q35,PS5B," IN GENERAL, DO YOU THINK THAT CIVILIANS (MEN AND WOMEN NOT IN UNIFORM) IN THIS COUNTRY ARE TAKING THE WAR SERIOUSLY ENOUGH?"
9311,PS5B.Q36,PS5B," SOME PEOPLE HAVE MADE THE SUGGESTION THAT ""AFTER THE WAR, THE SOLDIERS SHOULD TAKE OVER THE COUNTRY AND RUN IT."" WHAT DO YOU THINK OF THIS IDEA?"
9312,PS5B.Q37,PS5B," IN GENERAL, DO YOU THINK AMERICAN BUSINESS AND AMERICAN LABOR ARE COOPERATING ON THE JOB OF PRODUCING THE MATERIALS FOR WAR?"
9313,PS5B.Q38,PS5B, DO YOU THINK FARMERS ARE DOING THEIR SHARE TO HELP WIN THE WAR?
9314,PS5B.Q39,PS5B, DO YOU THINK LABOR UNION LEADERS ARE DOING THEIR SHARE TO HELP WIN THE WAR?
9315,PS5B.Q40,PS5B, DO YOU THINK WORKERS IN COMPANIES MAKING WAR MATERIALS ARE DOING THEIR SHARE TO HELP WIN THE WAR?
9316,PS5B.Q41,PS5B, DO YOU THINK OWNERS AND MANAGERS OF COMPANIES MAKING WAR MATERIALS ARE DOING THEIR SHARE TO HELP WIN THE WAR?
9317,PS5B.Q42,PS5B, DO YOU THINK AMERICAN JEWISH PEOPLE ARE DOING THEIR SHARE TO HELP WIN THE WAR?
9318,PS5B.Q43,PS5B, DO YOU THINK YOU WOULD LIKE BEING IN THE ARMY BETTER THAN AT PRESENT OR WORSE THAN AT PRESENT IF YOU WERE SENT OVERSEAS?
9319,PS5B.Q44,PS5B, WOULD YOU LIKE BEING IN THE ARMY BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE GERMANS?
9320,PS5B.Q45,PS5B, WOULD YOU LIKE IT BETTER OR WORSE IF YOU WENT OVER TO FIGHT THE JAPS?
9321,PS5B.Q46,PS5B, DO YOU THINK YOU WOULD LIKE IT BETTER OR WORSE IF YOU KNEW THAT YOU WOULD NEVER BE SENT OUT OF THE UNITED STATES?
9322,PS5B.Q47,PS5B, WOULD YOU LIKE IT BETTER OR WORSE IF YOU GOT INTO THE REAL FIGHTING SOON?
9323,PS5B.Q48,PS5B," WHEN YOU ARE AWAY FROM CAMP, DO YOU FEEL MORE AT EASE AMONG OTHER SOLDIERS OR MORE AT EASE AMONG CIVILIAN MEN?"
9324,PS5B.Q49,PS5B," WHAT DO YOU THINK OF THE STATEMENT THAT ""THE ARMY MAKES A MAN OUT OF YOU""?"
9325,PS5B.Q50,PS5B, AFTER THE WAR DO YOU THINK YOU WOULD LIKE TO COME BACK TO YOUR OLD OUTFIT FOR TWO WEEKS OF ARMY TRAINING EVERY YEAR?
9326,PS5B.Q51,PS5B, DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY FOR A CAREER AFTER THE WAR?
9327,PS5B.Q52,PS5B, DO YOU THINK THAT AFTER A MAN HAS BEEN IN THE ARMY A WHILE HE THINKS MORE OR LESS ABOUT WHY WE ARE FIGHTING THIS WAR?
9328,PS5B.Q53,PS5B, DO TOO MANY OF THE ARMY RULES AND REGULATIONS SEEM USELESS TO YOU?
