,CARD,DECK,BALLOT,S157O.FORM,S157O.Q1,S157O.Q2,S157O.Q3,S157O.Q4,S157O.Q5,S157O.Q6,S157O.Q7,S157O.Q8,S157O.Q9,S157O.Q10,S157O.Q11,S157O.Q12,S157O.Q13,S157O.Q14,S157O.Q15,S157O.Q16,S157O.Q17,S157O.Q18,S157O.V18,S157O.Q19,S157O.Q20,S157O.Q21,S157O.Q22,S157O.Q23,S157O.Q24A,S157O.Q24B.1,S157O.Q24B.2,S157O.Q25,S157O.Q26,S157O.Q27A,S157O.Q27B.1,S157O.Q27B.2,S157O.Q28,S157O.Q29,S157O.Q30A,S157O.Q30B,S157O.Q31,S157O.Q32,S157O.Q33,S157O.Q34,S157O.Q35,S157O.Q36,S157O.Q37,S157O.Q38,S157O.Q39.n,S157O.Q40A.n,S157O.Q40B,S157O.Q41,S157O.Q42,S157O.Q43,S157O.Q44,S157O.Q45,S157O.Q46,S157O.Q47,S157O.Q48,S157O.Q49,S157O.Q50,S157O.Q51A.n,S157O.Q51B,CARD..1,DECK..1,BALLOT..1,FORM..1,S157O.Q52,S157O.Q53,S157O.Q54,S157O.Q55,S157O.Q56,S157O.Q57,S157O.Q58,S157O.Q59A,S157O.Q59B,S157O.Q60A,S157O.Q60B,S157O.Q60C,S157O.Q60D,S157O.Q60E,S157O.Q60F,S157O.Q60G,S157O.Q60H,S157O.V61,S157O.V62,S157O.V63,S157O.V64,S157O.V65,S157O.V66,S157O.V67,S157O.V68,S157O.V69,S157O.V70,S157O.V71
33,1.0,157.0,34.0,2.0,3.0,9.0,9.0,2.0,1.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,16.0,1.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,,,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,,8.0,2.0,157.0,34.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,4.0,6.0,43.0,60.0
34,1.0,157.0,35.0,2.0,3.0,9.0,9.0,2.0,4.0,2.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,99.0,1.0,4.0,5.0,1.0,4.0,2.0,4.0,16.0,4.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,,,3.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,,9.0,2.0,157.0,35.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,7.0,36.0,7.0
35,1.0,157.0,36.0,2.0,3.0,8.0,9.0,1.0,5.0,3.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,4.0,10.0,2.0,1.0,12.0,4.0,16.0,6.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,,,1.0,1.0,6.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,,9.0,2.0,157.0,36.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,6.0,43.0,65.0
36,1.0,157.0,37.0,2.0,3.0,8.0,8.0,2.0,4.0,1.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,4.0,4.0,2.0,4.0,12.0,4.0,16.0,7.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,4.0,2.0,157.0,37.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,6.0,43.0,129.0
37,1.0,157.0,38.0,2.0,3.0,7.0,9.0,2.0,4.0,1.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,4.0,9.0,2.0,4.0,12.0,4.0,16.0,7.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,,9.0,2.0,157.0,38.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,8.0,2.0,1.0,4.0,7.0,36.0,117.0
38,1.0,157.0,39.0,2.0,4.0,9.0,6.0,2.0,4.0,1.0,7.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,2.0,3.0,1.0,1.0,6.0,4.0,16.0,5.0,4.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,,,4.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,4.0,2.0,157.0,39.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,12.0,3.0,1.0,4.0,7.0,36.0,71.0
39,1.0,157.0,40.0,2.0,3.0,9.0,6.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,2.0,2.0,4.0,4.0,6.0,4.0,16.0,5.0,3.0,3.0,9.0,14.0,12.0,9.0,1.0,3.0,0.0,3.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,,,6.0,3.0,6.0,6.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,,10.0,2.0,157.0,40.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,1.0,10.0,3.0,1.0,1.0,11.0,66.0,19.0
40,1.0,157.0,41.0,2.0,5.0,9.0,9.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,16.0,1.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,,5.0,2.0,4.0,6.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,,7.0,2.0,157.0,41.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,11.0,3.0,1.0,1.0,11.0,66.0,88.0
41,1.0,157.0,42.0,2.0,4.0,9.0,7.0,1.0,5.0,3.0,7.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,11.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,5.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,8.0,2.0,157.0,42.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,11.0,3.0,1.0,4.0,6.0,43.0,80.0
42,1.0,157.0,43.0,2.0,4.0,9.0,8.0,2.0,4.0,1.0,7.0,6.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,2.0,3.0,1.0,6.0,14.0,2.0,3.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,3.0,2.0,157.0,43.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,9.0,3.0,1.0,1.0,5.0,34.0,62.0
43,1.0,157.0,44.0,2.0,3.0,9.0,6.0,2.0,4.0,1.0,6.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,13.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,,,6.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,,4.0,2.0,157.0,44.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,15.0,4.0,1.0,2.0,8.0,39.0,17.0
44,1.0,157.0,45.0,2.0,4.0,7.0,7.0,2.0,4.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,16.0,5.0,4.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,,,6.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,,5.0,2.0,157.0,45.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,7.0,2.0,1.0,1.0,11.0,66.0,85.0
45,1.0,157.0,46.0,2.0,3.0,9.0,7.0,3.0,1.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,15.0,1.0,1.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,,,2.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,,7.0,2.0,157.0,46.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,15.0,4.0,1.0,1.0,11.0,66.0,11.0
46,1.0,157.0,47.0,2.0,3.0,7.0,7.0,2.0,4.0,1.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,99.0,1.0,2.0,4.0,2.0,4.0,6.0,2.0,1.0,15.0,2.0,2.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,,,1.0,1.0,1.0,6.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,,5.0,2.0,157.0,47.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,14.0,4.0,1.0,1.0,5.0,34.0,79.0
47,1.0,157.0,48.0,2.0,2.0,1.0,6.0,2.0,4.0,1.0,6.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,99.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,16.0,1.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,,,6.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,,9.0,2.0,157.0,48.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,12.0,3.0,1.0,1.0,5.0,34.0,122.0
48,1.0,157.0,49.0,2.0,4.0,9.0,9.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,16.0,1.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,,,6.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,,8.0,2.0,157.0,49.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,12.0,3.0,1.0,4.0,8.0,37.0,9.0
49,1.0,157.0,50.0,2.0,4.0,8.0,9.0,2.0,2.0,1.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,16.0,1.0,6.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,,,6.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,5.0,2.0,157.0,50.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,3.0,1.0,4.0,8.0,41.0,10.0
50,1.0,157.0,51.0,2.0,2.0,4.0,10.0,2.0,4.0,1.0,6.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,1.0,1.0,2.0,4.0,12.0,2.0,4.0,15.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,,,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,9.0,2.0,157.0,51.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,12.0,3.0,1.0,4.0,6.0,43.0,76.0
51,1.0,157.0,52.0,2.0,4.0,9.0,7.0,2.0,1.0,1.0,7.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,,,4.0,5.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,,6.0,2.0,157.0,52.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,11.0,3.0,1.0,1.0,11.0,66.0,61.0
52,1.0,157.0,53.0,2.0,4.0,9.0,9.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,99.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,8.0,15.0,6.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,,,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,,8.0,2.0,157.0,53.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,14.0,4.0,1.0,4.0,6.0,43.0,20.0
53,1.0,157.0,54.0,2.0,4.0,8.0,5.0,1.0,5.0,3.0,7.0,5.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,8.0,99.0,1.0,8.0,10.0,2.0,4.0,6.0,4.0,16.0,1.0,1.0,3.0,9.0,14.0,12.0,9.0,2.0,3.0,0.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,2.0,,,2.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,,9.0,2.0,157.0,54.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,6.0,2.0,1.0,1.0,11.0,66.0,56.0
54,1.0,157.0,55.0,2.0,3.0,5.0,5.0,2.0,4.0,1.0,7.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,1.0,8.0,10.0,2.0,4.0,2.0,4.0,16.0,10.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,,9.0,2.0,157.0,55.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,6.0,2.0,1.0,4.0,7.0,36.0,11.0
55,1.0,157.0,56.0,2.0,4.0,7.0,7.0,1.0,5.0,3.0,8.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,3.0,9.0,3.0,4.0,6.0,3.0,5.0,15.0,3.0,4.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,,,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,3.0,,9.0,2.0,157.0,56.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,34.0,71.0
56,1.0,157.0,57.0,2.0,3.0,4.0,7.0,2.0,1.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,99.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,16.0,1.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,,,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,8.0,2.0,157.0,57.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,4.0,8.0,37.0,22.0
57,1.0,157.0,58.0,2.0,3.0,7.0,7.0,1.0,5.0,3.0,7.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,3.0,4.0,2.0,4.0,6.0,4.0,16.0,2.0,3.0,2.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,6.0,2.0,,,5.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,,6.0,2.0,157.0,58.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,11.0,3.0,1.0,4.0,8.0,37.0,5.0
58,1.0,157.0,59.0,2.0,3.0,8.0,7.0,2.0,4.0,1.0,8.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,1.0,3.0,6.0,2.0,4.0,6.0,4.0,16.0,5.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,,,4.0,1.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,,9.0,2.0,157.0,59.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,12.0,3.0,1.0,2.0,8.0,39.0,7.0
59,1.0,157.0,60.0,2.0,3.0,9.0,9.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,16.0,2.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,,,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,157.0,60.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,4.0,1.0,1.0,5.0,34.0,128.0
60,1.0,157.0,61.0,2.0,4.0,5.0,9.0,2.0,4.0,1.0,8.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,99.0,1.0,3.0,3.0,1.0,4.0,10.0,2.0,5.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,,,5.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,7.0,2.0,157.0,61.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,12.0,3.0,1.0,4.0,6.0,43.0,74.0
61,1.0,157.0,62.0,2.0,4.0,9.0,9.0,2.0,4.0,2.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,99.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,11.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,5.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,,5.0,2.0,6.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,,8.0,2.0,157.0,62.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,3.0,1.0,1.0,11.0,66.0,71.0
62,1.0,157.0,63.0,2.0,3.0,10.0,6.0,2.0,4.0,1.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,3.0,3.0,1.0,4.0,11.0,3.0,6.0,15.0,6.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,,4.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,,3.0,2.0,157.0,63.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,11.0,3.0,1.0,4.0,7.0,36.0,68.0
63,1.0,157.0,64.0,2.0,3.0,7.0,6.0,2.0,1.0,1.0,8.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,1.0,9.0,10.0,1.0,4.0,2.0,2.0,2.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,,,1.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,,9.0,2.0,157.0,64.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,8.0,2.0,1.0,1.0,5.0,34.0,40.0
64,1.0,157.0,65.0,2.0,3.0,4.0,7.0,2.0,1.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,9.0,10.0,3.0,4.0,2.0,6.0,5.0,15.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,,,1.0,1.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,,10.0,2.0,157.0,65.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,9.0,3.0,1.0,4.0,7.0,36.0,58.0
65,1.0,157.0,66.0,2.0,3.0,7.0,4.0,2.0,4.0,1.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,99.0,1.0,9.0,10.0,3.0,4.0,6.0,2.0,4.0,15.0,3.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,,9.0,2.0,157.0,66.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,10.0,3.0,1.0,4.0,6.0,43.0,110.0
66,1.0,157.0,67.0,2.0,3.0,5.0,9.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,9.0,10.0,2.0,4.0,12.0,4.0,16.0,6.0,2.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,,,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,,10.0,2.0,157.0,67.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,7.0,2.0,1.0,4.0,6.0,43.0,128.0
67,1.0,157.0,68.0,2.0,3.0,7.0,6.0,2.0,4.0,1.0,6.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,9.0,10.0,2.0,6.0,2.0,4.0,16.0,5.0,6.0,3.0,9.0,14.0,12.0,9.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,6.0,1.0,,,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,,3.0,2.0,157.0,68.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,6.0,2.0,1.0,1.0,5.0,34.0,54.0
