CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.24A.,Q.24B.,Q.25A.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.44C.,Q.45.,Q.47.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.54.,Q.54..1,Q.1A.,Q.1B.,Q.1C.,Q.1D.,Q.1E.,Q.1F.,Q.1G.,Q.1H.,Q.2A.,Q.2B.,Q.2C.,Q.2D.,Q.3..1,Q.4..1,Q.5..1,Q.5..2,Q.6.,Q.7A.,Q.7B.,Q.7C.,Q.7D.,Q.7E.,Q.9.,V.10.,V.12.
1,198,138,3,4,3,5,1,3,11,1,5,38,2,3,9,5,3,1,2,2,1,1,1,1,4,1,1,2,9,2,6,4,1,99,9,9,9,99,9,9,0,0,3,4,9,6,6,6,6,5,1,1,2,2,0,1,1,7,1,2,1,1,1,2,198,138,3,2,9,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,9,1,1,3,2,1,1,2,3,77
1,198,139,3,5,3,6,5,3,5,1,7,44,2,5,5,5,3,1,2,2,2,5,3,4,3,2,1,6,9,1,4,1,9,10,4,1,4,20,1,1,0,0,1,1,1,9,19,20,0,6,2,2,2,1,3,1,1,7,1,2,2,12,1,2,198,139,3,1,9,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,9,3,1,1,2,1,1,3,1,77
1,198,140,3,4,4,4,1,4,9,1,7,46,2,4,9,6,4,1,5,2,1,3,5,5,4,3,3,99,5,2,5,3,6,99,9,9,9,99,9,9,0,0,3,3,9,6,7,7,0,4,1,1,2,1,3,1,1,7,1,2,3,5,1,2,198,140,3,1,9,2,1,1,2,2,1,1,2,2,2,3,1,1,2,1,9,1,1,3,1,1,1,3,6,77
1,198,141,3,4,2,3,0,4,9,1,6,39,2,3,9,6,3,1,5,2,1,3,5,5,3,1,3,99,5,2,7,4,7,99,9,9,9,99,9,9,0,0,3,4,9,5,7,7,0,3,1,1,2,1,2,1,1,6,1,1,2,5,3,2,198,141,3,1,9,1,1,1,1,2,1,1,1,2,2,2,3,2,3,1,9,1,4,4,4,1,1,3,6,77
1,198,142,3,4,3,5,1,3,9,1,7,31,2,2,2,6,4,1,2,2,1,6,1,3,2,4,1,5,9,1,3,1,9,2,4,2,4,2,1,2,0,0,2,1,3,3,9,9,0,5,1,1,2,1,2,1,1,0,1,2,1,12,2,2,198,142,3,1,9,2,1,2,2,2,2,2,2,1,1,2,2,1,2,3,9,1,1,2,1,1,1,2,1,77
1,198,143,3,4,2,4,1,4,10,3,6,46,2,2,9,5,2,3,7,2,3,0,6,6,4,2,4,99,5,2,6,4,7,99,9,9,9,99,9,9,0,0,3,4,9,5,13,13,0,4,1,1,2,2,0,0,1,7,1,2,1,3,2,2,198,143,3,3,9,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,9,1,1,4,4,4,4,1,6,77
1,198,144,3,4,2,4,1,4,10,1,4,44,2,4,9,6,3,1,2,2,1,1,2,2,4,2,3,99,1,2,8,3,1,99,9,9,9,99,9,9,0,0,3,4,9,5,15,15,5,4,1,1,2,2,0,0,1,9,1,2,2,1,1,2,198,144,3,1,9,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,9,1,1,3,2,1,1,3,6,77
1,198,145,3,3,4,4,1,3,4,3,6,24,2,3,8,4,2,1,3,2,1,4,0,0,1,2,1,2,9,2,3,2,9,3,4,2,3,1,2,2,0,0,2,2,2,2,1,1,0,4,1,1,2,1,3,3,2,7,1,2,3,2,1,2,198,145,3,1,9,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,9,1,1,1,1,1,1,2,2,77
1,198,146,3,3,2,4,3,4,3,2,5,35,2,3,9,6,3,1,2,2,2,2,1,4,3,4,1,5,9,1,2,3,4,99,9,9,9,99,9,9,0,0,1,1,3,1,14,14,1,4,1,2,2,1,2,3,1,7,1,1,3,4,1,2,198,146,3,3,9,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,1,2,2,3,77
1,198,147,3,2,1,1,6,4,3,3,5,29,1,1,8,5,1,1,3,2,1,2,1,4,3,2,5,0,0,4,8,5,0,0,0,0,0,21,0,0,0,0,9,9,8,9,19,20,0,1,1,1,2,1,4,3,1,7,1,1,2,11,1,2,198,147,3,1,9,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,9,3,1,3,2,1,1,2,6,77
1,198,148,3,3,3,3,3,4,3,1,7,26,2,2,2,4,3,3,6,2,3,2,6,6,2,2,4,99,5,2,8,2,9,10,2,1,2,15,1,3,0,0,2,3,9,2,19,15,1,2,2,2,2,2,0,0,1,7,1,1,3,5,1,2,198,148,3,2,9,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,9,1,1,3,2,1,1,1,6,77
1,198,149,3,3,4,4,3,4,3,1,6,28,2,3,3,6,2,0,3,2,2,2,6,6,1,2,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,1,4,9,5,10,10,3,4,1,1,2,2,0,0,1,7,1,2,1,6,1,2,198,149,3,2,9,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,9,1,1,3,2,1,1,1,6,77
1,198,150,3,3,3,4,5,4,3,1,4,26,2,3,2,4,4,1,1,1,1,5,1,4,3,2,1,5,9,1,3,1,9,2,1,1,3,20,1,1,0,0,1,1,4,1,19,20,0,4,1,2,2,2,0,0,1,1,1,1,1,4,1,2,198,150,3,1,9,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,9,1,1,3,2,1,1,1,1,77
1,198,151,3,3,3,4,3,4,3,1,4,38,2,3,3,4,3,1,5,2,2,2,5,5,3,2,1,5,9,1,3,3,4,99,9,9,9,99,9,9,0,0,1,3,9,3,6,6,3,4,1,1,2,2,0,0,0,9,1,2,3,5,1,2,198,151,3,1,9,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,3,3,77
1,198,152,3,3,3,4,3,4,3,3,7,29,2,4,9,6,1,2,5,2,1,3,5,5,3,1,3,99,1,2,7,3,1,99,9,9,9,99,9,9,0,0,2,4,9,5,9,9,1,4,1,2,2,1,3,1,1,9,2,2,2,5,1,2,198,152,3,2,9,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,9,1,1,3,2,1,1,1,6,77
1,198,153,3,3,3,3,0,4,7,1,3,25,2,2,9,6,1,1,1,2,3,6,1,4,4,4,2,0,9,3,8,4,0,99,9,9,9,99,9,9,0,0,1,2,3,6,4,4,7,3,1,1,3,1,3,3,2,0,1,2,3,3,1,2,198,153,3,1,9,1,2,1,2,2,1,2,2,1,1,1,1,2,2,3,9,3,2,3,2,2,1,2,5,77
1,198,154,3,4,3,6,5,2,6,2,5,28,1,1,3,6,2,1,2,1,1,5,2,2,3,2,3,99,2,2,3,1,9,2,4,1,3,4,1,1,0,0,1,1,1,1,4,4,5,5,1,1,3,1,4,3,1,7,1,1,2,5,1,2,198,154,3,1,9,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,9,3,1,3,1,1,1,3,6,77
1,198,155,3,4,4,6,1,3,4,3,6,30,2,3,9,6,4,1,2,2,1,3,1,3,4,4,2,5,9,2,5,3,3,99,9,9,9,99,9,9,0,0,2,2,3,1,4,4,0,6,1,0,3,1,3,3,2,5,1,2,2,5,1,2,198,155,3,1,9,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,9,1,1,3,2,1,1,2,5,77
1,198,156,3,4,4,6,1,3,9,3,7,28,2,2,4,6,1,1,3,2,1,3,5,5,3,3,4,99,0,2,8,4,0,99,9,9,9,99,9,9,0,0,2,4,9,5,7,7,0,6,1,0,2,1,5,2,1,0,3,2,1,5,1,2,198,156,3,1,9,2,1,1,2,2,1,2,2,1,1,1,2,2,3,3,9,1,1,3,2,1,1,3,6,77
1,198,157,3,3,2,3,6,4,3,1,5,50,2,3,9,6,4,1,5,2,1,3,1,1,4,3,1,6,9,1,4,1,9,0,4,3,3,6,1,1,0,0,1,1,1,1,0,6,6,3,1,2,2,1,4,2,1,7,1,2,2,1,1,2,198,157,3,2,9,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,9,1,1,2,1,1,1,3,1,77
1,198,158,3,1,4,4,7,4,8,2,4,42,2,4,9,4,2,1,1,1,1,5,6,6,4,2,1,5,9,1,1,1,9,8,4,1,1,5,1,1,0,0,1,1,1,1,19,20,1,4,1,2,2,1,4,2,1,7,1,1,1,3,1,2,198,158,3,2,9,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,9,3,1,3,1,1,1,3,1,77
1,198,159,3,4,3,4,7,4,8,1,3,37,2,2,9,6,1,1,1,1,1,5,2,4,4,2,1,5,9,1,3,1,9,3,4,1,3,6,1,1,0,0,1,1,1,1,6,6,7,4,1,2,2,1,5,2,1,8,1,2,2,5,1,2,198,159,3,1,9,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,9,3,1,3,2,2,3,2,1,77
1,198,160,3,4,4,4,1,4,9,3,7,40,2,5,10,6,1,1,2,2,1,1,1,2,2,4,1,5,9,2,4,2,9,8,4,2,5,20,3,2,0,0,3,3,9,3,19,15,0,3,2,1,2,1,3,2,1,7,1,2,2,2,1,2,198,160,3,1,9,1,1,1,2,1,2,0,2,1,1,1,1,2,2,1,9,3,1,2,2,1,1,4,2,77
1,198,161,3,4,4,4,1,4,9,1,7,30,2,2,4,4,2,1,3,2,1,3,1,4,2,3,3,99,1,2,5,3,2,99,9,9,9,99,9,9,0,0,2,3,9,5,8,8,0,4,1,1,2,1,4,2,1,7,1,2,2,5,3,2,198,161,3,1,9,2,1,2,1,2,2,2,2,2,1,3,1,2,2,3,9,1,1,2,1,1,1,3,6,77
1,198,162,3,4,4,5,1,3,9,1,7,33,2,3,9,6,2,1,5,2,1,3,5,5,4,1,4,99,5,2,8,4,7,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,0,5,1,1,2,1,4,2,1,7,2,2,3,1,1,2,198,162,3,1,9,2,1,1,1,2,2,1,2,1,1,1,2,2,1,3,9,1,1,2,1,1,1,3,6,77
1,198,163,3,5,3,5,1,3,5,1,5,32,2,3,9,5,1,1,2,2,1,1,1,2,4,3,1,0,9,2,5,1,9,2,4,2,5,20,1,1,0,0,1,1,1,1,4,20,5,4,2,1,2,1,4,2,1,7,1,2,2,3,1,2,198,163,3,1,9,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,9,1,1,3,2,1,1,2,1,77
1,198,164,3,3,3,4,3,4,3,1,4,32,2,2,4,6,1,1,2,2,2,3,2,4,4,4,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,3,4,9,5,4,4,3,4,1,1,2,1,3,3,1,0,1,1,4,3,1,2,198,164,3,2,9,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,9,3,1,3,2,1,1,3,6,77
1,198,165,3,6,3,6,1,2,6,1,7,34,2,3,9,5,3,1,2,2,1,3,1,4,1,3,3,99,0,2,6,4,7,99,9,9,9,99,9,9,0,0,1,3,9,5,8,8,7,6,1,1,2,1,4,3,1,7,1,2,1,4,1,2,198,165,3,1,9,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,9,1,1,4,1,1,1,2,6,77
1,198,166,3,4,4,5,1,3,9,2,6,33,1,1,9,6,3,2,2,2,2,1,1,1,2,4,1,5,9,2,4,1,9,3,4,2,5,21,2,2,0,0,2,2,4,2,9,9,6,5,1,1,2,1,3,3,1,7,2,2,1,1,1,2,198,166,3,1,9,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,9,1,1,3,3,1,1,1,1,77
1,198,167,3,4,3,4,1,4,9,1,7,28,2,3,4,3,3,1,5,2,1,3,5,5,4,1,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,3,4,9,5,8,8,0,4,1,1,2,1,3,3,1,9,3,1,1,5,3,2,198,167,3,1,9,2,1,2,2,2,1,2,2,2,2,2,2,1,3,3,9,3,1,3,2,3,3,3,6,77
1,198,168,3,3,3,4,4,4,3,1,4,26,1,1,9,4,1,3,2,2,1,2,1,3,4,2,1,2,9,2,3,4,2,99,9,9,9,99,9,9,0,0,1,4,9,3,6,6,4,4,1,2,2,2,0,0,1,7,1,2,1,4,1,2,198,168,3,2,9,2,1,1,2,2,2,2,2,2,2,2,1,1,1,3,9,1,1,2,1,1,1,2,3,77
