CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48B..1,Q.49.,Q.50.,V.51.,V.52.
1,186,1419,4,6,2,2,7,6,10,3,2,2,3,1,2,2,1,1,2,2,2,3,2,2,2,3,2,2,0,1,1,3,1,3,1,3,1,2,3,2,4,0,1,1,9,9,2,2,1,4,99,3,3,3,8,40
1,186,1420,4,6,2,2,7,6,10,3,1,6,9,2,2,1,6,1,2,4,1,2,1,1,2,3,2,1,3,2,2,2,1,4,2,3,2,1,2,2,3,2,2,1,9,9,2,8,1,2,5,99,3,3,9,49
1,186,1421,4,6,1,2,7,6,10,2,2,3,3,2,2,2,6,2,1,2,1,2,1,1,2,0,2,0,3,0,2,4,2,3,1,2,0,2,2,1,2,0,1,1,9,9,2,0,1,0,99,99,4,4,10,1
1,186,1422,3,6,1,3,7,7,10,3,2,3,4,1,2,1,6,2,1,3,2,3,2,2,2,3,2,2,3,2,1,1,2,4,1,4,1,2,2,1,2,2,1,1,9,9,2,1,1,4,99,3,4,3,8,58
1,186,1423,4,6,2,2,7,5,10,3,1,4,7,1,1,3,6,1,1,3,1,2,1,1,1,3,1,3,3,2,3,3,2,2,1,4,2,1,2,1,2,2,2,1,9,9,9,10,2,4,99,2,2,3,7,25
1,186,1424,4,6,1,2,7,5,3,2,2,3,4,1,2,1,2,1,2,4,1,3,2,3,1,1,1,1,2,1,4,4,2,3,1,3,2,1,2,2,2,2,2,1,9,9,9,3,2,2,4,99,3,2,7,37
1,186,1425,4,6,2,5,7,5,12,3,1,6,8,1,1,2,2,1,2,3,2,1,1,1,2,2,1,1,2,2,3,4,1,3,2,3,8,1,2,2,3,1,2,1,9,9,10,2,2,2,4,99,2,3,7,35
1,186,1426,3,5,1,3,7,6,14,1,2,2,3,2,2,1,2,2,2,4,2,3,1,2,2,0,2,2,2,2,3,4,2,3,2,1,9,1,2,2,4,1,1,1,9,9,9,3,2,4,99,11,3,3,7,55
1,186,1427,3,5,1,1,7,6,10,3,2,3,5,2,1,1,6,1,2,4,1,2,1,1,1,3,2,1,3,2,2,3,1,4,2,2,2,1,2,1,3,1,2,1,9,9,2,1,2,4,99,2,3,3,10,110
1,186,1428,3,6,1,1,7,7,3,3,1,6,7,1,1,2,2,1,3,2,3,3,1,2,3,3,2,2,2,2,2,3,2,2,1,4,1,1,2,2,2,2,1,1,9,9,3,7,2,3,3,99,3,2,15,329
1,186,1429,4,5,1,3,7,6,3,2,2,2,3,2,2,1,2,1,2,3,1,3,1,1,1,3,2,1,2,2,3,3,1,4,1,4,1,1,2,2,3,1,2,1,9,9,7,7,2,4,99,2,3,3,16,86
1,186,1430,3,6,1,3,7,6,3,3,2,3,4,1,2,2,9,1,3,4,2,3,1,2,2,3,2,1,2,2,3,4,2,3,1,3,1,1,2,1,5,1,2,1,9,9,7,7,2,4,99,1,1,3,16,51
1,186,1431,3,6,1,3,7,6,3,3,2,4,10,1,2,2,2,2,1,3,2,3,2,2,3,3,2,1,2,2,1,1,2,3,1,4,1,2,2,2,2,1,1,1,9,9,7,7,2,4,99,11,4,3,16,53
1,186,1432,2,5,2,10,7,4,4,3,1,6,7,1,1,2,1,2,3,1,3,5,1,2,3,2,2,3,3,1,1,2,2,1,4,1,9,2,3,4,5,2,1,1,9,9,1,4,2,4,99,6,2,2,14,138
1,186,1433,2,5,1,5,7,4,4,3,2,1,0,1,0,2,2,1,2,2,3,3,1,1,2,3,2,3,2,1,3,4,2,0,0,4,0,1,1,2,4,1,0,1,9,9,1,3,2,4,99,11,1,3,14,72
1,186,1434,2,5,1,4,7,4,4,2,2,3,3,2,2,2,4,1,2,0,3,3,3,2,2,2,2,1,2,2,3,4,1,2,3,1,9,1,2,1,4,1,2,1,9,9,1,3,2,4,99,1,1,1,13,46
1,186,1435,2,5,2,5,7,4,4,3,2,3,2,1,2,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,1,3,1,3,1,2,2,1,2,1,5,1,1,1,9,9,1,3,2,4,99,1,1,3,14,124
1,186,1436,4,5,2,3,7,6,3,3,2,2,3,2,1,2,1,1,3,1,3,5,1,2,3,1,2,1,2,3,4,4,2,1,4,4,9,2,3,3,1,2,1,1,4,5,8,7,2,4,99,3,5,3,15,215
1,186,1437,4,5,2,2,7,5,3,3,2,4,5,1,2,1,3,1,1,4,2,4,2,2,2,1,2,1,2,1,1,4,1,3,1,4,2,1,2,1,3,1,1,1,9,9,10,6,2,4,99,1,4,1,15,55
1,186,1438,4,6,2,4,7,3,3,3,2,3,4,2,2,1,2,3,2,3,2,3,1,2,2,3,2,1,1,1,2,3,1,3,3,2,9,1,1,1,3,1,1,1,9,9,7,7,2,4,99,1,2,3,16,26
1,186,1439,3,5,1,9,7,4,3,3,2,3,6,2,2,2,2,3,2,2,2,4,1,2,2,3,2,1,2,2,2,3,2,3,3,3,9,2,2,3,3,2,1,1,9,9,7,7,2,4,99,2,2,2,16,56
1,186,1440,3,6,1,2,7,4,3,3,2,3,3,1,2,1,1,1,1,2,2,2,1,2,2,3,3,1,2,1,1,1,2,2,2,4,7,1,2,1,3,2,1,1,9,9,7,7,2,4,99,2,3,3,16,120
1,186,1441,4,5,2,5,7,3,3,0,2,2,3,2,2,1,6,1,2,2,2,3,1,3,2,3,2,1,1,1,3,4,1,3,1,3,0,3,2,2,2,1,2,1,9,9,8,9,2,4,99,5,3,3,15,210
1,186,1442,3,6,1,4,7,6,3,3,2,4,5,2,1,1,6,1,2,4,1,2,1,1,1,3,3,1,2,1,1,2,2,3,2,3,9,1,2,2,3,1,2,1,9,9,7,7,1,4,99,3,3,3,15,168
1,186,1443,4,6,2,4,7,6,3,0,1,5,0,0,0,1,1,1,3,1,2,5,2,2,3,1,2,0,2,2,1,0,2,0,1,4,7,2,0,1,1,2,1,1,9,9,7,1,1,4,99,2,0,0,15,97
1,186,1444,3,6,1,2,7,6,3,3,2,2,3,1,1,2,2,1,3,2,3,3,1,2,2,3,2,1,2,2,2,3,2,2,1,4,2,2,3,3,2,2,2,1,9,9,9,1,1,4,99,3,1,3,15,98
1,186,1445,4,5,2,4,7,7,3,2,2,3,3,1,1,2,2,1,1,2,2,4,2,2,3,3,2,2,2,1,1,4,1,3,1,3,1,2,2,1,2,1,1,1,9,9,9,7,1,4,99,11,3,3,15,137
1,186,1446,3,6,2,7,7,5,3,3,1,5,4,2,2,1,2,1,2,4,2,3,3,1,2,3,2,1,2,2,3,3,2,2,2,3,2,1,2,2,3,2,2,1,9,9,7,7,1,4,99,2,3,3,16,74
1,186,1447,4,6,1,4,7,4,3,2,2,2,3,2,2,1,1,2,2,3,2,3,2,2,2,1,3,1,2,1,3,2,1,3,1,4,6,1,2,1,3,2,2,1,9,9,8,5,1,4,99,3,4,3,15,149
1,186,1448,2,6,1,7,7,6,3,2,2,2,3,1,2,1,9,2,2,2,2,3,2,2,3,3,2,1,1,3,1,1,1,4,1,4,1,1,2,1,4,2,1,1,9,9,8,7,2,4,99,11,4,2,15,102
1,186,1449,2,4,1,3,7,6,10,2,2,3,5,2,2,2,2,1,2,4,2,3,1,1,2,2,3,2,3,2,3,3,2,3,2,3,5,3,2,1,3,1,2,2,2,2,99,99,9,9,99,99,9,9,4,57
1,186,1450,4,6,1,5,7,3,5,3,1,7,0,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,3,3,2,1,2,2,0,1,2,3,4,2,2,2,2,2,99,99,9,9,99,99,9,9,6,103
1,186,1451,4,6,1,4,7,2,5,3,2,4,4,1,2,2,2,1,1,4,1,3,2,2,2,2,3,1,3,1,3,3,2,2,2,3,2,3,2,1,3,2,2,2,2,2,99,99,9,9,99,99,9,9,6,112
1,186,1452,4,5,2,6,7,4,10,2,2,2,4,2,1,2,6,1,2,3,1,2,1,1,1,2,0,1,4,1,3,4,2,2,1,3,1,1,2,1,3,1,2,2,2,3,99,99,9,9,99,99,9,9,9,39
1,186,1453,3,5,1,2,7,4,5,2,2,3,3,2,1,2,6,1,2,3,2,2,1,2,1,3,2,1,3,2,3,3,2,2,2,3,9,1,2,2,3,1,3,2,4,2,99,99,9,9,99,99,9,9,6,126
1,186,1454,3,5,2,3,7,4,5,2,2,2,3,2,2,2,2,1,2,3,2,3,1,2,2,3,2,1,1,2,3,3,2,3,2,3,9,1,2,2,4,2,2,2,4,3,99,99,9,9,99,99,9,9,6,147
1,186,1455,1,4,2,4,4,6,4,3,1,5,5,1,1,2,2,3,2,3,2,3,1,1,3,2,1,2,2,2,3,3,1,3,2,3,1,1,2,1,2,2,2,1,9,9,1,3,2,3,8,99,2,2,13,3
1,186,1456,3,5,1,9,7,4,10,2,2,3,5,1,2,2,2,3,2,3,2,3,3,3,1,3,3,1,3,2,2,3,2,3,4,1,9,1,2,2,5,2,2,2,2,4,99,99,9,9,99,99,9,9,4,86
1,186,1457,4,5,1,3,7,3,5,3,2,2,3,2,2,1,2,1,1,4,1,3,1,2,2,3,2,3,3,2,1,1,1,3,3,3,5,3,2,2,3,1,2,2,4,4,99,99,9,9,99,99,9,9,6,92
1,186,1458,3,5,1,2,7,3,5,3,1,5,5,1,1,1,2,1,2,3,1,3,1,1,1,1,1,2,3,2,3,2,1,4,2,3,9,3,2,3,3,2,3,2,3,3,99,99,9,9,99,99,9,9,6,85
1,186,1459,3,5,1,3,7,2,5,0,0,1,3,1,2,3,4,1,2,4,1,4,1,2,2,3,2,3,3,1,3,3,1,0,2,3,9,3,2,2,4,2,2,2,9,9,99,99,9,9,99,99,9,9,6,80
1,186,1460,3,4,1,3,7,4,10,3,2,3,4,2,2,2,2,1,2,4,2,3,1,1,2,3,2,2,2,2,1,4,2,1,2,2,9,1,2,2,3,2,2,2,2,2,99,99,9,9,99,99,9,9,4,18
1,186,1461,4,6,2,4,7,5,10,3,1,5,8,2,1,2,2,2,2,4,2,3,1,1,2,1,2,1,4,2,1,4,2,1,1,2,1,1,2,2,3,2,2,2,2,3,99,99,9,9,99,99,9,9,4,36
1,186,1462,3,6,1,2,7,5,10,3,1,5,7,1,1,2,2,1,2,4,2,1,1,1,1,1,1,1,3,1,3,4,2,1,1,3,5,1,1,2,3,1,3,2,2,2,99,99,9,9,99,99,9,9,7,60
1,186,1463,3,6,2,2,7,5,10,3,2,2,9,2,1,1,6,1,1,4,2,3,1,1,2,3,2,2,1,2,3,4,2,4,1,4,1,1,2,1,3,1,1,2,4,3,99,99,9,9,99,99,9,9,8,10
1,186,1464,4,6,2,4,7,7,10,3,1,5,6,1,2,3,2,2,3,2,1,3,3,1,1,3,1,2,4,1,3,3,2,2,1,3,1,1,2,3,2,2,2,1,9,9,10,7,2,4,99,5,6,3,3,27
1,186,1465,4,6,1,5,7,6,10,2,2,4,5,2,2,2,6,1,2,2,1,3,2,2,2,3,1,1,3,2,3,1,1,3,0,3,5,2,2,2,2,2,1,1,9,9,2,1,1,4,99,1,4,3,10,53
1,186,1466,4,6,1,2,7,6,10,3,2,4,5,2,2,2,2,2,3,1,2,4,2,2,2,3,2,1,2,2,2,3,2,2,1,4,1,2,2,3,3,2,1,1,9,9,2,1,1,4,99,0,4,3,10,34
1,186,1467,4,5,2,4,7,7,10,3,1,5,6,1,1,1,2,1,2,4,1,3,1,2,1,3,1,1,3,1,3,4,2,3,1,3,1,1,1,2,2,2,2,1,9,9,8,5,1,2,4,99,4,3,1,37
1,186,1468,3,4,2,5,4,3,1,3,2,3,5,1,2,1,2,1,1,4,1,1,1,1,1,1,2,1,1,1,3,4,2,2,1,1,9,3,2,1,4,2,3,2,1,1,99,99,9,9,99,99,9,9,5,10
1,186,1469,4,6,2,2,4,6,1,2,2,3,5,2,1,1,2,1,2,4,1,2,1,1,1,1,1,1,3,1,3,3,2,3,1,4,1,1,2,1,3,2,3,2,1,2,99,99,9,9,99,99,9,9,5,378
1,186,1470,3,5,2,3,4,5,10,2,2,2,3,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,3,2,2,1,99,99,9,9,99,99,9,9,2,76
1,186,1471,3,6,2,7,4,5,10,3,1,4,5,2,1,1,3,1,2,3,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,3,1,1,2,1,3,2,3,2,2,1,99,99,9,9,99,99,9,9,2,225
1,186,1472,2,4,2,4,4,6,4,2,2,4,5,2,2,1,6,1,2,2,3,2,1,1,2,3,2,1,2,3,3,4,2,1,1,3,1,1,1,1,2,2,2,1,9,9,1,3,2,4,99,11,1,2,13,101
1,186,1473,2,5,1,9,4,6,4,3,2,2,4,2,2,1,2,1,2,3,2,2,1,1,1,1,2,1,3,2,3,3,2,2,2,2,2,1,1,2,3,1,2,1,9,9,1,3,2,2,2,99,1,3,13,121
1,186,1474,2,5,1,8,4,6,4,3,1,4,5,1,1,2,2,1,1,4,2,3,1,1,2,2,2,1,1,2,2,3,2,4,1,2,1,1,1,1,4,1,2,1,9,9,1,3,2,2,4,99,1,3,13,13
1,186,1475,2,5,1,9,4,6,4,3,1,4,6,1,1,2,9,3,3,2,2,2,1,1,1,1,3,3,2,2,3,4,1,2,2,3,1,1,2,2,2,2,3,1,9,9,1,3,2,2,0,99,1,3,13,94
1,186,1476,1,5,1,9,4,7,4,2,2,3,4,1,1,1,1,1,1,1,3,1,1,1,3,1,2,2,2,3,1,2,2,3,2,2,2,1,3,1,3,1,1,1,9,9,1,4,2,1,2,99,2,3,13,82
1,186,1477,2,5,1,7,4,7,4,3,1,5,7,1,1,2,2,3,1,2,3,4,3,2,2,2,2,1,3,2,3,4,2,2,1,4,1,2,2,1,2,2,2,1,9,9,1,3,2,3,0,99,2,2,13,23
1,186,1478,2,5,1,9,4,7,4,3,2,3,5,1,1,1,1,2,1,1,2,1,1,1,3,1,3,2,2,2,3,2,2,5,2,2,3,2,3,1,4,2,3,1,9,9,1,3,2,1,3,99,1,3,13,93
1,186,1479,2,5,1,4,4,5,4,2,2,4,5,1,2,2,2,2,1,2,3,2,1,1,2,2,2,1,3,1,1,4,1,2,1,4,4,1,2,1,1,2,1,1,9,9,1,4,1,2,3,99,1,1,12,133
1,186,1480,1,5,1,3,4,3,4,2,1,2,3,1,2,1,2,2,2,3,1,3,3,3,2,1,3,3,3,2,3,3,1,2,1,4,2,1,1,2,4,1,3,2,2,1,99,99,9,9,99,99,9,9,12,86
1,186,1481,2,5,2,3,4,7,4,1,2,2,0,2,2,1,1,3,3,2,3,5,1,2,2,3,2,2,2,3,1,4,2,1,4,3,2,2,2,1,5,1,1,2,4,1,99,99,9,9,99,99,9,9,13,5
1,186,1482,2,5,1,2,4,6,4,3,1,6,6,1,1,3,1,2,3,0,3,4,1,2,3,3,2,0,2,3,2,4,1,4,1,4,1,2,2,2,3,0,0,2,9,9,99,99,9,9,99,99,9,9,12,102
1,186,1483,2,5,1,3,4,6,4,2,2,3,4,2,2,2,9,1,2,4,2,2,1,1,1,1,3,1,2,2,3,3,1,3,1,3,1,1,2,2,2,2,3,2,2,2,99,99,9,9,99,99,9,9,12,24
1,186,1484,1,4,1,1,4,6,4,1,2,1,1,1,1,2,1,1,2,1,3,3,1,1,2,1,1,1,3,2,3,2,1,4,2,3,1,1,2,3,2,1,3,2,1,4,99,99,9,9,99,99,9,9,12,134
1,186,1485,3,5,1,2,4,5,4,3,2,4,7,2,2,2,2,1,2,4,1,2,1,1,1,1,1,1,2,2,3,4,1,3,2,2,7,1,2,2,2,2,2,2,2,2,99,99,9,9,99,99,9,9,12,88
1,186,1486,1,4,1,6,4,1,3,3,1,5,6,1,1,2,1,2,3,3,3,3,3,3,3,3,2,1,2,3,1,4,2,1,4,1,9,3,2,4,5,2,1,2,4,5,99,99,9,9,99,99,9,9,15,50
1,186,1487,2,4,1,5,4,3,3,2,0,3,4,1,1,1,6,1,1,4,1,2,1,1,1,1,1,1,4,1,4,4,2,6,1,4,9,1,3,1,4,1,3,2,1,1,99,99,9,9,99,99,9,9,15,72
1,186,1488,2,5,2,7,4,1,3,1,2,0,2,1,2,3,2,2,2,4,2,4,3,2,3,3,2,1,3,3,3,2,1,2,3,3,0,1,2,1,4,1,2,2,4,5,99,99,9,9,99,99,9,9,15,131
1,186,1489,1,5,2,6,4,2,3,3,1,5,5,2,2,1,2,2,2,4,2,1,1,1,2,1,2,1,1,1,3,4,1,5,3,2,2,2,2,2,3,2,2,2,1,2,99,99,9,9,99,99,9,9,15,350
1,186,1490,1,5,1,1,4,5,3,3,1,4,6,2,2,2,2,1,2,2,2,3,3,3,2,2,2,1,2,2,2,4,1,4,1,2,1,1,2,2,3,1,2,2,2,2,99,99,9,9,99,99,9,9,15,222
1,186,1491,2,5,1,6,4,5,3,3,2,3,3,1,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,2,3,4,1,3,2,2,2,2,3,1,3,1,3,2,9,9,99,99,9,9,99,99,9,9,16,11
1,186,1492,2,4,1,4,4,5,3,3,1,4,4,1,1,2,1,1,2,2,3,5,2,2,3,3,2,1,1,2,1,2,1,3,2,2,6,2,2,1,2,2,1,2,4,3,99,99,9,9,99,99,9,9,15,369
1,186,1493,2,4,2,7,4,5,3,3,2,2,3,2,2,1,2,2,2,2,2,3,1,1,3,1,2,1,2,2,3,4,1,3,2,2,2,2,0,1,3,1,3,2,2,6,99,99,9,9,99,99,9,9,15,349
1,186,1494,2,4,1,4,4,7,3,3,2,3,5,2,1,1,6,1,4,4,1,2,1,1,1,2,3,1,2,2,3,4,2,4,1,3,1,1,2,2,1,2,3,2,1,2,99,99,9,9,99,99,9,9,15,365
1,186,1495,3,5,2,1,4,5,3,3,2,3,10,1,1,2,2,2,2,4,2,3,3,3,3,1,2,1,2,2,1,4,1,3,2,2,1,1,2,1,3,1,3,2,2,3,99,99,9,9,99,99,9,9,15,188
1,186,1496,4,6,1,7,4,7,3,3,1,5,6,1,1,3,9,1,3,4,2,2,1,1,1,1,1,1,2,2,0,3,1,3,1,3,2,1,2,1,3,2,3,2,1,3,99,99,9,9,99,99,9,9,15,193
1,186,1497,4,5,1,2,4,6,10,3,1,5,8,2,1,2,2,1,3,3,2,1,1,1,2,3,1,1,3,2,3,3,2,2,2,3,9,3,2,2,3,2,2,1,9,9,7,1,1,2,5,99,2,2,1,26
1,186,1498,4,5,1,9,4,6,10,3,2,4,7,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,4,2,2,1,3,2,1,2,2,2,2,3,1,9,9,7,2,1,1,1,99,2,2,2,93
1,186,1499,4,5,1,5,4,5,10,3,1,6,7,2,1,2,2,1,2,4,1,3,1,1,2,3,2,1,3,2,2,4,2,2,1,2,0,1,2,2,3,1,1,1,9,9,7,2,1,4,99,4,3,3,1,48
1,186,1500,4,6,2,9,4,6,10,3,2,3,4,2,2,2,1,2,2,2,1,3,1,3,2,3,3,1,4,2,3,3,2,2,1,2,9,2,2,2,2,2,2,1,9,9,8,5,1,4,99,5,2,3,1,121
1,186,1501,2,5,2,4,4,4,4,2,2,10,10,3,1,1,2,1,1,4,2,2,1,1,2,3,2,1,3,2,3,2,1,2,1,4,2,1,2,1,2,1,2,1,3,1,1,3,2,3,0,99,1,3,13,67
1,186,1502,1,5,1,6,4,2,4,2,2,2,5,1,2,1,6,1,1,1,1,1,1,1,2,3,2,1,3,1,3,4,1,4,1,3,1,3,2,2,4,1,1,1,9,9,2,3,2,3,0,99,1,2,13,16
1,186,1503,1,5,1,7,4,3,4,3,1,5,0,1,1,1,2,1,2,4,1,2,1,1,2,3,3,1,3,1,3,4,2,1,2,3,9,3,2,1,3,2,2,1,3,2,1,3,2,3,6,99,6,3,14,149
1,186,1504,1,4,1,4,4,3,4,2,2,3,3,2,1,2,2,2,2,4,0,3,3,3,2,2,3,2,3,1,3,4,2,4,3,2,9,2,2,2,2,2,1,1,9,9,1,3,2,3,6,99,2,3,13,75
1,186,1505,1,5,1,5,4,5,4,3,2,3,4,2,2,1,1,2,3,4,3,3,3,2,3,0,3,3,3,1,3,3,1,4,1,3,1,1,2,2,4,1,2,1,9,9,1,3,2,3,5,99,1,3,14,14
1,186,1506,1,5,2,6,4,5,4,2,2,2,2,4,2,1,2,2,3,4,3,4,1,2,2,3,2,2,2,1,1,4,2,5,4,3,9,2,3,1,4,2,1,1,9,9,1,3,2,4,99,11,1,3,14,86
1,186,1507,2,5,2,5,4,5,4,3,1,5,5,4,1,1,1,2,2,3,2,5,1,2,3,2,2,1,2,1,3,4,1,2,2,3,9,2,2,3,3,2,2,1,9,9,1,3,2,3,5,99,2,2,14,24
1,186,1508,2,5,1,9,4,5,4,3,2,2,3,2,1,1,2,1,2,2,3,4,1,0,2,3,2,1,3,2,1,3,1,3,3,2,5,2,2,1,4,2,1,1,9,9,1,3,2,4,99,11,1,2,13,122
1,186,1509,2,5,1,4,4,5,4,2,2,3,3,1,1,2,2,1,2,4,2,3,1,2,1,1,1,1,2,2,3,4,1,3,1,4,9,1,1,1,3,1,2,1,9,9,1,3,2,2,4,99,2,3,13,49
1,186,1510,2,5,2,5,4,5,4,3,1,5,7,1,1,1,2,2,3,4,2,1,1,1,1,1,2,1,2,2,3,3,1,3,1,2,2,1,2,2,3,2,2,1,9,9,1,3,2,2,2,99,1,3,13,1
1,186,1511,2,5,1,4,4,5,4,3,2,3,4,2,1,1,2,1,2,4,3,3,1,3,3,1,2,1,1,2,3,4,1,2,1,3,2,1,2,2,4,1,2,1,9,9,1,3,2,2,0,99,1,3,13,57
1,186,1512,2,4,1,3,4,5,4,3,2,3,4,2,2,1,6,1,3,3,3,1,1,1,2,1,1,3,2,4,3,4,2,2,1,2,1,3,2,2,3,1,3,1,3,1,1,3,2,3,6,99,1,2,13,59
1,186,1513,2,5,1,7,4,5,4,2,2,4,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,3,4,2,4,1,4,2,2,2,2,2,2,1,1,9,9,1,3,2,3,6,99,2,3,13,74
1,186,1514,1,6,1,7,4,5,4,3,2,3,3,2,2,2,2,2,3,4,3,2,1,1,1,3,2,2,3,3,3,3,1,0,3,2,9,1,2,2,4,2,2,1,9,9,1,3,0,3,0,99,1,2,13,113
1,186,1515,4,5,1,3,4,7,3,3,2,3,4,1,1,1,4,3,1,4,2,1,1,1,1,2,2,1,2,1,3,4,1,2,1,3,1,1,2,2,1,1,2,1,9,9,6,7,2,2,4,99,1,2,16,75
1,186,1516,1,6,1,9,4,5,3,3,2,2,5,2,2,2,2,2,3,4,2,2,1,1,1,1,2,1,2,2,3,3,1,3,2,2,2,1,2,2,3,1,2,1,9,9,7,7,2,2,1,99,1,3,15,297
1,186,1517,1,5,1,9,4,6,3,3,1,5,7,3,1,1,2,3,2,4,2,2,1,1,2,1,1,3,2,2,3,3,2,3,1,4,1,1,2,1,2,0,2,1,9,9,6,3,2,3,6,99,3,2,15,318
1,186,1518,2,6,2,4,4,6,3,3,2,2,3,4,1,2,2,1,2,4,2,4,1,2,3,1,2,1,2,2,1,3,1,4,1,3,8,1,2,1,3,1,1,1,9,9,7,2,1,4,99,6,1,3,15,59
1,186,1519,4,5,1,2,4,6,3,3,1,6,9,1,1,2,2,2,2,2,2,2,1,1,1,1,3,1,2,2,3,4,2,1,2,2,1,2,3,1,2,2,3,2,2,2,99,99,9,9,99,99,9,9,15,60
1,186,1520,4,5,1,2,4,6,3,2,2,2,2,2,2,2,8,1,2,3,2,2,3,2,2,3,2,1,2,2,1,3,1,4,1,3,1,1,2,1,3,1,2,2,4,3,99,99,9,9,99,99,9,9,15,247
1,186,1521,4,5,1,3,4,6,3,3,1,7,7,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,3,4,1,3,1,2,1,1,2,3,3,1,2,2,1,1,99,99,9,9,99,99,9,9,15,360
1,186,1522,1,3,1,3,4,6,3,3,2,2,3,2,2,2,2,2,2,4,3,4,1,2,1,3,2,1,2,1,3,0,1,3,1,2,1,1,2,2,3,1,2,2,4,3,99,99,9,9,99,99,9,9,15,204
1,186,1523,2,4,1,6,4,6,3,3,1,4,5,2,2,1,2,1,2,4,2,2,1,1,2,2,3,1,2,2,3,3,1,3,1,4,1,1,2,1,3,2,2,2,1,1,99,99,9,9,99,99,9,9,15,67
1,186,1524,2,4,1,9,4,6,3,2,2,3,5,1,1,2,2,2,2,2,1,5,1,2,2,3,2,1,2,2,3,2,1,3,1,4,1,1,3,3,2,1,1,2,4,2,99,99,9,9,99,99,9,9,15,202
1,186,1525,2,5,1,2,4,6,3,2,1,0,0,0,0,0,0,0,2,3,1,3,2,3,1,1,3,1,1,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,99,99,9,9,99,99,9,9,15,315
1,186,1526,2,5,1,3,4,7,3,3,1,5,9,2,1,2,2,1,2,3,3,2,1,1,2,1,1,3,2,4,3,4,1,4,1,4,1,2,3,2,2,2,3,2,1,2,99,99,9,9,99,99,9,9,15,326
1,186,1527,1,4,2,6,4,5,3,3,2,3,3,1,2,2,1,2,2,4,2,3,2,2,2,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,3,1,2,2,4,3,99,99,9,9,99,99,9,9,15,71
1,186,1528,2,4,1,3,4,5,3,3,1,6,7,2,1,1,2,3,2,2,2,3,3,3,2,3,2,3,3,2,3,3,1,3,2,2,2,1,2,2,2,1,2,2,4,2,99,99,9,9,99,99,9,9,16,22
1,186,1529,1,5,1,3,4,5,3,3,2,2,3,2,2,1,2,2,2,2,2,3,1,1,3,1,1,1,2,2,3,4,1,2,1,3,9,1,2,1,2,2,2,2,2,3,99,99,9,9,99,99,9,9,16,68
1,186,1530,2,6,2,2,4,5,3,3,1,10,10,2,1,1,2,3,2,3,2,3,1,2,1,3,2,3,2,2,2,0,1,4,2,2,2,1,2,1,4,2,1,2,4,1,99,99,9,9,99,99,9,9,15,278
1,186,1531,1,3,1,7,4,0,3,2,1,8,2,1,2,2,11,2,2,0,3,4,3,2,2,3,2,2,2,1,3,2,1,2,4,4,9,1,1,4,4,1,2,2,2,6,99,99,9,9,99,99,9,9,16,4
1,186,1532,2,4,1,7,4,4,3,3,2,3,4,1,1,2,1,1,2,3,2,2,1,1,1,1,1,1,2,3,3,4,1,3,2,2,6,2,2,2,3,2,2,2,2,2,99,99,9,9,99,99,9,9,15,2
1,186,1533,1,5,1,2,4,1,3,2,2,1,2,1,2,1,2,1,1,3,3,4,3,2,3,2,2,1,2,3,1,4,1,3,2,2,9,2,2,3,4,2,1,2,4,1,99,99,9,9,99,99,9,9,15,122
1,186,1534,1,6,2,9,4,3,3,3,1,7,9,1,1,1,2,2,3,1,2,2,1,1,3,1,2,2,2,3,1,3,1,3,3,3,2,2,2,1,3,2,1,2,2,1,99,99,9,9,99,99,9,9,15,33
1,186,1535,1,4,2,3,4,4,10,3,1,10,10,2,1,2,11,1,1,4,1,2,1,1,1,3,1,1,3,1,3,4,1,4,1,2,0,3,2,1,2,0,0,2,9,9,99,99,9,9,99,99,9,9,4,34
1,186,1536,2,5,1,2,4,5,10,3,1,4,4,1,1,1,6,3,2,4,2,3,1,2,1,3,1,1,1,2,1,4,1,2,1,4,1,1,1,1,4,2,1,2,4,6,99,99,9,9,99,99,9,9,8,20
