CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.24H.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41A.,Q.41B.,Q.42.,Q.44A.,Q.44B.,Q.44C.,Q.44D.,V.45.,V.46.,V.47.,V.48.
1,219,200,3,3,6,3,8,1,6,4,13,1,6,1,3,8,1,1,3,4,5,2,1,2,5,5,4,3,1,1,4,3,2,1,3,5,11,4,4,3,0,3,2,2,3,1,1,1,2,2,2,5,3,3,3,2,2,4,2,1,6,2,3,3,2,713
1,219,201,3,2,5,3,8,2,1,3,13,1,5,1,4,6,3,3,3,5,5,2,2,2,5,5,4,3,2,1,1,1,3,3,3,5,10,2,5,1,5,3,2,2,4,1,1,1,2,1,1,5,3,5,1,1,3,1,2,3,1,1,3,3,2,703
1,219,202,3,2,5,3,6,1,6,3,14,1,4,2,3,6,2,1,2,6,7,2,2,2,5,4,4,1,3,2,2,1,2,2,2,4,7,3,4,2,5,3,3,3,2,1,1,1,2,2,1,5,2,4,5,4,2,2,2,2,6,1,3,3,4,403
1,219,203,3,2,5,3,7,2,6,3,14,1,3,2,4,6,3,1,3,5,5,1,2,2,5,5,4,3,3,3,3,3,3,3,3,5,7,4,5,1,5,4,3,2,1,2,1,2,1,1,1,1,3,4,3,2,3,2,2,1,1,1,3,3,4,613
1,219,204,3,2,6,3,7,1,6,3,15,1,3,1,3,4,2,1,3,3,4,2,1,2,5,5,4,1,3,3,3,3,3,3,3,5,8,5,5,2,5,2,3,3,5,1,2,1,2,2,1,1,2,3,2,2,4,3,2,1,1,1,3,3,5,703
1,219,205,3,4,6,3,8,2,1,4,14,1,3,3,3,4,2,1,2,2,2,1,1,2,5,4,3,1,1,1,1,1,3,1,1,5,8,2,2,4,4,3,1,2,1,1,2,1,1,1,1,1,2,4,2,3,3,4,1,1,3,2,3,3,4,23
1,219,206,3,3,4,2,8,1,6,3,6,2,4,1,2,4,1,3,2,5,5,2,2,2,5,5,3,1,1,1,1,1,2,1,2,4,8,4,4,2,5,1,4,2,1,1,1,1,1,2,1,3,3,5,1,3,4,3,2,1,1,1,3,5,8,722
1,219,207,3,4,5,1,8,2,2,6,6,2,2,3,3,4,2,2,2,2,3,1,2,1,4,3,3,1,1,1,1,1,1,1,1,2,8,1,3,2,3,4,2,5,5,1,2,1,2,1,2,3,3,4,3,3,4,4,2,2,2,1,3,5,8,302
1,219,208,3,3,5,1,8,2,2,5,6,2,2,2,3,4,1,1,3,3,5,2,3,1,5,5,2,2,1,1,1,1,2,1,2,2,8,1,4,3,4,3,1,2,1,1,2,1,1,2,2,5,3,2,5,2,3,3,2,2,1,1,3,5,8,312
1,219,209,3,3,6,2,8,2,2,4,6,1,1,1,3,4,1,1,3,3,5,2,2,1,5,5,3,3,3,1,1,3,1,1,3,5,9,1,4,3,4,1,2,2,2,1,2,2,1,1,2,4,1,2,4,1,3,3,1,1,6,1,3,5,8,712
1,219,210,3,4,6,1,8,2,6,5,6,2,1,1,2,3,3,3,2,2,3,1,2,2,5,4,3,1,1,1,3,3,1,1,2,3,6,5,4,2,5,3,2,3,2,1,1,2,1,2,1,1,3,3,3,1,2,3,2,1,1,1,3,5,8,52
1,219,211,3,3,6,1,8,2,1,3,6,2,1,3,3,5,2,2,3,2,3,2,1,1,4,1,2,1,1,1,1,1,2,1,2,1,7,2,2,2,3,3,1,1,1,1,2,2,1,2,2,5,3,2,3,4,2,1,1,1,3,2,3,5,8,2
1,219,212,3,3,4,2,8,2,2,6,6,1,1,1,3,4,3,1,2,2,3,1,3,2,5,4,3,3,1,1,2,1,3,1,3,5,7,6,5,3,5,3,3,3,2,2,1,1,1,1,1,4,2,5,5,1,2,3,2,1,1,1,3,5,8,702
1,219,213,3,3,5,1,8,1,6,5,6,1,3,2,3,4,2,1,2,3,4,2,2,2,5,5,4,3,3,3,3,1,3,3,3,3,6,1,4,4,4,3,2,2,3,2,1,1,2,2,2,2,1,3,2,2,2,1,2,2,2,1,3,5,8,42
1,219,214,3,3,6,1,8,2,6,4,6,2,1,2,4,6,1,1,3,5,5,2,2,2,5,5,4,1,2,1,1,1,3,1,2,5,6,5,5,2,5,4,2,2,1,1,2,1,2,1,1,1,3,4,3,1,3,3,1,3,1,2,3,5,8,322
1,219,215,3,2,7,2,7,2,6,3,13,1,5,3,3,5,1,1,2,3,4,1,2,2,5,4,4,3,1,1,1,1,3,1,3,2,8,2,2,2,4,3,2,2,1,1,2,2,2,2,2,3,3,3,3,1,3,2,2,1,6,1,3,3,2,8
1,219,216,3,2,4,3,6,2,6,4,14,1,3,2,2,4,1,1,3,3,3,2,1,1,4,3,3,1,1,1,1,1,2,3,2,5,6,7,3,3,3,4,3,4,3,1,1,1,2,2,2,5,4,3,3,2,2,2,2,2,2,1,3,3,4,608
1,219,217,3,2,5,3,7,2,6,4,14,0,3,3,2,4,1,1,2,3,5,1,1,1,4,4,3,1,1,1,1,1,3,1,3,2,7,2,2,4,3,3,2,1,1,1,2,2,2,1,1,1,3,4,3,4,4,4,2,1,2,1,3,3,4,618
1,219,218,3,2,6,1,6,2,1,4,13,1,2,1,3,4,2,1,2,3,5,2,2,2,4,4,3,1,3,3,3,3,2,1,2,5,7,4,2,3,5,3,2,1,2,2,2,2,1,2,2,2,3,2,3,2,2,2,1,2,1,1,3,3,2,18
1,219,219,3,3,6,3,7,2,6,4,15,2,2,3,3,4,2,1,3,3,3,2,1,1,5,3,2,1,1,1,1,1,2,1,2,3,7,6,4,3,5,3,2,1,1,1,2,2,1,1,1,1,3,2,4,2,2,1,2,1,3,1,3,3,5,708
1,219,220,3,5,4,3,7,1,6,6,14,2,5,1,3,4,1,1,1,0,3,1,2,2,1,5,3,3,3,1,1,1,3,1,2,5,7,3,4,4,4,4,2,2,5,1,2,1,1,2,1,5,4,4,5,1,3,2,2,1,1,1,3,3,4,8
1,219,221,3,2,4,3,8,1,6,2,13,1,2,3,3,5,1,3,3,3,5,1,1,1,4,2,2,2,3,2,2,1,2,1,1,2,5,2,1,2,3,3,2,1,1,1,2,2,1,2,2,4,3,2,4,3,2,1,2,2,3,2,3,3,2,718
1,219,222,3,2,5,3,7,1,6,4,13,1,5,2,4,6,3,3,3,3,5,1,2,2,0,5,4,2,1,2,1,1,2,1,2,3,9,1,6,0,0,5,2,2,3,1,1,1,2,1,1,5,3,5,1,2,2,1,2,1,6,1,3,3,2,720
1,219,223,3,1,4,3,8,1,6,2,13,2,2,2,4,5,1,1,2,2,3,1,2,1,5,4,2,1,2,1,1,1,2,1,2,3,4,6,2,3,4,2,2,2,1,1,1,2,2,1,1,4,2,3,4,2,2,2,2,3,3,2,3,3,2,710
1,219,224,3,3,7,3,6,2,1,3,15,1,6,4,2,3,1,1,3,3,5,2,1,1,4,1,2,1,1,1,3,1,1,1,3,2,12,2,2,4,3,2,2,2,1,1,2,1,1,2,1,4,2,2,4,1,2,2,1,2,5,3,3,3,5,721
1,219,225,3,2,7,2,6,2,6,2,14,1,6,1,1,2,2,1,3,5,9,2,1,1,4,2,2,1,1,1,1,1,2,1,2,2,11,3,2,4,3,3,2,2,1,1,1,1,2,1,2,5,4,4,2,2,2,1,2,2,1,1,3,3,4,621
1,219,226,3,2,6,3,6,1,6,2,13,1,3,2,4,4,3,2,2,3,5,2,2,2,5,5,3,3,1,1,3,3,3,1,2,5,10,4,5,0,5,3,3,2,2,1,2,1,2,2,1,4,3,5,1,1,4,1,2,3,3,2,3,3,2,701
1,219,227,3,2,6,3,7,1,6,2,13,1,5,1,2,2,1,2,2,4,5,1,1,2,5,2,2,3,1,1,2,1,2,1,3,2,10,4,2,4,3,1,2,2,1,1,2,1,1,2,2,4,2,2,5,1,4,3,2,1,1,1,3,3,2,721
1,219,228,3,3,6,3,7,1,6,4,14,1,6,1,1,3,1,1,3,4,4,1,2,2,5,5,3,1,1,1,1,1,3,1,3,3,10,6,5,3,4,3,1,2,1,1,2,1,1,2,1,4,3,5,3,2,2,1,2,1,1,1,3,3,4,1
1,219,229,3,3,6,3,8,2,6,3,13,1,5,1,2,3,2,1,3,3,4,0,2,2,5,5,3,3,1,1,2,1,3,1,1,5,10,4,5,4,3,2,2,2,1,1,2,1,1,1,1,4,2,1,4,1,2,2,2,1,2,2,3,3,2,741
1,219,230,3,2,6,1,7,2,1,3,13,1,1,1,3,3,1,1,1,2,3,1,1,2,5,4,3,3,1,1,1,1,1,1,3,5,7,2,4,4,3,3,2,1,1,1,2,2,1,2,2,5,3,2,5,1,4,1,2,2,1,1,3,3,2,1
1,219,231,3,2,4,3,8,1,6,2,13,1,5,2,4,6,1,1,3,5,5,2,2,2,5,5,4,1,3,1,3,1,2,1,2,4,7,6,5,3,2,1,4,2,4,3,1,1,2,1,2,5,1,5,1,1,4,1,2,3,3,2,3,3,2,731
1,219,232,3,2,6,3,7,1,6,3,15,1,3,2,4,4,2,2,2,2,2,1,2,2,5,5,4,1,3,3,3,3,3,3,3,5,7,5,5,2,5,1,4,4,4,2,2,2,1,2,2,1,1,5,1,1,2,2,2,1,1,1,3,3,5,701
1,219,233,3,3,6,3,8,2,6,3,12,1,4,3,3,4,3,1,3,3,4,2,2,1,5,4,3,1,1,1,2,1,1,1,2,2,8,2,2,3,4,2,1,2,4,3,1,1,3,2,2,5,2,3,3,1,2,2,2,1,1,1,3,3,1,15
1,219,234,3,1,7,3,4,1,6,4,12,1,6,4,3,6,2,1,3,4,4,1,2,1,4,4,2,1,1,1,2,1,2,1,2,3,12,1,4,2,3,2,2,1,1,1,2,1,1,1,2,5,1,2,3,2,1,2,2,2,5,1,3,3,1,747
1,219,235,3,2,6,3,7,2,1,3,12,1,4,1,1,2,2,1,3,3,4,1,1,1,3,1,2,1,1,1,2,1,2,1,2,1,10,2,1,2,4,3,1,1,1,1,2,2,1,2,2,1,3,3,3,1,2,1,2,1,1,2,3,3,1,717
1,219,236,3,2,7,3,6,2,6,3,12,1,6,1,1,3,2,1,3,4,5,1,1,1,5,2,3,1,1,1,1,1,1,3,3,2,13,2,2,3,3,1,1,2,1,1,2,2,1,2,2,5,2,1,5,1,1,2,2,1,1,2,3,3,1,767
1,219,237,3,2,6,3,8,2,1,4,12,1,5,1,3,4,1,3,2,3,5,2,1,1,2,4,3,3,1,3,3,1,2,3,3,5,12,1,6,3,4,4,3,2,4,1,1,1,1,2,1,5,4,5,6,1,4,1,2,2,2,2,3,3,1,787
1,219,238,3,2,5,3,7,2,6,3,12,2,2,1,4,6,2,1,2,3,4,2,2,1,4,4,2,1,1,1,1,1,2,1,2,3,6,6,4,2,4,2,3,2,1,1,2,2,1,2,2,4,3,4,4,2,2,1,2,1,1,1,3,3,5,707
1,219,239,3,3,6,3,7,1,6,4,12,2,5,2,2,4,2,2,3,5,5,2,1,2,5,5,3,3,1,1,3,1,3,1,2,5,10,4,4,4,3,1,2,2,4,1,1,1,2,1,1,4,1,1,3,4,4,3,2,2,6,2,3,3,1,777
1,219,240,3,2,5,3,8,2,6,3,12,1,3,2,2,3,1,2,3,2,4,1,1,2,3,3,3,1,1,1,1,1,1,1,2,2,8,3,4,3,3,3,2,1,2,1,2,2,1,1,2,5,3,2,3,3,2,2,2,1,1,1,3,3,1,707
1,219,241,3,2,5,3,7,2,6,3,12,1,5,1,1,3,2,1,3,4,10,2,1,2,5,4,3,1,1,1,3,1,3,3,3,5,9,4,6,0,4,1,5,2,3,2,1,1,2,2,1,5,2,0,4,1,4,2,2,1,1,1,3,3,1,797
1,219,242,3,3,5,3,7,1,6,3,12,0,3,2,3,5,2,2,3,3,4,2,2,1,1,5,3,1,1,1,1,1,2,1,2,4,8,4,4,3,4,3,3,2,1,1,2,1,1,2,2,5,4,2,3,1,2,2,1,2,3,2,3,3,1,737
1,219,243,3,2,7,3,6,1,6,3,12,1,6,1,1,1,1,1,2,3,5,1,2,1,5,5,2,1,1,1,1,1,2,1,2,1,13,6,5,3,4,3,3,2,3,2,1,1,1,1,1,4,3,1,5,1,4,1,2,1,6,1,3,3,1,769
1,219,244,3,2,6,3,7,1,6,3,12,1,4,2,2,3,2,1,3,3,5,2,1,1,4,2,2,2,1,1,1,1,2,1,2,3,9,4,2,4,3,2,2,1,1,1,2,2,1,2,2,4,2,2,4,1,2,2,2,1,6,1,3,3,1,729
1,219,245,3,2,7,3,6,2,6,4,12,1,2,1,1,1,1,1,3,3,4,2,1,1,5,4,3,3,1,3,2,1,2,3,2,3,11,4,2,3,4,2,3,2,1,1,2,1,1,1,1,5,2,1,4,1,2,2,2,1,1,1,3,3,1,749
1,219,246,3,3,4,3,8,1,6,3,12,0,4,2,3,5,2,3,3,4,5,2,2,1,4,4,2,1,1,1,1,1,1,1,2,3,6,4,4,2,3,2,3,2,1,1,2,2,1,2,2,5,3,1,5,3,3,3,2,1,1,1,3,3,1,779
1,219,247,3,2,7,3,5,1,6,3,12,1,5,1,2,3,2,1,3,5,7,2,1,2,5,4,3,3,1,1,1,1,3,3,3,5,11,2,4,2,3,1,2,2,1,1,2,1,2,2,1,5,1,2,5,1,2,3,2,2,1,1,3,3,1,789
1,219,248,3,2,5,3,7,2,6,2,12,1,5,1,2,3,2,1,3,4,5,1,1,2,5,4,3,1,1,1,3,1,2,1,2,2,10,4,2,3,3,3,2,1,1,1,2,2,1,2,2,5,3,1,5,1,1,1,2,1,1,2,3,3,1,759
1,219,249,3,2,4,3,8,2,6,4,12,2,3,2,3,4,3,2,3,2,4,2,1,2,5,4,3,3,1,1,1,1,2,1,2,3,5,4,4,2,4,3,3,1,2,1,2,1,2,2,2,5,3,2,3,1,4,3,2,2,2,1,3,3,1,709
1,219,250,3,2,6,3,6,1,6,3,12,1,5,3,3,4,2,1,3,3,3,2,2,2,5,5,4,1,3,3,2,3,2,1,2,5,9,6,6,2,0,2,2,3,1,1,2,1,1,1,2,1,2,3,3,1,3,1,1,1,6,2,3,3,1,19
1,219,251,3,1,5,3,6,1,6,2,12,2,3,2,2,4,2,1,3,5,7,2,1,1,4,2,2,1,1,2,2,1,1,3,3,3,7,4,2,3,4,3,3,2,1,1,2,2,1,2,2,5,3,3,4,2,4,1,2,1,1,1,3,3,1,739
1,219,252,3,3,6,3,6,2,2,2,12,1,2,4,1,2,3,1,2,2,3,1,1,1,3,2,2,1,1,1,2,1,1,1,2,2,10,2,2,3,3,3,2,1,1,1,2,2,1,2,2,5,3,2,3,2,4,1,1,2,5,3,3,3,1,708
1,219,253,3,2,6,3,6,1,6,5,12,1,3,1,2,3,2,1,3,4,5,2,3,1,4,4,3,3,2,3,1,1,3,1,2,4,9,6,4,4,4,2,2,2,1,1,2,2,1,2,2,5,3,1,6,1,2,1,2,1,1,1,3,3,1,788
1,219,254,3,2,6,3,7,2,6,3,12,1,4,1,4,6,2,1,3,4,7,2,2,2,5,4,3,3,1,3,3,3,3,3,3,3,9,5,4,5,3,2,3,2,2,1,1,1,2,1,1,1,1,4,2,1,2,3,2,1,1,1,3,3,1,28
1,219,255,3,1,6,3,6,2,6,3,12,1,4,1,2,3,2,1,3,3,5,2,1,1,5,4,3,1,1,1,3,1,3,1,2,2,10,2,2,3,3,2,1,1,2,1,2,2,2,2,1,4,3,2,3,3,4,2,2,1,1,1,3,3,1,792
1,219,256,3,2,6,3,6,2,2,4,12,1,2,1,1,1,1,1,3,5,5,2,2,1,4,2,2,2,1,1,1,1,2,1,2,1,10,4,1,2,3,2,2,1,1,1,2,2,1,2,2,5,4,2,4,1,1,1,2,1,1,1,3,3,1,712
1,219,257,3,2,5,3,5,1,6,3,12,1,5,2,1,2,1,1,2,3,3,1,1,1,3,1,2,1,1,1,2,1,2,1,2,1,11,1,2,3,3,3,1,1,1,1,2,2,1,1,2,5,3,1,5,1,4,2,1,1,3,2,3,3,1,762
1,219,258,3,3,6,3,8,2,6,3,12,1,4,4,4,6,2,1,3,3,4,1,1,2,5,5,2,1,1,1,3,1,3,1,2,1,9,2,2,3,3,3,1,1,1,1,2,2,1,2,2,5,3,3,5,3,4,1,1,1,5,3,3,3,1,22
1,219,259,3,2,6,3,7,1,6,3,12,1,5,3,4,6,1,3,3,5,7,2,1,2,5,5,3,3,1,3,3,1,3,3,2,5,9,1,3,3,3,3,2,3,4,1,1,2,1,1,1,1,3,4,1,1,2,1,1,1,3,3,3,3,1,722
1,219,260,3,4,7,3,6,2,6,5,12,2,3,4,4,7,1,1,3,4,5,2,1,2,4,1,2,3,1,1,1,1,3,1,2,2,9,4,1,3,2,2,2,1,1,1,2,2,2,1,2,4,2,3,3,3,1,2,1,1,5,4,3,3,1,732
1,219,261,3,2,5,3,8,1,6,5,12,1,5,2,3,4,1,1,2,4,5,2,1,1,5,2,3,3,1,1,2,1,2,1,2,5,8,2,2,3,3,3,2,1,3,1,1,2,2,1,1,5,3,5,2,3,1,2,2,2,3,2,3,3,1,790
1,219,262,3,3,5,3,8,1,6,2,12,1,3,3,2,4,1,3,2,2,3,1,1,1,5,4,3,2,1,2,2,1,2,3,3,4,8,4,4,3,2,2,2,1,1,1,1,2,2,1,2,5,1,3,3,4,2,2,1,1,3,2,3,3,1,710
1,219,263,3,2,7,3,7,2,6,3,12,1,2,3,4,6,2,3,3,5,5,2,2,1,2,2,3,3,1,1,1,1,1,1,2,3,8,4,2,2,5,2,3,1,1,1,2,2,2,2,2,4,3,3,3,2,4,2,2,1,1,1,3,3,1,730
1,219,264,3,3,5,3,7,1,6,3,12,2,3,2,3,6,1,2,3,5,5,2,1,1,3,2,2,1,1,3,2,1,2,1,2,2,7,1,2,2,4,3,1,2,1,1,2,1,1,2,2,4,3,3,6,3,1,2,2,2,2,1,3,3,1,720
1,219,265,3,3,6,3,7,2,1,4,12,1,5,1,2,4,2,3,2,3,5,2,1,2,5,4,3,3,1,1,2,1,2,1,2,2,12,1,4,3,3,5,6,6,6,3,3,0,3,0,0,0,0,0,0,0,0,5,3,4,7,4,3,3,1,780
1,219,266,3,2,5,3,7,2,6,3,12,1,5,2,2,3,1,1,1,2,5,1,1,2,5,5,3,3,2,1,1,1,2,1,3,5,10,4,4,3,3,3,1,1,1,1,2,1,1,2,1,5,2,2,4,2,2,2,2,1,2,1,3,3,1,750
1,219,267,3,2,6,3,6,2,1,2,12,1,3,1,2,3,1,2,3,4,5,1,2,1,4,2,2,2,1,1,1,1,2,1,2,5,10,7,2,3,3,3,1,1,4,1,2,1,1,1,2,4,3,1,4,1,2,1,2,1,1,1,3,3,1,760
1,219,268,3,2,6,3,7,1,6,3,12,1,5,1,2,2,1,1,3,2,3,1,2,2,5,5,3,1,3,1,2,1,2,1,3,5,10,4,4,3,3,2,2,1,2,1,1,1,2,2,1,4,2,2,5,2,2,2,2,1,1,1,3,3,1,770
1,219,269,3,3,6,3,8,2,2,3,12,1,4,1,1,1,1,1,3,3,4,1,1,1,4,2,4,1,1,1,1,1,3,1,1,2,10,4,1,3,2,3,2,2,1,2,1,2,2,1,2,1,3,4,4,1,0,5,2,1,1,1,3,3,1,20
1,219,270,3,3,6,3,7,2,1,3,12,1,3,4,4,8,1,1,2,3,4,1,1,1,4,2,2,1,1,1,2,1,2,1,2,2,10,2,1,3,3,3,2,1,1,1,2,2,1,2,2,4,3,2,5,1,1,1,1,2,5,4,3,3,1,740
1,219,271,3,2,5,3,8,1,6,4,12,1,3,2,2,4,2,2,3,5,9,1,2,2,3,2,2,2,1,1,2,1,1,1,2,2,7,1,2,2,3,2,2,1,1,1,2,2,2,1,2,4,2,2,4,2,2,2,2,1,2,2,3,3,1,706
1,219,272,3,2,6,3,8,2,6,4,12,1,2,1,1,3,3,1,2,4,5,2,2,2,4,4,3,3,1,3,2,1,2,3,2,3,8,7,2,2,5,3,3,1,2,1,1,2,1,2,2,5,2,2,3,1,1,2,2,1,1,1,3,3,1,726
1,219,273,3,3,7,3,6,2,6,3,12,2,2,2,3,4,2,1,2,2,3,2,1,1,3,4,2,1,1,2,1,1,2,1,2,2,8,2,2,3,3,2,2,1,2,1,2,2,1,2,2,4,3,2,3,1,2,2,2,2,2,1,3,3,1,746
1,219,274,3,2,4,3,7,2,2,4,12,1,2,3,3,5,2,1,3,3,5,2,1,2,5,3,3,2,1,3,3,1,3,3,2,1,8,2,3,3,4,3,1,2,3,2,1,1,2,1,1,5,2,3,3,1,4,3,2,1,6,2,3,3,1,756
1,219,275,3,2,4,3,7,1,6,2,12,1,2,2,3,4,1,1,2,4,5,1,2,1,4,4,2,1,1,1,3,1,3,1,2,2,6,5,2,2,3,4,3,2,1,2,1,1,2,1,1,5,4,4,2,3,2,1,2,2,2,2,3,3,1,736
1,219,276,3,2,6,3,6,1,6,3,12,1,5,1,3,5,3,1,3,4,6,2,2,2,5,5,3,3,1,1,1,1,3,1,3,5,10,4,4,3,5,3,2,2,2,1,1,1,1,1,2,4,3,2,3,2,2,2,2,1,1,1,3,3,1,766
1,219,277,3,2,6,3,8,1,6,4,12,1,5,1,1,2,1,1,3,3,7,1,1,1,3,2,2,2,1,1,1,1,2,1,2,2,10,2,2,0,3,3,2,1,1,1,2,2,1,2,2,5,3,1,4,1,1,2,2,2,6,2,3,3,1,776
1,219,278,3,3,6,3,7,2,6,4,12,1,3,1,3,4,2,2,3,3,7,1,2,1,5,5,3,1,1,3,3,1,3,3,3,4,9,4,5,2,5,3,3,1,1,1,2,2,1,1,2,2,3,2,3,1,4,1,2,1,1,1,3,3,1,716
1,219,279,3,3,5,3,8,1,6,4,12,2,5,1,2,3,1,1,3,3,5,2,2,1,3,1,1,1,1,1,1,1,2,1,2,3,9,4,4,3,5,3,2,1,1,1,2,2,1,2,2,5,3,1,5,1,2,1,2,1,1,1,3,3,1,786
1,219,280,3,3,6,3,7,2,6,2,12,2,2,2,2,3,2,2,3,5,7,1,1,1,5,4,2,1,1,1,2,1,2,1,2,2,8,6,2,4,3,3,4,2,1,1,2,2,2,2,2,4,2,4,3,1,2,2,2,1,1,1,3,3,1,744
1,219,281,3,2,5,3,6,2,6,3,12,1,3,1,3,4,1,1,2,3,3,2,1,2,5,5,3,3,1,1,1,3,2,1,3,5,7,3,4,3,3,3,1,2,1,1,2,1,1,1,2,2,3,3,3,1,2,3,2,1,1,1,3,3,1,4
1,219,282,3,2,4,3,7,1,0,2,12,1,3,2,3,6,2,2,3,3,5,2,1,1,4,4,2,1,1,1,2,1,2,1,2,3,7,4,4,2,3,2,3,2,6,1,2,1,1,2,2,5,2,1,5,2,2,1,2,2,2,2,3,3,1,704
1,219,283,3,3,6,3,7,2,1,3,12,2,5,1,2,2,2,1,3,5,5,2,1,2,4,2,2,2,1,1,2,1,1,1,2,1,12,1,4,2,4,3,2,1,4,2,1,1,2,1,1,5,3,0,3,1,4,1,3,4,7,4,3,3,1,784
1,219,284,3,2,4,3,8,1,6,2,12,2,2,2,3,6,2,1,3,4,5,2,1,1,3,2,2,1,1,1,2,1,2,1,2,3,5,4,2,3,3,3,2,1,1,1,2,2,1,2,2,5,2,2,4,2,4,2,2,1,2,2,3,3,1,724
1,219,285,3,2,6,3,5,1,6,2,12,1,5,1,2,3,2,1,2,4,5,2,2,2,5,5,3,1,1,3,3,1,1,3,3,2,10,2,4,2,2,3,2,2,2,1,1,1,3,1,1,5,3,2,3,2,4,3,2,2,6,4,3,3,1,754
1,219,286,3,2,7,3,6,1,6,4,12,1,5,3,3,4,2,1,2,3,4,2,1,2,4,4,3,3,1,1,2,1,1,3,3,5,10,4,4,3,3,3,2,2,3,1,1,1,1,1,1,4,3,4,2,2,4,2,2,2,3,2,3,3,1,794
1,219,287,3,2,6,3,7,2,1,3,12,1,2,2,2,3,2,1,3,3,5,2,1,1,4,2,2,1,1,1,1,1,1,1,2,5,10,5,3,3,4,1,3,2,3,2,1,1,2,1,1,4,1,5,2,1,2,2,2,3,2,2,3,3,1,714
1,219,288,3,2,6,3,6,1,6,3,12,1,5,1,2,2,2,1,2,3,3,2,1,2,4,4,2,2,1,1,2,1,2,1,2,3,10,6,2,4,0,3,3,2,5,1,2,2,1,1,2,4,3,2,4,1,2,2,2,2,6,2,3,3,1,734
1,219,289,3,2,5,3,7,2,1,5,12,1,5,1,1,1,1,1,3,3,3,2,1,1,4,2,1,1,1,1,2,1,2,1,2,2,11,2,5,3,3,3,2,2,3,1,1,1,1,1,1,5,3,3,3,2,2,1,2,1,1,2,3,3,1,764
1,219,290,3,3,6,3,8,1,6,3,12,0,5,1,2,2,1,1,3,4,7,1,2,1,4,2,2,0,1,1,1,1,2,1,2,2,11,1,2,3,3,2,2,2,2,1,1,1,2,1,1,5,2,3,3,1,2,2,2,1,1,1,3,3,1,774
1,219,291,3,3,6,3,7,2,6,4,12,1,5,1,3,6,3,1,3,4,4,1,2,0,5,4,4,1,1,1,1,1,2,1,2,5,9,2,6,3,0,3,1,1,1,1,2,2,1,1,2,4,3,3,4,1,4,1,1,2,1,1,3,3,1,24
1,219,292,3,2,6,3,8,2,6,3,12,2,2,2,3,4,2,2,3,4,5,2,1,2,5,4,3,3,1,3,2,1,2,1,2,3,8,1,4,2,5,3,1,1,1,1,2,2,1,1,2,5,3,2,4,1,3,2,2,1,1,1,3,3,1,742
1,219,293,3,2,5,3,8,1,6,3,12,1,3,2,4,6,1,2,3,4,7,2,2,1,4,4,2,1,1,1,2,1,2,1,2,3,7,4,2,2,3,3,3,3,2,1,2,2,1,2,2,4,3,2,5,4,1,1,2,1,1,1,3,3,1,702
1,219,294,3,4,6,3,7,1,6,3,12,2,5,1,2,4,2,2,3,5,5,2,1,2,5,4,3,1,1,1,2,1,2,1,2,5,12,5,4,2,1,3,2,2,3,1,2,1,2,1,1,5,3,2,4,2,4,2,2,3,5,2,3,3,1,752
1,219,295,3,2,6,3,6,2,1,3,12,1,5,1,1,2,2,1,2,4,6,2,1,1,4,4,3,1,1,1,1,1,3,1,3,1,12,1,4,3,5,3,1,2,4,1,2,2,1,2,2,5,2,1,5,2,2,2,2,1,1,1,3,3,1,772
1,219,296,3,2,6,2,7,2,1,3,9,1,5,1,2,1,2,1,1,3,4,1,3,2,5,5,4,1,1,1,1,1,3,1,3,5,9,1,5,1,5,4,2,2,2,1,1,1,2,0,1,1,4,5,1,1,2,1,2,1,1,1,3,5,2,409
1,219,297,3,3,6,1,7,2,1,4,9,1,2,3,3,4,3,1,3,2,3,1,3,2,5,3,3,1,1,2,1,2,1,1,2,5,8,5,2,4,4,3,2,2,3,1,2,1,2,1,1,4,3,4,1,2,3,2,1,1,4,3,3,5,2,19
1,219,298,3,4,6,1,6,2,2,4,9,1,1,3,3,3,1,1,2,2,5,2,1,2,4,3,3,1,1,1,2,1,2,1,2,1,8,2,2,3,4,3,2,2,1,1,2,2,1,2,2,5,3,3,4,1,2,1,1,2,3,2,3,5,2,9
1,219,299,3,2,7,1,6,2,1,3,9,1,4,2,3,4,2,1,2,4,5,2,1,2,5,4,3,1,1,1,2,1,2,1,2,2,9,1,5,2,5,1,1,2,1,1,2,2,1,1,2,5,4,5,1,1,2,3,2,1,1,2,3,5,2,408
1,219,300,3,2,6,1,6,2,6,3,9,1,5,1,3,4,2,1,2,2,5,1,1,2,5,5,4,1,1,1,1,1,2,1,1,5,9,2,4,2,3,1,1,2,4,1,1,1,2,2,1,1,1,5,2,1,2,3,2,2,1,1,3,5,2,412
