CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.24A.,Q.24B.,Q.25A.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.44C.,Q.45.,Q.47.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.54.,Q.54..1,Q.1A.,Q.1B.,Q.1C.,Q.1D.,Q.1E.,Q.1F.,Q.1G.,Q.1H.,Q.2A.,Q.2B.,Q.2C.,Q.2D.,Q.3..1,Q.4..1,Q.5..1,Q.5..2,Q.6.,Q.7A.,Q.7B.,Q.7C.,Q.7D.,Q.7E.,Q.9.,V.10.,V.12.,V.13.
1,198,2433,2,5,1,5,1,3,1,3,6,27,2,2,3,2,1,2,3,2,1,5,6,6,2,4,1,0,9,1,3,1,9,2,4,1,3,11,3,1,2,2,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,2,1,2,1,1,1,2,198,2433,2,9,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,9,1,9,9,9,9,9,9,9,1,32,1
1,198,2434,2,5,1,5,1,3,1,3,6,27,2,2,3,2,1,2,3,2,1,5,6,6,2,4,1,0,9,1,3,1,9,2,4,1,3,11,3,1,2,2,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,2,1,2,1,1,1,2,198,2434,2,9,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,9,1,9,9,9,9,9,9,9,1,32,1
1,198,2435,2,5,1,5,1,3,1,3,6,27,2,2,3,2,1,2,3,2,1,5,6,6,2,4,1,0,9,1,3,1,9,2,4,1,3,11,3,1,2,2,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,2,1,2,1,1,1,2,198,2435,2,9,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,9,1,9,9,9,9,9,9,9,1,32,1
1,198,2436,2,5,2,4,5,3,1,3,5,23,2,2,8,4,1,1,3,2,2,4,1,4,2,4,1,1,9,2,5,3,3,99,9,9,9,99,9,9,0,0,2,2,4,3,11,11,5,4,1,1,1,1,3,3,3,2,1,2,3,3,1,2,198,2436,2,9,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,3,40,1
1,198,2437,2,5,2,4,5,3,1,3,5,23,2,2,8,4,1,1,3,2,2,4,1,4,2,4,1,1,9,2,5,3,3,99,9,9,9,99,9,9,0,0,2,2,4,3,11,11,5,4,1,1,1,1,3,3,3,2,1,2,3,3,1,2,198,2437,2,9,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,3,40,1
1,198,2438,2,5,2,4,5,3,1,3,5,23,2,2,8,4,1,1,3,2,2,4,1,4,2,4,1,1,9,2,5,3,3,99,9,9,9,99,9,9,0,0,2,2,4,3,11,11,5,4,1,1,1,1,3,3,3,2,1,2,3,3,1,2,198,2438,2,9,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,3,40,1
1,198,2439,2,5,2,4,5,3,1,3,5,23,2,2,8,4,1,1,3,2,2,4,1,4,2,4,1,1,9,2,5,3,3,99,9,9,9,99,9,9,0,0,2,2,4,3,11,11,5,4,1,1,1,1,3,3,3,2,1,2,3,3,1,2,198,2439,2,9,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,3,40,1
1,198,2440,1,5,3,6,1,3,10,2,5,29,2,5,9,5,2,2,2,0,4,2,1,3,3,2,1,5,9,1,4,1,9,11,4,3,4,20,1,2,0,0,2,4,9,2,19,20,8,6,2,1,3,1,4,2,1,7,1,2,1,4,3,2,198,2440,1,2,9,2,1,2,2,2,1,1,2,1,3,2,2,2,1,1,9,1,1,3,1,1,2,2,1,38,3
1,198,2441,1,5,4,6,1,3,4,3,5,32,2,3,7,4,4,1,2,2,2,3,1,4,4,3,1,9,9,1,4,1,9,11,4,1,4,1,1,1,0,0,1,3,9,2,2,2,8,6,1,2,3,1,2,2,1,7,2,1,2,1,1,2,198,2441,1,1,9,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,9,1,1,3,1,1,1,1,1,48,3
1,198,2442,2,5,4,6,1,3,4,3,6,26,2,3,8,6,2,1,3,0,4,5,6,6,4,2,3,99,2,1,4,3,7,99,9,9,9,99,9,9,0,0,1,1,3,1,2,2,7,6,1,1,3,1,4,3,1,7,1,2,1,4,1,2,198,2442,2,9,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,9,2,9,9,9,9,9,9,9,6,38,3
1,198,2443,2,5,3,5,3,3,1,3,5,26,2,3,6,6,1,1,2,1,3,5,1,4,4,4,1,0,9,1,4,1,9,3,4,1,4,11,2,1,3,1,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,1,1,2,1,4,3,2,198,2443,2,9,1,2,1,1,2,2,2,2,2,1,1,3,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2444,2,5,3,5,3,3,1,3,5,26,2,3,6,6,1,1,2,1,3,5,1,4,4,4,1,0,9,1,4,1,9,3,4,1,4,11,2,1,3,1,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,1,1,2,1,4,3,2,198,2444,2,9,1,2,1,1,2,2,2,2,2,1,1,3,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2445,2,5,3,5,3,3,1,3,5,26,2,3,6,6,1,1,2,1,3,5,1,4,4,4,1,0,9,1,4,1,9,3,4,1,4,11,2,1,3,1,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,1,1,2,1,4,3,2,198,2445,2,9,1,2,1,1,2,2,2,2,2,1,1,3,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2446,2,5,3,5,3,3,1,3,5,26,2,3,6,6,1,1,2,1,3,5,1,4,4,4,1,0,9,1,4,1,9,3,4,1,4,11,2,1,3,1,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,1,1,2,1,4,3,2,198,2446,2,9,1,2,1,1,2,2,2,2,2,1,1,3,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2447,2,5,3,5,3,3,1,3,5,26,2,3,6,6,1,1,2,1,3,5,1,4,4,4,1,0,9,1,4,1,9,3,4,1,4,11,2,1,3,1,1,1,1,1,11,11,8,6,1,1,1,1,3,3,3,1,1,2,1,4,3,2,198,2447,2,9,1,2,1,1,2,2,2,2,2,1,1,3,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2448,1,5,1,5,1,3,1,1,6,26,2,3,4,4,4,1,3,1,2,5,6,6,2,4,2,2,9,3,4,2,9,11,4,3,4,11,3,4,1,3,1,1,3,1,11,11,6,5,1,1,1,1,2,3,3,1,1,2,3,1,3,2,198,2448,1,1,9,2,1,1,2,2,1,2,2,3,1,2,2,1,1,3,9,1,3,2,1,1,2,2,4,32,1
1,198,2449,1,5,1,5,1,3,1,1,6,26,2,3,4,4,4,1,3,1,2,5,6,6,2,4,2,2,9,3,4,2,9,11,4,3,4,11,3,4,1,3,1,1,3,1,11,11,6,5,1,1,1,1,2,3,3,1,1,2,3,1,3,2,198,2449,1,1,9,2,1,1,2,2,1,2,2,3,1,2,2,1,1,3,9,1,3,2,1,1,2,2,4,32,1
1,198,2450,1,5,1,5,1,3,1,1,6,26,2,3,4,4,4,1,3,1,2,5,6,6,2,4,2,2,9,3,4,2,9,11,4,3,4,11,3,4,1,3,1,1,3,1,11,11,6,5,1,1,1,1,2,3,3,1,1,2,3,1,3,2,198,2450,1,1,9,2,1,1,2,2,1,2,2,3,1,2,2,1,1,3,9,1,3,2,1,1,2,2,4,32,1
1,198,2451,1,5,1,5,1,3,1,1,6,26,2,3,4,4,4,1,3,1,2,5,6,6,2,4,2,2,9,3,4,2,9,11,4,3,4,11,3,4,1,3,1,1,3,1,11,11,6,5,1,1,1,1,2,3,3,1,1,2,3,1,3,2,198,2451,1,1,9,2,1,1,2,2,1,2,2,3,1,2,2,1,1,3,9,1,3,2,1,1,2,2,4,32,1
1,198,2452,2,5,2,4,4,3,1,1,5,25,2,3,3,5,3,1,3,1,3,1,1,2,2,2,1,9,9,1,3,1,9,11,4,1,3,11,1,1,1,1,1,1,1,1,11,11,4,4,1,1,1,1,3,3,2,1,1,2,1,3,1,2,198,2452,2,9,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2453,2,5,2,4,4,3,1,1,5,25,2,3,3,5,3,1,3,1,3,1,1,2,2,2,1,9,9,1,3,1,9,11,4,1,3,11,1,1,1,1,1,1,1,1,11,11,4,4,1,1,1,1,3,3,2,1,1,2,1,3,1,2,198,2453,2,9,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2454,2,5,2,4,4,3,1,1,5,25,2,3,3,5,3,1,3,1,3,1,1,2,2,2,1,9,9,1,3,1,9,11,4,1,3,11,1,1,1,1,1,1,1,1,11,11,4,4,1,1,1,1,3,3,2,1,1,2,1,3,1,2,198,2454,2,9,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2455,2,5,2,4,4,3,1,1,5,25,2,3,3,5,3,1,3,1,3,1,1,2,2,2,1,9,9,1,3,1,9,11,4,1,3,11,1,1,1,1,1,1,1,1,11,11,4,4,1,1,1,1,3,3,2,1,1,2,1,3,1,2,198,2455,2,9,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2456,2,5,3,5,7,4,8,1,3,39,2,5,8,5,2,1,1,1,4,5,0,0,4,2,1,5,9,1,3,1,9,9,4,1,4,11,1,1,0,0,1,1,1,1,11,11,7,5,1,1,1,1,1,2,1,3,2,1,3,3,2,2,198,2456,2,9,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2457,2,5,3,5,7,4,8,1,3,39,2,5,8,5,2,1,1,1,4,5,0,0,4,2,1,5,9,1,3,1,9,9,4,1,4,11,1,1,0,0,1,1,1,1,11,11,7,5,1,1,1,1,1,2,1,3,2,1,3,3,2,2,198,2457,2,9,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2458,2,5,3,5,7,4,8,1,3,39,2,5,8,5,2,1,1,1,4,5,0,0,4,2,1,5,9,1,3,1,9,9,4,1,4,11,1,1,0,0,1,1,1,1,11,11,7,5,1,1,1,1,1,2,1,3,2,1,3,3,2,2,198,2458,2,9,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2459,2,5,3,5,7,4,8,1,3,39,2,5,8,5,2,1,1,1,4,5,0,0,4,2,1,5,9,1,3,1,9,9,4,1,4,11,1,1,0,0,1,1,1,1,11,11,7,5,1,1,1,1,1,2,1,3,2,1,3,3,2,2,198,2459,2,9,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,1,42,1
1,198,2460,1,5,4,4,7,4,3,1,3,37,2,2,0,0,5,1,1,1,4,5,0,0,0,0,1,5,9,1,3,1,9,8,0,1,3,20,1,1,0,0,1,1,1,1,4,20,7,4,2,2,2,1,1,1,1,7,1,2,1,1,1,2,198,2460,1,1,9,2,1,2,2,2,2,2,2,2,2,3,2,1,1,1,9,1,2,2,2,2,2,3,1,37,3
1,198,2461,2,5,3,5,7,3,8,1,4,49,2,2,5,1,2,1,1,1,1,5,0,0,0,0,1,5,9,1,4,1,9,8,4,1,4,9,1,1,0,0,1,1,1,1,9,20,7,6,1,1,2,1,3,1,1,7,1,2,1,4,1,2,198,2461,2,9,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,9,2,9,9,9,9,9,9,9,1,38,3
1,198,2462,2,5,2,5,0,3,1,1,5,27,2,2,9,1,2,2,2,2,1,3,1,3,4,3,1,5,9,1,4,2,9,9,4,3,4,11,2,2,2,2,2,3,9,3,11,11,6,5,1,1,1,1,3,1,1,2,2,2,2,4,1,2,198,2462,2,9,2,2,2,1,1,2,1,1,2,1,1,2,1,3,2,9,2,9,9,9,9,9,9,9,2,40,1
1,198,2463,2,5,2,5,0,3,1,1,5,27,2,2,9,1,2,2,2,2,1,3,1,3,4,3,1,5,9,1,4,2,9,9,4,3,4,11,2,2,2,2,2,3,9,3,11,11,6,5,1,1,1,1,3,1,1,2,2,2,2,4,1,2,198,2463,2,9,2,2,2,1,1,2,1,1,2,1,1,2,1,3,2,9,2,9,9,9,9,9,9,9,2,40,1
1,198,2464,2,5,2,5,0,3,1,1,5,27,2,2,9,1,2,2,2,2,1,3,1,3,4,3,1,5,9,1,4,2,9,9,4,3,4,11,2,2,2,2,2,3,9,3,11,11,6,5,1,1,1,1,3,1,1,2,2,2,2,4,1,2,198,2464,2,9,2,2,2,1,1,2,1,1,2,1,1,2,1,3,2,9,2,9,9,9,9,9,9,9,2,40,1
1,198,2465,2,5,2,5,0,3,1,1,5,27,2,2,9,1,2,2,2,2,1,3,1,3,4,3,1,5,9,1,4,2,9,9,4,3,4,11,2,2,2,2,2,3,9,3,11,11,6,5,1,1,1,1,3,1,1,2,2,2,2,4,1,2,198,2465,2,9,2,2,2,1,1,2,1,1,2,1,1,2,1,3,2,9,2,9,9,9,9,9,9,9,2,40,1
1,198,2466,1,3,3,4,1,4,3,1,4,30,2,3,2,4,2,1,1,1,1,5,2,4,4,3,1,4,9,1,4,1,9,3,4,2,4,11,2,2,0,0,1,1,1,1,11,11,8,4,1,1,1,1,1,1,1,4,1,2,1,4,2,2,198,2466,1,1,9,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,9,1,1,3,2,1,2,3,1,31,1
1,198,2467,2,4,3,4,1,4,10,4,5,49,2,4,4,5,2,2,5,2,2,0,1,2,4,1,1,0,9,2,4,1,9,9,4,2,4,13,1,1,0,0,1,1,1,1,13,13,8,4,1,1,2,2,0,0,1,7,1,2,1,3,1,2,198,2467,2,9,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,9,2,9,9,9,9,9,9,9,1,45,2
1,198,2468,2,4,4,5,1,3,4,3,6,31,2,4,3,4,3,1,2,2,2,1,1,1,3,2,1,5,9,1,4,3,6,99,9,9,9,99,9,9,0,0,1,3,9,3,1,1,1,5,1,1,2,2,0,0,1,5,3,2,4,5,2,2,198,2468,2,9,1,1,1,2,2,2,2,2,2,2,2,3,2,2,3,9,1,9,9,9,9,9,9,9,3,54,2
1,198,2469,2,4,3,5,1,3,4,3,6,26,2,3,7,6,2,1,2,2,2,2,2,3,4,4,1,4,9,2,4,4,3,99,9,9,9,99,9,9,0,0,2,2,4,3,2,13,1,3,2,1,2,2,0,0,1,5,3,3,1,4,1,2,198,2469,2,9,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,9,2,9,9,9,9,9,9,9,3,54,2
1,198,2470,2,4,3,5,1,3,4,3,6,26,2,3,7,6,2,1,2,2,2,2,2,3,4,4,1,4,9,2,4,4,3,99,9,9,9,99,9,9,0,0,2,2,4,3,2,13,1,3,2,1,2,2,0,0,1,5,3,3,1,4,1,2,198,2470,2,9,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,9,2,9,9,9,9,9,9,9,3,54,2
1,198,2471,2,4,3,5,1,3,4,4,6,25,2,2,3,6,2,1,2,2,2,1,1,2,3,4,1,5,9,1,4,4,3,99,9,9,9,99,9,9,0,0,1,1,4,1,4,20,8,4,1,1,2,2,0,0,1,9,1,1,1,12,1,2,198,2471,2,9,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,9,2,9,9,9,9,9,9,9,3,37,3
1,198,2472,1,4,3,4,1,3,10,3,6,34,4,3,9,6,4,1,2,2,3,2,1,2,0,2,1,5,9,3,4,4,6,99,9,9,9,99,9,9,0,0,2,4,9,3,4,13,5,4,1,1,2,2,0,0,1,7,1,2,1,1,3,2,198,2472,1,1,9,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,9,3,3,3,3,1,1,2,3,45,2
1,198,2473,2,4,2,3,1,4,9,1,6,42,1,1,2,6,2,1,5,2,1,3,5,5,4,1,2,1,9,2,8,4,2,99,9,9,9,99,9,9,0,0,2,4,9,3,7,7,8,3,1,1,1,2,0,0,1,3,1,1,1,5,1,2,198,2473,2,9,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,9,2,9,9,9,9,9,9,9,5,42,1
1,198,2474,2,4,2,4,1,4,9,1,7,30,2,3,5,6,1,2,2,2,1,4,1,4,1,2,4,99,1,2,4,4,2,99,9,9,9,99,9,9,0,0,3,4,9,5,8,8,1,4,1,1,1,2,0,0,1,3,1,2,2,1,1,2,198,2474,2,9,2,1,1,1,1,2,2,1,2,3,3,1,1,2,1,9,2,9,9,9,9,9,9,9,6,40,1
1,198,2475,2,4,4,4,1,4,9,3,7,26,2,4,6,6,1,1,3,2,1,4,1,4,1,2,4,99,1,2,4,4,1,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,8,4,1,1,2,2,0,0,5,7,1,1,3,12,4,2,198,2475,2,9,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,9,2,9,9,9,9,9,9,9,6,47,3
1,198,2476,2,4,4,5,1,3,9,3,7,35,2,2,9,6,4,3,5,2,1,0,1,1,4,1,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,3,4,9,5,8,8,8,5,1,1,2,2,0,0,1,6,2,1,3,5,1,2,198,2476,2,9,3,1,1,2,2,2,2,1,2,1,1,1,2,2,2,9,2,1,9,9,9,9,9,9,6,34,2
1,198,2477,2,4,4,4,1,4,9,1,7,38,2,4,3,6,3,3,5,2,1,3,1,1,4,1,3,99,3,2,5,4,1,99,9,9,9,99,9,9,0,0,2,4,9,5,8,8,1,4,1,1,2,2,0,0,1,7,1,2,2,12,3,2,198,2477,2,9,3,1,1,1,1,2,2,1,2,1,1,2,2,2,2,9,2,9,9,9,9,9,9,9,6,34,2
1,198,2478,2,4,3,4,1,4,9,2,7,36,1,1,3,6,2,2,5,2,1,1,1,1,3,1,4,99,1,2,8,4,2,99,9,9,9,99,9,9,0,0,9,0,0,9,8,8,8,4,1,1,2,2,0,0,1,0,1,1,3,6,1,2,198,2478,2,9,3,1,1,1,1,0,0,0,0,2,1,2,1,1,1,9,1,9,9,9,9,9,9,9,6,63,2
1,198,2479,1,4,3,4,1,4,9,1,7,35,2,3,3,3,1,1,5,2,1,3,1,1,4,3,1,5,9,2,4,4,6,99,9,9,9,99,9,9,0,0,2,3,9,3,7,7,5,4,1,1,2,2,0,0,1,7,1,2,3,5,1,2,198,2479,1,3,9,1,1,2,2,2,2,1,2,2,2,2,2,2,1,3,9,1,2,2,2,1,1,3,3,34,2
1,198,2480,2,4,3,4,1,4,9,1,7,34,1,1,2,6,3,1,2,2,1,1,1,2,3,2,1,5,9,3,3,4,0,99,9,9,9,99,9,9,0,0,2,1,4,1,9,9,8,4,1,1,2,2,0,0,1,9,1,2,1,5,2,2,198,2480,2,9,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,3,47,3
1,198,2481,2,4,3,3,1,4,9,3,7,41,2,4,3,5,3,1,5,2,1,3,5,5,3,1,2,5,9,2,8,3,5,99,9,9,9,99,9,9,0,0,2,4,9,9,8,8,8,3,1,1,2,2,0,0,5,7,1,1,3,4,1,2,198,2481,2,9,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,9,2,9,9,9,9,9,9,9,5,65,2
1,198,2482,1,4,3,4,1,4,9,3,7,31,2,5,3,4,2,2,5,2,1,3,5,5,3,1,2,5,9,2,4,3,5,99,9,9,9,99,9,9,0,0,1,3,9,3,7,7,8,4,1,1,2,2,0,0,5,0,1,2,3,5,1,2,198,2482,1,2,9,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,9,1,1,2,2,1,2,3,5,36,3
1,198,2483,2,4,3,4,1,4,9,1,7,34,2,5,2,6,2,1,2,2,1,1,1,1,4,3,3,99,3,2,4,3,2,99,9,9,9,99,9,9,0,0,2,4,9,5,8,8,1,4,1,1,2,2,0,0,1,7,2,1,3,5,1,2,198,2483,2,9,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,9,2,9,9,9,9,9,9,9,6,38,3
1,198,2484,1,4,3,4,1,4,9,1,7,30,2,4,2,6,2,1,3,2,1,1,1,1,1,1,2,1,9,3,5,4,2,99,9,9,9,99,9,9,0,0,3,4,9,3,8,8,8,4,1,1,2,2,0,0,1,7,1,2,1,1,3,2,198,2484,1,1,9,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,9,1,1,3,2,1,1,1,5,55,2
1,198,2485,2,4,3,5,1,4,9,1,6,0,2,2,9,6,1,1,2,2,1,1,1,1,4,2,1,1,9,1,3,1,9,8,4,1,3,11,1,1,0,0,1,2,1,1,14,14,8,5,1,1,2,2,0,0,1,7,1,2,2,12,1,2,198,2485,2,9,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,1,65,2
1,198,2486,1,4,3,4,1,3,4,3,7,38,2,4,4,6,1,1,5,2,1,3,5,5,4,3,1,6,9,2,4,4,2,99,9,9,9,99,9,9,0,0,3,4,9,3,4,6,5,4,2,1,2,2,0,0,1,7,1,2,3,4,1,2,198,2486,1,1,9,1,1,1,1,2,1,1,2,2,1,2,2,1,1,3,9,3,1,3,3,1,1,1,3,55,2
1,198,2487,2,4,4,4,1,4,10,3,7,38,2,2,2,6,3,1,5,2,1,3,5,5,4,3,2,4,9,2,7,4,2,99,9,9,9,99,9,9,0,0,2,4,9,3,8,8,8,4,1,1,2,2,0,0,1,7,1,2,3,12,3,2,198,2487,2,9,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,9,2,9,9,9,9,9,9,9,5,35,2
1,198,2488,1,4,4,6,1,3,10,2,7,27,1,1,3,6,2,1,2,2,1,1,1,1,4,2,4,99,1,2,5,4,2,99,9,9,9,99,9,9,0,0,3,4,9,5,8,8,8,6,1,1,2,2,0,0,1,6,1,1,3,12,1,2,198,2488,1,1,9,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,2,2,1,1,3,6,65,2
1,198,2489,2,4,3,3,1,4,9,1,7,48,1,1,2,6,2,2,2,2,1,1,1,1,4,2,1,2,9,1,4,1,9,11,4,1,4,20,2,1,0,0,2,4,9,2,19,20,8,3,1,1,2,2,0,0,1,7,1,1,2,12,3,2,198,2489,2,9,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,9,2,9,9,9,9,9,9,9,1,63,2
1,198,2490,2,4,4,4,1,4,9,1,7,42,1,1,3,6,4,3,5,2,1,3,5,5,4,1,4,99,0,2,8,4,2,99,9,9,9,99,9,9,0,0,1,4,9,5,7,7,5,4,1,0,2,2,0,0,5,7,1,2,3,11,2,2,198,2490,2,9,3,1,1,1,2,2,2,1,1,3,1,1,1,3,2,9,2,9,9,9,9,9,9,9,6,34,2
1,198,2491,2,4,4,4,1,4,9,3,7,36,2,2,5,6,3,3,5,2,1,3,5,5,4,3,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,1,4,1,1,2,2,0,0,1,7,3,2,2,12,3,2,198,2491,2,9,3,1,1,1,1,2,1,1,1,3,3,1,1,2,2,9,2,9,9,9,9,9,9,9,6,34,2
1,198,2492,2,4,4,4,1,4,9,4,7,39,2,3,2,4,3,1,5,2,1,3,5,5,3,1,1,5,9,2,4,4,6,99,9,9,9,99,9,9,0,0,2,4,9,3,8,8,8,4,1,1,2,2,0,0,1,7,3,1,2,6,1,2,198,2492,2,9,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,9,2,9,9,9,9,9,9,9,3,36,3
1,198,2493,1,4,2,3,1,4,9,1,7,28,2,4,9,6,1,1,5,2,1,4,1,4,4,2,4,99,1,2,5,4,2,99,9,9,9,99,9,9,0,0,2,4,9,5,8,8,1,3,1,1,2,2,0,0,1,9,1,1,2,3,3,2,198,2493,1,1,9,1,1,1,2,2,2,2,2,4,4,4,4,4,4,1,9,3,1,3,3,3,1,3,6,63,2
1,198,2494,1,4,1,3,1,4,9,1,7,32,2,2,2,6,3,1,5,2,1,3,5,5,3,1,2,4,9,1,3,4,3,99,9,9,9,99,9,9,0,0,1,2,4,6,7,7,8,3,1,1,2,2,0,0,1,9,1,1,2,7,3,2,198,2494,1,1,9,1,1,1,1,2,1,2,1,1,1,2,1,1,2,3,9,1,1,3,1,1,1,3,5,37,3
1,198,2495,2,4,3,4,1,4,10,1,5,45,2,3,7,6,1,1,2,2,1,1,1,1,4,2,1,5,9,2,4,4,2,99,9,9,9,99,9,9,0,0,2,4,9,3,1,1,1,2,2,1,2,2,0,1,1,9,1,2,2,12,3,2,198,2495,2,9,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,9,1,9,9,9,9,9,9,9,3,54,2
1,198,2496,2,4,4,5,1,3,5,1,5,35,2,2,7,2,4,1,2,2,1,5,3,0,4,2,1,9,9,1,4,1,9,1,3,1,3,17,1,3,0,0,1,3,9,2,17,17,1,5,1,1,2,2,0,0,1,5,1,2,2,7,2,2,198,2496,2,9,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,9,2,9,9,9,9,9,9,9,1,54,2
1,198,2497,1,4,3,5,1,4,9,1,5,36,2,2,3,3,2,1,5,2,1,3,5,5,3,1,1,1,9,2,5,3,2,99,9,9,9,99,9,9,0,0,3,4,9,5,6,6,6,5,1,1,2,2,0,1,1,1,2,3,5,12,3,2,198,2497,1,1,9,1,1,1,1,1,2,2,2,3,1,1,1,2,2,3,9,2,1,3,2,1,1,3,3,45,2
1,198,2498,2,4,3,4,1,4,9,1,5,42,2,4,3,4,4,3,2,2,1,6,1,3,4,4,2,5,9,2,4,2,9,8,4,2,4,1,3,4,0,0,2,3,9,6,1,1,8,4,1,1,2,2,0,0,1,7,1,2,2,5,1,2,198,2498,2,9,3,1,1,2,2,2,2,2,2,1,1,2,2,3,2,9,2,9,9,9,9,9,9,9,4,54,2
1,198,2499,1,4,3,4,1,4,9,4,5,38,2,4,5,6,1,1,2,2,1,1,1,2,4,0,2,4,9,2,4,3,2,99,9,9,9,99,9,9,0,0,1,4,9,3,10,10,8,4,1,1,2,2,0,0,1,0,1,2,1,4,1,2,198,2499,1,1,9,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,9,2,4,4,4,4,4,4,5,45,2
1,198,2500,1,4,2,6,1,3,4,3,6,27,2,2,4,6,1,1,3,1,1,5,1,3,4,2,1,9,9,1,3,1,9,2,4,1,3,20,1,1,0,0,1,1,1,1,4,20,1,3,2,1,2,2,0,0,1,7,1,2,1,5,1,2,198,2500,1,1,9,1,1,1,2,2,1,2,2,1,1,3,1,1,1,1,9,3,3,1,1,1,2,4,1,33,2
1,198,2501,1,4,4,4,1,3,4,3,6,41,2,4,3,3,3,2,5,2,1,3,5,5,4,1,1,5,9,2,4,4,7,99,9,9,9,99,9,9,0,0,1,4,9,3,2,6,5,4,1,1,2,2,0,0,1,7,1,1,2,12,1,2,198,2501,1,2,9,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,9,1,1,3,2,3,1,2,3,45,2
