CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39J.,Q.40.,Q.40A.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45.,Q.46.,Q.46A.,Q.46B.,Q.46C.,Q.46D.,Q.46E.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.47F.,Q.47G.,Q.47H.,Q.48.,Q.49.,CARD..1,DECK..1,BALLOT..1,V.50.,V.51.,V.52.,V.53.
1,47,666,2,1,2,1,3,2,4,5,1,3,1,2,2,2,2,3,2,3,2,2,1,2,3,2,3,3,2,1,3,1,1,1,2,2,2,1,1,2,3,1,4,2,2,1,2,2,1,2,3,3,2,98,98,1,2,3,1,3,1,1,1,1,1,2,1,2,47,666,8,8,9,3417
1,47,667,2,1,2,1,2,2,3,2,2,3,1,3,1,1,3,3,3,3,3,2,4,2,3,4,2,3,2,1,1,2,1,1,4,1,3,3,2,5,1,1,4,2,2,1,1,1,1,3,3,3,2,98,98,2,1,3,1,3,1,1,1,0,1,3,1,2,47,667,7,4,9,3084
1,47,668,2,1,2,1,2,3,3,2,2,2,1,2,2,3,1,3,2,2,2,2,1,2,2,3,3,4,2,3,1,2,2,2,3,3,3,3,2,2,3,1,4,2,2,2,2,2,1,1,1,3,2,98,98,1,1,2,1,2,1,1,1,1,1,3,1,2,47,668,6,6,9,3208
1,47,669,2,1,2,1,0,0,2,5,2,2,5,3,2,1,1,3,2,3,2,2,2,2,2,4,3,5,2,3,4,2,2,1,2,1,2,2,2,7,5,1,2,1,2,2,2,2,2,3,3,3,2,98,98,2,1,2,2,2,2,2,1,2,2,2,1,2,47,669,1,7,9,3067
1,47,670,3,1,1,1,4,4,3,3,2,3,2,2,2,1,3,3,2,3,2,2,2,2,1,3,2,3,3,3,1,4,2,2,4,2,4,4,3,5,5,1,3,1,2,1,2,2,2,3,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,670,8,9,9,3004
1,47,671,2,1,2,1,8,8,3,1,1,1,1,2,3,2,1,4,2,1,2,2,1,2,3,7,3,2,1,1,2,1,1,1,1,4,2,2,2,5,1,1,4,2,2,1,5,2,1,3,3,3,2,98,98,1,3,3,1,3,3,1,1,1,1,2,1,2,47,671,7,9,9,3128
1,47,672,2,1,2,1,11,11,4,5,3,2,1,2,2,2,3,4,2,3,2,2,1,2,3,2,3,2,3,2,1,1,1,1,1,1,3,3,3,3,4,1,4,2,2,1,2,3,2,3,3,3,2,98,98,2,1,3,1,3,1,0,1,1,2,1,1,2,47,672,7,4,9,3151
1,47,673,2,1,2,1,0,0,4,4,2,4,1,3,1,1,3,4,3,3,2,2,1,2,3,3,2,3,1,3,1,1,1,1,1,1,3,3,3,2,5,3,4,2,2,1,1,2,1,2,1,2,2,98,98,1,3,3,1,3,1,1,1,1,1,3,1,2,47,673,8,5,9,3075
1,47,674,4,1,2,1,0,0,2,5,2,4,1,3,3,1,1,4,2,1,2,2,4,2,3,3,2,2,2,1,2,3,1,1,1,1,1,1,1,4,5,1,2,4,2,1,3,2,1,1,3,1,2,98,98,2,1,3,1,3,1,1,1,3,1,1,1,2,47,674,7,9,9,3001
1,47,675,4,1,2,1,2,2,2,2,2,2,1,1,1,1,1,4,1,1,2,2,1,2,3,4,2,4,3,3,1,1,1,1,1,1,3,1,2,3,3,1,4,2,2,1,2,2,1,2,1,1,2,98,98,1,1,1,1,3,1,1,2,1,1,1,1,2,47,675,6,3,9,3192
1,47,676,2,1,2,1,4,6,4,2,2,2,1,2,3,1,2,4,2,2,1,2,2,3,3,2,2,3,2,3,1,3,3,1,2,2,4,3,3,5,3,1,4,2,2,1,3,2,2,1,3,1,2,98,98,1,2,3,3,3,3,3,1,3,1,2,1,2,47,676,4,8,9,3199
1,47,677,2,1,1,1,1,2,3,2,1,2,1,1,3,2,2,4,1,1,1,2,1,3,1,2,2,3,2,2,1,3,3,1,2,2,2,2,2,3,1,1,4,5,2,2,2,4,1,1,3,2,2,98,98,2,1,3,2,3,2,1,1,1,1,1,1,2,47,677,6,9,9,3137
1,47,678,2,1,1,1,11,11,4,5,2,3,3,3,2,2,2,4,2,3,3,2,4,3,3,4,1,4,2,2,1,2,1,1,1,4,1,2,1,4,1,1,5,5,2,1,3,3,1,3,3,3,2,98,98,1,1,3,1,3,2,1,1,3,1,1,2,2,47,678,6,6,9,3190
1,47,679,2,2,1,0,1,4,3,2,2,1,2,2,3,2,1,3,2,1,1,2,3,1,1,2,2,1,2,3,1,3,2,2,1,4,2,2,3,5,1,1,4,2,2,1,1,1,2,1,3,3,2,98,98,1,2,3,1,3,1,1,1,1,1,2,1,2,47,679,8,8,9,3340
1,47,680,3,1,2,0,3,4,2,4,2,0,1,3,0,1,2,6,0,1,2,2,2,2,1,2,2,4,2,2,1,1,1,1,1,1,3,2,3,1,2,1,4,2,2,1,1,1,1,1,2,3,1,3,4,2,1,1,1,0,3,3,1,1,1,2,2,2,47,680,5,9,9,3144
1,47,681,1,1,2,0,0,0,2,1,5,5,1,1,3,1,2,4,3,1,1,2,1,2,3,1,1,7,2,3,1,1,1,1,1,1,2,2,2,2,5,1,4,2,2,1,1,1,1,1,3,3,2,98,98,2,1,1,1,3,3,0,1,1,1,2,1,2,47,681,6,4,9,3126
1,47,682,2,1,2,1,1,3,4,2,1,2,1,3,2,2,2,5,2,2,3,2,2,2,3,6,3,7,2,2,2,2,1,2,2,2,3,3,3,3,5,1,2,4,2,1,1,1,1,1,1,1,2,98,98,1,1,3,3,3,1,2,1,1,1,2,1,2,47,682,6,8,9,3323
1,47,683,2,1,1,1,8,11,4,2,1,1,1,1,3,3,2,5,2,2,1,2,1,1,1,2,2,7,2,2,4,4,4,3,4,4,1,1,2,2,5,1,5,5,2,1,2,2,1,1,3,1,1,3,1,1,1,3,1,3,2,1,1,3,1,1,1,2,47,683,6,5,9,3313
1,47,684,2,1,2,1,2,4,4,1,2,4,1,3,1,1,3,6,3,2,2,2,4,2,3,5,2,7,3,3,2,1,1,1,4,4,3,3,3,3,5,1,2,4,2,4,1,1,1,2,2,2,1,10,2,1,1,3,1,1,3,3,3,3,1,2,1,2,47,684,3,5,9,3073
1,47,685,4,2,2,1,4,7,4,5,1,1,1,1,3,2,1,3,1,1,1,2,1,1,2,2,2,7,3,3,1,4,4,2,1,1,1,1,1,2,4,1,4,2,2,1,2,1,1,1,3,1,2,98,98,2,1,3,1,3,1,3,1,3,1,1,1,2,47,685,6,6,9,3341
1,47,686,2,1,1,1,2,3,4,3,2,3,1,2,4,2,1,5,2,2,2,1,2,2,3,4,2,7,3,2,2,3,3,2,3,4,3,2,2,2,5,1,5,5,2,2,1,3,1,1,3,1,2,98,98,2,1,3,1,3,1,1,1,3,1,1,1,2,47,686,7,8,9,3388
1,47,687,1,1,2,1,1,3,8,4,4,2,1,2,3,1,2,5,2,2,3,2,2,2,3,2,2,3,3,3,2,3,4,4,3,4,2,2,2,2,3,1,2,4,3,1,1,2,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,687,8,5,9,2247
1,47,688,1,1,1,1,1,1,1,2,1,1,5,2,3,1,1,5,2,1,2,2,1,2,3,3,2,3,2,2,1,3,1,3,1,1,2,2,2,1,1,1,4,1,3,1,2,2,1,3,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,688,8,6,9,2134
1,47,689,1,1,1,1,4,4,3,5,5,5,2,2,3,1,2,5,2,3,2,2,2,3,1,2,3,4,2,3,2,3,3,1,1,4,3,2,2,2,5,2,4,2,3,2,2,3,5,3,3,1,2,98,98,2,1,3,2,3,2,2,2,2,1,2,1,2,47,689,3,6,9,2063
1,47,690,2,1,1,1,4,7,1,4,2,3,3,2,2,1,4,5,2,1,3,2,2,1,1,3,2,2,3,3,2,4,4,4,4,2,4,2,2,1,5,1,2,4,3,1,3,3,3,1,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,3,1,2,47,690,8,6,9,2209
1,47,691,2,1,2,1,1,2,2,5,1,4,3,2,3,1,2,5,2,1,1,2,1,2,1,3,2,3,3,2,2,2,3,2,3,3,4,3,2,1,4,1,4,1,3,1,1,3,1,1,1,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,691,8,5,9,2183
1,47,692,3,1,1,1,3,3,2,3,2,5,5,2,3,1,2,5,2,1,2,2,5,1,1,2,3,3,2,2,1,3,1,2,1,2,3,2,2,9,1,1,5,2,3,2,2,3,2,2,2,2,2,98,98,1,1,2,2,2,2,3,3,3,1,1,1,2,47,692,1,6,9,2058
1,47,693,3,1,1,1,1,1,7,4,2,2,1,2,2,3,2,5,2,1,2,1,1,1,3,2,2,3,2,1,1,2,3,1,3,4,2,1,2,2,5,3,3,1,3,2,2,3,2,3,3,1,1,3,1,1,1,3,3,3,3,2,1,1,1,1,1,2,47,693,5,3,9,2206
1,47,694,3,1,2,1,2,4,2,2,2,3,1,2,2,1,3,5,2,2,2,2,2,2,3,3,2,5,3,2,1,3,2,1,1,2,3,2,2,9,1,1,4,1,3,1,1,4,2,3,2,3,2,98,98,2,1,3,1,3,2,1,1,3,2,2,1,2,47,694,5,6,9,2074
1,47,695,4,1,2,1,0,0,5,5,2,2,2,2,3,2,5,5,2,2,1,2,2,3,1,2,2,3,2,2,3,4,3,4,2,3,2,2,1,3,1,1,4,3,3,1,2,4,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,2,2,47,695,8,7,9,2176
1,47,696,4,1,2,1,1,2,5,4,4,2,1,2,3,1,1,5,2,1,3,2,3,2,2,3,2,3,2,1,1,1,2,1,1,2,3,1,3,4,3,1,4,2,3,1,4,3,1,3,1,1,9,99,99,99,9,3,1,3,2,1,1,1,2,1,1,2,47,696,6,6,9,2237
1,47,697,4,1,1,1,5,7,1,4,2,3,1,2,3,2,2,5,3,1,1,2,1,3,1,2,2,3,3,3,1,2,1,1,3,1,3,2,2,5,5,2,2,3,3,1,1,1,1,0,2,1,2,98,98,2,1,1,1,3,3,2,1,3,1,2,1,2,47,697,4,6,9,2039
1,47,698,5,1,1,1,3,3,3,4,5,1,1,1,3,4,1,5,2,3,2,2,1,1,1,1,3,3,2,3,1,4,4,2,1,1,2,2,2,5,4,1,2,3,3,1,2,2,1,3,1,3,9,99,99,99,9,3,1,3,3,1,1,1,1,1,2,2,47,698,7,7,9,2123
1,47,699,6,1,2,1,1,1,2,1,3,4,4,3,0,1,2,5,2,3,1,2,1,2,1,2,2,3,2,2,1,4,1,1,1,3,1,1,2,2,5,1,4,2,3,1,3,2,1,3,3,1,2,98,98,1,1,3,1,0,1,1,0,0,1,2,1,2,47,699,8,1,9,2050
1,47,700,1,1,1,1,5,5,1,2,5,2,1,3,2,2,2,6,3,1,2,2,1,1,1,2,2,1,2,2,1,1,3,1,1,2,2,2,1,2,3,1,0,3,3,2,1,2,1,1,3,1,2,98,98,1,1,3,1,3,1,3,1,3,1,1,1,2,47,700,6,7,9,2013
1,47,701,1,1,1,1,2,2,3,4,2,4,1,2,3,1,2,6,2,2,2,2,2,2,1,2,2,1,2,2,1,1,3,1,1,2,3,2,2,9,3,1,4,0,3,2,2,2,1,3,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,701,8,5,9,2089
1,47,702,1,1,1,1,4,3,3,0,4,1,1,1,3,2,1,6,2,1,2,2,1,3,0,2,2,1,2,3,1,1,3,1,2,2,3,1,1,4,2,1,4,1,3,2,1,1,1,3,3,1,2,98,98,2,1,3,1,3,1,1,1,3,3,1,1,2,47,702,6,3,9,2081
1,47,703,1,1,1,1,1,1,1,4,2,3,2,2,2,1,3,6,2,1,2,2,3,2,2,2,2,2,2,3,1,2,1,1,1,1,2,2,2,2,3,1,2,4,3,2,2,5,2,1,3,1,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,703,8,5,9,2205
1,47,704,1,1,1,1,4,1,1,4,5,2,1,3,1,3,2,6,3,1,3,1,1,2,2,4,2,2,2,1,2,2,3,1,1,1,2,2,2,2,5,3,0,2,3,2,1,4,1,2,3,3,2,98,98,1,1,3,1,3,0,1,1,3,1,2,1,2,47,704,7,0,9,2003
1,47,705,1,1,1,1,3,3,1,3,2,2,1,2,3,1,2,6,2,2,2,2,1,1,2,3,2,5,3,3,1,3,4,2,1,3,2,2,2,1,4,1,4,2,3,3,1,2,1,2,2,1,9,99,99,99,9,1,3,1,3,3,1,3,3,1,1,2,47,705,4,7,9,2126
1,47,706,2,1,1,1,1,3,5,3,5,2,1,2,2,1,2,6,2,2,3,2,2,2,3,10,2,3,2,2,1,3,2,2,1,3,3,2,2,5,1,2,4,2,3,2,2,2,1,1,3,1,9,99,99,99,9,3,2,3,1,1,1,2,3,2,1,2,47,706,6,5,9,2156
1,47,707,2,1,1,1,4,7,4,3,2,4,4,2,3,1,1,6,2,1,3,2,3,0,2,2,2,3,1,3,1,1,2,1,2,1,4,3,3,2,5,1,4,2,3,1,3,1,1,2,2,1,9,99,99,99,9,3,1,2,1,3,1,3,1,1,1,2,47,707,5,3,9,2171
1,47,708,2,1,1,1,2,4,7,4,2,1,1,2,2,1,5,6,2,1,2,2,1,3,1,3,2,3,3,3,1,1,4,1,1,4,4,4,4,6,1,1,3,4,3,1,3,4,1,1,2,3,2,98,98,1,1,1,1,1,3,3,1,1,1,1,1,2,47,708,4,5,9,2017
1,47,709,2,1,2,1,1,1,5,4,2,2,1,3,2,3,3,6,2,2,3,2,2,2,3,3,2,4,2,1,1,1,1,1,1,1,3,2,2,2,3,1,2,4,3,3,1,4,1,1,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,709,8,4,9,2143
1,47,710,2,1,1,1,1,1,5,3,2,2,1,1,3,1,2,6,1,1,1,1,1,1,2,2,2,4,2,1,1,3,1,1,3,1,3,2,2,4,2,3,4,2,3,1,1,3,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,710,8,4,9,2250
1,47,711,3,1,1,1,0,0,2,2,4,3,1,1,0,3,3,6,2,2,1,1,4,1,1,1,2,3,2,3,1,1,2,1,2,2,3,3,3,9,3,3,4,1,3,1,2,2,1,3,3,3,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,711,8,3,9,2109
1,47,712,3,1,2,1,10,10,2,5,2,2,4,3,1,1,2,6,2,2,3,2,3,2,3,4,2,3,2,3,1,2,1,1,2,1,2,3,4,3,4,3,4,1,3,1,3,3,1,3,3,3,2,98,98,2,1,3,1,3,3,1,1,1,1,2,1,2,47,712,7,2,9,2115
1,47,713,3,1,1,1,2,2,2,3,0,1,2,3,3,1,2,6,2,1,3,2,1,2,1,1,2,3,2,1,1,1,1,1,2,2,1,2,2,3,5,1,4,2,3,3,1,4,2,1,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,3,1,2,47,713,8,8,9,2131
1,47,714,2,1,1,2,3,3,7,3,1,5,1,2,3,2,2,5,2,1,2,2,1,1,3,2,3,2,2,1,2,1,3,1,1,2,1,1,5,2,4,1,4,3,3,2,2,4,2,3,3,1,1,1,98,2,2,3,1,3,3,1,1,3,1,1,1,2,47,714,6,7,9,2024
1,47,715,5,1,1,2,2,4,5,2,2,2,1,2,2,2,2,6,2,1,2,2,1,1,2,2,2,3,2,2,2,3,2,2,2,3,1,2,2,5,3,1,5,5,3,3,2,3,2,3,2,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,2,2,47,715,8,8,9,2157
1,47,716,1,1,1,2,2,1,4,1,2,2,1,1,1,2,1,6,2,3,2,2,1,2,1,8,2,2,2,1,1,4,4,1,1,1,2,1,1,9,5,1,0,2,3,2,2,2,2,1,1,3,2,98,98,2,2,3,1,3,3,3,1,3,0,1,1,2,47,716,5,9,9,2083
1,47,717,2,1,1,2,1,3,7,5,2,5,1,2,3,2,5,6,2,1,2,1,1,1,2,2,2,4,2,3,2,4,3,2,3,4,2,2,2,5,2,1,2,1,3,1,2,5,1,1,3,2,2,1,1,1,1,3,2,3,2,1,1,3,1,1,1,2,47,717,5,7,9,2033
1,47,718,1,1,2,4,4,2,1,2,0,0,0,1,2,1,1,5,2,1,1,2,1,2,1,1,1,7,2,1,1,1,1,4,4,4,2,1,1,1,4,1,0,5,3,1,2,4,1,1,1,3,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,718,8,10,9,2116
1,47,719,2,1,2,1,1,3,4,4,1,2,1,2,1,4,3,7,2,1,1,2,4,2,1,2,2,3,3,2,3,4,1,4,2,1,2,3,2,0,5,3,0,0,3,2,2,2,1,3,3,1,1,3,1,2,1,3,3,3,3,1,1,1,1,2,1,2,47,719,6,5,9,2190
1,47,720,6,1,2,1,1,2,5,3,2,3,1,3,1,1,1,7,3,3,3,2,4,2,3,10,2,4,2,3,1,1,1,1,1,1,2,3,2,3,5,3,4,2,3,2,3,4,2,3,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,3,1,2,47,720,8,1,9,2199
1,47,721,3,1,0,2,1,2,2,1,2,2,2,2,1,1,4,7,2,1,3,2,3,2,3,2,3,3,2,2,4,1,2,1,1,3,2,2,2,9,3,1,1,2,3,2,2,2,2,2,1,3,2,98,98,1,2,3,1,3,1,1,1,0,1,2,1,2,47,721,8,4,9,2093
1,47,722,6,2,1,1,7,7,6,2,1,1,1,1,3,2,2,3,1,1,1,2,4,3,1,2,2,3,3,1,1,4,1,4,2,1,2,3,1,6,2,1,4,2,3,1,5,5,1,3,3,3,9,99,99,99,9,3,1,1,1,1,1,1,1,2,3,2,47,722,7,7,9,2243
1,47,723,2,2,2,1,4,7,7,0,2,1,4,1,1,1,2,4,2,1,1,2,1,3,0,2,2,6,2,3,4,3,4,3,4,4,2,2,3,1,4,3,4,2,3,5,2,3,1,1,3,1,1,3,1,1,2,3,1,3,1,1,1,3,1,2,1,2,47,723,7,1,9,2224
1,47,724,1,2,2,1,3,5,4,2,5,1,2,2,2,1,3,5,1,3,2,2,1,1,3,3,2,3,3,1,1,2,5,1,1,4,2,2,4,5,3,3,5,4,3,1,1,4,1,1,2,1,2,98,98,2,2,3,1,3,1,1,1,1,1,2,1,2,47,724,8,5,9,2007
1,47,725,2,2,2,1,2,2,2,5,1,2,1,2,2,3,1,5,2,1,1,2,1,3,1,2,2,1,3,2,1,2,3,2,2,2,4,2,3,2,3,1,4,0,3,2,2,3,2,3,3,1,2,98,98,1,2,3,1,3,1,1,1,1,1,2,1,2,47,725,8,6,9,2064
1,47,726,5,2,2,1,0,5,4,4,2,2,1,3,3,1,2,5,3,1,2,2,2,3,3,3,2,3,3,3,1,3,1,1,1,2,2,1,2,3,5,3,4,2,3,1,5,4,1,3,3,3,1,3,2,2,1,3,1,3,1,1,1,1,1,2,1,2,47,726,8,3,9,2221
1,47,727,2,2,1,1,0,3,2,3,1,2,1,1,3,1,5,6,1,1,1,2,5,1,1,1,2,1,2,3,1,2,3,1,2,2,4,3,1,2,2,1,3,4,3,2,1,3,2,3,2,1,2,98,98,1,2,2,1,2,1,2,1,2,1,2,1,2,47,727,4,8,9,2062
1,47,728,5,2,1,1,1,1,7,5,1,2,1,2,3,3,2,6,3,2,3,2,2,2,1,2,2,3,2,3,1,1,1,1,1,1,1,1,1,5,1,2,4,2,3,2,2,3,1,3,3,3,1,6,5,4,1,3,2,3,2,3,1,2,1,1,1,2,47,728,4,8,9,2034
1,47,729,2,2,2,1,6,6,4,4,2,2,1,3,1,2,5,7,2,2,2,2,1,2,2,2,2,3,2,3,1,2,4,1,1,4,3,3,3,5,5,3,3,2,3,1,2,1,1,1,3,1,2,98,98,1,1,3,1,3,1,1,3,1,1,1,1,2,47,729,7,8,9,2002
1,47,730,3,2,2,1,5,5,2,2,2,3,1,1,3,1,3,7,2,1,1,2,1,1,2,2,2,1,2,1,1,3,3,1,2,1,2,2,2,4,1,1,4,2,3,2,2,3,1,3,3,1,2,98,98,1,1,3,1,3,1,1,1,1,3,1,1,2,47,730,7,6,9,2087
1,47,731,3,2,2,1,3,4,6,2,0,3,1,1,2,3,1,7,1,1,1,2,1,1,1,2,2,1,3,3,1,3,3,1,2,4,4,4,2,7,5,1,2,1,3,1,1,1,2,2,2,2,2,98,98,1,1,2,2,2,2,3,3,3,1,2,2,2,47,731,1,5,9,2191
1,47,732,2,1,2,1,4,6,7,5,1,2,1,2,3,4,2,3,2,3,3,2,1,2,3,7,3,4,4,3,1,1,2,3,1,3,1,2,2,2,1,1,4,2,3,2,1,2,2,1,2,3,1,5,2,3,1,2,1,2,1,1,1,1,1,1,1,2,47,732,6,6,9,2204
1,47,733,2,1,2,1,1,2,5,5,3,2,1,2,3,2,2,3,2,3,2,2,3,3,3,3,2,3,2,2,3,3,1,2,3,1,2,1,2,5,1,1,4,2,3,2,3,3,1,1,1,3,1,3,1,2,1,2,1,3,1,1,1,1,1,1,1,2,47,733,7,7,9,2186
1,47,734,1,1,1,1,0,0,2,2,1,1,1,3,2,2,2,3,3,1,1,2,4,2,3,3,2,1,2,1,4,4,4,1,1,1,2,1,1,4,1,2,4,2,3,3,3,3,1,3,3,3,2,98,98,2,1,3,1,2,1,2,1,1,1,1,1,2,47,734,6,6,9,2082
1,47,735,1,1,2,1,1,1,3,5,5,3,2,2,2,1,5,3,2,3,2,2,3,2,3,4,2,2,2,1,4,4,1,1,3,4,1,2,2,3,3,3,4,2,3,1,4,4,1,3,3,3,2,98,98,2,1,3,1,3,1,1,1,3,1,2,1,2,47,735,7,0,9,2075
1,47,736,1,1,1,1,1,2,1,4,2,2,2,2,2,1,3,3,2,3,1,2,4,2,2,2,2,6,3,3,1,3,3,1,2,1,3,2,2,2,3,3,4,3,3,1,1,2,1,3,1,1,9,99,99,99,9,3,1,3,3,1,1,3,1,3,1,2,47,736,6,2,9,2165
1,47,737,4,1,2,1,1,0,3,5,1,5,1,2,2,1,1,3,2,1,2,2,2,3,0,3,2,6,3,1,2,3,1,1,2,4,2,1,1,2,5,1,2,1,3,2,2,5,2,3,3,3,9,99,99,99,9,1,3,1,3,3,1,3,3,1,1,2,47,737,1,9,9,2141
1,47,738,2,1,1,1,2,4,3,2,2,2,1,3,2,2,1,4,1,1,2,2,2,1,3,2,2,2,2,2,1,1,3,1,1,2,3,2,2,6,1,1,4,2,3,1,2,1,1,3,3,1,1,98,2,2,1,3,1,3,1,1,1,1,1,1,1,2,47,738,8,6,9,2067
1,47,739,2,1,1,1,3,4,7,3,2,1,1,2,3,2,2,4,2,1,2,2,5,2,1,1,2,3,2,2,1,4,4,1,1,1,2,2,2,5,5,2,2,4,3,2,2,2,1,2,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,0,1,2,47,739,8,2,9,2032
1,47,740,2,1,1,1,10,10,2,2,2,1,2,2,3,2,2,3,2,1,2,2,2,2,1,2,2,1,3,3,1,1,4,1,1,2,3,3,3,5,1,1,4,2,1,1,0,0,0,3,1,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,740,8,6,9,1013
1,47,741,1,1,2,1,0,0,1,0,2,4,1,2,3,2,5,3,2,3,3,2,1,2,0,3,2,3,2,3,2,4,1,3,2,0,4,3,3,5,1,4,4,2,1,1,2,3,1,3,3,3,9,99,99,99,9,3,3,3,1,1,1,1,1,1,1,2,47,741,7,99,9,1503
1,47,742,0,1,1,1,0,0,2,1,1,3,1,3,2,1,5,3,3,2,3,1,4,3,1,1,1,5,2,2,2,3,3,2,3,2,1,1,1,1,4,1,4,2,1,1,2,2,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,742,8,6,9,1113
1,47,743,6,1,1,1,1,1,6,1,1,1,4,1,3,3,1,3,1,1,1,1,1,1,3,1,2,6,1,1,1,1,3,1,1,4,1,1,3,1,1,1,4,2,1,1,3,3,1,1,1,1,9,99,99,99,9,3,3,3,1,1,1,1,1,1,1,2,47,743,7,5,9,1462
1,47,744,3,1,2,1,11,11,2,5,2,3,3,3,1,1,3,4,2,2,2,2,4,2,2,5,2,8,3,2,1,4,1,1,0,1,2,2,2,3,5,1,4,1,1,1,1,5,1,2,3,3,9,99,99,99,9,1,3,1,3,3,1,3,1,1,1,2,47,744,2,4,9,1015
1,47,745,2,1,2,1,2,2,8,1,1,1,1,1,2,1,1,4,2,2,2,2,3,2,3,2,3,3,1,1,1,1,4,4,1,1,1,1,2,5,2,1,4,1,1,1,4,4,1,3,3,3,9,99,99,99,9,3,1,3,1,3,1,1,1,1,0,2,47,745,7,99,9,1126
1,47,746,4,1,2,1,11,11,4,2,4,4,4,2,3,3,2,4,2,2,1,2,1,2,2,3,2,2,1,1,1,4,3,1,2,2,3,3,3,3,1,1,4,1,1,3,5,4,1,1,2,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,746,8,8,9,1371
1,47,747,1,1,1,1,1,1,2,2,5,1,3,3,3,2,3,4,2,3,3,2,1,2,2,4,2,2,3,3,2,4,1,1,4,1,3,2,2,2,5,1,4,2,1,1,1,4,1,1,1,1,9,99,99,99,9,3,1,3,3,1,1,3,1,1,1,2,47,747,6,7,9,1466
1,47,748,1,1,1,1,1,2,2,5,2,1,1,2,3,2,1,4,1,3,1,2,2,3,1,2,2,3,2,2,1,3,3,1,2,3,2,1,2,9,4,1,2,4,1,1,3,3,1,1,1,1,9,99,99,99,9,3,3,3,3,1,1,3,1,1,1,2,47,748,5,6,9,1110
1,47,749,6,1,2,1,3,4,2,2,1,3,1,2,4,2,3,4,2,3,3,2,1,2,2,4,2,6,2,2,1,3,3,2,2,2,2,2,2,3,1,1,4,1,1,2,1,2,1,1,3,3,9,99,99,99,9,3,1,2,1,2,1,1,2,1,1,2,47,749,5,9,9,1446
1,47,750,2,1,1,1,2,4,2,5,5,1,1,1,3,2,1,4,1,1,2,2,4,3,3,3,2,6,2,3,1,2,1,1,1,1,3,2,1,3,5,3,4,1,1,1,4,2,1,3,3,1,9,99,99,99,9,3,1,3,3,1,1,1,1,1,1,2,47,750,7,7,9,1414
1,47,751,0,1,2,2,2,3,2,3,1,2,1,1,3,2,1,1,2,1,2,2,1,1,1,2,2,6,1,1,1,1,3,1,1,3,4,1,2,5,3,2,4,2,1,2,1,3,1,1,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,751,8,7,9,1014
1,47,752,1,1,2,2,1,1,2,1,1,1,1,1,3,2,2,3,2,1,2,2,1,2,3,4,2,3,2,2,2,3,3,2,3,4,2,2,2,5,3,2,4,2,1,2,1,2,1,2,2,1,9,99,99,99,9,3,0,0,0,1,1,1,2,1,1,2,47,752,7,7,9,1448
1,47,753,1,1,2,2,3,4,2,2,2,2,1,2,3,2,2,3,1,2,2,2,1,2,3,10,2,7,3,2,1,2,1,1,2,1,3,3,2,2,2,1,1,4,1,1,2,1,1,1,2,1,9,99,99,99,9,3,3,3,1,1,1,1,1,1,1,2,47,753,7,8,9,1095
1,47,754,2,1,2,2,1,1,2,1,2,3,1,2,4,2,1,4,2,1,2,2,3,2,3,2,2,4,3,3,1,1,2,1,1,3,3,1,2,4,2,1,4,2,1,1,1,1,1,3,2,1,9,99,99,99,9,3,1,3,1,1,1,3,1,2,1,2,47,754,7,5,9,1070
