CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.26F.,Q.26G.,Q.26H.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,V.49.,V.50.,CARD..1,DECK..1,BALLOT..1,FORM..1,V.51.,V.52.
1,219,172,2,2,5,1,8,1,6,5,6,1,2,3,4,5,2,1,3,3,4,2,1,2,1,1,3,2,2,1,1,1,1,1,1,1,3,2,5,2,2,2,3,3,2,1,1,1,2,2,1,2,2,4,2,2,6,3,4,2,1,3,1,3,3,3,3,3,2,5,2,219,172,2,0,517
1,219,173,2,2,5,2,8,1,6,3,7,1,3,2,3,7,3,3,3,5,7,2,2,1,2,1,4,3,2,1,1,1,3,1,1,1,3,2,5,6,3,2,5,2,3,2,2,1,1,1,1,1,2,4,2,4,3,2,4,2,1,6,2,1,0,0,0,0,2,5,2,219,173,2,1,10
1,219,174,2,2,5,1,7,1,6,3,7,2,2,3,4,6,2,1,2,3,4,1,1,3,1,1,5,3,2,1,1,1,2,2,2,1,2,5,5,5,3,2,4,2,2,2,1,1,2,2,1,1,2,5,2,3,3,1,3,2,1,2,1,0,0,0,0,0,2,5,2,219,174,2,2,2
1,219,175,2,2,3,2,8,2,1,6,8,2,3,1,4,4,1,2,3,3,3,2,2,1,1,1,3,2,2,1,2,1,1,1,2,1,1,2,5,1,2,1,4,3,2,1,2,2,2,1,1,2,2,4,3,3,4,2,4,4,1,6,2,3,3,3,3,3,2,5,2,219,175,2,1,11
1,219,176,2,2,4,1,6,2,6,4,5,1,2,3,4,5,1,1,3,3,3,2,1,1,1,1,3,2,2,1,1,1,1,1,2,1,2,2,5,1,2,2,3,3,1,1,1,1,1,2,1,2,2,4,3,3,3,2,4,1,1,2,1,0,0,0,0,0,2,3,2,219,176,2,1,514
1,219,177,2,3,5,1,8,2,6,3,6,1,2,3,4,3,2,1,3,2,3,2,2,2,1,1,3,1,2,2,2,2,1,1,1,1,2,0,5,5,2,2,3,3,2,1,1,1,2,2,1,1,2,4,3,3,3,1,4,4,1,2,1,3,3,3,3,3,2,5,2,219,177,2,1,725
1,219,178,2,1,4,3,7,1,6,2,1,3,1,3,3,5,1,1,2,2,3,1,3,4,1,1,3,2,2,3,1,1,1,3,2,1,1,2,5,2,2,4,3,1,2,2,2,1,2,1,1,2,2,5,1,2,5,2,2,2,1,3,1,1,1,1,1,2,2,1,2,219,178,2,0,735
1,219,179,2,1,4,1,6,2,6,2,1,3,1,1,3,0,3,1,3,3,5,1,1,5,2,1,4,2,2,1,1,1,3,2,2,1,2,2,5,3,2,2,5,3,4,3,2,1,2,2,1,2,2,5,3,3,4,2,1,1,1,3,4,3,2,2,1,2,2,1,2,219,179,2,0,744
1,219,180,2,1,4,3,7,1,6,2,1,3,1,3,3,4,3,1,3,3,5,2,2,4,2,1,3,2,2,2,1,1,1,1,2,1,1,2,5,2,2,2,3,3,2,1,2,2,2,1,1,2,2,5,2,3,4,3,1,2,1,3,1,2,1,1,1,1,2,1,2,219,180,2,0,764
1,219,181,2,2,5,2,6,2,6,3,9,2,4,1,1,3,2,1,3,3,3,1,3,4,1,1,3,3,2,0,1,1,2,1,3,1,2,2,9,5,4,2,5,3,1,2,1,1,2,1,1,1,2,1,3,3,6,1,2,1,1,3,3,1,2,2,1,2,2,5,2,219,181,2,2,611
1,219,182,2,3,6,3,5,2,1,3,12,1,2,4,4,6,1,1,3,4,7,2,1,3,1,1,3,1,2,1,1,1,1,1,2,1,3,1,9,1,1,5,3,2,1,1,1,1,2,2,1,2,2,5,2,3,3,1,2,2,1,5,2,1,2,2,2,2,2,3,2,219,182,2,2,104
1,219,183,2,1,5,3,6,1,6,2,12,1,5,4,4,6,1,1,2,5,4,2,3,3,1,1,3,2,2,1,1,3,3,1,3,1,3,2,9,3,2,2,3,1,0,2,3,1,1,1,2,1,1,5,1,3,3,1,2,1,1,3,1,1,1,2,1,1,2,3,2,219,183,2,2,719
1,219,184,2,3,5,1,8,1,6,3,9,2,2,2,3,4,2,1,1,3,3,1,2,3,1,1,4,1,2,1,1,1,2,1,2,1,3,2,6,1,2,3,2,2,2,1,1,1,1,2,2,2,2,4,1,3,5,1,4,3,1,7,3,3,3,3,3,3,2,3,2,219,184,2,2,201
1,219,185,2,3,5,1,8,2,1,5,17,2,1,3,4,6,1,1,3,4,9,1,1,1,1,1,4,2,2,1,1,1,1,3,3,1,3,2,6,6,2,3,3,2,2,1,2,1,1,1,1,2,2,4,2,3,3,3,2,2,1,6,2,1,3,2,3,2,2,5,2,219,185,2,0,502
1,219,186,2,3,5,3,8,1,6,5,6,2,2,3,3,3,1,2,3,2,5,1,1,1,1,1,5,2,2,1,1,1,1,1,1,1,1,2,6,2,2,2,3,1,1,1,1,1,2,2,2,1,1,1,1,3,3,4,2,2,1,5,2,2,2,2,1,2,2,5,2,219,186,2,0,522
1,219,187,2,4,6,1,8,3,6,4,6,2,1,3,3,4,1,1,3,3,7,2,1,1,1,1,4,3,2,2,2,1,2,1,2,1,2,2,6,3,2,2,3,1,2,2,2,1,1,1,2,1,2,2,2,3,3,2,2,1,1,5,2,1,2,2,3,2,2,5,2,219,187,2,0,524
1,219,188,2,3,4,3,8,1,6,4,6,2,3,2,3,5,2,1,3,3,5,2,3,2,1,1,3,2,2,1,1,1,2,1,2,1,2,2,6,5,2,3,3,3,3,2,2,1,2,2,1,2,2,4,3,3,3,1,2,1,2,1,4,0,0,0,0,0,2,3,2,219,188,2,1,907
1,219,189,2,3,4,1,8,2,1,4,6,1,2,3,3,5,1,1,2,3,5,1,1,1,1,1,4,3,2,1,1,1,2,1,2,1,1,1,6,2,2,3,3,3,2,1,2,1,2,2,1,1,2,4,3,3,3,1,2,2,1,5,1,3,1,2,1,2,2,5,2,219,189,2,1,710
1,219,190,2,4,5,2,7,2,6,5,4,2,2,4,4,6,2,1,2,1,1,2,1,2,1,1,4,2,2,3,1,1,1,3,2,1,1,2,6,1,3,2,4,3,2,1,2,1,1,2,1,1,2,4,3,3,3,3,2,2,1,3,1,2,2,2,2,2,2,5,2,219,190,2,0,428
1,219,191,2,2,4,1,7,1,1,2,4,1,2,1,3,5,1,1,2,3,3,2,3,2,1,1,5,4,2,1,1,1,3,1,3,3,3,2,6,5,3,4,4,3,2,2,1,1,1,1,2,2,2,3,3,2,3,2,2,1,1,2,1,2,2,2,2,2,2,5,2,219,191,2,0,421
1,219,192,2,1,4,3,7,1,6,2,1,3,2,3,3,4,1,1,3,4,6,2,3,4,1,1,4,3,2,3,1,1,3,1,2,1,2,2,6,3,2,3,3,2,2,1,2,1,2,2,2,1,2,5,3,3,4,2,4,2,1,3,1,3,2,1,1,3,2,1,2,219,192,2,0,727
1,219,193,2,1,4,3,6,2,1,3,1,0,2,1,2,2,2,1,2,1,3,1,3,4,2,1,4,2,2,1,1,1,1,2,2,1,2,2,6,2,2,5,4,3,2,1,1,1,2,1,1,2,2,4,3,3,4,3,3,2,1,3,1,3,2,2,1,2,2,1,2,219,193,2,0,761
1,219,194,2,1,4,3,6,1,6,2,1,3,1,3,4,6,2,1,3,3,5,2,1,4,2,1,5,2,2,2,1,1,1,1,2,1,1,1,6,1,1,2,3,3,1,2,1,1,2,2,1,2,2,5,3,3,3,4,3,1,1,5,2,2,1,1,2,3,2,1,2,219,194,2,0,708
1,219,195,2,2,5,3,6,1,6,2,1,3,1,3,4,5,2,1,2,3,7,1,2,4,1,1,4,2,2,3,1,1,3,1,3,1,1,2,6,2,2,3,3,2,2,1,2,1,2,2,1,2,2,4,2,2,4,3,2,2,1,3,1,2,2,1,1,2,2,1,2,219,195,2,0,422
1,219,196,2,2,4,3,7,2,6,3,1,3,1,4,3,4,3,1,2,2,4,1,3,4,1,1,3,1,2,3,2,1,3,1,1,1,2,2,6,2,2,2,3,4,2,1,5,1,1,2,1,1,1,5,4,2,4,4,4,2,1,3,1,1,2,1,1,2,2,1,2,219,196,2,0,706
1,219,197,2,1,4,2,7,1,6,2,12,1,4,3,3,4,1,1,2,3,4,2,3,3,1,1,4,5,2,1,1,3,3,1,2,1,3,4,6,6,5,2,3,3,2,3,1,1,2,2,1,1,1,2,3,2,5,1,3,1,1,3,1,3,2,2,1,2,2,3,2,219,197,2,2,723
1,219,198,2,2,5,3,8,2,6,4,13,1,2,3,4,5,1,1,3,2,3,2,2,3,2,1,4,2,2,1,1,1,1,1,1,1,1,2,6,4,2,3,3,2,3,3,2,2,1,1,2,1,1,4,2,2,1,4,2,3,1,5,2,1,3,3,3,3,2,3,2,219,198,2,3,603
1,219,199,2,3,5,3,8,2,6,3,12,2,1,1,3,4,1,1,3,2,4,2,3,4,2,1,4,4,2,1,1,2,1,1,2,2,2,2,6,6,4,4,3,3,2,1,1,1,2,2,1,1,1,5,3,2,2,2,2,2,1,5,2,1,2,2,1,2,2,3,2,219,199,2,1,910
1,219,200,2,1,4,3,6,1,6,2,12,1,2,3,4,6,0,1,2,4,5,1,1,1,1,1,3,3,2,2,1,1,2,1,2,2,2,2,6,4,3,4,3,3,2,3,2,1,2,2,1,1,2,3,3,3,4,2,1,1,1,3,1,3,2,2,2,2,2,3,2,219,200,2,0,115
1,219,201,2,1,4,1,7,1,6,2,12,1,5,3,4,5,2,3,3,2,3,2,1,1,1,1,4,3,2,1,1,0,2,1,2,1,3,5,6,2,2,0,4,2,2,1,1,1,2,1,0,2,2,4,2,1,4,2,2,2,1,2,1,2,2,2,2,2,2,3,2,219,201,2,0,117
1,219,202,2,1,5,3,7,2,6,2,15,1,2,4,4,6,2,1,3,4,7,2,1,3,1,1,3,2,2,1,1,1,1,1,2,1,2,2,6,2,2,2,3,3,2,1,2,1,2,2,1,2,2,4,2,4,5,3,1,2,1,5,1,1,2,2,2,2,2,1,2,219,202,2,0,506
1,219,203,2,1,4,3,6,1,6,2,12,1,2,2,2,4,2,1,3,3,3,2,3,4,3,1,4,2,2,3,1,2,2,1,1,1,3,2,6,4,2,4,3,2,2,1,1,1,2,2,1,2,2,2,2,1,4,2,2,2,1,2,1,2,2,2,1,2,2,3,2,219,203,2,2,706
1,219,204,2,1,4,3,7,1,6,2,12,1,2,3,3,5,1,1,3,3,4,1,3,3,1,1,3,2,2,2,1,2,2,1,2,1,2,2,6,4,2,3,3,3,3,3,1,1,2,2,1,2,2,5,3,2,4,4,1,2,1,2,1,1,1,3,1,2,2,3,2,219,204,2,2,731
1,219,205,2,2,4,2,7,1,6,3,13,1,2,3,3,4,1,3,3,2,3,1,0,4,1,1,3,2,2,3,1,1,2,1,3,1,3,2,6,3,2,3,3,3,2,1,1,2,2,2,1,1,1,2,3,4,5,1,2,1,1,3,1,2,2,2,1,2,2,3,2,219,205,2,2,501
1,219,206,2,1,4,3,7,2,6,3,12,1,2,3,3,4,2,1,2,3,3,2,2,3,1,1,3,2,2,2,1,2,2,1,2,1,2,2,6,2,2,3,3,3,2,1,2,1,2,1,1,2,2,5,3,3,5,3,2,2,1,3,2,1,2,2,2,2,2,3,2,219,206,2,2,701
1,219,207,2,2,5,3,7,1,6,2,12,1,2,2,3,4,1,2,3,3,4,2,3,5,2,1,4,4,2,1,1,1,2,1,3,1,2,2,6,4,2,3,4,2,3,2,4,2,1,1,1,1,2,5,3,2,5,1,2,2,1,5,1,2,2,2,2,2,2,3,2,219,207,2,2,727
1,219,208,2,2,4,3,8,1,6,2,12,1,2,3,4,6,2,1,3,3,4,2,3,4,1,1,3,2,2,1,1,1,2,1,3,1,2,2,6,2,2,2,3,2,2,1,1,1,2,2,1,1,1,5,2,2,4,2,3,2,1,1,1,1,2,2,1,2,2,3,2,219,208,2,2,712
1,219,209,2,5,5,2,7,2,6,3,13,0,1,3,3,4,2,0,3,2,3,1,0,3,1,1,5,5,2,1,1,1,0,1,1,0,0,2,6,4,4,2,4,2,1,1,1,1,2,1,1,2,2,4,2,4,5,1,3,1,1,5,1,2,1,1,1,2,2,3,2,219,209,2,1,611
1,219,210,2,1,4,3,8,2,1,2,12,1,1,3,3,4,1,1,2,3,4,1,2,3,2,1,3,2,2,3,1,1,1,1,2,1,2,2,6,5,2,3,3,3,2,2,2,1,2,1,1,2,1,5,2,3,5,2,4,2,1,4,1,3,2,2,1,2,2,3,2,219,210,2,1,928
1,219,211,2,1,4,1,8,1,6,2,12,1,3,3,3,6,1,1,3,6,7,2,1,3,3,1,5,5,2,1,1,1,2,1,2,2,2,2,6,4,4,3,5,2,3,4,1,1,2,2,1,2,2,2,2,2,5,2,2,1,1,3,1,1,2,2,1,2,2,3,2,219,211,2,2,722
1,219,212,2,3,4,1,6,2,6,4,5,2,4,4,0,0,0,1,2,2,3,2,2,3,1,1,4,2,2,2,2,1,1,1,1,1,2,2,6,1,2,3,3,3,1,1,1,1,2,1,1,2,2,4,3,1,5,3,1,1,1,5,1,2,1,1,2,2,2,5,2,219,212,2,1,812
1,219,213,2,2,4,1,7,3,1,6,5,2,3,2,2,3,1,1,3,3,3,2,3,4,1,1,4,2,2,1,2,1,2,1,1,1,2,2,6,3,2,3,3,3,1,1,1,1,1,1,2,1,1,4,1,2,5,4,4,2,1,5,2,1,1,3,2,2,2,5,2,219,213,2,1,816
1,219,214,2,3,6,1,8,2,6,5,8,1,2,2,3,5,2,1,3,5,7,2,1,1,2,2,4,4,3,1,1,1,2,1,2,1,3,3,7,4,4,3,4,3,3,1,1,1,2,2,1,2,2,1,3,3,3,2,2,1,1,5,1,1,1,2,1,2,2,5,2,219,214,2,0,901
1,219,215,2,2,4,1,8,2,2,5,8,1,2,2,2,3,2,1,3,3,4,1,3,4,2,2,5,3,4,3,3,3,3,1,1,1,3,5,7,5,3,2,5,2,2,5,1,1,2,2,1,2,2,4,2,3,3,1,2,2,1,2,1,2,2,2,2,2,2,5,2,219,215,2,1,615
1,219,216,2,2,4,2,8,2,1,6,6,0,4,1,2,3,2,1,2,5,5,2,1,1,2,2,5,4,4,3,3,3,3,3,3,3,3,5,7,1,4,3,4,2,2,3,3,2,1,1,0,1,1,2,2,4,3,2,3,2,1,4,3,1,3,3,2,1,2,5,2,219,216,2,0,533
1,219,217,2,3,3,1,8,2,3,4,6,1,2,2,3,5,1,1,2,3,5,1,3,2,2,2,4,4,3,3,1,1,3,1,1,1,1,5,7,1,2,4,3,3,1,1,3,2,1,1,2,1,1,5,3,4,2,2,1,2,3,7,4,3,3,3,3,3,2,5,2,219,217,2,1,715
1,219,218,2,3,6,1,7,2,6,3,17,2,4,2,3,4,1,1,2,4,5,2,3,3,1,2,4,2,3,1,1,1,1,2,2,1,2,3,7,6,2,3,3,3,3,1,1,1,2,1,1,1,2,4,3,4,2,1,2,2,1,3,1,1,2,2,1,1,2,1,2,219,218,2,1,115
1,219,219,2,1,7,3,6,1,6,3,12,1,5,4,4,0,2,1,2,2,3,1,3,4,2,2,5,5,4,3,1,1,1,1,2,1,2,3,11,2,4,3,3,2,2,1,1,1,1,1,2,2,1,5,2,3,5,3,4,2,1,5,2,1,3,2,1,2,2,3,2,219,219,2,1,920
1,219,220,2,2,6,3,6,1,6,3,15,2,5,2,1,4,2,1,2,4,5,2,3,4,1,2,5,1,2,1,1,1,2,1,2,1,2,1,11,1,2,3,4,3,1,1,1,1,2,1,1,2,2,4,3,1,5,1,2,1,1,2,1,1,2,2,1,2,2,3,2,219,220,2,3,210
1,219,221,2,2,6,3,6,2,1,3,12,1,5,1,2,3,2,2,2,3,4,1,3,4,2,2,5,5,3,1,1,1,2,1,2,1,2,3,11,1,4,1,4,2,1,2,1,1,2,2,1,2,2,5,2,2,5,1,4,2,1,3,1,1,2,2,3,2,2,3,2,219,221,2,1,3
1,219,222,2,4,6,2,8,2,1,5,4,1,4,1,2,3,3,1,3,3,5,2,3,3,1,2,4,2,3,1,1,1,3,1,2,1,3,2,11,1,2,3,3,3,2,2,1,1,2,1,1,2,1,4,2,3,2,3,2,2,1,6,2,1,3,2,3,3,2,5,2,219,222,2,0,122
1,219,223,2,2,6,3,6,1,6,4,4,1,4,3,3,4,2,1,1,2,3,2,1,2,1,2,4,4,3,1,3,1,2,1,2,1,2,2,11,2,2,3,4,1,3,2,3,2,1,1,2,1,1,4,1,5,6,1,2,2,1,6,2,1,3,2,3,2,2,5,2,219,223,2,0,131
1,219,224,2,1,6,3,7,1,6,3,4,1,5,1,2,3,2,1,3,3,5,2,3,3,2,2,5,4,4,1,1,1,1,1,1,1,2,5,11,5,4,4,5,3,2,2,1,1,2,1,1,2,2,4,3,4,3,3,4,4,1,4,3,1,1,1,1,2,2,5,2,219,224,2,0,418
1,219,225,2,3,4,2,8,2,3,4,6,1,5,3,2,4,1,1,3,3,9,2,2,3,1,2,4,2,3,1,2,1,1,1,1,1,3,2,11,2,2,4,4,3,2,1,2,1,2,2,1,2,2,5,3,3,5,2,2,3,1,7,4,3,2,3,1,3,2,5,2,219,225,2,1,701
1,219,226,2,2,5,2,6,1,6,4,17,1,5,3,3,4,2,1,3,2,5,2,2,3,2,2,5,5,4,0,0,0,0,0,0,0,0,5,11,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,219,226,2,3,108
1,219,227,2,2,6,2,7,1,6,4,6,1,5,1,3,4,2,1,2,3,5,2,1,1,2,2,5,5,2,1,2,3,1,2,2,3,2,4,11,1,5,0,5,3,1,5,1,1,2,2,2,2,2,4,3,2,5,1,4,1,1,3,1,3,3,3,1,2,2,3,2,219,227,2,3,117
1,219,228,2,3,6,2,8,2,1,4,4,1,4,2,3,4,2,1,3,5,5,1,2,3,2,2,5,5,3,1,1,1,1,2,2,1,2,5,11,5,5,3,3,2,2,2,1,1,2,1,2,2,1,5,2,2,3,1,4,2,1,6,2,3,1,3,2,1,2,5,2,219,228,2,0,134
1,219,229,2,2,6,2,6,2,1,3,4,1,4,1,3,5,2,1,2,3,4,2,3,2,1,2,5,5,3,1,1,1,2,1,2,1,2,3,11,2,4,3,3,3,1,1,1,1,2,2,2,2,2,4,3,1,5,1,4,3,1,6,4,1,1,1,3,1,2,5,2,219,229,2,0,132
1,219,230,2,1,6,2,6,1,6,3,8,2,6,2,3,5,3,1,3,4,5,2,3,2,2,2,5,4,3,3,1,1,2,3,2,1,1,2,11,4,4,3,3,3,2,3,1,2,2,2,1,1,2,1,3,2,5,1,3,2,1,6,2,1,2,2,1,1,2,5,2,219,230,2,0,938
1,219,231,2,2,6,2,7,1,6,3,4,1,5,1,1,2,1,2,3,5,5,2,3,4,1,2,5,4,3,1,1,2,1,1,2,1,2,5,11,1,2,2,4,3,1,1,1,1,1,2,1,1,1,4,3,4,2,1,1,1,1,2,1,2,2,2,1,2,2,5,2,219,231,2,1,206
1,219,232,2,2,6,1,7,2,6,2,3,0,5,1,2,4,2,1,3,3,3,2,3,4,1,2,4,4,3,1,3,1,1,2,3,3,3,4,11,1,4,5,3,3,1,1,1,1,2,2,2,2,2,5,3,1,5,2,2,1,1,3,1,1,1,3,2,2,2,1,2,219,232,2,1,9
1,219,233,2,3,4,3,7,1,6,3,1,3,3,2,1,4,1,1,3,4,7,2,2,5,1,2,5,5,4,1,1,1,1,1,1,1,1,2,11,2,2,3,5,1,2,1,2,1,1,1,2,1,1,4,1,2,4,1,3,2,1,3,2,3,1,1,3,1,2,1,2,219,233,2,0,775
1,219,234,2,3,5,1,8,2,2,5,3,3,4,1,2,2,1,2,2,2,3,1,3,4,2,2,5,5,3,1,3,3,1,1,2,1,3,3,11,1,4,4,5,3,2,2,5,1,2,1,1,2,2,5,1,2,5,2,2,3,1,7,3,3,2,3,3,3,2,1,2,219,234,2,1,134
1,219,235,2,3,6,1,7,2,6,4,2,0,5,2,3,4,2,3,3,4,5,2,2,3,1,2,0,4,3,1,2,1,3,1,2,1,3,5,11,4,3,3,3,3,2,5,2,1,1,2,2,1,1,4,2,4,2,2,4,2,1,4,3,3,3,3,3,3,2,1,2,219,235,2,1,135
1,219,236,2,4,7,3,6,2,6,4,1,3,3,1,3,0,3,1,2,4,4,2,3,3,1,2,5,0,3,1,1,1,2,1,3,1,2,5,11,6,0,0,0,3,3,1,5,2,2,2,2,1,2,5,3,3,3,3,4,2,1,7,3,2,2,2,1,2,2,1,2,219,236,2,0,117
1,219,237,2,3,6,2,7,1,6,3,3,3,3,1,2,2,2,1,3,2,4,2,3,4,1,2,5,4,3,2,1,1,2,1,2,1,2,1,11,2,2,2,3,2,1,1,1,1,2,2,1,1,1,4,2,4,2,2,4,3,1,5,2,3,2,2,2,2,2,1,2,219,237,2,0,403
1,219,238,2,2,5,3,7,1,6,3,1,0,3,1,2,3,1,1,3,3,4,2,3,4,1,2,5,2,3,3,1,1,1,1,3,1,3,5,11,2,2,3,3,3,2,1,2,1,2,2,1,2,2,4,3,2,4,2,4,2,1,5,3,3,3,3,1,2,2,1,2,219,238,2,0,301
1,219,239,2,2,5,3,7,1,6,2,1,3,3,2,3,4,2,1,3,4,5,2,3,3,2,2,5,5,3,1,1,1,2,1,1,1,2,5,11,5,3,4,3,3,2,1,2,1,2,1,1,2,2,5,3,2,4,3,3,4,1,5,3,1,2,2,2,2,2,1,2,219,239,2,0,108
1,219,240,2,3,5,1,8,2,1,3,2,3,5,4,4,4,3,1,2,3,5,2,3,5,3,2,5,5,4,1,1,1,1,1,3,1,2,5,11,1,5,3,5,3,1,2,2,1,2,1,1,2,1,5,3,5,5,1,3,2,1,5,2,1,1,1,1,1,2,1,2,219,240,2,1,2
1,219,241,2,5,5,2,8,2,6,5,15,2,5,1,2,4,1,1,3,3,5,2,3,4,1,2,4,2,2,1,1,1,2,1,2,1,2,2,10,1,0,2,0,3,1,1,1,1,2,1,1,2,2,5,3,1,5,2,4,2,1,2,1,2,2,2,1,2,2,1,2,219,241,2,0,507
1,219,242,2,1,5,3,6,2,1,3,12,1,3,1,2,4,3,3,3,4,5,2,3,4,1,2,4,4,3,1,1,1,1,1,1,1,1,5,10,4,4,4,4,1,5,1,5,1,2,2,2,2,2,5,2,3,4,2,4,3,1,7,3,3,3,3,3,3,2,5,2,219,242,2,1,726
1,219,243,2,2,6,3,7,2,1,3,14,1,4,1,2,3,2,2,2,2,3,1,3,2,1,2,4,4,3,1,1,1,1,1,3,1,2,5,10,4,3,2,4,3,1,1,1,1,1,2,2,1,1,1,3,4,3,2,2,1,1,4,1,1,3,2,3,2,2,3,2,219,243,2,1,419
1,219,244,2,5,5,2,6,1,6,4,14,2,5,4,2,2,2,1,3,5,5,2,3,4,1,2,5,4,3,1,1,1,3,1,1,1,3,5,10,1,3,3,3,3,2,1,1,1,2,2,1,2,2,4,3,2,3,2,2,2,1,2,1,3,2,2,1,2,2,3,2,219,244,2,1,408
1,219,245,2,2,5,3,8,2,6,3,14,1,5,3,3,3,2,1,3,4,5,2,2,2,2,2,5,4,4,1,1,1,1,1,1,0,3,5,10,4,4,3,4,3,2,1,1,1,1,2,1,1,2,5,3,1,5,2,2,1,1,1,1,2,2,2,1,2,2,3,2,219,245,2,1,405
1,219,246,2,2,5,3,7,2,1,2,15,1,3,1,2,3,1,1,2,2,3,1,3,3,1,2,5,2,3,1,1,1,2,1,1,1,2,1,10,2,1,3,3,2,1,1,3,2,2,2,2,1,1,5,2,4,3,2,1,2,1,2,1,3,3,3,3,3,2,3,2,219,246,2,1,807
1,219,247,2,4,6,3,8,2,1,3,15,2,2,2,2,2,2,1,3,3,4,1,3,4,1,2,4,2,2,1,1,1,2,1,2,1,2,2,10,1,1,4,3,2,2,1,1,1,2,1,1,2,2,4,3,3,4,1,2,1,1,5,1,3,2,2,3,2,2,3,2,219,247,2,3,710
1,219,248,2,1,6,3,7,2,1,3,12,1,2,1,2,3,1,1,3,3,4,1,3,5,2,2,4,4,3,3,1,1,3,1,3,1,2,5,10,4,4,3,3,3,4,3,5,1,1,2,1,2,1,2,3,4,3,1,2,1,1,2,1,2,2,2,1,2,2,3,2,219,248,2,0,702
1,219,249,2,2,5,3,7,2,1,3,12,1,3,1,1,2,2,3,3,4,7,2,3,4,2,2,4,5,3,3,1,3,2,1,3,1,2,4,10,4,4,3,5,2,3,3,1,1,2,2,1,2,2,5,3,4,3,3,2,2,1,2,2,3,2,2,1,2,2,3,2,219,249,2,0,709
1,219,250,2,2,6,3,8,2,1,3,12,1,3,1,2,3,1,2,2,3,5,1,3,4,1,2,5,2,3,1,1,3,2,1,3,1,3,5,10,2,2,2,3,3,2,1,1,1,2,2,1,2,2,5,3,2,4,1,3,2,1,2,1,2,2,2,1,2,2,3,2,219,250,2,1,2
1,219,251,2,2,6,3,6,2,1,3,12,1,2,1,2,2,2,1,2,3,3,2,3,4,1,2,5,4,3,1,1,1,1,1,2,1,3,5,10,2,2,3,4,2,2,1,1,1,2,2,2,1,1,5,2,2,5,2,2,2,1,2,1,1,2,2,1,2,2,3,2,219,251,2,1,102
1,219,252,2,3,7,3,6,1,6,3,13,2,4,2,3,3,1,1,2,3,5,1,3,4,1,2,5,5,4,1,3,1,2,1,2,1,2,5,10,5,2,3,3,3,2,1,1,1,2,1,1,2,2,5,3,2,5,2,4,2,1,1,1,3,3,3,3,2,2,3,2,219,252,2,2,318
1,219,253,2,2,6,3,6,2,1,3,13,1,4,1,2,3,2,1,2,2,4,1,0,5,2,2,5,3,3,3,1,1,2,1,3,1,2,3,10,1,3,2,4,3,2,1,2,1,2,2,1,1,1,3,3,1,4,1,4,2,1,5,2,2,3,2,2,2,2,3,2,219,253,2,2,316
1,219,254,2,2,7,1,6,1,6,2,13,2,5,1,2,3,2,1,3,3,5,2,3,4,2,2,5,5,3,1,1,1,1,1,2,1,1,2,10,5,4,3,4,2,3,3,2,1,1,1,2,1,2,1,1,5,2,2,3,3,1,3,4,1,2,3,1,1,2,1,2,219,254,2,0,207
1,219,255,2,1,6,3,6,2,1,4,13,1,3,1,3,4,1,1,2,3,7,2,1,3,2,2,5,5,3,3,1,3,2,1,3,1,3,5,10,1,5,2,3,3,1,1,1,1,2,2,1,1,1,4,3,4,4,3,4,2,1,5,2,1,3,2,3,3,2,3,2,219,255,2,2,409
1,219,256,2,3,6,3,8,2,1,3,13,1,3,1,2,3,3,1,3,4,5,2,3,4,2,2,5,5,4,3,3,3,3,3,3,3,3,5,10,5,5,0,0,3,2,1,1,1,2,2,1,2,2,1,3,3,5,1,4,2,1,1,2,1,3,2,3,2,2,3,2,219,256,2,2,410
1,219,257,2,2,5,2,5,3,6,5,8,2,5,3,3,4,1,1,2,2,3,1,3,4,1,2,4,4,3,1,2,1,2,1,2,1,1,1,10,2,1,2,3,2,1,1,1,1,2,2,1,1,2,5,3,2,5,2,4,1,1,1,1,3,2,2,1,2,2,5,2,219,257,2,1,606
1,219,258,2,2,6,2,6,1,6,3,4,1,5,1,2,4,2,1,3,3,3,1,3,4,1,2,4,4,3,1,1,1,1,1,2,1,3,2,10,1,2,2,4,3,2,1,1,1,2,2,1,2,2,4,3,4,5,3,2,1,1,3,1,2,2,2,1,2,2,5,2,219,258,2,1,217
