Q.58M. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE INFANTRY* FORMS THE PARATROOPS (SCORE AS +1) USES RIFLE AND BAYONET (SCORE AS +1) DRIVES AMBULANCES (SCORE AS -1) DESTROYS MINE FIELDS (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA V.59A1. INFORMATION TEST SCORE (FIRST DIGIT)* E. DERIVED FROM Q.58. 
Q.58M. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE INFANTRY* FORMS THE PARATROOPS (SCORE AS +1) USES RIFLE AND BAYONET (SCORE AS +1) DRIVES AMBULANCES (SCORE AS -1) DESTROYS MINE FIELDS (SCORE AS -1)  6 1. ORIGINAL SCORE OF 0 1 2. ORIGINAL SCORE OF 1 1 3. ORIGINAL SCORE OF 2 80 4. ORIGINAL SCORE OF 3 1096 5. ORIGINAL SCORE OF 4 3088 6. ORIGINAL SCORE OF 5 169 7. ORIGINAL SCORE OF 6 1 8. ORIGINAL SCORE OF 9 9 0. NO CODE OR NO DATA X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. V.59A2. INFORMATION TEST SCORE (SECOND DIGIT)* E. DERIVED FROM Q.58. 
Q.58M. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE INFANTRY* FORMS THE PARATROOPS (SCORE AS +1) USES RIFLE AND BAYONET (SCORE AS +1) DRIVES AMBULANCES (SCORE AS -1) DESTROYS MINE FIELDS (SCORE AS -1)  616 01. ORIGINAL SCORE OF 0 348 02. ORIGINAL SCORE OF 1 748 03. ORIGINAL SCORE OF 2 372 04. ORIGINAL SCORE OF 3 349 05. ORIGINAL SCORE OF 4 371 06. ORIGINAL SCORE OF 5 395 07. ORIGINAL SCORE OF 6 330 08. ORIGINAL SCORE OF 7 481 09. ORIGINAL SCORE OF 8 422 10. ORIGINAL SCORE OF 9 2 11. ORIGINAL SCORE OF X 17 12. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
"V.60. PERSONAL ADJUSTMENT SCORE* E. DERIVED FROM QUESTIONS 26, 27, 30, 31, 32, 33.  0. SCORE OF 0 1. SCORE OF 1 2. SCORE OF 2 3. SCORE OF 3 4. SCORE OF 4 5. SCORE OF 5 6. SCORE OF 6 7. NO CODE OR NO DATA "
"V.61. JOB ADJUSTMENT SCALE* E. DERIVED FROM QUESTIONS 18, 19, 21, 26, 28, 29.  0. SCORE OF 0 1. SCORE OF 1 2. SCORE OF 2 3. SCORE OF 3 4. SCORE OF 4 5. SCORE OF 5 6. SCORE OF 6 7. NO CODE OR NO DATA "
"V.62. COMBAT ITEMS SCORE* E. DERIVED FROM QUESTIONS 34, 35, 36.  0. SCORE OF 0 1. SCORE OF 1 2. SCORE OF 2 3. SCORE OF 3 4. NO CODE OR NO DATA "
V.63. CROSS-SECTION IDENTIFICATION:  1. CROSS-SECTION 2. ALL OTHER CASES 
V.64. FORCE IDENTIFICATION:  1. ARMY SERVICE FORCES 2. ARMY GROUND FORCES 3. ARMY AIR FORCES 4. DEFENSE COMMAND 0. NO CODE OR NO DATA 
"V.65. CAMP, OUTFIT, BRANCH AND FORCE IDENTIFICATION: X. OUTFIT, BRANCH AND FORCE CANNOT BE SEPARATED.  01. CAMP BEALE, CALIFORNIA A. 498 ARMD. FA BN. - FIELD ARTILLERY - AGF B. 45TH ARMD. REGT. - ARMORED - AGF C. 83RD MED. BN. - MEDICAL - AGF D. 153 ARMD. SIG. CO. - SIGNAL - AGF E. 197 ORD. DEP. CO. - ORDNANCE - AGF F. 224 STA. HOSP. - MEDICAL - ASF G. MP (SCU) 1918 - MILITARY POLICE - ASF 02. FORT BENNING, GEORGIA A. 3RD ARMD. REGT. - ARMORED - AGF B. 80TH ARMD. MED. BN. - MEDICAL - AGF C. 55TH ARMD. ENG. BN. - ENGINEERS - AGF D. 801ST FA BN. - FIELD ARTILLERY - AGF E. 455TH CA BN. (AA) - COAST ARTILLERY - AGF F. 99TH QM BAKERY BN. - QUARTERMASTER - AGF G. 863RD ORD. HV. MAINT. CO. - ORDNANCE - AGF H. 150TH ARMD. SIG. CO. - SIGNAL - AGF I. CWS (SCU) - CHEMICAL WARFARE - ASF J. MP (SCU) - MP - ASF K. 250TH STA. HOSP. - MEDICAL - ASF L. POST SIG. DET. (SCU) - SIGNAL - ASF 03. FT. BRAGG, NORTH CAROLINA A. 551 FA BN. - FIELD ARTILLERY - AGF B. 58 QM SALES CO. - QUARTERMASTER - AGF C. 503 ENG. L. PONTOON CO. - ENGINEER - AGFD D. 877 ORD. H. MAINT. CO. - ORDNANCE - AGF E. 266 QM BAKERY - QUARTERMASTER - ASF F. POST ORD. SHOP - ORDNANCE - ASF G. 325 MP ESCORT GD. CO. - MP - ASF H. SIG. CORP. DET. - SIGNAL - ASF 04. DALE MABRY FIELD, FLORIDA A. 306 FIGHTER SQ. - AIR CORPS - AAF B. 312 FIGHTER SQ. - AIR CORPS - AAF C. 441 FIGHTER SQ. - AIR CORPS - AAF D. BASE MED. DET. - MEDICAL - AAF E. 903 QM SER. CO. - QUARTERMASTER - AAF F. 1788 AND 1814 ORD. CO. - ORDNANCE - AAF G. 853 SIGNAL SER. CO. - SIGNAL - AAF 05. EDGEWOOD ARSNAL, MARYLAND A. MP FROM MP DET. - MP - ASF B. 760 CHEM. DEPOT CO. - CHEMICAL WARFARE - ASF C. 43RD CHEM. LAB. - CHEMICAL WARFARE - ASF D. 106TH CHEM. IMP. REG. CO. - CHEMICAL WARFARE - ASF E. 41ST CHEM. LAB CO. - CHEMICAL WARFARE - AGF 06. GEORGE FIELD, ILLINOIS A. 30TH, 707, 708, 710, 711 2 ENG. FLY TNG. SQ. - AIR CORPS - AAF B. 907TH QM SVC. CO. - QUARTERMASTER - AAF C. ORD. SEC. 327 B HQTS. AND AB SQDN. - ORDNANCE - AAF D. 856TH SIG. SVC. CO. - SIGNAL - AAF 07. CAMP GORDON - JOHNSON, FLORIDA A. 110 INF. REGT. - INFANTRY - AGF B. 103 MED. BN. - MEDICAL - AGF C. 728 ORD. L. MAINT. CO. - ORDNANCE - AGF D. 263 MED. BN. - MEDICAL - ASF E. 363 QM. BN. - QUARTERMASTER - ASF F. SERV. DET. #1 QM. SEC. - QUARTERMASTER - ASF G. 533RD ENG. AMPHIB REGT. - ENGINEER - ASF H. 3499 ORD. M. MAINT. CO., 163RD ORD. PLATOON - ORDNANCE - ASF I. 288 SIG. CO. AMPH. - SIGNAL - ASF K. 28TH SIG. CO. - SIGNAL - AGF 08. CAMP MCCOY, WISCONSIN A. 9TH INF. REGT. - INFANTRY - AGF B. 2ND MED. BN. - MEDICAL - AGF C. 2ND QM CO. - QUARTERMASTER - AGF D. 2ND ENG. BN. - ENGINNER - AGF E. 2ND SIG. CO. - SIGNAL - AGF F. 405 CA BN. (AA) - COAST ARTILLERY - AGF G. 84TH AND 215TH GEN. HOSP. - MEDICAL - ASF H. 456TH CA BN. - COAST ARTILLERY - AGF I. 301 ORD. BASE REGT. - ORDNANCE - ASF 09. FORT MEADE, MARYLAND A. 603 ENG. CAM. CO. - ENGINEER - ASF B. 172 QM BAKERY CO. - QUARTERMASTER - ASF C. SIG. PIDGEON CO. - SIGNAL - AGF 10. PENSACOLA, FLORIDA A. 13TH CA REGT. - COAST ARTILLERY - DEF B. MED. DET. - MEDICAL - DEF 11. CAMP VAN DORN A. SIGNAL DET. (SCU) - SIGNAL - ASF B. 99TH DIV. ART. - FIELD ARTILLERY - AGF C. 393RD INF. DIV. - INFANTRY - AGF D. 99TH QM CO. - QUARTERMASTER - AGF E. 292ND QM REF. CO. - QUARTERMASTER - ASF 12. CAMP WHITE, OREGON A. 361 INF. REGT. - INFANTRY - AGF B. 362 INF. REGT. - INFANTRY - AGF C. 316 MEDICAL BN. - MEDICAL - AGF D. 91ST QM CO. - QUARTERMASTER - AGF E. 316 ENGR. BN. - ENGINEER - AGF F. 347 FA BN. - FIELD ARTILLERY - AGF G. 627 QM REFRIG. CO. - QUARTERMASTER - ASF H. MP, SCU - MP - ASF I. CWS, SCU, 1913 - CHEMICAL WARFARE - ASF J. SIGNAL CORPS, SCU 1991 - SIGNAL - ASF 13. WILL ROGERS FIELD, OKLAHOMA A. 416 BOMB GP. - AIR CORPS - AAF B. STATION HOSP. - MEDICAL - AAF C. 1742 ORD. M. MAINT. CO. - ORDNANCE - AAF D. 64 SIG. SVC. CO. - SIGNAL - AAF E. 94 SIG. SVC. CO. - SIGNAL - AAF "
V.66. SERIAL NUMBER IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
