CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.63..14,Q.64.,V.66.,V.66..1,V.67.,V.68.,V.69.,CARD..2,DECK..2,BALLOT..2,FORM..2,FORM..3,V.71.,V.72.,V.73.
1,100,1182,2,2,4,3,6,3,60,1,3,7,1,5,1,2,2,1,2,1,3,1,1,1,1,1,8,1,1,1,9,2,2,1,1,3,2,0,2,2,4,3,4,3,3,2,2,1,1,3,3,3,1,3,3,3,1,1,1,1,1,1,1,3,1,3,2,2,2,100,1182,2,0,0,0,1,0,2,3,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,4,1,1,1,1,1,1,1,2,4,1,7,4,2,1,0,0,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,9,2,4,9,1,3,100,1182,2,4,10,8,4
1,100,1183,2,2,4,9,6,3,75,1,3,7,3,0,1,2,1,1,1,1,3,3,3,3,2,1,0,0,0,1,6,2,2,1,1,0,2,2,3,3,4,3,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,3,3,2,2,2,2,100,1183,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,2,2,1,2,3,3,1,1,2,2,1,2,1,4,4,1,7,4,2,2,1,2,2,2,3,3,4,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,9,1,9,0,6,3,100,1183,2,0,10,8,96
1,100,1184,2,2,4,9,6,3,86,1,3,7,3,0,4,3,1,1,1,3,3,1,1,3,1,1,8,2,2,1,4,3,3,1,2,3,2,2,2,3,2,1,3,2,2,2,3,1,1,1,1,1,1,3,0,1,2,2,3,1,2,1,2,2,2,2,2,2,2,100,1184,2,3,3,3,3,3,3,1,2,2,4,2,2,2,4,4,0,2,2,1,1,2,1,4,1,1,3,3,3,3,1,4,4,1,7,4,2,1,1,2,1,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,13,1,3,0,3,3,100,1184,2,3,10,7,87
1,100,1185,2,2,4,9,5,3,50,1,2,7,3,0,4,3,2,2,3,3,2,3,3,3,1,1,8,3,2,4,5,3,3,2,2,2,3,3,3,2,1,1,4,3,3,5,2,1,1,2,3,1,1,3,3,3,2,2,3,1,1,1,1,2,2,3,2,2,2,100,1185,2,2,1,2,1,3,1,2,2,2,0,2,4,4,2,4,3,1,1,1,1,1,1,4,3,3,5,1,4,4,2,5,4,4,7,4,2,1,1,1,2,2,2,3,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,10,1,1,2,1,3,100,1185,2,5,10,10,73
1,100,1186,2,2,4,7,6,1,135,1,3,1,2,7,3,3,1,3,3,1,4,1,3,3,1,1,8,3,2,4,4,3,3,2,2,3,4,4,5,5,3,3,2,2,3,4,2,2,2,3,2,1,1,2,2,0,3,3,1,3,1,1,1,2,2,2,1,2,2,100,1186,2,1,2,2,1,2,2,1,1,2,2,2,1,3,1,4,2,1,1,1,1,1,2,5,2,2,2,3,2,5,1,5,4,1,7,4,2,1,1,2,2,3,1,2,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,1,1,2,1,3,100,1186,2,5,8,12,18
1,100,1187,2,2,4,10,6,3,36,1,2,1,3,1,2,2,2,2,2,3,2,1,3,1,2,1,8,1,2,4,4,3,3,2,2,3,3,4,4,2,3,3,4,3,3,2,2,1,1,3,3,1,1,3,3,2,1,2,3,1,1,1,2,2,2,2,2,2,2,100,1187,2,2,2,2,1,2,3,2,1,2,4,2,1,4,1,4,4,1,2,2,1,1,1,4,1,1,5,3,5,2,1,4,4,1,7,4,2,2,1,2,2,3,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,7,1,3,1,2,3,100,1187,2,4,5,6,68
1,100,1188,2,2,4,3,6,3,34,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,8,2,3,1,8,3,3,1,1,3,3,3,4,2,3,1,4,3,3,2,2,1,1,1,3,1,1,3,3,3,2,5,2,1,1,1,1,2,1,2,2,2,2,100,1188,2,2,1,2,1,2,3,2,1,2,2,3,1,4,1,4,4,2,1,1,1,1,1,4,1,1,2,2,3,1,1,3,4,1,7,4,2,1,1,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,1,1,2,0,3,100,1188,2,5,5,6,54
1,100,1189,2,2,4,8,5,3,80,1,3,1,3,1,2,1,2,1,2,2,4,3,2,1,2,2,8,2,3,2,3,2,2,1,1,3,3,2,2,2,3,3,2,3,2,2,4,1,1,1,1,1,1,3,3,3,1,5,1,1,2,2,2,3,3,2,1,2,2,100,1189,2,1,3,1,3,2,2,1,4,4,4,4,4,4,3,4,4,4,1,1,1,2,1,3,1,1,5,2,5,2,3,2,4,1,7,4,2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,7,1,10,2,6,3,100,1189,2,0,0,17,9
1,100,1190,2,2,4,11,6,3,54,1,3,7,3,0,4,3,2,2,2,1,1,3,3,1,2,2,0,1,1,4,0,3,3,1,1,3,4,5,5,5,4,3,4,3,3,3,4,1,1,1,1,1,1,0,0,3,2,1,1,1,1,2,1,2,2,2,2,2,2,100,1190,2,3,1,2,1,1,2,2,1,1,1,1,3,3,2,4,4,3,1,2,1,2,3,4,1,1,5,5,5,4,1,2,4,1,7,4,2,1,0,2,1,2,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,7,1,2,3,2,3,100,1190,2,4,6,15,31
1,100,1191,2,2,4,9,6,3,30,1,3,7,3,4,2,2,2,2,1,1,3,1,1,1,2,2,8,1,2,1,6,3,3,2,2,3,4,4,2,4,2,1,2,3,3,3,2,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,2,1,2,2,100,1191,2,1,1,2,2,1,3,2,2,2,1,2,1,2,1,3,2,2,1,1,1,1,2,3,2,2,1,1,3,2,1,2,4,1,7,4,2,1,1,1,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,1,1,3,0,3,100,1191,2,5,8,17,34
1,100,1192,2,2,4,11,6,3,42,1,2,1,2,7,4,3,2,1,2,3,1,1,1,1,2,1,8,2,2,1,4,3,3,2,2,3,2,0,0,4,4,0,4,3,3,2,2,1,1,1,1,1,1,3,3,1,1,5,3,1,1,1,1,2,1,2,2,2,2,100,1192,2,2,1,1,1,2,3,1,1,1,2,2,2,4,0,0,4,2,2,2,1,1,1,4,3,2,1,2,1,1,1,4,4,1,7,4,2,1,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,5,1,0,3,0,3,100,1192,2,5,10,6,52
1,100,1193,2,2,4,8,6,3,30,1,2,1,2,1,4,0,1,2,2,3,2,4,1,1,2,1,8,2,2,4,6,2,3,2,2,2,4,4,4,4,1,3,2,3,3,2,1,1,3,1,1,1,1,3,3,1,0,2,1,1,1,1,2,2,1,2,2,2,2,100,1193,2,2,1,3,1,2,2,3,2,3,2,0,4,2,1,4,1,2,1,2,1,1,1,4,3,3,3,3,2,4,2,4,4,1,7,4,2,1,2,2,3,3,3,0,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,2,2,1,3,100,1193,2,4,10,8,71
1,100,1194,2,2,4,4,6,3,33,1,2,1,1,2,1,1,2,2,3,1,2,4,3,3,2,2,8,2,2,1,3,1,2,2,1,3,2,2,4,5,3,3,4,3,3,1,2,1,1,3,3,3,1,3,3,0,2,5,2,2,2,3,3,3,3,3,2,2,2,100,1194,2,2,2,1,3,1,2,1,4,2,4,4,4,4,4,4,4,4,1,2,1,2,1,3,3,3,5,5,5,5,5,2,4,1,7,4,2,1,1,1,1,1,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,9,1,13,2,8,3,100,1194,2,0,1,6,39
1,100,1195,2,2,4,3,10,2,30,1,2,2,1,2,1,3,2,1,1,1,3,3,1,2,2,2,8,1,2,4,3,2,2,2,2,1,2,1,1,1,3,3,4,3,3,3,3,1,1,1,1,1,1,1,0,2,1,1,3,3,2,2,2,2,2,2,2,2,2,100,1195,2,1,2,1,1,3,2,1,2,2,2,2,1,2,2,3,3,2,1,2,1,1,1,4,1,1,1,1,1,1,1,5,4,1,7,4,2,1,2,2,1,3,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,6,3,4,3,100,1195,2,2,8,5,44
1,100,1196,2,2,4,3,7,3,50,1,2,1,3,7,4,3,2,2,2,2,1,3,3,3,2,1,0,2,1,2,10,2,3,2,2,3,4,5,4,4,2,2,1,3,3,3,2,1,1,2,2,1,1,2,0,2,3,2,1,1,2,2,2,2,2,2,2,2,2,100,1196,2,3,3,2,3,3,2,3,2,2,2,2,1,2,2,4,4,4,2,1,3,1,1,5,2,1,4,2,2,2,2,3,4,1,7,4,2,2,1,1,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,13,1,5,0,4,3,100,1196,2,2,6,23,2
1,100,1197,2,2,4,9,11,2,45,1,3,7,0,0,1,1,2,2,2,2,2,4,2,1,2,2,8,1,2,4,5,1,2,2,2,2,2,2,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,3,2,2,100,1197,2,2,3,2,2,1,3,1,2,3,4,4,4,4,3,4,4,2,2,2,1,2,1,3,1,1,2,1,5,5,1,4,5,1,7,4,2,1,1,1,1,2,3,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,1,13,1,8,3,100,1197,2,0,2,23,32
1,100,1198,2,2,4,0,8,1,70,1,4,2,2,1,3,3,1,1,3,2,3,2,3,3,2,1,8,3,1,3,0,1,3,3,1,2,4,4,5,5,3,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3,3,2,3,3,1,1,1,2,100,1198,2,1,3,1,3,3,1,0,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,2,1,1,1,1,1,5,0,4,3,5,4,2,1,1,2,2,1,1,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,8,1,10,2,8,3,100,1198,2,0,0,23,67
1,100,1199,2,2,4,3,6,3,0,1,3,1,3,7,3,2,2,2,2,3,2,4,2,1,2,1,8,2,2,1,4,2,2,2,1,6,3,4,4,4,2,3,4,3,3,3,4,1,1,2,2,1,1,1,3,2,2,2,3,1,2,2,2,1,2,3,3,2,2,100,1199,2,1,3,1,2,1,3,1,1,1,2,1,2,2,2,2,3,2,1,1,1,2,2,4,3,3,5,1,5,3,2,5,4,2,6,4,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,6,1,7,3,4,3,100,1199,2,2,9,29,46
1,100,1200,2,2,4,9,11,3,7,3,2,2,3,3,1,3,2,1,1,2,2,2,1,3,2,1,8,1,2,1,4,3,2,1,1,2,2,3,3,1,2,2,1,3,2,2,3,1,1,1,1,1,1,3,1,2,3,1,1,1,1,2,2,2,1,2,2,2,2,100,1200,2,1,2,1,2,3,3,1,2,1,2,2,1,2,2,3,2,2,2,1,1,1,2,3,1,2,3,3,1,2,1,2,4,2,6,4,2,2,1,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,3,2,2,3,100,1200,2,3,8,21,36
1,100,1201,2,2,4,9,2,3,108,1,3,2,1,2,1,1,3,1,1,1,2,6,1,1,2,1,1,1,1,1,0,3,3,1,1,2,1,1,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,1,1,1,1,1,2,2,2,2,100,1201,2,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,2,4,3,7,4,2,1,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,7,2,2,9,0,3,100,1201,2,5,9,3,13
1,100,1202,2,2,4,8,10,3,70,1,1,2,3,1,2,3,1,2,2,3,2,2,2,1,1,1,1,2,2,4,3,3,2,1,1,2,3,4,3,3,3,1,3,3,2,3,4,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,2,2,2,2,1,2,100,1202,2,2,2,1,1,2,2,2,2,4,2,4,2,4,2,4,4,4,1,1,3,1,2,4,1,1,2,1,4,4,1,4,4,3,7,4,2,2,1,1,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,7,1,2,2,1,3,100,1202,2,5,3,3,15
1,100,1203,2,2,4,3,7,3,75,1,2,7,0,7,1,3,2,1,2,2,4,2,3,3,2,2,1,0,2,4,5,3,3,2,2,1,4,4,4,5,3,1,1,3,3,4,4,1,1,2,2,1,1,2,2,2,2,5,1,1,2,2,1,1,2,1,2,2,2,100,1203,2,2,2,1,1,2,2,2,1,1,1,1,2,0,1,2,3,1,2,1,1,1,1,4,2,1,5,4,4,4,1,2,5,3,7,4,2,1,1,2,3,2,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,3,2,3,3,100,1203,2,3,10,11,48
1,100,1204,2,2,4,11,6,3,42,1,1,7,0,0,2,2,1,2,3,2,2,2,3,3,2,2,8,3,2,1,3,3,3,2,2,4,2,3,2,5,1,3,1,3,3,3,4,1,1,2,2,1,1,1,2,1,3,2,2,2,2,3,3,2,3,2,1,2,2,100,1204,2,2,2,3,2,1,2,1,1,2,4,2,1,4,2,4,4,4,2,1,3,2,1,2,2,1,2,3,4,2,2,4,4,2,8,4,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,7,1,8,1,7,3,100,1204,2,1,4,7,21
1,100,1205,2,1,4,2,3,3,75,1,2,0,2,0,1,2,2,1,2,3,2,3,3,2,2,1,8,2,2,1,5,2,2,1,2,1,3,0,0,2,3,2,3,3,2,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,100,1205,2,0,1,0,1,2,2,2,1,1,2,2,4,3,2,4,4,1,1,2,3,1,1,4,1,1,4,1,3,2,1,4,4,3,9,4,2,2,1,2,1,0,2,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,4,9,1,3,100,1205,2,5,7,10,37
1,100,1206,2,2,4,3,7,3,70,1,2,7,1,1,1,2,2,2,2,3,2,3,1,1,2,2,8,1,2,1,6,3,2,1,2,3,3,4,4,4,2,3,3,3,3,2,4,1,1,1,3,1,1,1,3,3,3,1,1,1,1,2,3,3,1,2,3,2,2,100,1206,2,1,1,2,1,1,3,2,1,2,2,0,3,2,1,4,4,1,1,1,1,1,2,4,1,1,1,1,1,5,1,4,4,2,9,4,2,2,2,2,1,3,2,2,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,1,6,4,4,3,100,1206,2,2,10,23,58
1,100,1207,2,1,4,3,5,3,100,1,1,7,2,7,1,3,2,2,2,2,1,4,3,3,2,2,8,3,1,1,5,3,3,1,0,3,3,3,4,4,2,1,1,2,3,1,4,1,1,2,3,1,1,1,3,3,3,2,3,3,1,1,1,1,1,2,2,2,2,100,1207,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,1,3,3,1,4,4,2,9,4,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,0,5,0,3,100,1207,2,5,10,2,43
1,100,1208,2,2,4,9,8,3,37,1,2,7,0,0,1,2,2,1,2,1,4,1,3,1,1,1,8,3,2,4,3,3,3,2,2,3,3,3,3,4,4,3,3,3,3,2,2,1,1,2,2,1,1,2,1,2,3,1,1,1,1,1,1,2,2,3,2,2,2,100,1208,2,2,2,3,3,3,2,2,3,4,4,4,1,4,3,4,4,4,1,1,1,1,2,5,2,1,5,1,2,2,1,4,5,2,9,4,2,1,1,1,3,2,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,13,1,2,0,1,3,100,1208,2,5,0,10,62
1,100,1209,2,2,4,9,5,3,22,1,1,7,2,7,3,3,3,2,2,1,1,1,3,1,1,1,8,1,3,1,5,3,3,1,1,3,4,3,3,1,3,3,3,3,3,1,3,1,1,3,3,1,1,1,3,3,2,1,3,1,1,2,1,2,2,2,2,2,2,100,1209,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,4,4,1,2,2,2,2,2,5,2,1,1,1,1,1,1,2,5,2,9,4,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,2,3,2,3,100,1209,2,4,7,7,19
1,100,1210,2,2,4,9,12,3,25,1,4,1,3,7,1,2,2,2,1,1,3,1,3,1,2,1,8,2,3,4,5,2,3,1,1,3,2,5,4,5,4,1,2,3,3,3,2,1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,2,3,2,2,2,100,1210,2,2,3,2,2,1,3,1,4,1,2,4,1,4,1,4,4,4,1,2,1,2,1,4,1,1,2,2,3,1,1,4,3,2,5,3,2,3,1,1,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,9,1,6,1,4,3,100,1210,2,2,3,22,45
1,100,1211,2,1,4,3,5,2,97,1,1,2,3,2,3,3,2,3,2,1,2,2,1,3,1,0,8,1,3,1,4,3,3,1,1,3,4,4,4,2,3,1,3,3,3,3,4,1,0,0,0,0,0,0,0,0,2,1,3,3,1,1,2,2,2,2,2,2,2,100,1211,2,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,5,0,1,2,2,2,2,1,3,1,3,6,4,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,7,2,2,9,2,3,100,1211,2,4,10,13,3
1,100,1212,2,2,4,10,7,3,65,1,2,1,1,1,2,2,2,2,2,1,2,3,2,1,2,2,8,2,3,4,6,2,2,1,1,2,3,3,3,4,4,1,4,3,3,2,4,1,1,1,1,1,1,1,3,2,2,5,2,2,2,2,2,3,2,2,2,2,2,100,1212,2,1,1,2,1,2,3,1,2,2,2,2,2,2,2,4,4,2,1,1,1,2,1,3,1,1,2,2,1,2,1,4,2,3,6,4,2,1,2,2,3,3,3,3,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,5,1,8,3,5,3,100,1212,2,1,7,23,49
1,100,1213,2,2,4,3,6,3,50,1,1,7,0,7,1,3,3,1,3,2,1,6,3,1,2,1,8,3,1,1,8,3,3,1,1,3,3,4,4,4,3,2,1,2,1,3,2,1,1,3,3,1,1,1,3,2,2,1,1,1,1,1,2,2,2,3,2,2,2,100,1213,2,0,0,0,1,0,3,2,1,1,2,1,1,2,1,3,1,3,1,1,1,1,3,5,2,3,4,4,4,5,3,4,3,3,6,4,2,2,1,1,2,3,1,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,8,2,2,9,2,3,100,1213,2,4,7,4,61
1,100,1214,2,2,4,9,11,3,120,1,3,7,2,7,2,2,2,2,2,1,0,1,2,2,1,1,0,1,3,2,3,2,2,2,1,2,4,4,4,4,2,3,4,3,3,2,2,1,1,1,1,1,1,3,3,3,2,4,3,1,2,2,2,2,3,3,3,2,2,100,1214,2,3,0,0,0,0,2,1,1,2,4,4,2,4,2,4,4,1,1,1,3,1,1,3,1,1,1,2,1,1,1,4,3,2,6,3,2,1,1,1,1,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,10,2,8,9,5,3,100,1214,2,1,4,20,41
1,100,1215,2,2,4,10,6,3,90,1,2,7,3,7,3,3,2,4,3,2,3,1,3,3,1,2,0,3,2,4,8,3,3,1,1,3,4,5,5,5,4,1,1,3,2,4,2,1,2,2,3,1,1,1,3,2,3,5,3,3,1,1,1,1,1,2,2,2,2,100,1215,2,2,3,2,3,3,1,3,1,2,3,2,1,4,1,4,4,1,1,1,1,1,2,5,2,2,1,1,1,1,1,3,3,3,7,4,2,2,1,2,2,1,1,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,13,1,0,0,0,3,100,1215,2,5,5,8,7
1,100,1216,2,2,4,10,5,3,999,1,4,7,0,0,1,2,2,1,1,3,4,4,1,2,2,1,8,1,2,4,8,2,3,2,2,3,2,2,2,2,4,3,4,3,3,3,3,1,1,1,1,1,1,3,3,1,2,1,1,1,1,2,1,3,2,2,2,2,2,100,1216,2,3,2,0,1,2,2,3,1,1,3,2,1,4,2,4,4,2,1,2,3,1,1,3,2,2,1,1,2,1,1,5,3,3,7,4,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,9,2,5,9,3,3,100,1216,2,3,5,7,74
1,100,1217,2,2,4,3,6,3,77,1,4,7,0,0,2,2,2,2,2,1,2,3,1,2,1,1,8,2,2,4,3,2,2,1,1,3,2,2,2,2,3,3,3,3,3,2,2,1,1,2,1,1,1,1,3,1,1,1,3,1,1,1,2,2,2,2,2,2,2,100,1217,2,2,1,2,1,2,2,2,0,1,0,0,2,0,3,4,4,4,1,1,1,2,1,3,3,2,1,2,1,2,1,5,2,2,7,4,2,2,1,2,1,0,2,3,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,7,1,5,2,2,3,100,1217,2,4,10,7,66
1,100,1218,2,2,4,0,6,3,35,1,4,1,1,1,1,2,2,1,2,3,3,6,1,1,2,2,1,0,0,1,3,2,2,2,0,3,4,4,4,4,4,3,2,3,3,5,2,1,1,1,1,1,1,0,0,3,1,5,3,3,2,2,2,3,2,2,2,2,2,100,1218,2,2,3,3,1,2,3,2,4,4,4,2,4,4,4,4,4,0,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,2,7,4,2,1,1,1,3,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,9,1,8,1,5,3,100,1218,2,1,10,6,16
1,100,1219,2,2,4,9,6,3,50,1,2,1,1,1,3,3,2,1,2,2,2,1,3,3,2,1,8,2,2,1,5,3,3,2,2,3,3,4,4,4,1,3,4,3,3,3,2,1,1,1,3,1,1,3,3,1,2,5,1,1,2,2,2,2,2,1,1,2,2,100,1219,2,2,2,3,1,1,3,2,1,1,4,1,1,4,2,4,4,1,2,2,1,1,1,3,0,0,0,0,0,0,0,3,2,2,7,4,2,2,1,1,2,2,2,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,4,1,4,2,4,3,100,1219,2,2,5,6,6
1,100,1220,2,1,4,9,10,3,80,1,3,1,1,7,1,2,1,1,2,1,1,1,3,3,2,1,0,3,2,4,5,3,3,1,1,0,2,4,5,5,1,1,4,3,3,3,4,1,2,2,2,1,1,2,3,2,2,5,3,1,1,1,1,2,2,2,2,2,2,100,1220,2,2,2,2,1,3,2,1,1,1,2,2,2,2,2,4,4,1,1,1,1,1,1,5,2,2,1,1,5,1,1,4,2,2,7,4,2,2,1,1,3,2,1,1,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,9,1,2,1,1,3,100,1220,2,5,7,22,55
1,100,1221,2,2,4,2,6,3,58,1,2,7,0,7,3,3,0,1,1,3,1,1,3,2,2,0,8,0,2,4,3,3,3,1,1,1,2,4,5,5,4,3,4,3,3,2,4,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,2,3,2,2,2,100,1221,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,5,2,2,1,1,1,5,2,3,3,2,10,4,2,0,1,2,2,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,9,2,3,9,3,3,100,1221,2,3,10,7,38
1,100,1222,2,2,4,3,5,3,16,1,2,7,2,7,3,3,2,1,1,1,2,2,3,1,1,0,0,3,2,1,4,3,3,1,0,3,2,4,4,4,2,1,2,1,3,2,1,0,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,3,2,2,2,100,1222,2,1,0,1,0,0,3,2,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,5,1,2,2,5,5,5,1,5,3,2,10,4,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,7,2,0,9,0,3,100,1222,2,5,10,16,22
1,100,1223,2,2,4,13,11,3,100,1,3,7,0,0,0,2,1,1,4,2,2,3,3,1,1,1,8,2,3,4,5,3,3,2,1,6,4,0,5,4,2,1,4,3,3,5,2,1,1,1,1,3,1,3,3,3,3,2,1,1,2,1,1,2,2,2,2,2,2,100,1223,2,3,3,3,3,3,3,1,1,1,2,1,4,2,4,4,4,4,1,2,1,2,1,4,1,3,5,5,5,2,1,5,3,2,10,4,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,0,13,1,3,0,2,3,100,1223,2,4,5,8,8
1,100,1224,2,2,4,8,6,3,40,1,4,2,1,2,1,3,2,3,1,1,4,1,1,1,2,2,8,2,3,4,4,2,2,1,0,0,4,4,5,5,2,1,4,3,3,5,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,3,2,2,2,100,1224,2,1,3,1,3,2,3,2,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,2,5,1,4,3,2,10,4,2,2,1,2,1,3,2,4,4,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,1,3,2,1,3,100,1224,2,4,6,3,34
