CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36I.,Q.36J.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.,V.63.
1,101,135,3,2,5,1,3,8,2,20,4,9,1,2,2,3,2,2,2,1,1,2,2,1,1,8,2,2,2,8,2,2,2,1,2,2,5,1,2,1,2,0,1,4,2,1,4,1,1,2,1,4,1,4,1,4,4,4,2,4,4,2,2,3,3,3,1,1,1,2,101,135,3,2,1,1,3,1,3,1,1,1,1,3,1,2,4,2,4,4,2,4,4,4,4,4,3,5,1,5,1,5,3,2,2,2,1,1,1,1,1,2,10,75,10,3,1,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,1,2
1,101,136,3,1,2,1,3,7,2,22,4,11,1,2,2,2,2,2,1,1,1,2,3,1,2,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,0,4,4,4,4,4,4,4,1,0,1,4,4,0,1,4,4,3,2,3,3,3,1,1,1,2,101,136,3,1,1,1,1,1,1,2,1,1,1,3,1,1,2,4,4,4,4,4,4,4,4,2,3,2,1,5,1,5,4,1,2,1,2,1,1,1,2,5,25,60,10,0,3,1,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0,3,3,4,3,2
1,101,137,3,3,5,3,3,12,3,24,4,4,1,1,2,3,2,2,2,2,1,2,3,1,2,1,2,2,4,2,3,3,1,1,2,2,3,1,2,1,1,4,1,4,2,4,4,1,1,4,4,4,1,2,1,1,4,4,1,4,4,2,1,3,3,2,1,1,3,2,101,137,3,3,1,1,1,1,3,2,1,2,1,3,3,1,3,2,4,2,2,4,1,1,4,2,3,1,1,5,1,1,1,1,3,1,2,2,2,1,2,0,90,7,3,0,2,1,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,6,1,4,5,4,2
1,101,138,3,2,5,2,3,2,3,6,4,9,1,3,2,2,2,3,2,1,1,2,2,3,3,9,1,1,4,3,2,2,1,1,1,2,3,2,2,3,3,4,2,2,3,4,4,2,4,2,4,2,2,3,4,2,4,2,2,2,4,3,1,2,3,3,1,1,2,2,101,138,3,1,1,1,1,1,3,1,1,1,1,3,3,2,2,4,4,4,4,4,2,4,4,4,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,5,10,75,8,2,1,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,1,5,4,1,2
1,101,139,3,1,3,1,4,12,4,8,4,6,1,2,2,1,3,3,2,1,1,2,3,2,3,8,0,2,2,2,2,3,2,2,0,2,1,2,1,1,1,1,2,1,2,4,1,1,2,2,3,2,3,3,2,3,3,2,1,3,3,2,1,1,2,1,1,1,3,2,101,139,3,1,1,1,1,1,1,2,2,1,1,3,1,1,2,4,4,4,3,4,3,4,4,4,1,2,2,1,2,1,4,2,3,1,2,2,1,1,1,75,15,2,3,5,2,1,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,4,0,3,3
1,101,140,3,1,5,3,2,9,4,6,4,11,1,2,2,1,3,3,1,2,2,2,3,1,1,8,1,3,2,3,2,2,2,2,4,1,1,1,2,1,1,4,4,4,4,1,4,2,4,1,1,1,4,1,4,4,4,1,4,4,4,4,2,4,3,3,1,1,1,2,101,140,3,1,1,1,2,1,3,1,3,1,4,3,2,1,4,3,4,3,4,3,4,4,4,4,1,5,1,2,2,5,3,1,2,1,1,1,1,1,2,0,25,70,5,0,1,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,3,3,3
1,101,141,3,1,5,3,2,9,4,15,4,9,1,2,2,2,1,2,2,1,1,2,4,2,2,0,0,0,2,3,2,2,2,2,4,2,2,2,2,2,1,4,4,1,2,4,1,1,4,4,4,4,1,4,1,4,4,4,1,1,4,4,3,2,3,3,2,1,2,2,101,141,3,2,1,1,1,1,1,1,1,1,1,3,1,2,2,2,4,4,4,4,3,4,4,4,0,5,1,5,2,1,4,1,2,1,1,1,2,1,2,20,30,50,0,0,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,5,1,5,3,1,3
1,101,142,3,1,4,3,2,6,2,15,4,4,1,3,2,1,1,2,1,1,2,2,3,1,2,4,1,2,2,3,2,2,2,1,1,2,4,1,2,1,1,1,2,4,1,4,4,4,4,4,4,4,4,2,4,4,1,4,4,2,2,4,1,3,3,2,1,1,3,2,101,142,3,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,4,4,4,4,4,3,4,4,3,3,2,2,2,3,2,2,3,2,3,1,2,1,2,1,4,90,5,0,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,4,1,1
1,101,143,3,2,5,2,2,9,3,12,4,9,1,1,2,3,3,3,2,1,1,2,2,2,1,8,1,2,2,3,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,4,2,1,1,1,4,4,1,2,4,4,1,2,4,4,4,2,1,1,3,2,1,1,1,2,101,143,3,3,1,1,2,1,3,1,1,1,2,1,1,1,1,1,2,2,1,4,2,4,4,2,1,1,1,3,2,1,2,2,3,2,3,1,3,1,2,1,3,70,3,23,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,5,2,5,1
1,101,144,3,3,6,1,2,6,3,27,4,10,1,1,2,3,1,2,3,1,1,2,2,1,1,1,2,2,4,4,3,2,1,1,3,1,1,2,2,1,1,2,1,4,2,4,1,1,4,1,1,4,3,1,1,4,4,1,1,1,1,2,1,1,3,3,1,1,3,2,101,144,3,1,1,1,2,1,3,1,3,1,2,3,1,2,2,2,3,3,4,4,4,3,4,3,1,5,1,5,2,1,2,2,2,2,1,1,1,1,2,4,0,50,46,0,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,5,3,1,2
1,101,145,3,3,5,2,2,12,3,26,4,3,1,2,2,3,1,2,2,2,1,2,2,1,2,8,2,2,2,5,2,2,1,1,2,2,3,1,2,1,1,4,1,4,1,1,3,1,1,1,1,4,1,2,1,1,4,1,1,4,4,3,1,3,3,3,1,1,2,2,101,145,3,1,1,1,1,1,2,2,1,2,1,2,2,3,2,2,4,3,4,4,4,4,4,3,1,2,1,2,2,2,3,1,4,1,3,1,3,1,2,5,15,50,25,5,2,3,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,4,5,4,2
1,101,146,3,2,5,3,2,9,3,26,4,9,1,1,2,3,3,3,2,1,1,3,2,3,3,8,1,1,0,10,2,3,2,2,3,2,3,2,2,3,3,2,1,1,3,4,1,2,2,2,1,2,3,3,1,1,4,1,2,2,4,2,1,4,3,3,0,1,0,2,101,146,3,1,1,1,0,1,0,1,1,2,1,3,1,5,2,4,4,4,4,4,4,4,4,4,1,3,2,4,3,1,2,1,2,1,4,2,2,1,1,2,20,48,10,20,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,1,1,4,3,2,1
1,101,147,3,2,5,3,2,2,3,25,4,11,1,1,2,3,3,2,2,1,1,2,1,1,1,8,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,4,2,1,2,4,1,1,1,4,1,1,2,3,1,1,4,2,2,4,1,2,1,1,3,3,1,1,1,2,101,147,3,2,1,1,2,1,1,1,1,1,1,3,3,1,1,2,4,2,2,4,1,4,4,2,1,3,2,4,3,1,3,2,3,2,3,1,1,1,2,10,10,50,20,10,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3,4,5,1
1,101,148,3,2,5,1,2,9,4,2,4,9,1,2,2,2,1,2,2,1,1,2,3,1,1,8,2,3,1,3,2,2,2,2,6,2,3,2,2,2,3,4,1,4,2,1,2,1,1,4,1,1,2,4,1,4,4,1,1,4,4,3,1,1,3,3,3,1,3,2,101,148,3,3,1,1,1,1,2,2,3,1,1,2,2,1,4,4,4,4,4,4,3,4,4,4,3,1,1,5,4,1,2,2,3,2,2,1,1,1,2,0,0,60,10,30,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,6,3,4,5,4,3
1,101,149,3,2,5,1,2,2,3,25,4,9,1,2,2,3,2,3,2,1,1,2,2,1,2,8,1,2,2,10,2,1,2,2,2,2,2,1,2,1,1,4,2,1,0,4,1,1,1,1,2,4,2,3,2,2,4,1,2,2,2,2,1,1,3,3,1,1,1,2,101,149,3,1,1,1,1,1,1,1,3,2,1,3,1,4,1,1,3,4,3,4,4,4,4,3,3,5,1,5,0,1,4,2,4,2,3,1,3,1,2,1,25,64,10,0,1,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,6,6,4,0,3,1
1,101,150,3,1,5,3,2,5,2,25,4,0,1,3,2,2,3,2,3,1,1,2,4,1,1,1,2,0,3,2,1,2,2,0,6,1,1,2,2,1,1,4,4,4,1,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,1,4,3,3,1,1,1,2,101,150,3,3,1,1,2,1,2,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,1,1,1,5,5,1,4,1,3,1,3,1,2,0,0,0,50,50,0,0,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,2,0,5,3,1
1,101,151,3,3,5,1,2,7,4,5,4,4,1,2,2,3,0,0,0,0,0,0,0,0,0,8,1,2,2,2,1,1,1,1,2,3,5,1,2,1,1,4,2,4,4,4,4,2,1,4,4,3,4,4,1,4,4,4,2,3,4,4,3,1,3,2,3,1,2,2,101,151,3,2,1,1,2,3,2,1,1,2,1,1,3,1,3,3,4,4,4,4,4,4,4,4,1,1,1,1,5,1,3,1,1,2,5,1,2,1,1,5,25,50,20,0,2,1,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,5,3,5,0,1,1
1,101,152,3,2,5,1,2,9,3,13,4,10,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,4,1,1,4,4,4,1,4,4,4,4,4,1,4,4,2,1,1,3,2,1,1,3,2,101,152,3,3,1,1,1,1,2,1,1,1,1,3,2,3,3,4,4,4,3,4,4,4,4,4,3,1,1,3,5,2,2,1,2,1,3,1,1,1,1,2,25,73,0,0,1,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,5,3,2
1,101,153,3,3,5,3,3,12,3,26,4,3,1,1,2,3,1,1,1,1,1,2,2,1,2,0,2,2,2,3,1,2,1,1,1,2,4,2,2,1,2,4,4,4,2,4,1,1,4,4,4,4,1,2,4,4,4,1,4,1,4,3,1,4,3,3,1,1,1,2,101,153,3,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,3,4,2,4,3,4,4,4,1,1,1,2,5,1,4,2,2,2,2,2,1,1,2,5,30,50,10,5,1,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,1,3,1,4,5,4,2
1,101,154,3,2,2,1,2,8,3,23,4,4,1,2,2,3,1,1,1,1,1,2,3,3,3,1,2,1,2,2,1,2,2,2,2,2,4,1,2,1,1,4,1,2,3,4,4,2,4,4,4,4,2,3,4,3,4,4,4,2,4,3,3,3,3,3,1,1,1,2,101,154,3,3,1,1,2,1,1,1,1,2,1,1,1,4,2,0,0,0,2,0,0,0,0,0,1,1,1,5,1,1,3,2,2,2,2,1,0,1,2,4,25,65,6,0,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,4,5,4,1
1,101,155,3,3,5,1,2,9,4,5,4,4,1,2,2,3,2,3,2,1,1,3,2,1,1,9,2,2,2,3,3,2,2,1,3,2,2,3,2,3,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,4,3,3,1,1,1,2,101,155,3,3,1,1,3,1,3,1,4,1,1,3,1,5,2,2,2,2,4,4,4,4,4,3,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,5,85,10,0,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,4,5,5,3
1,101,156,3,3,5,1,2,12,3,8,4,9,1,2,2,2,1,2,2,2,2,2,3,3,2,8,1,3,1,3,2,1,2,2,2,2,5,1,2,1,1,2,4,4,2,4,2,1,4,4,1,4,2,2,1,4,4,4,1,2,1,4,1,4,3,3,1,1,3,2,101,156,3,3,1,1,1,1,3,2,1,2,1,2,1,2,1,2,4,2,2,4,1,4,4,1,3,2,1,2,2,1,1,2,3,2,2,2,2,2,2,0,15,85,0,0,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,0,2,2
1,101,157,3,3,5,1,4,5,4,5,4,9,1,2,2,3,3,3,1,1,1,2,1,1,2,8,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,4,4,1,4,4,4,4,4,1,4,1,1,1,1,1,4,4,4,4,4,3,1,2,3,3,1,1,1,2,101,157,3,1,1,1,1,1,3,2,1,1,2,2,2,5,3,2,4,4,3,4,4,4,4,4,3,5,1,2,1,1,3,1,2,1,2,1,2,2,2,5,0,95,0,0,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0,2,2
1,101,158,3,2,5,1,2,8,3,2,4,4,1,2,2,1,1,3,2,2,1,2,2,1,3,0,1,1,2,2,2,1,2,1,3,1,1,1,2,1,1,4,1,4,1,4,2,4,4,4,4,4,1,4,1,4,4,4,4,1,1,3,2,1,3,3,1,1,1,2,101,158,3,2,1,1,1,1,0,1,1,1,1,2,2,3,4,3,4,3,4,3,3,4,4,4,1,1,1,4,1,1,4,2,2,1,2,1,0,2,2,0,0,0,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,3,4,3,1,1
1,101,159,3,1,6,3,4,10,0,4,4,4,1,1,2,3,3,4,1,2,0,2,3,0,1,8,1,3,2,2,1,1,2,2,0,1,1,1,1,1,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,1,1,1,2,101,159,3,1,1,1,1,1,3,0,0,1,4,0,0,1,2,2,4,2,4,4,4,4,4,4,1,1,1,5,5,5,0,3,3,0,2,1,1,0,2,0,0,0,0,0,1,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,3,0,4,2
1,101,160,3,2,3,2,2,10,3,20,4,4,1,1,2,3,2,3,2,1,1,2,2,2,1,1,2,2,4,8,2,2,2,2,3,1,1,0,2,0,2,1,4,1,2,4,3,1,4,1,1,4,1,2,1,1,3,3,1,1,2,2,3,4,3,0,3,1,3,2,101,160,3,3,1,1,1,1,2,1,1,2,1,2,2,2,3,3,4,4,3,4,3,4,4,4,1,5,1,2,1,1,2,1,1,2,2,1,1,2,2,0,0,95,5,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,3,1,2
1,101,161,3,3,5,3,2,7,4,999,4,10,1,1,2,1,3,4,1,2,1,2,4,1,1,8,1,3,2,3,2,1,1,1,3,2,3,1,1,1,1,4,1,4,2,3,4,2,3,3,4,4,2,2,4,4,4,2,2,2,4,3,3,3,3,3,1,3,1,2,101,161,3,1,1,1,1,1,3,2,1,1,1,1,1,1,2,3,4,4,4,4,3,4,4,4,1,2,1,5,5,1,3,1,3,1,3,1,1,1,2,0,25,75,0,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,4,5,1
1,101,162,3,3,5,2,2,12,3,14,4,9,1,2,2,2,1,2,2,1,1,2,0,3,2,8,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,4,4,1,1,4,4,2,1,4,4,4,2,2,4,4,4,1,2,2,4,4,1,4,3,3,1,1,1,2,101,162,3,1,1,1,1,1,3,1,1,1,1,2,2,5,2,4,4,4,4,4,3,4,4,4,1,1,5,1,1,2,4,2,3,2,3,1,1,1,2,5,10,70,0,15,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,4,3,4,1
1,101,163,3,2,2,1,2,9,3,26,4,0,1,2,2,3,1,2,1,1,1,2,3,3,1,0,1,2,2,2,1,2,1,1,3,1,1,3,2,3,2,4,1,1,1,1,4,1,1,0,1,1,2,1,1,1,1,1,1,1,1,4,3,1,3,3,1,1,1,2,101,163,3,1,1,1,2,1,2,2,1,1,1,3,1,1,2,3,4,2,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,25,75,0,0,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,6,3,4,3,1,2
1,101,164,3,2,4,1,2,8,3,22,4,6,1,1,2,2,1,2,1,1,1,2,2,1,2,8,1,2,1,3,1,1,1,2,3,1,1,3,2,2,3,1,1,1,1,1,1,1,4,4,4,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,2,101,164,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,1,1,1,3,1,2,1,1,3,1,2,1,1,1,2,0,50,25,15,10,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,1,2
1,101,165,3,2,4,2,3,8,3,25,4,9,1,3,2,2,1,3,2,2,1,2,3,1,3,8,1,3,2,5,1,2,1,1,0,1,2,2,2,1,1,4,0,4,1,4,3,4,4,4,4,1,0,3,2,1,1,1,3,0,0,4,3,2,3,3,1,1,2,2,101,165,3,2,1,1,2,1,3,2,1,3,1,1,1,2,1,2,3,4,4,4,1,4,4,2,0,1,1,2,2,2,3,2,3,2,3,2,3,1,0,0,0,50,0,50,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,6,1,5,0,4,2
1,101,166,3,3,5,1,2,8,4,1,4,4,1,2,2,2,1,3,1,2,1,2,3,1,1,8,1,0,2,0,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,1,4,2,2,3,2,3,0,1,0,2,101,166,3,0,1,1,1,1,0,1,0,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,1,2,1,3,3,3,3,1,2,1,3,1,2,1,2,10,20,70,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,2,4,0,1,1
1,101,167,3,3,5,1,2,8,4,5,4,4,1,2,2,3,3,3,2,1,1,2,3,1,1,0,1,1,2,2,2,2,2,2,2,3,5,1,2,1,2,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,3,2,1,1,3,2,101,167,3,3,1,1,3,1,2,1,1,1,1,1,1,1,1,1,4,4,2,4,3,4,4,4,1,1,1,5,1,1,4,1,1,1,1,1,1,2,2,75,0,25,0,0,0,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,1,2
1,101,168,3,2,6,3,3,3,3,21,4,4,1,2,2,2,3,4,2,2,1,2,2,1,1,8,2,3,2,2,1,2,1,1,4,2,3,2,2,2,2,2,1,1,1,4,4,4,4,4,4,2,1,1,4,4,4,1,4,4,4,2,1,0,0,0,0,1,1,2,101,168,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,4,4,2,4,4,4,4,4,1,5,1,5,1,1,1,1,1,1,2,1,1,2,2,5,75,20,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,5,3,4,1,2
1,101,169,3,3,5,1,2,12,3,4,4,4,1,2,2,1,1,3,1,2,1,2,1,1,1,8,0,0,2,2,2,1,2,2,3,1,3,2,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,3,3,1,1,1,2,101,169,3,1,1,1,1,1,3,1,1,1,4,1,1,4,2,2,4,4,4,4,4,4,4,4,1,5,1,5,5,1,2,1,3,1,2,1,1,1,2,10,90,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,1,4,3,4,3
1,101,170,3,3,5,3,2,8,4,999,4,4,1,2,2,3,0,3,1,1,1,2,0,0,4,0,1,1,0,0,3,2,1,1,3,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,2,1,1,1,2,101,170,3,1,1,1,2,1,2,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,1,1,4,3,2,3,2,1,3,1,2,0,0,95,5,0,2,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,2,1
1,101,171,3,2,5,1,3,9,3,15,4,4,1,1,2,2,1,1,2,1,1,1,1,1,3,8,2,2,2,8,1,2,1,2,1,2,0,2,2,1,2,4,1,1,2,1,4,4,4,2,1,1,2,3,1,1,1,1,2,3,3,4,1,1,3,3,1,1,3,2,101,171,3,3,1,2,2,1,3,1,1,1,1,0,0,1,1,2,4,4,4,4,4,4,4,4,3,5,1,4,4,3,2,2,3,2,1,1,1,1,0,3,30,50,5,12,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,3,4,2,4,1
1,101,172,3,1,4,3,2,1,3,999,4,1,1,1,2,2,2,1,2,1,2,2,3,1,3,2,1,2,1,3,1,2,2,1,2,2,5,1,2,2,1,2,3,1,3,2,1,2,2,1,2,1,2,3,2,1,4,2,2,1,1,2,1,2,3,1,2,1,3,2,101,172,3,3,1,1,2,1,3,1,1,3,4,3,3,3,2,2,2,4,2,4,2,4,4,4,1,3,1,4,2,5,3,1,2,1,2,1,2,2,2,1,5,92,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,6,6,3,4,1,1
1,101,173,3,3,5,1,2,9,4,14,4,9,1,1,2,2,1,3,2,2,1,2,3,1,2,8,2,3,2,3,3,3,1,1,2,1,1,3,2,2,2,1,4,1,2,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,2,4,3,2,1,1,3,2,101,173,3,3,1,1,1,1,3,1,1,1,1,2,2,2,2,1,2,1,3,3,2,4,4,4,1,1,2,3,2,1,3,2,3,1,3,1,3,2,1,2,7,90,0,1,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,4,1,3
1,101,174,3,3,5,1,2,7,5,3,4,4,1,2,2,2,1,3,1,1,1,3,4,1,3,8,1,1,2,8,1,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,2,1,1,2,1,0,1,3,2,101,174,3,3,1,1,3,1,2,1,3,1,2,3,3,5,0,0,0,0,0,0,0,0,0,0,1,5,1,4,5,1,1,1,1,1,1,2,2,1,1,10,0,75,0,15,1,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2,3,4,1
1,101,175,3,2,3,1,2,10,3,21,4,11,1,1,2,3,1,3,2,1,1,2,3,3,1,8,1,2,2,3,1,1,1,1,2,1,1,2,2,2,1,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,3,3,3,3,3,1,1,1,2,101,175,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,1,2,2,2,1,2,2,1,3,1,2,1,1,1,2,0,0,97,0,0,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,5,3,4,3,1,1
1,101,176,3,3,5,3,2,9,4,3,4,5,1,2,2,2,1,3,1,1,1,2,4,1,2,1,0,3,2,2,1,2,2,1,2,1,3,2,2,2,2,1,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,4,4,4,4,1,4,3,3,1,1,3,2,101,176,3,1,1,1,2,1,3,1,1,1,1,3,1,1,2,4,4,4,3,4,3,4,4,4,1,2,1,5,3,2,2,1,2,1,2,1,2,1,2,10,50,20,20,0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,5,3,4,5,5,3
1,101,177,3,3,5,2,2,9,4,3,4,4,1,2,2,2,1,3,1,1,1,3,1,1,2,0,0,0,0,0,2,1,1,2,2,1,1,2,2,2,2,4,1,4,1,4,4,4,4,4,4,1,1,1,4,4,4,1,1,4,4,4,1,4,3,3,1,1,2,2,101,177,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,3,3,2,4,4,4,4,4,1,1,1,5,1,1,4,1,4,1,4,1,1,2,2,1,90,5,2,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,4,5,3,1,0,1,3
1,101,178,3,1,4,1,2,6,2,25,4,8,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,3,2,2,2,1,3,2,5,1,2,1,1,2,4,4,3,4,4,2,4,4,4,2,2,2,2,4,4,2,2,2,4,2,1,2,2,3,1,1,2,2,101,178,3,2,1,1,2,1,3,1,1,1,2,1,1,1,4,2,4,4,2,4,2,4,4,2,2,3,1,5,2,1,3,2,2,2,2,2,1,2,2,1,15,75,9,0,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,4,3,3,1
1,101,179,3,3,5,1,3,8,3,11,4,4,1,1,2,2,1,3,2,1,1,2,3,1,1,9,1,2,3,3,2,1,2,2,0,2,5,2,2,2,2,4,1,1,3,3,1,4,4,4,1,4,2,2,1,4,4,4,3,4,1,3,2,3,3,3,1,1,1,2,101,179,3,1,1,1,1,1,2,2,1,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,2,2,2,1,2,3,1,2,1,1,1,2,85,1,11,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,4,4,3,4,2
1,101,180,3,2,2,2,4,12,3,22,4,4,1,2,2,3,1,2,1,1,1,2,3,1,1,4,1,3,4,5,2,1,2,2,2,1,2,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,2,1,2,2,101,180,3,1,1,1,2,1,0,1,1,1,1,3,3,1,1,1,4,4,2,4,4,4,4,4,1,1,1,1,1,1,1,1,5,1,1,2,1,2,2,0,0,97,0,0,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,4,6,1,4,3,4,2
