CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33A.,Q.34.,Q.35A.,Q.36.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45A.,Q.46A.,Q.47.,Q.48A.,Q.49.,Q.50.,Q.51A.,Q.52A.,Q.53.,Q.54.,V.58.,V.59.
1,174,228,7,11,7,7,72,5,3,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,3,1,6,1,2,1,4,1,1,2,3,1,1,4,4,1,1,1,1,1,1,1,2,2,3,68
1,174,229,2,0,1,6,64,2,3,2,2,2,1,2,3,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,3,2,2,5,1,1,1,2,3,1,2,3,5,2,1,1,1,1,1,1,3,1,3,87
1,174,230,2,9,1,7,72,4,3,2,2,3,2,3,3,2,1,2,1,1,1,3,1,3,2,5,4,1,1,1,2,2,3,3,1,5,2,0,4,4,3,3,2,2,1,1,5,3,1,1,2,1,1,1,3,2,3,21
1,174,231,1,9,5,9,93,4,3,3,4,2,1,3,3,1,3,2,1,1,1,3,2,3,5,3,3,1,1,2,2,2,2,1,1,4,2,5,3,1,3,3,3,2,2,3,4,3,1,1,1,1,2,1,3,2,3,49
1,174,232,1,7,5,6,64,3,3,2,4,3,2,2,4,2,3,3,1,1,1,3,2,2,5,3,4,1,1,5,2,2,3,3,6,2,1,2,4,4,4,2,4,1,2,2,4,2,1,1,2,2,1,1,3,2,3,16
1,174,233,1,10,3,5,56,5,3,3,4,2,3,3,3,2,4,3,1,1,1,3,3,3,2,3,4,1,1,1,2,2,3,3,6,3,2,5,4,1,3,3,3,1,2,2,4,3,1,1,1,1,1,1,3,2,3,13
1,174,234,1,9,7,4,43,3,3,3,4,3,2,5,4,3,4,3,1,1,1,3,3,4,3,4,4,1,1,3,1,2,2,3,6,3,1,1,4,1,4,3,3,1,3,1,4,4,1,1,3,2,3,1,1,4,3,22
1,174,235,1,0,2,7,72,1,2,2,1,0,2,1,5,2,0,1,2,1,1,0,1,3,5,3,3,1,1,4,1,2,1,2,1,2,2,0,0,1,3,3,3,1,0,4,4,3,1,1,2,1,1,1,3,4,3,3
1,174,236,2,10,1,7,72,4,4,3,1,2,2,2,2,2,1,1,1,1,1,4,1,2,1,2,2,2,1,3,2,2,3,3,6,1,2,0,4,1,2,2,5,1,1,4,5,2,1,1,1,1,1,1,3,2,3,36
1,174,237,3,10,1,6,64,3,3,2,4,2,4,3,3,2,3,4,2,2,3,4,1,3,2,2,1,1,1,1,2,1,3,1,5,1,1,2,4,2,3,3,2,1,1,1,5,2,1,1,1,1,1,1,3,1,3,15
1,174,238,1,7,4,7,72,5,3,2,4,2,3,3,3,5,1,1,3,2,2,4,1,4,1,3,4,3,3,1,2,2,3,3,6,5,2,5,4,2,3,3,1,1,2,1,5,3,1,1,2,2,1,2,2,2,3,40
1,174,239,1,6,5,3,33,5,3,2,3,2,4,4,5,3,1,3,2,1,1,4,1,4,5,4,4,1,1,4,2,2,2,1,6,3,2,1,1,2,3,2,6,2,2,4,5,2,1,1,2,2,2,3,3,1,3,55
1,174,240,3,9,3,7,72,0,3,3,4,3,2,5,5,2,3,3,1,1,1,4,1,3,5,3,2,1,1,4,2,2,3,3,6,1,1,1,4,4,4,4,2,1,3,4,4,4,1,1,1,1,1,1,3,4,3,61
1,174,241,2,4,4,6,64,2,2,3,3,3,2,4,5,5,1,4,1,2,1,4,1,4,1,2,2,1,1,1,2,2,2,2,6,3,2,2,4,1,2,3,3,1,2,1,1,4,1,1,2,2,1,1,3,2,3,69
1,174,242,2,11,2,7,72,5,0,2,0,2,2,3,0,2,3,2,2,1,1,4,2,2,0,2,2,1,1,1,2,2,3,3,6,1,2,5,0,0,0,3,3,1,1,1,1,3,1,1,1,1,0,1,3,3,3,48
1,174,243,1,7,5,6,63,3,3,2,4,2,3,4,3,3,1,1,2,3,3,4,2,3,5,4,4,1,1,5,2,2,2,2,1,4,1,2,4,1,3,3,2,1,3,4,5,3,1,1,3,2,2,1,3,4,3,64
1,174,244,3,9,6,6,62,4,3,2,2,2,2,3,3,2,3,3,3,3,3,4,2,2,5,3,3,1,1,1,0,2,0,1,6,2,1,1,4,0,0,4,3,2,2,2,4,4,1,1,3,1,2,1,3,2,3,67
1,174,245,1,9,5,2,21,5,4,2,3,3,2,5,3,4,5,3,1,3,3,4,2,5,3,3,1,1,1,4,2,2,3,1,1,1,2,1,1,2,3,3,2,3,3,3,1,4,1,1,2,2,1,1,3,2,3,28
1,174,246,1,11,1,6,64,1,3,3,3,3,3,3,5,4,4,4,1,3,3,4,2,4,5,4,4,1,1,4,2,2,3,3,2,4,2,3,4,1,3,3,3,2,3,2,4,2,1,1,2,2,1,1,3,4,3,70
1,174,247,1,8,1,7,72,1,4,2,2,3,2,1,1,4,2,2,1,1,1,4,3,4,2,4,4,1,1,4,2,1,3,3,6,4,1,4,2,3,3,3,1,1,1,3,5,1,1,1,1,1,2,1,3,4,3,24
1,174,248,1,0,4,7,74,5,2,3,2,2,2,1,1,2,3,1,1,1,1,4,3,3,1,4,4,1,1,1,1,2,3,3,1,5,1,1,4,3,1,4,3,1,2,2,1,3,1,1,3,1,2,1,1,0,3,39
1,174,249,2,9,6,9,93,4,3,2,3,2,4,3,3,5,2,1,2,1,1,4,3,3,4,3,3,1,1,5,2,2,1,1,6,3,2,2,4,2,2,4,3,1,3,1,1,4,1,1,3,1,2,1,3,2,3,63
1,174,250,1,0,4,3,33,5,5,2,4,3,1,5,3,5,2,2,1,3,3,4,3,3,3,5,3,1,1,5,2,2,2,3,6,3,1,1,4,1,3,3,3,1,4,4,5,4,1,1,4,1,3,2,3,2,3,31
1,174,251,1,11,6,4,43,5,4,2,2,2,3,5,4,2,3,1,2,1,1,4,3,4,4,4,3,1,1,1,2,2,1,2,6,4,1,4,1,3,2,3,3,1,2,1,5,4,1,1,2,2,2,1,3,3,3,23
1,174,252,1,9,6,7,74,2,3,3,3,3,2,4,5,4,2,2,4,1,1,4,3,3,3,4,4,1,2,4,2,1,1,3,6,4,2,0,4,2,2,3,2,2,3,2,1,3,1,1,2,1,3,1,1,2,3,14
1,174,253,1,0,5,0,0,5,4,3,3,3,2,5,5,4,4,3,2,1,1,4,3,4,3,4,4,1,1,5,1,0,1,2,3,4,1,1,4,4,0,3,2,1,4,1,1,4,3,1,1,1,1,1,0,4,3,7
1,174,254,1,10,3,5,56,3,3,3,2,3,4,5,5,3,5,2,1,3,2,4,3,5,3,4,4,3,1,1,1,1,3,3,5,3,1,2,1,1,4,3,1,1,4,2,5,4,1,1,4,3,1,1,3,4,3,26
1,174,255,1,6,4,7,74,4,3,3,1,3,2,3,5,2,3,1,3,3,3,4,3,1,5,3,5,1,1,5,2,2,2,2,6,5,1,1,4,4,3,3,3,1,1,1,5,4,1,1,1,1,2,1,3,2,3,71
1,174,256,3,9,5,6,64,3,3,2,4,2,3,3,3,5,2,4,2,1,1,4,4,3,2,2,3,1,1,1,2,1,3,2,6,5,2,5,4,2,2,3,2,2,2,1,5,3,1,1,2,2,1,3,3,1,3,58
1,174,257,2,9,4,6,64,2,3,2,4,2,3,3,3,5,1,4,2,1,3,4,4,4,5,5,5,3,3,0,0,0,3,3,1,5,2,5,4,4,4,4,2,1,2,1,5,1,1,1,1,1,1,3,2,2,3,44
1,174,258,1,11,4,4,42,4,3,3,3,2,3,5,5,3,4,2,1,1,1,4,0,4,5,4,4,1,1,5,1,0,3,2,5,3,1,1,4,1,1,4,3,2,3,4,4,0,1,1,1,1,2,1,2,2,3,62
1,174,259,3,10,5,6,64,2,3,3,1,3,3,3,3,2,4,3,1,3,3,1,1,3,2,2,3,1,1,5,2,2,2,3,6,4,1,2,4,4,3,3,3,1,2,2,1,3,1,1,2,2,2,3,3,2,3,43
1,174,260,1,11,1,0,0,5,3,3,4,3,4,1,4,1,3,4,1,1,1,1,1,1,5,5,4,1,1,2,2,1,3,3,6,1,2,5,1,3,3,3,6,1,3,1,2,1,1,1,1,1,1,1,3,2,3,54
1,174,261,2,8,3,5,57,4,2,2,2,2,2,2,4,2,3,3,1,1,1,1,1,2,2,3,4,1,1,1,2,2,3,3,6,5,2,0,4,1,3,3,2,1,2,1,4,2,1,1,2,1,1,1,3,2,3,4
1,174,262,1,9,4,7,71,2,3,3,2,2,2,4,5,2,3,1,1,2,2,1,1,3,2,3,3,1,1,1,2,2,3,3,3,1,2,0,4,2,2,2,3,2,2,1,4,4,1,1,1,2,3,1,3,2,3,45
1,174,263,4,7,6,7,72,5,3,2,2,2,3,3,2,2,2,1,1,1,1,2,1,2,3,4,4,1,1,2,1,2,3,2,6,1,1,1,4,1,2,3,3,0,2,4,4,2,1,1,2,1,1,1,3,1,3,10
1,174,264,2,9,1,6,64,1,3,1,1,2,1,2,2,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,4,1,2,5,4,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,3,2,3,0
1,174,265,3,0,6,6,64,3,3,2,2,2,3,3,2,2,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2,2,1,3,6,0,2,0,4,1,1,4,3,3,1,1,5,3,1,1,2,2,3,3,3,2,3,50
1,174,266,2,9,2,6,64,1,3,1,2,2,1,3,0,2,1,1,1,1,1,2,2,2,2,3,3,1,1,1,2,0,3,3,6,1,2,0,4,0,2,3,2,1,1,4,1,2,1,1,1,1,2,1,3,1,3,11
1,174,267,1,10,5,6,62,4,3,3,4,2,3,3,3,3,3,2,2,1,2,2,2,3,5,3,3,1,1,1,2,2,2,1,6,2,2,1,4,2,3,3,3,3,2,1,5,2,1,1,3,2,2,1,3,2,3,57
1,174,268,1,11,4,7,72,3,3,2,4,3,1,5,3,3,4,4,1,1,1,2,2,2,2,3,3,1,1,4,1,1,3,2,3,2,1,2,4,2,4,3,3,1,2,4,5,1,1,1,3,1,2,1,3,4,3,1
1,174,269,1,6,3,7,71,4,3,2,3,3,3,2,3,3,3,3,2,1,1,2,2,2,4,3,3,1,1,4,2,2,1,3,6,3,1,1,4,1,2,3,2,1,3,3,4,3,1,1,3,2,1,1,3,1,3,17
1,174,270,1,9,2,5,57,5,2,2,3,2,1,5,3,3,0,1,1,3,3,2,2,2,4,2,2,1,1,4,2,2,1,1,6,1,2,1,4,1,1,3,3,2,1,3,3,1,1,1,3,2,2,1,3,2,3,20
1,174,271,1,6,3,5,54,4,3,2,2,2,2,4,3,2,4,3,2,1,1,2,2,2,1,2,2,1,1,4,2,0,0,3,6,3,2,0,4,3,3,3,4,1,2,2,5,3,1,1,2,3,1,3,3,4,3,47
1,174,272,2,0,3,6,64,1,3,2,1,2,2,3,4,3,1,1,1,1,1,2,2,3,4,3,3,1,1,5,2,2,3,3,6,2,2,0,4,1,3,3,3,1,1,0,4,2,1,1,1,1,1,1,2,2,3,5
1,174,273,2,8,5,7,72,2,3,3,3,2,3,3,4,3,3,2,2,1,1,2,2,4,4,4,3,1,1,4,2,1,1,1,6,2,2,2,4,1,2,3,2,2,2,4,1,4,1,1,2,2,2,1,3,1,3,29
1,174,274,1,9,2,6,64,1,3,2,2,3,3,4,4,2,1,3,2,1,1,2,2,3,4,2,3,3,3,3,2,2,3,3,1,2,2,0,4,2,3,3,3,2,1,2,4,2,1,1,2,2,2,3,2,2,3,32
1,174,275,2,0,1,6,64,1,3,2,2,2,2,3,4,2,3,3,2,1,1,2,2,2,2,2,2,1,1,1,2,2,3,3,1,5,2,1,4,1,1,4,4,3,2,3,5,2,1,1,1,1,1,3,3,2,3,33
1,174,276,2,11,6,2,21,5,3,2,3,3,3,0,4,4,3,4,2,1,1,2,2,3,2,2,3,2,1,3,2,2,3,3,6,5,2,1,4,1,1,2,4,1,3,1,1,4,1,1,3,1,2,1,2,2,3,34
1,174,277,1,0,4,3,33,5,3,3,3,3,4,5,5,2,3,1,2,1,1,2,2,4,3,4,4,1,1,4,2,2,3,3,6,2,2,1,1,1,2,4,3,1,1,2,4,3,1,1,1,1,1,3,3,2,3,30
1,174,278,3,0,1,0,0,1,2,3,3,0,2,3,3,3,3,3,1,3,3,2,3,4,5,2,3,1,1,5,2,2,3,3,6,2,0,3,4,1,3,3,3,1,0,2,1,3,1,1,2,2,2,3,3,4,3,52
1,174,279,1,0,0,0,0,0,4,0,0,0,4,0,3,3,0,3,0,2,0,2,3,1,3,2,3,1,1,4,1,1,3,2,1,2,2,4,4,0,0,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,3,65
1,174,280,2,11,3,3,31,5,4,2,4,2,2,3,3,2,4,1,1,1,1,2,3,3,4,3,3,1,1,4,2,2,1,3,1,5,2,0,4,1,2,3,3,1,2,2,4,2,1,1,1,1,1,1,2,2,3,2
1,174,281,2,11,7,6,63,3,3,3,2,3,3,3,4,2,4,1,2,1,1,2,3,3,4,4,4,1,1,4,1,2,3,3,6,4,2,2,4,1,3,3,3,2,2,1,1,1,1,1,3,2,1,1,2,2,3,42
1,174,282,1,0,5,6,64,2,4,3,1,3,3,5,5,2,3,1,1,2,2,2,3,1,5,3,2,1,1,4,1,2,1,3,6,2,1,1,4,1,2,2,3,3,2,3,4,2,1,1,2,1,1,1,3,1,3,56
1,174,283,2,7,7,5,53,4,3,3,3,3,3,4,5,4,2,1,1,1,1,2,3,4,4,4,4,1,1,4,2,2,1,1,6,3,2,0,4,2,3,3,4,1,3,1,2,3,1,1,2,2,2,1,3,4,3,66
1,174,284,2,10,4,6,64,1,3,2,1,2,2,3,3,1,2,1,1,1,1,2,4,2,1,3,3,1,1,4,2,2,3,1,6,1,1,1,4,1,2,3,3,1,1,4,4,1,1,1,1,1,1,3,2,1,3,9
1,174,285,2,10,2,5,53,3,1,3,4,2,3,3,3,5,3,1,2,3,3,1,4,4,5,5,5,1,1,0,2,2,3,3,1,5,2,5,4,4,4,2,2,1,2,4,5,4,1,1,3,1,1,1,0,2,3,38
1,174,286,1,9,1,6,64,2,2,3,4,3,2,4,5,5,4,1,1,1,2,1,4,1,5,3,2,1,2,4,2,2,3,2,3,3,1,1,4,1,3,3,3,1,2,2,4,1,1,1,1,1,2,1,3,2,3,46
1,174,287,2,9,4,6,63,2,3,3,4,3,3,5,5,3,3,1,1,2,2,1,3,3,1,4,4,1,1,4,2,1,3,3,6,3,2,2,4,1,3,3,3,1,1,1,5,3,1,1,2,1,2,1,3,1,3,59
1,174,288,2,0,3,0,0,1,3,3,1,1,4,3,1,3,4,0,1,3,3,1,2,2,1,1,1,1,1,6,2,2,3,2,6,3,2,0,4,0,3,2,3,4,2,3,4,1,1,1,1,1,1,3,3,2,3,18
1,174,289,2,10,1,3,33,3,3,3,1,2,0,3,3,1,4,4,1,1,1,1,2,1,5,1,4,1,1,0,2,2,3,3,6,5,1,1,4,3,3,3,3,1,1,1,5,1,1,1,1,1,1,1,3,1,3,51
1,174,290,1,9,4,0,0,3,0,1,4,2,2,2,3,1,3,4,1,3,3,1,2,1,1,1,1,1,1,3,2,2,2,2,6,5,1,1,4,3,2,3,2,1,1,2,1,1,1,1,2,1,1,1,2,2,3,60
1,174,291,2,10,3,6,64,3,3,3,2,3,2,3,3,2,4,2,1,3,3,1,2,3,2,3,3,1,1,1,2,2,3,3,1,1,2,2,4,1,3,3,3,2,1,3,5,2,1,1,1,1,1,3,3,2,3,19
1,174,292,1,9,1,6,64,4,3,3,1,2,2,3,4,3,3,1,1,1,1,1,2,2,1,2,3,1,1,1,2,2,3,2,1,1,1,1,4,0,0,0,3,3,1,0,5,1,1,1,1,1,2,1,3,2,3,41
1,174,293,2,10,0,7,72,1,3,3,3,3,4,5,5,4,4,2,1,3,3,1,2,3,3,4,3,1,1,4,2,1,3,3,2,4,2,0,4,3,2,3,2,2,2,2,5,4,1,1,4,1,1,2,3,3,3,53
1,174,294,2,7,4,6,64,2,3,3,3,3,4,5,5,3,3,2,1,3,3,1,2,3,4,4,3,1,1,4,2,1,2,3,1,4,1,2,4,3,2,3,3,2,2,2,5,3,1,1,3,2,2,1,3,3,3,27
1,174,295,2,10,5,6,61,4,3,3,3,2,4,3,5,2,3,1,3,1,1,1,2,3,4,4,4,2,2,4,2,2,3,3,6,4,2,1,2,1,1,2,3,1,2,3,1,2,1,1,0,2,1,2,2,2,3,35
1,174,296,3,0,2,5,58,5,3,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,5,1,1,1,1,1,2,2,2,3,0,3,1,1,4,1,2,3,4,1,1,2,4,4,1,1,1,1,1,1,3,3,3,8
1,174,297,1,3,4,6,64,1,3,1,2,2,1,2,2,4,1,1,1,1,1,1,1,2,3,3,3,1,1,6,1,2,1,1,6,1,2,1,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,12
1,174,298,2,7,2,5,59,4,3,2,1,2,2,2,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,6,1,0,0,4,2,1,3,3,1,1,4,1,1,1,1,1,1,1,3,3,1,3,25
1,174,299,1,10,1,5,59,4,3,2,2,3,2,2,2,2,3,4,1,3,3,1,1,5,1,1,4,1,1,1,2,2,3,3,6,5,2,5,4,3,2,3,1,1,2,4,2,3,1,1,3,1,1,1,3,2,3,37
1,174,300,1,10,1,2,23,4,3,3,3,2,1,3,2,4,1,1,2,1,1,1,1,4,5,3,3,1,1,4,2,2,1,3,6,3,0,1,1,0,2,4,6,1,3,1,5,2,1,1,1,1,1,1,3,2,3,68
1,174,301,1,11,0,9,93,5,0,1,2,2,2,2,0,2,3,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,3,0,6,2,0,1,1,2,1,2,3,1,1,2,5,2,1,1,1,1,1,2,3,2,3,6
1,174,302,2,6,6,7,74,5,3,2,4,2,1,3,2,3,1,4,1,2,2,3,1,3,2,2,3,1,1,6,2,2,2,2,6,5,2,1,4,2,2,4,4,1,3,2,2,3,1,1,2,1,2,3,1,3,1,90
1,174,303,7,0,7,7,74,5,3,2,1,1,1,2,2,1,2,1,1,1,1,3,1,2,2,1,1,2,1,4,2,2,3,3,1,2,2,1,4,2,2,2,6,1,2,4,1,2,1,1,2,1,1,1,1,2,1,71
1,174,304,2,0,1,7,74,5,3,3,4,3,3,4,5,4,3,2,2,2,2,3,1,2,5,2,2,1,1,4,2,2,3,3,1,2,2,2,4,2,3,3,4,2,4,4,5,4,1,1,1,1,2,1,2,2,1,12
1,174,305,5,10,7,9,93,5,3,1,4,1,2,2,1,2,3,1,2,1,1,3,2,3,2,2,3,2,1,3,1,2,1,3,6,5,2,5,4,1,2,2,3,1,2,3,2,4,2,1,1,1,1,1,2,2,1,66
1,174,306,2,9,2,7,74,5,2,2,3,3,3,4,4,3,3,2,1,1,0,3,2,3,5,3,3,1,1,3,2,2,2,2,2,1,1,2,4,2,2,3,4,1,1,2,5,0,1,1,4,1,3,1,2,1,1,87
1,174,307,2,10,2,9,93,4,2,3,2,2,2,3,3,2,3,1,1,1,1,3,2,2,2,2,1,1,1,4,2,2,3,3,1,2,2,5,4,1,3,3,3,4,1,4,5,2,2,1,1,1,0,1,3,1,1,99
1,174,308,3,11,1,7,74,4,3,2,2,2,2,5,3,3,3,3,1,1,1,3,2,4,5,3,3,2,1,1,1,2,2,2,6,2,1,1,4,1,1,2,3,1,1,3,5,2,1,1,1,1,1,1,1,2,1,30
1,174,309,1,9,1,6,63,0,3,2,2,1,2,4,2,4,5,2,2,3,2,3,3,5,4,3,1,2,2,4,1,2,3,2,1,1,1,5,4,1,3,2,4,3,1,4,5,1,3,1,1,1,1,1,2,2,1,29
1,174,310,2,7,6,7,74,5,3,3,3,2,3,4,4,4,3,4,1,1,1,3,3,4,4,3,4,1,2,4,0,2,3,2,6,4,1,3,4,1,1,4,3,1,3,2,4,3,2,1,2,1,2,1,3,2,1,16
1,174,311,2,0,4,0,0,4,3,3,4,3,2,3,3,3,5,1,1,1,2,3,3,1,2,1,4,1,1,1,2,2,3,0,4,4,1,2,4,1,1,2,4,1,2,4,2,4,2,4,2,2,3,1,1,2,1,73
1,174,312,2,10,3,7,74,4,3,3,3,3,4,5,5,3,3,2,2,2,2,3,3,4,3,4,4,1,1,4,1,1,2,1,5,4,2,2,4,1,3,3,4,2,2,2,4,4,1,2,2,3,3,1,3,4,1,68
1,174,313,1,6,5,7,74,5,3,3,4,2,4,3,5,3,5,3,3,1,1,3,3,2,5,4,4,2,2,4,2,1,3,3,1,4,1,4,3,3,3,3,3,3,2,2,5,4,1,2,2,1,3,3,3,3,1,77
1,174,314,2,10,3,7,74,4,3,3,4,3,2,5,5,4,4,1,1,1,1,3,3,3,4,5,1,1,1,4,2,1,3,2,1,4,0,4,4,2,2,2,4,2,1,3,4,3,2,1,4,1,3,3,3,4,1,22
1,174,315,2,7,7,7,74,4,3,3,3,3,2,4,4,3,2,1,1,1,1,4,1,4,4,4,4,2,3,3,2,1,1,1,6,3,1,2,4,1,2,2,3,1,2,2,5,3,1,1,2,1,3,1,2,2,1,60
1,174,316,1,4,6,9,93,5,2,3,3,2,4,3,3,4,3,1,0,1,1,4,1,4,5,4,4,2,2,3,2,2,0,2,6,5,2,4,4,4,2,3,3,1,2,2,4,4,2,2,2,2,2,1,3,1,1,93
1,174,317,2,5,4,7,74,5,2,3,3,2,1,5,3,4,3,3,1,1,2,4,1,4,2,3,3,1,2,4,2,2,3,2,6,1,2,0,4,1,3,3,2,2,3,3,5,4,1,1,4,2,3,3,2,2,1,52
1,174,318,2,9,6,7,74,4,2,2,2,1,1,1,2,4,5,1,1,1,1,4,2,4,2,1,3,1,1,2,1,2,3,1,1,4,1,1,4,1,1,3,3,1,1,1,5,3,1,1,1,1,2,1,3,1,1,94
1,174,319,2,5,2,7,74,1,2,1,2,1,2,2,2,1,1,1,1,1,1,4,2,5,1,3,5,2,1,3,2,2,3,1,1,2,2,5,4,1,1,2,3,1,1,2,1,2,1,1,2,1,2,1,3,1,1,28
1,174,320,1,0,3,7,72,5,3,2,1,2,2,5,5,2,3,1,1,1,1,2,4,3,2,3,4,1,1,4,2,2,2,3,2,4,0,1,1,2,1,3,4,2,2,2,5,4,1,1,1,1,2,2,3,2,5,99
1,174,321,1,10,1,5,53,2,3,3,2,2,1,2,2,3,0,0,1,1,0,2,0,0,0,3,2,1,1,3,2,0,3,3,1,4,1,2,4,1,0,3,3,0,0,0,0,0,0,0,0,3,2,0,0,2,5,13
1,174,322,2,8,5,5,59,3,3,1,1,2,2,2,2,1,4,3,1,1,3,1,2,2,2,2,2,1,1,1,2,2,3,0,0,2,1,2,1,1,4,3,4,2,1,2,3,3,2,1,2,1,1,1,3,2,5,42
1,174,323,1,6,4,0,0,5,3,1,1,2,1,2,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,4,1,1,2,6,3,1,4,5,1,1,1,1,1,0,0,0,0,5,49
1,174,324,2,0,3,7,74,4,3,1,1,2,2,3,2,1,3,3,1,1,3,1,2,2,1,3,2,1,1,1,2,2,3,3,2,2,2,1,4,1,1,2,4,2,1,3,2,2,2,1,2,1,1,1,3,2,5,26
1,174,325,2,11,6,3,33,5,3,2,1,2,2,3,2,4,4,1,1,1,1,1,2,4,4,3,3,1,1,4,2,1,3,3,6,3,1,1,4,2,3,3,3,2,1,1,5,3,1,1,1,1,2,1,3,2,5,29
1,174,326,1,9,1,0,0,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,3,1,1,5,0,0,0,3,0,2,1,0,4,2,3,1,5,1,1,3,5,0,2,1,4,2,0,0,3,3,5,44
1,174,327,2,11,1,3,33,5,3,2,1,2,2,1,1,1,4,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,3,3,5,1,2,1,4,4,2,2,6,2,1,3,1,1,1,1,1,1,2,1,2,2,5,36
1,174,328,1,9,4,7,74,5,3,2,4,2,2,3,3,2,1,1,2,1,2,1,2,3,2,3,3,2,2,4,2,2,3,3,6,1,2,1,4,1,1,2,4,2,2,1,5,4,2,1,1,2,1,1,3,2,5,9
1,174,329,7,9,2,0,0,3,3,3,1,3,2,3,3,2,3,3,1,1,1,1,2,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,1,1,2,1,1,3,4,5,18
1,174,330,2,9,3,5,59,3,3,2,2,2,2,4,4,3,3,2,2,1,1,1,2,1,5,3,2,1,1,4,1,2,3,2,2,3,2,3,4,3,2,3,1,2,3,2,1,1,2,1,3,3,3,3,3,2,5,48
1,174,331,2,11,4,6,62,2,3,2,1,2,2,2,4,1,5,1,1,1,2,1,2,3,2,3,4,1,1,1,2,2,3,3,2,5,2,5,4,1,1,3,4,1,2,1,4,2,3,1,0,1,1,1,2,4,5,63
1,174,332,2,10,1,5,59,2,3,1,1,2,1,2,4,2,3,3,1,2,2,1,2,3,5,2,3,1,1,5,2,1,3,0,6,2,2,1,4,2,2,2,4,3,2,1,4,2,2,3,3,1,1,1,1,2,5,7
1,174,333,1,0,1,6,64,1,3,1,3,2,4,5,5,2,1,2,1,1,1,1,2,3,5,3,3,2,2,1,2,2,3,3,6,1,1,1,4,1,3,3,3,2,3,3,5,4,1,1,1,1,1,2,3,2,5,85
1,174,334,1,10,1,5,59,1,3,2,1,1,1,2,2,1,1,3,1,3,1,1,1,1,1,1,2,1,1,3,2,2,3,3,6,1,2,1,4,1,4,2,4,4,1,4,5,4,2,1,1,1,1,1,2,1,5,56
1,174,335,4,9,7,6,63,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,1,1,4,2,2,2,3,6,3,2,5,4,4,4,4,3,2,1,2,2,3,1,1,2,1,1,1,3,2,5,2
1,174,336,1,7,1,5,54,1,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,1,1,1,5,2,2,3,3,6,1,1,2,4,4,2,3,3,3,1,3,4,4,2,1,1,1,1,1,3,2,5,20
1,174,337,1,11,1,7,74,5,3,1,1,1,1,2,1,1,5,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,5,4,1,2,4,1,1,2,4,1,1,4,3,1,3,1,1,1,1,1,3,1,5,11
1,174,338,3,9,6,7,74,5,3,3,2,3,3,4,4,3,4,1,2,1,2,3,2,4,5,3,3,1,1,1,2,1,0,3,6,3,1,3,4,1,3,3,3,1,1,3,5,4,2,1,2,1,2,1,3,4,5,7
1,174,339,3,0,4,0,0,5,3,2,1,3,3,3,4,2,3,2,1,1,3,3,2,3,2,3,2,2,1,1,2,2,3,3,6,1,1,2,4,1,3,3,3,1,1,4,5,4,1,1,1,1,3,1,3,3,5,11
1,174,340,3,10,6,6,64,1,3,2,2,2,2,5,5,2,3,4,1,2,2,3,2,4,4,3,3,1,1,4,2,1,3,3,6,5,2,5,4,1,2,3,3,2,2,3,4,2,2,1,2,2,2,1,2,2,5,1
1,174,341,1,3,5,4,42,5,3,3,4,2,4,5,5,5,4,4,1,1,3,3,2,3,2,2,4,1,1,1,2,2,3,3,1,3,1,1,4,1,3,3,2,1,2,1,5,4,1,1,1,3,3,2,3,2,5,15
1,174,342,1,0,6,7,74,1,3,1,1,2,2,2,2,1,1,1,1,1,1,3,3,4,1,2,4,1,1,4,1,2,3,3,6,1,2,2,4,1,2,2,6,1,4,4,5,4,1,1,1,2,1,1,3,2,5,40
