CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16A.,Q.16B.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A....DID,Q.21B....DID,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,CARD..1,DECK..1,BALLOT..1,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,Q.105.,Q.106.,Q.106A.,Q.106B.,Q.106C.,Q.106D.,Q.106E.,Q.106F.,Q.106G.,Q.107.,Q.108.,Q.109.,Q.110.,Q.111.,Q.112.,Q.113.,Q.114.,N.116.,N.117.,N.118.
1,177,1399,1,3,1,1,6,4,4,1,11,5,0,1,3,1,5,4,0,3,1,5,5,1,1,2,2,3,5,1,2,2,12,4,4,1,1,1,1,1,2,5,4,4,5,1,4,1,3,7,2,4,3,3,1,3,3,1,2,3,4,2,2,2,1,2,6,2,177,1399,2,12,2,4,3,4,2,3,2,2,2,2,1,4,3,2,1,3,1,1,12,5,2,1,1,2,2,3,1,1,2,2,2,2,1,5,2,2,1,1,1,1,3,2,3,3,3,3,3,1,3,4,4,4,1,2,3,3,44,817,0
1,177,1400,1,3,1,2,3,6,4,1,3,11,7,1,2,4,7,6,9,3,2,1,2,2,1,1,1,2,5,1,1,1,7,1,2,1,5,2,2,1,1,3,3,2,5,1,2,2,1,4,4,4,3,1,1,2,2,2,3,3,4,2,3,3,2,3,3,2,177,1400,3,2,3,5,2,5,3,4,1,1,2,3,6,3,1,1,1,3,1,1,5,4,2,2,3,3,2,3,3,2,1,1,1,1,1,1,2,2,3,1,1,1,3,1,1,3,2,2,3,1,2,2,1,1,3,4,1,2,21,626,0
1,177,1401,1,3,1,2,4,3,4,1,4,11,7,8,7,1,5,6,6,3,2,2,2,1,1,2,1,2,5,2,1,1,5,1,3,1,3,2,2,1,1,5,2,2,2,1,2,2,1,8,4,4,3,2,2,3,2,2,1,3,3,2,2,2,3,2,5,2,177,1401,3,12,2,4,2,2,3,2,2,1,3,4,2,2,1,1,1,2,2,2,12,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,4,4,2,2,1,1,1,2,1,1,1,1,3,4,2,4,3,4,2,3,45,945,0
1,177,1402,1,3,2,5,4,5,4,1,0,3,0,2,2,4,0,4,5,2,2,2,3,1,1,1,2,3,4,1,1,2,12,1,4,1,5,2,2,2,1,1,2,2,3,1,1,2,2,12,4,5,0,1,3,2,3,2,2,2,1,2,2,1,1,1,6,2,177,1402,3,12,1,1,1,0,1,2,4,1,1,1,12,1,1,1,1,3,5,1,10,1,0,1,1,0,4,1,1,2,1,1,2,5,1,7,2,2,1,6,2,3,4,4,4,4,4,4,4,4,1,5,5,1,2,4,4,5,44,771,0
1,177,1403,1,3,2,1,4,4,4,1,11,5,6,8,7,4,8,6,7,4,2,2,1,1,1,2,2,2,5,2,1,1,1,4,1,4,4,2,2,1,2,2,2,2,3,1,3,2,1,6,4,4,2,3,2,2,2,1,1,2,2,2,2,2,3,0,0,2,177,1403,0,12,0,0,0,0,0,5,6,5,6,6,12,5,6,2,1,2,2,4,12,5,2,2,2,2,2,3,2,2,2,2,2,3,2,6,2,2,1,1,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,3,2,2,56,617,0
1,177,1404,1,3,2,1,4,5,4,1,5,7,0,3,5,1,6,6,0,2,2,2,1,1,1,2,1,1,5,2,1,1,5,1,3,1,5,4,2,1,2,5,3,5,3,1,2,2,1,8,4,4,2,3,2,3,2,2,3,3,2,2,1,2,2,1,1,2,177,1404,2,12,2,2,2,2,3,2,2,1,3,3,12,1,1,1,1,2,2,3,11,2,1,3,2,1,3,2,3,3,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,3,3,4,2,4,32,658,0
1,177,1405,1,3,2,1,3,4,4,1,2,3,7,5,0,7,0,8,0,3,2,2,1,1,1,2,2,0,0,1,1,1,1,4,1,1,1,1,2,0,3,1,5,1,4,1,3,4,1,11,4,4,1,1,5,1,1,1,1,1,1,3,1,2,3,1,1,2,177,1405,1,1,1,1,1,1,1,3,1,1,1,5,12,3,1,4,1,1,4,4,12,1,3,3,3,3,3,2,3,0,2,3,3,2,3,5,2,1,1,1,2,1,3,3,3,3,3,3,3,3,2,4,2,1,1,2,1,1,55,738,0
1,177,1406,1,3,3,1,4,5,4,1,4,9,6,8,7,1,8,6,0,2,1,5,1,1,1,2,1,3,5,1,1,1,1,4,1,4,5,1,4,1,2,1,2,5,5,1,3,4,1,12,4,4,1,2,4,2,2,3,2,1,2,1,2,2,1,3,1,2,177,1406,1,11,1,2,2,3,1,4,1,1,1,3,12,1,5,1,1,2,2,3,12,1,3,3,3,3,2,2,3,3,2,2,2,2,3,1,2,2,5,1,2,2,2,2,1,3,2,3,3,1,3,4,3,1,3,4,2,2,45,944,0
1,177,1407,1,3,3,1,4,6,4,1,3,3,3,3,1,1,1,2,0,3,2,2,4,1,1,2,2,3,5,1,2,2,12,1,3,4,3,2,4,3,4,2,2,2,1,1,4,4,1,12,4,4,2,1,3,1,1,1,1,1,2,2,2,2,1,2,1,2,177,1407,4,12,1,0,0,0,0,5,6,5,6,4,12,1,6,2,1,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,1,3,3,3,4,22,727,0
1,177,1408,1,3,3,1,4,5,4,1,4,11,7,8,7,1,8,6,9,2,2,1,3,1,1,1,2,2,5,2,1,1,5,1,5,1,3,2,1,1,2,5,5,5,5,1,3,2,1,5,1,1,2,3,4,3,1,2,1,2,2,2,2,2,4,3,5,2,177,1408,2,1,1,2,4,2,2,2,2,1,2,5,2,4,1,1,1,3,1,3,10,5,2,2,2,2,2,2,3,1,1,1,1,2,3,5,2,2,1,1,1,1,4,4,4,4,1,4,4,1,3,1,2,3,2,2,1,2,43,629,0
1,177,1409,1,3,3,2,3,4,4,1,0,7,7,2,1,1,6,5,0,4,1,5,2,1,1,2,2,3,5,2,1,2,12,4,5,1,3,2,2,1,2,5,2,1,1,5,3,4,4,6,4,4,1,3,2,1,2,1,1,2,2,2,2,1,2,3,5,2,177,1409,4,5,1,2,3,3,2,4,1,2,2,5,5,3,3,2,2,3,2,4,12,5,2,2,3,2,2,2,2,3,2,2,2,2,2,6,2,2,5,3,1,2,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,2,54,604,0
1,177,1410,1,3,3,2,3,3,4,1,1,6,7,1,1,1,5,4,5,1,2,2,1,1,1,2,1,1,5,2,1,1,5,1,4,1,5,2,1,1,1,4,3,4,5,1,1,1,1,4,4,4,2,3,1,1,1,2,2,4,2,2,3,2,1,2,2,2,177,1410,2,11,2,3,2,3,2,2,2,1,2,4,4,1,1,3,1,3,1,1,10,4,1,2,2,2,1,1,1,3,1,2,3,2,2,2,1,1,2,2,1,2,2,3,2,4,3,2,2,1,2,2,3,3,3,4,2,2,22,731,0
1,177,1411,1,3,3,2,3,4,4,1,3,7,7,1,1,4,6,5,7,3,2,2,3,1,1,1,2,1,5,3,1,1,11,1,2,1,3,2,2,1,1,2,3,4,2,1,1,3,1,7,4,4,2,1,3,2,1,2,2,3,3,2,1,2,4,2,1,2,177,1411,4,5,2,4,4,4,3,2,2,5,4,4,2,1,1,1,1,3,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,4,4,1,4,1,4,4,4,3,3,2,3,3,4,1,4,44,786,0
1,177,1412,3,3,4,1,5,6,5,2,3,3,1,3,2,4,4,4,4,3,2,3,4,2,2,2,2,3,5,1,2,1,5,3,4,2,4,2,2,1,1,3,3,2,2,1,3,2,1,7,4,4,2,3,3,3,2,2,1,3,2,3,2,2,1,2,2,2,177,1412,3,3,1,2,2,2,1,4,1,1,2,2,9,1,2,2,1,2,1,2,7,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,5,2,1,3,2,3,3,3,3,3,2,2,3,3,1,1,1,1,1,22,702,0
1,177,1413,3,3,4,2,5,6,4,1,3,11,6,8,2,1,8,6,0,3,2,1,1,1,1,2,1,2,5,2,1,1,5,1,2,3,3,1,2,1,2,5,5,5,4,1,4,2,1,6,4,4,2,1,4,3,2,1,1,3,3,3,2,2,4,1,6,2,177,1413,3,7,2,3,1,3,1,3,2,2,2,3,7,2,2,1,1,2,2,3,3,5,2,3,2,2,2,3,2,3,2,2,2,2,2,6,2,2,1,1,1,1,4,4,4,4,4,4,4,2,1,3,3,2,2,2,3,3,22,520,0
1,177,1414,3,3,4,1,5,4,4,1,3,7,5,2,5,1,6,4,7,2,2,2,2,1,1,1,1,2,3,1,1,1,5,1,2,5,4,2,3,1,2,5,2,5,3,1,4,2,1,6,4,4,1,1,4,4,2,2,2,2,3,2,2,1,3,1,2,2,177,1414,2,7,1,2,2,2,1,3,2,1,2,3,9,2,1,2,1,3,2,4,11,1,3,3,3,3,2,3,3,3,2,3,1,3,1,5,2,2,1,1,1,2,2,1,3,2,1,2,3,1,3,4,2,2,3,4,1,1,32,635,0
1,177,1415,1,3,4,1,5,7,4,1,4,11,7,8,7,3,9,6,6,3,2,1,1,2,1,2,2,2,5,3,1,1,5,1,2,5,3,1,2,1,2,5,5,5,5,2,1,2,1,8,4,4,4,3,1,3,2,1,1,3,2,1,3,3,1,2,5,2,177,1415,4,4,2,2,2,3,3,3,2,2,2,4,12,1,5,1,2,3,1,1,2,1,2,3,2,2,1,3,2,3,2,1,1,2,2,6,2,2,1,2,2,2,2,2,3,3,3,3,3,3,2,3,3,5,3,4,3,2,22,806,0
1,177,1416,1,3,4,1,4,4,4,1,4,6,6,8,7,4,8,6,4,3,2,1,1,1,1,1,1,2,5,3,1,1,5,3,1,3,5,2,2,1,2,2,2,2,2,1,2,2,1,6,4,4,2,1,4,2,2,1,2,2,2,2,2,2,3,2,1,2,177,1416,2,1,2,2,3,3,2,3,1,1,1,4,2,1,1,1,2,2,3,3,1,5,2,3,3,3,3,3,3,3,2,2,2,2,2,5,2,2,1,1,2,2,2,3,3,3,3,3,3,2,2,4,3,1,2,3,2,2,55,475,0
1,177,1417,1,3,4,1,3,5,4,1,11,9,7,0,6,1,6,6,8,2,2,1,1,1,1,2,2,2,0,2,1,1,7,2,2,1,2,2,2,1,3,1,5,1,3,1,4,2,1,8,4,4,1,1,2,3,2,2,2,3,3,3,2,0,1,1,5,2,177,1417,1,12,2,3,2,2,2,3,2,2,2,5,12,3,1,1,2,4,5,5,12,6,0,0,0,0,4,5,4,0,0,0,0,5,4,7,3,3,0,6,4,5,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,56,854,0
1,177,1418,1,3,4,1,3,5,6,1,2,4,7,8,7,4,8,6,7,3,2,1,1,1,1,1,1,2,3,2,1,2,12,1,4,3,5,1,1,1,2,5,2,5,2,1,1,2,1,1,4,1,3,3,1,1,1,2,2,3,3,1,1,1,3,3,3,2,177,1418,2,1,2,3,4,3,3,3,2,1,2,4,3,1,3,1,1,2,1,2,2,5,2,3,2,2,2,2,3,2,2,1,2,2,2,5,2,2,1,1,2,3,3,3,2,3,2,3,3,3,2,1,3,3,1,1,2,2,54,638,0
1,177,1419,1,3,4,1,5,4,4,1,3,6,8,2,1,3,6,5,7,2,2,2,4,1,1,2,2,2,5,2,1,1,1,4,5,1,2,1,2,1,2,3,2,5,1,1,1,2,1,3,4,4,2,1,1,3,2,2,2,2,3,3,2,2,3,2,6,2,177,1419,2,1,2,4,4,5,3,3,2,1,3,3,1,3,3,1,1,2,2,2,1,1,2,2,2,2,2,3,1,3,2,2,2,2,2,5,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,767,0
1,177,1420,1,3,4,1,4,6,4,1,11,3,3,3,1,1,2,2,1,3,1,5,5,1,1,2,2,3,5,1,2,2,12,1,3,4,3,2,4,3,2,5,2,5,5,1,4,2,1,6,4,4,3,1,4,2,2,1,1,1,5,4,2,2,1,2,5,2,177,1420,4,12,4,0,0,0,0,5,6,5,6,5,12,1,3,2,2,2,3,3,3,5,2,2,2,2,2,2,3,2,2,2,2,2,2,6,2,2,1,1,2,2,1,1,1,1,2,2,3,3,3,3,3,1,3,2,1,1,22,701,0
1,177,1421,1,3,4,2,2,4,4,1,3,5,8,3,1,1,5,4,0,3,1,3,1,1,1,2,2,2,5,1,2,2,12,1,1,4,4,2,4,3,1,4,3,3,4,3,3,2,1,6,4,4,2,3,2,3,3,2,1,2,2,1,1,2,4,3,1,2,177,1421,4,3,1,1,1,1,2,3,1,1,1,2,12,3,2,3,1,2,2,3,12,1,1,2,2,3,2,2,2,3,2,3,2,2,2,6,1,2,3,2,2,1,4,1,4,4,4,4,4,1,2,3,3,2,3,4,2,2,33,722,0
1,177,1422,1,3,4,2,3,4,4,1,4,5,7,3,1,1,5,4,6,3,1,5,4,1,1,2,2,3,5,1,1,1,5,1,2,3,2,1,2,1,2,1,2,3,2,3,2,3,1,8,4,4,2,1,2,3,2,2,2,3,3,5,2,3,2,3,3,2,177,1422,2,7,1,1,4,2,3,3,1,1,2,3,5,3,4,2,1,2,1,3,11,3,1,2,1,2,2,2,1,2,1,3,2,1,1,5,1,1,1,1,2,1,3,3,2,3,1,3,1,3,2,3,4,2,3,4,1,3,43,622,0
1,177,1423,1,3,4,2,2,3,4,1,3,4,7,3,3,3,4,4,4,3,2,2,2,1,2,2,2,3,5,1,1,2,12,4,3,3,4,1,2,1,2,5,2,5,5,5,2,4,4,12,4,1,1,1,3,1,1,1,3,2,2,5,2,2,1,3,2,2,177,1423,4,12,1,1,2,2,3,3,2,1,2,4,12,2,3,2,1,2,2,1,7,2,3,3,3,3,3,3,2,3,3,2,2,1,2,6,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,2,22,816,0
1,177,1424,1,3,4,2,3,5,4,1,3,9,7,2,1,1,7,6,8,3,1,5,4,1,1,2,1,2,3,3,1,1,5,4,2,2,5,2,1,1,2,2,2,2,5,1,1,4,4,12,4,4,2,3,3,1,1,2,1,2,2,2,2,2,3,3,5,2,177,1424,2,5,1,2,2,2,2,4,1,2,1,4,3,3,1,1,1,2,2,3,4,5,3,3,3,3,3,2,1,3,2,2,3,2,1,5,2,2,3,1,2,1,2,2,3,3,1,2,2,1,2,3,3,2,1,1,3,1,45,926,0
1,177,1425,1,3,4,2,2,4,4,1,2,6,7,2,2,3,6,5,4,2,2,1,2,1,1,2,2,2,5,1,1,1,5,1,4,1,5,2,1,1,1,3,3,2,2,1,1,2,1,11,4,4,3,3,2,3,3,2,2,4,4,1,2,2,1,3,0,2,177,1425,3,1,2,3,4,4,4,3,1,1,3,4,5,1,1,1,1,3,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,7,1,2,1,1,1,1,1,1,2,3,2,4,3,1,2,4,2,2,3,3,1,3,22,758,0
1,177,1426,1,3,4,2,4,4,4,1,4,4,7,2,1,1,6,5,9,3,1,5,3,1,1,1,1,1,5,1,1,1,1,3,2,3,4,2,2,1,2,2,3,2,2,1,3,2,1,6,4,4,1,1,3,2,2,2,1,2,2,3,2,2,2,1,1,2,177,1426,3,12,1,3,2,2,2,3,2,1,2,3,11,4,2,3,2,2,3,3,10,5,2,3,3,3,3,3,2,3,2,2,2,3,2,6,2,2,1,2,2,1,3,3,2,3,3,3,3,3,2,4,2,2,2,3,3,2,44,734,0
1,177,1427,1,3,4,2,4,5,4,1,0,2,7,2,2,2,7,6,9,3,1,5,4,1,1,2,1,3,5,1,1,1,12,2,1,1,4,2,2,1,2,1,4,4,1,1,2,1,1,12,1,1,1,1,4,3,2,2,1,3,3,1,2,1,1,1,6,2,177,1427,2,11,2,3,2,4,2,3,2,1,1,3,12,4,2,1,1,2,1,2,10,1,2,2,3,2,2,1,2,2,3,2,2,2,1,1,1,2,1,1,2,1,1,3,2,1,1,1,2,4,1,3,3,1,3,4,3,2,21,606,0
1,177,1428,1,3,4,2,3,4,4,0,2,5,8,4,1,1,5,5,0,3,2,2,1,1,1,2,2,3,5,2,2,2,12,0,3,5,3,4,4,2,2,2,2,1,1,1,4,4,4,12,4,4,3,1,3,1,1,1,1,2,2,3,2,2,2,1,5,2,177,1428,4,1,1,2,2,2,2,4,1,1,2,4,2,3,2,2,1,2,3,4,9,5,2,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,3,2,2,3,3,2,3,3,1,2,33,732,0
1,177,1429,1,3,4,2,3,4,4,1,4,4,7,3,3,1,6,5,4,3,2,2,2,1,1,2,2,2,5,1,2,1,12,4,4,4,5,2,2,1,2,4,2,2,2,1,2,2,1,12,4,4,2,3,4,3,2,3,2,3,5,2,2,2,1,0,0,2,177,1429,4,11,3,4,3,5,3,2,5,1,2,1,5,2,2,1,1,2,2,2,12,3,1,2,2,3,3,1,1,2,1,3,3,1,1,5,1,1,5,3,2,1,3,2,2,4,4,4,4,2,2,2,2,2,3,3,2,1,22,692,0
1,177,1430,1,3,4,2,3,4,4,1,4,7,6,8,7,4,7,6,0,3,2,1,1,1,1,2,1,2,3,2,1,1,7,4,2,5,5,1,4,1,2,2,2,5,2,1,2,4,1,2,4,4,2,3,4,1,1,2,2,2,4,3,0,0,2,3,5,2,177,1430,3,1,1,2,4,4,3,4,1,1,2,3,12,3,5,2,3,3,2,4,1,5,1,2,1,2,2,3,1,3,2,2,2,2,1,1,2,3,2,1,2,1,4,4,4,4,4,4,4,4,2,4,2,2,2,2,3,3,54,601,0
1,177,1431,1,3,4,2,3,4,4,1,3,7,7,8,7,3,3,5,5,1,2,2,1,1,1,2,2,2,5,1,1,1,12,4,4,2,5,1,1,3,2,1,4,0,0,1,4,4,1,4,4,1,2,3,4,3,1,1,1,3,1,3,2,1,1,1,3,2,177,1431,0,1,4,4,1,1,2,3,1,1,1,1,12,3,4,3,1,1,4,2,12,6,1,1,2,0,1,3,2,2,0,0,1,3,2,7,1,2,1,2,2,2,4,4,1,4,4,4,4,4,2,3,1,3,3,4,4,1,45,751,0
1,177,1432,3,3,7,1,4,5,4,1,4,7,8,8,7,1,8,6,6,3,1,5,1,1,1,2,2,2,1,2,1,1,8,3,2,5,2,1,2,1,2,5,1,3,4,1,3,3,4,1,4,4,1,1,2,3,3,2,1,1,2,3,2,1,1,3,5,2,177,1432,4,3,2,4,2,4,2,3,1,1,1,3,10,2,3,1,2,2,3,2,1,1,3,3,3,2,3,3,3,3,2,3,3,2,2,5,2,2,1,1,2,2,2,3,2,3,2,2,3,3,2,2,3,1,2,3,2,1,27,902,0
1,177,1433,3,3,7,1,4,5,4,1,5,8,8,8,7,1,8,6,6,3,1,5,2,1,1,1,1,2,3,2,1,2,12,4,2,2,5,2,2,1,2,1,1,2,2,1,1,3,1,6,4,4,1,1,4,3,2,1,1,3,3,3,2,2,3,3,2,2,177,1433,3,7,2,2,1,2,2,2,1,1,2,3,6,2,2,2,2,2,4,3,5,5,3,3,3,3,3,3,3,3,2,2,3,2,3,5,2,2,1,1,2,1,2,3,3,3,2,3,3,2,2,4,3,1,3,3,3,2,28,452,0
1,177,1434,3,3,7,1,4,5,4,1,5,7,5,8,7,1,8,6,8,3,2,1,1,1,1,2,1,1,3,2,1,1,8,1,2,4,3,1,2,4,2,5,1,1,1,1,2,3,1,11,4,4,1,1,3,2,1,2,1,2,2,5,2,2,3,2,5,2,177,1434,2,3,2,2,2,2,2,4,2,1,2,3,9,2,2,2,2,1,4,4,4,1,2,3,2,3,2,3,3,3,2,3,2,3,2,5,2,2,6,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,2,3,2,2,28,459,0
1,177,1435,1,3,7,1,4,5,4,1,3,11,7,8,7,1,8,6,6,3,1,2,1,1,1,1,2,1,5,3,1,1,1,1,2,2,5,2,2,1,2,5,1,1,1,1,2,2,1,8,4,4,3,3,3,3,2,2,1,2,2,3,3,3,3,3,3,2,177,1435,3,6,2,4,4,4,1,1,2,1,3,3,11,4,2,1,2,1,2,2,11,5,2,3,3,3,2,3,1,3,3,3,2,3,1,5,2,2,2,1,2,2,3,3,3,3,3,2,3,3,2,3,2,1,3,3,1,1,43,605,0
1,177,1436,3,3,8,2,5,4,4,1,5,5,6,3,1,4,5,4,4,4,1,5,1,1,1,2,2,2,5,1,1,1,10,1,1,4,3,4,2,1,2,1,1,4,1,1,3,2,3,6,4,4,1,1,4,2,2,1,1,2,2,2,1,1,2,2,6,2,177,1436,1,7,2,2,2,2,2,4,1,1,2,2,8,2,1,1,1,1,3,4,1,1,1,3,3,3,1,3,2,3,3,3,1,3,2,5,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,3,4,2,1,36,404,0
1,177,1437,3,3,5,1,5,6,4,1,11,11,7,3,1,4,6,5,11,3,1,5,2,1,1,1,1,2,5,2,1,1,1,1,4,5,0,3,2,3,4,5,1,5,5,1,4,4,1,2,4,4,2,3,1,2,1,2,1,1,2,3,2,2,3,3,5,2,177,1437,3,1,1,4,2,2,3,4,2,1,2,2,2,4,5,5,4,1,4,2,10,5,3,3,3,2,3,3,2,3,3,2,3,3,2,5,2,2,4,4,2,2,3,3,3,3,3,3,3,3,2,2,3,2,1,3,2,1,21,629,0
1,177,1438,3,3,5,1,4,5,4,1,5,9,8,8,7,1,8,6,8,2,1,5,3,1,1,1,2,1,1,2,1,1,5,1,1,3,4,2,2,1,2,5,1,3,4,1,2,2,1,6,4,4,1,1,4,4,3,1,1,2,2,3,3,2,2,1,5,2,177,1438,3,7,2,2,2,2,3,4,2,1,2,5,8,2,2,1,1,2,3,4,12,5,3,3,3,3,3,3,3,3,3,2,3,2,3,5,2,2,1,2,2,2,3,2,3,3,2,3,2,2,2,3,3,1,3,4,3,1,28,442,0
1,177,1439,2,3,5,1,5,6,4,2,11,11,6,8,7,2,9,6,7,3,2,2,1,1,1,2,2,2,5,1,1,1,8,1,1,1,3,1,2,1,2,1,1,4,2,2,2,3,1,3,4,4,1,1,2,2,1,2,1,1,2,1,2,1,2,2,5,2,177,1439,1,1,2,4,2,2,2,3,1,1,2,3,9,2,3,3,3,1,3,4,5,5,3,3,3,3,3,3,3,2,3,3,2,3,3,5,2,2,1,1,1,1,3,3,3,3,3,3,3,3,2,2,3,2,2,3,1,1,22,569,0
1,177,1440,1,3,5,1,6,4,4,1,3,0,7,8,7,4,8,6,5,3,1,5,1,1,1,2,2,2,5,2,1,1,8,1,1,3,2,2,2,2,3,5,1,1,2,5,4,2,1,7,4,4,2,1,1,2,1,1,1,1,2,3,2,3,3,2,6,2,177,1440,4,1,2,3,3,2,3,3,1,3,3,3,1,4,2,2,3,2,3,3,11,5,2,3,3,3,3,3,2,3,3,3,3,2,2,5,1,2,3,5,1,1,3,2,3,2,2,3,2,3,3,3,3,1,2,4,1,3,56,509,0
1,177,1441,1,3,5,1,5,5,4,2,5,8,8,8,7,1,9,6,7,2,2,2,1,1,1,2,2,2,0,2,1,1,2,1,1,1,3,2,4,1,3,5,1,1,1,1,1,4,1,6,4,4,1,1,4,3,1,1,1,3,3,2,2,1,2,1,5,2,177,1441,3,1,2,2,2,2,1,3,1,1,2,1,7,1,5,1,1,1,3,3,1,6,1,3,0,3,1,4,1,3,3,3,1,4,2,5,2,2,1,1,2,1,4,4,4,4,1,4,4,4,2,3,3,1,2,3,2,1,27,854,0
1,177,1442,1,3,5,1,4,4,4,1,4,8,6,8,7,4,8,6,3,3,1,5,1,1,1,2,1,2,3,1,1,1,8,1,2,4,5,2,2,2,2,1,1,2,2,1,4,2,1,6,4,4,1,1,4,1,1,2,1,2,1,5,1,1,3,2,5,2,177,1442,1,3,1,2,2,2,2,4,1,1,1,2,7,3,2,2,2,1,4,4,5,5,3,3,3,3,2,3,2,3,3,2,2,3,3,6,2,2,1,1,2,2,2,2,3,3,3,4,3,2,2,3,3,1,2,3,3,1,56,502,0
1,177,1443,1,3,5,2,2,4,4,1,3,4,6,2,3,1,0,4,1,2,2,2,2,1,1,2,2,1,5,1,2,1,7,1,4,3,3,1,4,1,2,4,1,5,5,2,3,2,1,6,4,4,2,1,4,2,2,2,1,3,5,0,2,3,3,3,4,2,177,1443,4,1,4,2,2,2,2,5,1,4,3,4,12,1,1,1,1,3,3,1,12,5,1,2,2,3,2,2,2,3,3,3,2,2,3,1,1,2,1,1,2,1,4,1,1,4,3,3,3,2,4,5,2,1,3,4,2,3,36,491,0
1,177,1444,1,3,5,2,2,3,4,1,11,2,4,5,5,1,4,3,1,4,1,5,5,1,1,2,2,3,5,0,2,2,12,0,2,5,2,1,2,1,2,1,1,2,5,1,4,0,1,12,4,4,1,2,4,0,0,1,3,3,5,0,2,2,2,2,5,2,177,1444,4,12,1,2,2,2,1,3,5,1,2,5,12,1,5,2,1,2,3,3,12,5,2,3,3,2,3,2,3,3,3,2,3,2,3,5,2,2,3,2,1,2,2,3,3,3,1,3,1,2,3,3,3,3,3,4,2,1,32,608,0
1,177,1445,1,3,5,2,3,5,4,1,11,11,5,3,1,1,7,4,3,3,1,5,1,1,1,2,2,3,5,1,2,1,5,1,1,3,2,1,2,1,2,2,1,3,1,1,2,2,1,8,4,1,1,1,4,2,1,1,1,2,1,2,2,1,4,2,5,2,177,1445,2,11,1,2,3,2,2,3,1,1,2,4,11,3,2,2,1,2,1,1,5,5,3,3,3,3,3,3,3,3,2,3,3,3,2,5,2,2,1,1,2,2,3,2,3,3,3,3,3,2,2,4,3,2,2,3,2,1,32,666,0
1,177,1446,1,3,5,2,4,5,4,1,8,6,8,1,1,3,6,5,4,2,1,5,2,1,1,2,1,2,5,2,1,1,8,1,2,3,5,1,2,1,2,2,1,1,3,1,3,2,4,4,4,4,1,2,4,2,1,1,1,1,2,5,1,2,3,2,5,2,177,1446,3,1,1,4,4,2,3,4,2,1,2,3,8,4,2,1,2,1,4,4,1,5,2,2,3,2,3,3,3,3,3,2,3,3,2,1,2,2,6,2,1,1,1,3,3,3,2,2,1,3,2,3,3,3,2,3,2,2,33,749,0
1,177,1447,1,3,5,2,3,4,4,1,4,8,7,4,1,3,6,5,7,3,2,3,1,1,1,2,2,2,5,3,1,1,5,1,3,4,5,2,2,1,2,2,1,3,5,1,4,2,1,4,4,4,3,3,4,1,2,1,1,1,2,1,1,1,1,3,1,2,177,1447,4,1,1,1,1,2,2,4,1,1,2,3,4,2,4,4,1,2,1,2,12,5,3,3,3,3,3,3,1,3,3,3,3,3,1,5,2,2,1,1,2,2,3,3,3,2,2,2,3,1,3,2,3,1,3,4,2,1,56,821,0
