CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.
1,101,90,2,3,5,2,2,5,4,5,4,4,1,2,2,0,1,2,1,1,1,2,2,1,3,1,1,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,4,4,2,3,2,2,1,2,2,4,3,1,2,1,2,1,1,2,3,3,1,1,3,2,1,1,2,101,90,2,2,3,1,1,1,1,3,1,3,1,1,2,2,1,1,2,4,4,1,4,2,4,4,1,1,2,1,0,2,2,3,1,3,1,2,2,1,1,2,1,30,60,9,0,1,1,3,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,5,3,4,3,4
1,101,91,2,3,4,1,2,5,4,38,4,13,1,3,2,2,1,3,2,2,2,2,4,2,2,11,1,3,2,3,1,2,3,2,3,2,4,1,2,1,1,4,4,1,2,2,1,1,2,4,2,4,1,1,1,1,4,1,2,4,1,3,1,2,3,3,1,1,2,101,91,2,3,2,1,1,2,2,1,2,3,1,1,3,1,3,2,4,4,4,2,4,2,4,4,4,1,5,1,5,2,1,3,1,2,1,3,2,1,1,2,20,60,10,10,0,1,3,4,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,3,1
1,101,92,2,2,6,2,4,6,2,165,4,11,1,3,2,3,2,2,3,1,1,2,3,3,3,11,2,2,2,6,2,2,2,2,2,3,2,2,3,3,3,4,1,1,3,4,2,4,4,4,4,4,2,1,4,2,4,4,2,4,2,3,1,4,3,3,1,1,2,101,92,2,2,1,1,1,2,2,3,1,1,2,2,2,1,1,1,1,4,4,3,4,1,4,4,4,1,2,1,4,5,1,2,2,4,2,3,2,1,1,1,15,10,25,0,50,1,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,1
1,101,93,2,3,0,1,3,4,4,30,4,9,1,1,2,2,1,1,2,1,1,2,3,2,3,1,1,3,2,2,2,2,2,2,4,2,3,2,3,2,3,2,1,2,3,3,4,2,2,3,3,4,2,3,2,3,3,2,2,3,3,3,1,2,3,3,1,1,2,101,93,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1,1,1,2,1,2,2,1,3,2,3,2,2,1,1,15,45,30,10,0,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,4,3
1,101,94,2,1,6,3,4,7,1,200,4,11,1,2,2,3,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,3,2,3,1,1,1,2,1,1,1,4,1,1,4,1,4,1,1,1,1,3,1,4,1,1,1,2,1,5,3,1,2,3,3,1,1,2,101,94,2,1,1,1,1,1,1,1,0,0,0,0,0,0,4,1,4,4,4,4,4,2,4,4,4,1,5,5,5,5,2,2,1,1,1,1,1,1,1,1,5,45,45,5,0,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,4,0,4
1,101,95,2,2,5,1,4,6,3,126,4,9,1,1,2,2,1,2,1,2,1,2,3,2,1,0,1,2,2,7,2,2,2,2,5,1,0,2,2,2,2,4,4,1,2,4,4,3,1,2,1,4,3,1,2,4,2,1,3,4,5,4,1,1,3,3,0,1,2,101,95,2,2,1,1,1,2,1,3,2,3,2,2,0,1,4,2,2,4,4,2,4,4,4,4,4,1,1,1,1,2,1,3,0,0,0,0,0,0,1,2,0,80,10,10,0,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,4,5,2
1,101,96,2,1,5,1,4,7,1,180,4,4,1,1,2,3,1,1,1,2,1,2,2,3,3,4,1,2,2,7,1,1,3,2,4,2,2,2,3,2,1,3,1,1,3,1,2,2,1,4,1,2,2,2,2,1,4,4,3,2,2,4,1,1,3,3,3,1,2,101,96,2,3,3,1,1,2,2,1,1,3,1,1,3,3,4,3,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,2,3,2,3,1,2,1,1,5,50,30,15,0,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,4,1,3
1,101,97,2,3,5,1,2,5,4,4,4,13,1,3,2,2,1,2,2,2,1,2,3,1,3,8,2,2,2,3,2,2,2,1,3,4,5,1,2,1,3,4,1,4,4,1,1,2,1,2,1,4,1,2,1,4,4,2,2,3,3,4,1,2,3,2,1,1,2,101,97,2,2,1,0,1,2,2,1,1,3,2,2,2,2,3,4,2,2,2,2,4,4,4,4,1,3,1,2,5,5,2,3,1,2,1,4,1,2,1,2,0,10,50,40,0,1,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,4,3,3,4,3,4
1,101,98,2,2,4,1,4,12,3,60,4,4,1,2,2,2,1,1,2,2,2,1,2,3,1,2,2,3,2,3,2,2,2,2,4,2,4,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,3,1,1,4,1,3,3,3,1,1,2,101,98,2,1,1,1,1,1,2,3,1,2,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,2,1,4,5,1,2,1,3,1,3,1,1,1,2,0,10,30,40,20,2,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,5,4,3,2
1,101,99,2,3,3,2,3,9,1,90,4,0,1,2,2,2,1,1,1,1,1,1,2,1,1,4,2,2,2,5,1,2,1,1,2,1,3,2,1,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,2,1,1,2,101,99,2,1,1,1,1,3,3,1,1,1,1,1,3,3,3,3,2,4,4,4,4,4,4,4,4,1,2,1,5,1,1,2,1,3,2,3,1,3,1,1,0,0,97,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0
1,101,100,2,3,4,2,2,5,4,38,4,4,1,2,2,3,1,2,2,1,1,2,2,1,1,8,1,2,2,7,1,2,2,2,3,3,4,2,3,2,2,4,1,2,2,3,2,2,4,2,4,2,3,0,2,2,4,4,2,2,2,4,1,3,3,2,1,1,2,101,100,2,2,2,1,1,2,2,1,1,3,1,1,3,2,1,4,3,4,4,2,4,4,4,4,3,1,5,1,4,3,5,3,1,3,1,2,2,1,1,2,0,2,2,95,1,2,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,0,2
1,101,101,2,2,1,1,4,3,1,125,4,4,1,1,2,2,1,1,1,1,2,2,3,1,2,4,1,3,2,2,2,1,3,2,3,3,2,2,2,1,1,4,1,4,1,4,2,4,4,4,4,1,4,2,4,4,4,4,4,1,1,4,1,4,3,3,1,1,2,101,101,2,2,2,1,1,2,3,3,1,3,2,5,1,1,4,2,4,4,4,2,0,4,4,4,4,4,1,1,5,5,1,4,1,2,1,2,1,1,2,2,10,10,80,0,0,1,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,4,0,4
1,101,102,2,2,5,1,4,5,3,200,4,4,1,2,2,3,1,2,1,1,1,2,2,1,3,0,2,1,2,7,3,1,2,2,5,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,3,2,1,1,1,1,2,2,2,3,2,1,3,2,1,2,2,101,102,2,2,3,1,1,2,2,1,1,1,2,2,1,1,1,1,2,4,4,4,4,3,4,4,4,4,1,1,1,1,1,3,1,4,1,3,2,1,1,1,2,20,50,20,8,1,1,3,3,2,2,2,2,2,2,2,1,2,2,1,2,2,3,5,5,4,3,4
1,101,103,2,2,4,2,4,10,3,120,4,7,1,2,2,2,1,1,1,1,2,2,3,1,3,4,3,2,2,2,1,2,2,2,1,2,2,0,2,0,3,4,2,1,3,1,1,2,2,4,4,2,2,2,1,4,4,4,2,2,0,4,2,1,3,3,1,1,2,101,103,2,2,2,1,1,2,2,3,1,2,1,2,1,1,3,2,2,4,3,4,4,3,4,4,2,1,2,1,5,5,1,2,1,3,1,2,1,2,1,2,10,40,30,10,10,1,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,4,0,3,1,4,1
1,101,104,2,3,3,1,4,2,1,105,4,9,1,2,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,3,1,2,3,2,3,2,2,2,2,2,2,1,1,3,2,2,1,2,1,1,2,1,2,1,1,2,1,1,3,1,2,3,3,4,3,3,1,1,2,101,104,2,1,1,1,1,1,2,1,2,2,1,2,3,1,1,2,2,4,4,4,4,4,4,4,2,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,2,12,65,18,98,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,4,3,1
1,101,105,2,3,5,2,3,11,3,120,4,2,1,2,2,2,3,3,2,2,1,3,2,1,1,8,1,2,2,3,2,1,2,2,3,1,2,2,2,2,2,1,2,4,2,4,4,1,1,1,4,2,3,1,4,1,1,1,2,2,2,3,3,4,3,2,2,1,2,101,105,2,2,1,1,1,2,2,1,1,1,1,2,2,1,4,2,4,4,4,3,4,4,4,4,3,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,5,10,60,20,5,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,4,3,1
1,101,106,2,3,5,1,3,4,4,28,4,9,1,2,2,2,1,3,2,2,1,2,2,2,3,8,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,1,2,2,3,1,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,1,3,3,2,1,2,101,106,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,3,4,2,4,4,4,4,4,1,1,1,2,2,3,2,1,2,1,3,2,1,1,2,0,0,97,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,1,4,3,1
1,101,107,2,2,4,1,3,3,1,131,4,4,1,2,2,2,1,1,1,1,1,2,2,1,3,8,3,3,2,2,1,1,1,1,2,1,1,1,3,4,4,1,4,4,1,4,4,1,4,4,4,4,2,2,4,1,4,4,3,4,1,3,3,4,3,3,1,1,2,101,107,2,1,1,1,1,1,2,0,2,1,1,2,3,3,1,4,2,4,2,4,4,4,4,4,4,2,5,5,1,1,1,4,1,1,1,1,2,1,1,2,99,0,0,0,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,6,4,0,4
1,101,108,2,1,3,2,4,8,1,60,4,2,1,1,2,1,3,3,2,2,2,2,3,1,2,2,2,2,2,3,2,1,3,2,4,2,1,1,2,1,2,3,2,4,2,2,3,3,1,3,3,3,3,2,3,3,4,4,2,4,5,4,3,3,3,3,2,1,2,101,108,2,2,1,1,1,1,2,3,1,1,2,1,3,2,3,1,1,2,4,4,4,2,4,4,3,1,1,1,4,2,5,3,2,2,2,0,2,1,0,0,0,0,80,10,10,4,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0
1,101,109,2,2,3,1,3,11,5,100,4,3,1,2,2,1,1,1,1,1,1,2,2,3,1,2,2,2,2,3,1,2,2,2,4,1,1,1,1,1,1,1,3,1,3,1,2,4,4,1,4,4,2,1,4,4,4,4,2,1,4,4,3,2,3,3,1,1,2,101,109,2,3,1,1,1,2,1,1,2,1,2,5,3,1,1,2,2,2,1,4,4,3,4,4,3,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,97,0,0,3,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,4,0,1
1,101,110,2,2,5,1,4,7,1,120,4,4,1,2,2,2,1,1,1,2,2,2,3,1,1,8,2,0,2,2,2,2,2,1,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,1,4,3,1,3,3,1,1,2,101,110,2,1,1,1,1,2,2,3,1,1,1,2,1,1,1,3,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,1,2,2,2,1,1,1,0,0,0,50,0,0,1,1,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,6,1,4,0,1
1,101,111,2,2,4,1,4,6,3,35,4,2,1,2,2,2,3,1,2,2,1,2,2,1,3,2,3,1,4,3,2,2,2,2,4,2,3,1,3,2,2,3,2,4,3,2,2,3,4,4,2,3,2,2,3,3,2,2,4,2,1,1,0,4,3,3,1,1,2,101,111,2,2,2,1,1,2,2,3,2,1,2,1,2,1,1,2,2,4,4,4,4,4,4,4,4,1,3,1,3,2,1,2,2,2,2,2,2,2,1,2,5,10,70,5,10,2,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,4,3,5
1,101,112,2,2,3,2,4,12,3,50,4,9,1,2,2,3,1,3,3,1,1,1,2,1,1,8,3,3,4,7,3,3,1,2,6,1,1,1,2,1,1,4,1,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,5,1,1,4,3,0,1,1,2,101,112,2,1,1,1,1,2,3,1,0,1,1,2,3,3,3,1,1,4,4,1,4,4,4,4,4,1,1,1,5,1,1,4,1,1,1,1,2,1,1,2,0,0,97,0,0,2,1,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,4,0,4
1,101,113,2,3,5,1,3,5,4,38,4,13,1,3,2,3,1,2,3,1,2,2,2,3,2,11,2,2,4,3,2,3,3,2,3,2,2,3,2,0,0,1,2,0,3,2,1,2,3,3,1,2,3,4,2,4,4,2,3,1,1,2,1,2,3,3,1,1,2,101,113,2,0,0,1,1,2,1,1,3,1,1,2,1,3,1,2,3,4,2,4,4,3,4,4,2,1,5,2,1,1,1,0,3,4,1,3,1,2,1,1,0,0,0,75,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,4,4,2,2
1,101,114,2,3,4,2,2,5,4,28,4,13,1,3,2,3,3,4,2,1,1,1,2,3,3,0,1,1,4,4,3,2,3,2,6,1,1,1,2,1,1,4,2,4,3,1,4,4,3,4,4,4,2,3,4,4,4,4,2,3,1,2,1,1,3,3,2,1,2,101,114,2,1,2,1,1,2,2,3,1,1,2,2,3,1,2,2,4,4,4,4,4,4,4,4,4,1,5,1,0,5,3,2,1,3,1,3,1,1,1,2,0,0,97,0,0,1,3,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,0,2,5,0,4,2
1,101,115,2,3,5,2,3,4,4,58,4,3,1,1,2,3,1,1,1,2,1,2,1,1,3,2,2,1,4,5,3,1,2,1,3,1,1,2,2,2,3,1,4,1,3,1,1,1,4,1,1,2,2,3,1,1,1,2,2,2,3,2,1,4,3,3,3,0,2,101,115,2,2,1,1,1,2,2,1,1,1,2,1,3,3,4,2,3,3,2,1,4,2,3,4,4,1,5,5,5,1,5,3,1,3,1,4,2,1,1,1,0,0,0,0,98,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,0,4
1,101,116,2,2,5,2,3,5,4,25,4,4,1,2,2,2,1,1,1,1,1,3,2,1,3,4,3,2,4,3,1,1,2,2,5,4,5,2,3,1,1,4,3,4,3,4,3,2,1,2,3,4,2,4,3,4,4,2,3,1,4,2,1,4,2,2,2,1,2,101,116,2,2,1,1,1,2,1,3,1,2,1,1,2,1,1,2,2,4,4,4,4,4,4,4,4,2,1,1,4,4,4,2,1,1,1,1,2,1,1,1,0,0,50,50,0,1,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,4,0,1
1,101,117,2,1,5,1,4,7,1,130,4,1,1,1,2,3,1,1,3,1,2,3,2,1,3,2,1,1,4,7,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,1,3,2,4,4,1,3,2,1,1,4,3,3,4,2,3,1,1,3,1,1,1,2,101,117,2,1,1,1,1,2,2,1,1,1,1,1,3,3,1,1,4,4,4,1,4,2,4,4,4,1,5,1,5,3,5,3,2,2,2,2,2,2,1,1,10,40,40,5,5,2,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,6,4,3,4
1,101,118,2,1,3,2,4,5,3,180,4,10,1,1,2,2,2,3,1,1,1,2,3,2,1,8,2,2,4,3,2,2,2,1,4,2,2,1,1,1,1,1,4,2,3,2,4,1,4,4,1,2,1,2,1,1,4,4,3,3,1,4,1,4,3,3,1,1,2,101,118,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,2,2,2,1,4,3,2,4,4,1,3,1,1,1,3,1,2,2,3,1,2,2,1,1,2,20,30,50,0,0,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,4,5,4
1,101,119,2,2,3,1,3,2,4,60,4,13,1,2,2,2,3,4,2,2,1,3,4,3,3,4,1,2,4,3,1,2,2,2,3,2,3,3,2,2,2,1,3,1,3,1,1,4,1,2,1,4,3,2,4,1,4,2,3,2,5,4,1,2,3,3,1,1,2,101,119,2,3,2,0,0,3,2,1,1,3,2,2,3,1,3,4,1,4,1,1,4,4,4,4,4,1,5,2,3,1,5,2,1,2,1,3,3,1,1,1,0,5,85,10,0,2,3,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,2,4,4
1,101,120,2,1,5,2,2,6,4,14,4,8,1,2,2,2,3,3,2,2,1,2,3,3,2,9,1,1,4,3,1,2,2,2,4,2,5,2,2,2,2,2,2,2,3,2,2,2,1,2,2,4,2,3,2,2,4,2,3,2,2,4,1,1,3,3,1,1,2,101,120,2,1,1,1,1,2,2,1,1,3,1,2,1,1,1,4,2,4,4,4,4,3,4,4,2,1,1,1,5,5,1,2,1,2,1,2,2,1,1,2,25,25,45,0,5,1,3,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,4,0,3
1,101,121,2,3,5,2,3,7,4,38,4,9,1,3,2,3,1,3,2,2,2,3,2,3,1,8,1,2,4,3,2,2,2,2,3,1,1,1,2,1,1,1,2,1,3,2,2,1,1,1,1,1,2,2,2,1,1,1,2,3,3,4,1,3,0,3,1,1,2,101,121,2,1,2,1,1,2,2,0,2,1,2,2,2,1,1,1,1,2,4,2,4,3,4,4,4,1,5,1,3,3,1,2,1,4,1,3,3,1,1,2,99,50,50,0,0,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,0,1
1,101,122,2,1,2,2,4,8,1,28,4,2,1,1,2,2,1,1,1,2,2,2,2,1,2,4,2,2,4,3,2,2,2,2,5,2,2,1,3,2,4,1,4,2,4,1,1,4,1,1,2,2,2,1,1,2,2,1,1,1,5,4,2,3,3,2,1,1,2,101,122,2,2,1,1,1,2,3,1,1,3,1,2,1,1,1,4,2,4,4,3,4,4,4,4,4,2,1,2,3,4,3,1,1,3,2,2,1,1,1,2,10,20,50,5,15,1,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,4
1,101,123,2,2,2,1,3,5,4,25,4,9,1,1,2,2,1,1,1,2,1,2,2,1,1,4,1,3,4,3,2,2,1,1,0,2,4,2,2,2,2,1,4,1,3,2,1,1,2,1,1,2,1,3,1,1,1,3,2,1,4,2,3,3,3,2,1,1,2,101,123,2,1,1,1,1,3,3,1,2,2,2,1,1,1,4,2,1,4,4,4,4,2,4,3,2,4,5,2,1,4,1,2,1,3,1,2,1,1,1,2,5,5,65,25,0,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4
1,101,124,2,2,4,2,3,1,4,40,4,4,1,2,2,3,3,4,2,1,1,2,2,3,1,1,1,2,4,3,2,3,2,1,3,2,2,2,2,2,2,4,4,1,3,4,2,1,3,4,2,4,3,2,1,4,4,2,3,2,5,2,3,4,3,3,2,1,2,101,124,2,3,3,1,1,2,1,1,2,1,2,1,2,1,4,1,1,2,1,2,4,1,4,4,2,1,3,0,5,4,1,4,3,3,2,3,2,2,2,2,0,0,0,0,98,2,4,2,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,3,3
1,101,125,2,3,5,1,3,4,4,60,4,9,1,1,2,3,1,1,2,2,1,1,2,3,2,11,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,3,1,2,3,3,3,3,2,3,2,2,3,1,1,2,3,2,1,2,1,1,2,101,125,2,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,4,2,4,4,4,1,1,2,3,4,5,2,1,1,1,2,1,1,1,1,50,20,5,20,5,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1
1,101,126,2,1,5,1,4,6,1,164,4,4,1,1,2,3,1,2,1,2,1,2,2,1,3,2,1,3,4,3,1,1,2,1,2,1,1,3,1,1,1,4,4,4,3,4,3,4,4,1,4,4,3,1,4,1,4,1,2,4,1,3,3,4,3,3,1,1,2,101,126,2,1,1,1,1,1,3,3,1,1,2,2,2,1,1,1,4,4,4,3,4,3,4,4,4,1,1,1,3,5,1,3,1,2,1,2,1,1,1,2,0,40,58,1,1,1,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,4,3,5
1,101,127,2,2,5,2,4,3,3,9,4,9,1,1,2,2,3,4,2,1,0,3,2,1,2,8,2,3,4,3,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,1,1,2,101,127,2,1,1,1,1,1,1,3,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,3,0,2,1,1,0,0,0,0,0,0,0,5,0,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,5,6,2,4,0,3
1,101,128,2,2,3,1,3,4,4,30,4,11,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,4,3,1,2,2,1,2,1,1,1,2,1,1,4,4,4,2,4,2,4,4,4,4,4,2,2,4,4,4,2,1,4,5,3,3,4,3,3,1,1,2,101,128,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,2,3,2,2,1,3,3,1,1,2,15,15,55,15,0,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,4,0,2
1,101,129,2,1,1,2,4,11,3,135,4,2,1,1,2,3,1,1,1,1,1,2,2,1,3,4,1,2,1,3,0,1,2,2,1,1,1,1,2,1,1,1,4,1,3,4,2,4,4,4,4,4,4,3,4,4,4,3,0,4,3,0,1,2,3,3,3,2,2,101,129,2,1,2,1,1,1,2,1,1,3,2,2,1,1,1,2,2,2,4,2,4,2,4,4,2,1,2,1,5,2,2,2,1,2,1,2,2,1,1,2,0,0,97,0,0,1,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,3,4,0,4
1,101,130,2,2,4,1,3,1,4,95,4,8,1,3,2,2,1,1,2,1,3,2,2,3,3,2,1,1,1,3,3,2,4,2,3,3,2,3,3,3,2,3,4,1,1,2,3,2,3,1,3,2,3,1,2,2,1,1,3,2,3,1,1,1,3,3,2,1,2,101,130,2,2,2,1,1,2,2,3,1,2,1,2,3,2,1,2,1,4,1,1,4,4,4,4,4,2,4,1,4,4,1,4,1,2,1,2,1,1,1,1,2,2,93,1,2,3,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,4,3,4
1,101,131,2,3,3,1,4,5,1,150,4,13,1,1,2,2,1,1,2,1,3,1,1,3,3,4,1,1,1,8,3,2,2,2,2,2,3,4,4,4,2,4,3,2,3,3,1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,1,1,4,3,3,2,0,2,101,131,2,2,1,1,1,2,2,3,1,2,1,2,1,1,2,1,1,2,2,2,4,1,4,4,4,3,5,1,5,5,1,4,1,4,2,4,2,1,1,2,0,0,10,0,0,5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,0
1,101,132,2,2,4,2,4,7,3,120,4,1,1,3,2,2,1,2,2,1,1,1,1,3,3,1,2,2,1,5,1,3,2,2,1,2,3,1,2,1,2,4,3,4,3,4,4,4,4,4,4,1,2,2,1,4,4,1,3,1,5,1,1,3,3,3,1,1,2,101,132,2,3,3,1,1,2,3,3,1,1,1,1,2,2,3,1,1,4,2,1,4,3,4,4,2,1,2,1,5,4,1,3,3,1,1,1,1,2,1,1,20,40,30,5,5,1,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,3,4,0,4
1,101,133,2,2,4,1,4,12,3,135,4,11,1,1,2,2,1,1,3,1,2,3,2,3,3,2,1,1,1,7,3,2,2,2,2,2,2,3,2,2,1,1,2,1,3,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,3,3,3,1,1,2,101,133,2,3,2,1,3,3,3,3,1,2,2,2,1,1,2,1,1,1,1,2,2,1,4,3,1,3,3,1,1,5,1,3,1,3,1,3,3,3,1,2,99,10,50,30,10,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,3
1,101,134,2,2,5,1,4,6,3,106,4,9,1,1,2,3,1,2,1,2,2,3,2,3,3,8,2,2,1,6,2,2,3,2,3,3,2,2,3,2,1,1,2,1,2,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,4,3,3,2,1,2,101,134,2,3,2,1,1,2,2,3,1,4,2,2,1,1,4,2,1,4,2,2,3,4,4,4,4,1,5,3,4,5,1,2,1,3,1,3,2,2,1,2,5,10,10,75,0,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,4,2,2,4,3,3
1,101,135,2,1,4,2,4,7,2,60,4,11,1,1,2,3,1,1,2,1,2,2,2,3,3,6,3,1,1,3,3,2,3,2,5,1,1,2,4,3,2,3,3,4,3,1,2,2,3,2,3,2,1,1,3,1,2,2,3,2,4,2,1,1,3,3,2,1,2,101,135,2,1,1,1,1,2,1,3,2,3,1,2,2,2,3,4,2,4,4,2,4,4,4,4,4,2,5,1,4,4,3,1,1,2,1,2,1,1,1,1,1,5,40,40,14,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,1,4,3,4
