CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.23D.,Q.23E.,Q.23F.,Q.23G.,Q.23H.,Q.23I.,Q.23J.,Q.23K.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.27D.,Q.27E.,Q.27F.,Q.27G.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.45..1,Q.45..2,CARD..1,DECK..1,BALLOT..1,FORM..1,X.,X..1,X..2,X..3,X..4,X..5,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.0.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,V.65.,V.66.,V.67.,V.68.,V.69.
1,205,882,4,4,24,2,2,2,1,6,10,1,4,2,3,4,4,2,1,3,2,2,2,2,2,1,1,2,1,2,2,3,1,1,1,1,2,2,3,2,3,2,1,3,3,3,2,4,4,1,3,2,1,2,2,1,5,2,7,6,3,1,3,1,1,2,2,205,882,4,2,2,2,2,2,2,9,0,1,1,1,3,3,3,1,1,1,1,3,2,0,1,3,3,3,3,1,2,2,6,534
1,205,883,4,4,24,3,1,1,1,6,10,2,4,2,3,3,5,1,1,2,3,4,2,2,1,1,1,3,1,3,1,1,1,3,1,1,2,2,3,2,4,2,1,3,4,3,3,2,2,3,2,2,1,2,2,2,5,2,2,8,3,1,3,1,2,2,2,205,883,4,1,2,2,2,2,2,9,4,2,1,1,1,3,3,2,2,2,2,2,2,0,1,4,3,3,2,1,2,2,6,530
1,205,884,4,4,29,3,1,1,1,6,10,2,4,3,3,4,5,3,1,3,3,4,1,3,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,3,2,3,1,3,3,2,3,3,3,4,2,25,0,1,1,1,1,1,2,2,205,884,4,1,2,2,2,2,2,13,9,3,2,2,3,2,1,2,4,3,2,5,4,0,2,2,3,4,4,1,1,2,1,511
1,205,885,4,4,28,3,11,99,1,6,10,1,4,1,3,3,0,1,1,3,3,4,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,3,2,3,1,1,1,1,3,3,4,2,2,2,1,1,1,4,5,2,11,8,1,1,1,1,2,2,2,205,885,4,1,2,2,2,2,2,9,13,3,2,2,3,2,2,3,2,2,2,5,3,0,2,2,2,2,3,1,2,2,2,563
1,205,886,4,4,29,2,2,7,1,6,10,2,2,2,3,3,5,2,1,3,3,5,2,2,3,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,3,2,2,2,2,1,3,2,1,1,3,3,5,2,11,7,3,1,3,1,2,2,2,205,886,4,1,2,2,2,2,2,9,4,2,3,2,3,2,3,2,2,2,1,4,3,0,2,4,3,3,3,1,2,2,4,333
1,205,887,4,4,29,3,11,99,1,6,10,1,4,2,3,3,4,3,1,3,3,6,2,1,1,1,1,2,1,3,2,1,2,1,1,1,2,2,2,3,3,3,1,1,4,3,4,3,3,2,3,2,3,1,1,4,5,2,19,7,4,1,1,2,2,2,2,205,887,4,1,2,2,2,2,2,9,4,2,1,1,2,2,1,1,4,2,2,4,3,0,1,4,2,5,1,1,2,2,2,547
1,205,888,4,4,29,3,11,99,1,6,10,1,4,2,3,3,5,2,1,3,4,5,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,4,3,1,1,4,3,3,2,2,2,3,2,1,2,1,3,2,2,19,8,3,1,1,2,1,2,2,205,888,4,2,2,2,2,2,2,9,4,2,1,3,3,3,2,1,1,2,1,4,2,0,2,2,3,4,1,1,2,2,2,565
1,205,889,4,3,26,3,11,99,1,6,10,4,1,3,3,4,7,1,2,2,5,4,1,3,1,1,0,0,1,2,2,1,1,1,1,1,3,0,3,2,3,3,1,1,2,3,4,3,4,2,4,4,3,4,3,0,4,2,14,9,1,1,1,1,2,1,2,205,889,4,2,2,2,2,2,2,0,0,4,1,3,3,2,3,3,1,3,4,5,4,0,2,3,3,5,2,1,2,2,2,725
1,205,890,4,3,26,3,1,1,1,6,10,1,3,2,3,4,5,3,1,3,3,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,3,2,1,1,3,2,3,3,3,3,3,2,1,2,2,1,5,2,1,8,3,1,3,2,2,2,2,205,890,4,1,2,2,2,2,2,9,13,1,1,1,3,1,3,2,1,1,1,2,4,0,1,3,2,2,1,1,1,2,6,541
1,205,891,4,3,27,3,1,1,1,6,10,1,3,3,3,4,5,2,3,2,3,2,1,3,0,0,0,0,4,0,0,0,0,0,0,1,2,2,4,4,4,4,4,4,4,3,3,3,4,1,1,4,2,3,3,5,5,2,24,6,3,1,1,1,2,2,2,205,891,4,2,2,2,2,2,2,9,4,2,3,2,3,2,2,3,3,1,3,2,4,0,2,2,2,4,1,1,1,2,7,361
1,205,892,4,3,28,3,1,1,1,6,10,1,4,2,3,4,4,2,1,1,2,3,1,2,0,0,0,0,4,0,0,0,0,0,0,1,2,1,3,3,3,3,1,1,2,2,3,2,2,3,2,1,1,1,3,4,5,2,23,9,3,1,1,1,2,2,2,205,892,4,2,2,2,2,2,2,9,4,2,3,3,3,3,1,2,1,1,1,3,2,0,1,2,3,4,1,1,2,2,7,527
1,205,893,4,3,28,3,11,99,1,6,10,1,4,2,1,3,4,1,1,3,3,5,2,3,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,3,2,2,1,1,3,2,3,2,4,1,3,3,2,4,3,4,5,2,13,8,3,3,1,1,1,2,2,205,893,4,2,2,2,2,2,2,9,4,3,2,2,3,2,2,3,3,3,2,4,4,0,2,4,3,3,3,1,2,2,2,728
1,205,894,4,3,28,3,2,2,1,6,10,1,2,2,3,4,0,2,1,3,3,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,4,1,3,2,3,4,3,2,3,2,1,1,1,1,5,2,21,7,3,1,3,1,2,2,2,205,894,4,1,2,2,2,2,2,9,13,1,1,1,1,1,1,1,2,1,1,1,2,0,1,4,2,4,1,1,1,2,6,571
1,205,895,4,3,29,3,11,99,1,6,10,2,4,2,2,4,4,2,1,2,2,4,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,1,3,1,3,3,2,3,2,3,2,3,3,2,3,3,4,5,2,17,7,3,1,1,1,1,1,2,205,895,4,1,2,2,2,2,2,10,9,4,2,2,3,2,1,2,4,1,3,4,3,0,2,1,2,4,2,1,1,2,2,521
1,205,896,4,3,29,2,3,3,1,6,10,1,3,2,2,4,4,1,1,3,3,3,1,3,1,1,1,2,1,2,2,1,1,1,1,3,3,2,2,3,3,3,1,3,3,3,3,2,5,1,3,2,2,2,3,4,5,2,18,7,3,1,2,1,2,2,2,205,896,4,1,2,2,2,2,2,9,13,4,2,2,3,2,3,2,1,2,2,3,2,0,2,3,2,2,3,1,2,2,6,560
1,205,897,4,3,29,3,1,1,1,6,10,2,2,2,3,0,0,2,3,3,3,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,0,4,3,4,4,3,4,2,3,3,2,2,2,4,2,1,5,2,2,2,2,22,7,3,1,4,2,1,2,2,205,897,4,2,2,2,2,2,2,9,4,1,1,1,3,3,3,1,2,1,2,2,2,0,2,4,2,5,2,1,1,2,7,411
1,205,898,4,3,30,2,3,3,2,6,10,1,4,2,1,2,4,2,1,3,3,3,2,2,1,1,1,2,3,1,2,1,1,1,1,1,2,1,3,3,3,3,1,3,3,2,3,3,2,2,1,1,1,2,2,3,5,3,19,7,2,1,1,1,2,1,2,205,898,4,1,2,2,2,2,2,9,1,3,1,2,1,2,3,2,4,1,2,2,2,0,1,2,3,2,1,1,2,2,6,582
1,205,899,4,4,31,3,11,99,2,1,10,1,4,2,2,2,3,1,1,2,2,3,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,0,2,3,2,3,1,4,4,2,4,3,5,1,3,1,1,2,1,4,2,3,4,7,3,2,1,2,1,2,2,205,899,4,2,2,2,2,2,2,9,0,3,1,1,3,2,2,1,5,2,4,4,2,0,2,3,3,2,2,1,2,2,2,717
1,205,900,4,4,32,3,2,2,2,1,10,1,3,2,2,2,4,1,2,2,4,3,1,2,1,1,1,3,1,3,1,1,1,1,1,1,2,1,3,4,4,3,1,4,2,2,3,3,4,1,2,2,1,1,3,3,4,3,8,8,1,1,1,1,2,2,2,205,900,4,2,1,2,2,2,2,9,4,1,2,3,3,2,3,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,6,558
1,205,901,4,3,27,3,11,99,2,6,10,2,4,2,3,3,4,3,1,3,3,4,1,2,2,1,1,2,1,2,2,1,3,1,1,1,2,2,2,3,3,3,1,1,3,2,3,2,3,2,2,2,3,2,2,2,3,3,18,8,3,1,2,1,2,2,2,205,901,4,1,2,2,2,2,2,9,13,3,2,1,2,2,3,2,2,2,1,4,2,0,1,3,3,2,2,1,2,2,2,550
1,205,902,4,4,27,3,11,99,2,1,10,1,4,2,3,2,3,1,1,2,3,4,1,2,2,1,1,2,1,2,0,1,2,1,1,1,1,2,2,3,3,3,1,3,4,3,3,2,3,2,3,2,1,2,2,3,5,3,11,8,3,1,2,1,1,2,2,205,902,4,1,2,1,2,2,2,9,13,3,1,3,3,2,2,1,2,1,2,4,3,0,1,2,3,2,5,1,2,2,7,733
1,205,903,4,4,27,2,1,1,2,6,10,1,4,2,2,3,5,1,2,3,3,4,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,3,2,3,2,5,1,1,3,2,2,3,4,5,3,23,6,3,1,2,1,1,2,2,205,903,4,2,2,2,2,2,2,9,0,2,2,2,3,2,2,2,2,1,2,2,3,0,1,4,2,4,1,1,1,2,7,301
1,205,904,4,4,30,3,11,99,2,6,10,1,2,1,3,4,4,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,3,3,3,1,3,1,3,3,3,4,2,2,1,1,1,2,3,5,4,5,8,3,1,1,1,1,1,2,205,904,4,1,2,2,2,2,2,9,13,2,1,1,2,3,3,2,1,2,2,2,2,0,2,2,2,2,2,1,2,2,2,502
1,205,905,4,3,30,3,11,99,2,6,10,2,3,3,1,2,3,2,2,3,3,5,2,2,1,1,1,3,1,3,1,2,3,2,2,1,2,1,4,2,3,3,1,1,4,4,3,2,2,1,1,3,1,2,3,4,4,4,19,7,3,1,2,2,1,2,2,205,905,4,2,2,2,2,2,2,9,4,4,2,2,3,2,3,2,2,2,2,2,2,0,1,2,2,2,1,1,2,2,2,504
1,205,906,4,4,31,3,11,99,2,6,10,2,3,2,3,4,5,2,1,2,3,5,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,3,3,3,1,3,3,3,3,3,3,1,1,2,2,1,3,3,5,4,19,8,1,1,1,1,2,1,2,205,906,4,1,2,2,2,2,2,8,13,3,3,2,3,2,2,2,2,2,3,3,3,0,2,4,3,3,3,1,2,2,2,552
1,205,907,4,3,31,3,11,99,2,6,10,1,4,3,3,4,4,1,1,3,2,3,1,2,0,0,0,0,4,0,0,0,0,0,0,2,3,2,2,3,2,2,4,4,4,2,4,2,4,2,3,4,1,3,1,4,2,4,6,8,1,1,1,1,1,1,2,205,907,4,1,2,2,2,2,2,1,4,3,3,3,2,2,1,1,5,3,4,4,4,0,0,0,0,0,0,1,2,2,2,710
1,205,908,4,4,33,3,11,99,2,1,10,2,2,2,3,3,5,1,1,3,3,4,1,2,3,1,1,2,1,3,2,1,2,1,1,1,2,1,2,3,2,3,1,4,3,2,3,3,4,1,3,3,3,2,3,4,3,4,9,0,3,1,4,1,1,2,2,205,908,4,1,2,2,2,2,2,0,0,4,2,2,3,2,3,2,3,4,4,1,3,0,3,3,4,5,5,1,2,2,5,502
1,205,909,4,3,35,3,1,1,2,6,10,1,4,1,3,4,5,2,1,3,2,3,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,3,2,2,1,1,3,3,3,2,3,2,3,2,1,2,1,2,5,4,10,7,3,1,3,1,2,2,2,205,909,4,2,2,2,2,2,2,11,13,1,1,1,1,2,2,2,2,2,3,2,2,0,2,4,2,2,3,1,1,2,7,511
1,205,910,4,3,35,3,11,99,2,6,10,2,4,1,3,2,6,2,1,3,5,7,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,3,2,3,1,1,3,3,3,2,2,2,3,2,1,2,1,1,5,4,2,9,2,1,2,1,2,2,2,205,910,4,2,2,2,2,2,2,3,7,2,1,1,1,2,3,1,2,3,2,5,4,0,2,2,3,3,2,1,2,2,5,507
1,205,911,4,3,35,3,1,1,2,6,10,3,2,3,2,4,6,3,1,2,2,3,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,1,3,3,4,4,2,2,2,1,4,2,4,3,5,5,4,12,9,3,2,3,1,1,2,2,205,911,4,1,2,2,2,2,2,5,3,4,1,2,3,2,3,1,3,3,4,4,4,0,2,3,1,4,4,1,2,2,7,386
1,205,912,4,4,35,3,11,99,2,6,10,1,4,2,2,2,3,2,3,2,1,3,1,2,1,1,1,3,1,3,1,3,1,1,0,1,2,1,4,2,4,2,1,4,2,2,4,3,4,2,3,2,3,2,1,3,1,4,19,7,2,1,3,1,2,2,2,205,912,4,2,2,2,2,2,2,9,13,3,3,2,3,2,2,2,4,1,1,2,2,0,1,2,2,3,3,1,2,2,2,510
1,205,913,4,4,25,3,11,99,2,6,10,1,4,1,3,2,4,2,1,2,4,5,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,3,3,3,3,1,3,3,2,3,3,4,3,2,3,1,2,2,4,4,4,10,8,3,1,1,1,2,2,2,205,913,4,1,2,2,2,2,2,1,14,1,1,1,2,3,2,1,2,2,2,2,1,0,2,3,2,3,1,1,2,2,6,506
1,205,914,4,3,28,3,11,99,2,6,10,1,3,2,3,3,0,2,1,3,3,4,2,2,3,1,1,3,1,3,2,1,1,1,1,1,2,1,2,3,3,3,1,3,3,3,3,2,1,2,2,2,1,2,2,2,5,4,16,8,3,1,1,1,1,2,2,205,914,4,1,2,2,2,2,2,9,13,2,1,1,2,3,3,1,3,2,2,1,2,0,2,2,3,2,2,1,2,2,6,709
1,205,915,4,3,28,3,11,99,2,6,10,2,2,2,3,4,7,3,3,3,4,7,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,3,2,2,2,4,3,1,3,3,4,5,4,18,7,3,1,1,1,1,2,2,205,915,4,1,2,2,2,2,2,10,4,2,2,2,3,2,2,1,2,4,3,4,4,0,1,1,3,2,4,1,2,2,2,554
1,205,916,4,4,30,0,0,0,2,1,10,4,1,2,1,1,2,1,1,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,1,2,0,3,4,4,4,4,1,1,2,3,3,4,1,1,1,3,5,1,1,3,5,8,6,4,1,3,1,1,2,2,205,916,4,2,2,2,2,2,2,1,4,2,2,2,3,2,2,1,5,3,4,5,4,0,2,4,4,5,4,1,2,2,2,718
1,205,917,4,4,31,3,11,99,2,6,10,2,4,1,3,3,4,2,1,3,2,3,1,1,2,1,1,2,1,2,2,1,2,1,0,1,2,1,2,3,3,3,1,3,3,3,3,2,4,2,1,2,1,2,0,0,5,5,9,8,3,1,3,1,2,2,2,205,917,4,1,2,2,2,2,2,9,12,1,1,1,2,2,3,2,2,2,2,2,2,0,0,2,2,2,1,1,2,2,7,518
1,205,918,4,4,33,3,11,99,2,6,10,2,3,2,1,2,2,3,1,2,2,4,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,3,1,3,3,3,3,2,4,1,3,2,1,3,3,3,5,5,19,6,3,1,1,1,1,1,2,205,918,4,1,2,2,2,2,2,9,13,4,2,2,3,2,2,1,2,2,2,2,2,0,1,2,3,3,2,1,2,2,2,512
1,205,919,4,4,33,2,1,2,2,1,10,1,3,2,2,1,3,1,1,2,2,3,1,1,1,1,1,3,1,3,1,1,1,1,1,2,3,1,3,3,3,4,1,4,4,3,4,3,5,1,2,2,2,2,3,4,5,5,17,7,3,1,1,1,1,2,2,205,919,4,1,2,2,2,2,2,9,13,4,2,2,3,2,3,2,3,1,3,4,3,0,2,4,4,2,3,1,2,2,7,419
1,205,920,4,4,30,3,11,99,1,0,10,1,3,1,3,4,4,1,1,3,3,0,1,1,2,1,1,2,1,2,3,2,0,2,1,1,2,2,2,3,2,2,1,4,3,0,3,3,2,1,2,2,1,2,0,2,5,3,6,9,3,1,3,2,2,2,2,205,920,4,2,2,2,1,2,2,0,0,0,3,2,0,2,3,2,2,4,3,4,3,0,1,1,3,1,2,1,2,2,5,514
1,205,921,4,4,31,3,11,99,1,6,10,2,4,1,3,3,3,1,1,2,3,7,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,3,3,2,3,2,2,2,1,2,1,1,5,3,21,6,3,1,1,1,1,2,2,205,921,4,1,2,2,2,2,2,9,13,2,1,3,1,2,3,1,4,3,3,3,2,0,1,2,2,3,3,1,2,2,2,618
1,205,922,4,3,32,3,1,1,1,6,10,1,4,2,1,2,3,2,1,3,2,0,1,2,0,0,0,0,4,0,0,0,0,0,0,1,2,0,2,3,2,2,1,1,3,3,3,4,5,1,3,1,1,1,0,0,3,3,12,7,2,1,1,2,2,1,2,205,922,4,2,2,2,2,2,2,9,0,4,2,2,2,2,3,1,3,1,2,2,1,0,2,2,2,4,1,1,2,2,7,308
1,205,923,4,4,34,3,1,1,1,6,10,2,3,2,3,3,6,2,1,3,4,5,1,1,2,1,1,2,1,2,1,1,2,1,1,3,2,1,2,3,2,3,1,3,2,3,2,3,3,2,3,2,3,1,3,4,4,3,23,7,3,1,1,1,2,2,2,205,923,4,1,2,2,2,2,2,9,4,2,1,2,3,3,3,1,1,3,1,2,3,0,2,2,3,2,1,1,2,2,7,508
1,205,924,4,4,34,2,1,1,1,6,10,2,3,2,3,3,5,2,1,3,3,4,2,1,1,2,1,2,1,3,1,1,3,1,1,1,2,1,3,3,3,3,1,1,3,1,3,2,4,2,1,2,1,2,2,3,5,3,24,9,3,1,1,1,1,2,2,205,924,4,2,2,2,2,2,2,9,13,2,1,2,3,3,3,1,3,1,3,2,2,0,2,2,2,2,1,1,2,2,7,438
1,205,925,4,4,34,3,2,2,1,0,10,1,4,2,3,3,4,0,1,2,2,3,2,2,1,1,1,2,1,2,2,1,2,2,1,3,2,0,2,3,2,2,1,1,3,3,3,2,3,2,3,1,1,1,1,4,5,3,12,0,2,1,1,2,2,2,2,205,925,4,1,2,2,2,2,2,2,0,2,1,1,2,2,1,1,2,4,2,1,2,0,1,1,4,2,1,1,2,2,2,106
1,205,926,4,4,34,3,1,1,1,6,10,1,4,2,1,4,4,3,1,3,4,5,2,3,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,4,3,1,1,3,2,3,2,2,1,1,4,2,4,3,4,5,3,22,7,1,1,1,1,1,1,2,205,926,4,1,2,2,2,2,2,9,12,2,2,2,3,2,2,3,5,3,3,4,4,0,2,1,3,2,3,1,2,2,7,344
1,205,927,4,3,34,2,2,2,1,6,10,1,3,3,3,4,6,3,1,3,3,3,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,4,4,4,4,2,3,2,2,2,1,2,1,1,1,3,5,3,13,9,4,1,1,1,1,1,2,205,927,4,1,2,2,2,2,2,14,13,3,1,3,2,1,1,2,3,2,2,3,2,0,1,3,2,3,1,1,2,2,7,713
1,205,928,4,4,35,3,1,1,1,1,10,1,4,2,1,4,4,2,1,3,4,4,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,3,3,1,1,3,2,3,2,2,1,3,2,2,3,3,2,5,3,23,7,3,1,2,1,2,2,2,205,928,4,2,2,2,2,2,2,9,0,2,2,2,3,2,2,2,2,2,2,4,4,0,2,2,3,2,2,1,2,2,7,352
1,205,929,4,4,35,3,11,99,1,6,10,2,4,2,3,3,5,3,1,3,3,3,2,1,3,1,1,2,1,2,1,2,3,1,1,1,2,2,2,4,4,3,1,4,4,3,3,2,4,2,3,2,1,2,2,3,3,3,25,6,3,1,1,1,1,1,2,205,929,4,1,2,2,2,2,2,9,5,3,1,2,2,1,3,2,1,2,2,3,2,0,3,4,2,4,2,1,2,2,2,619
1,205,930,4,4,29,2,2,2,1,6,10,1,2,1,3,4,0,2,1,3,2,3,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,3,1,3,3,1,3,2,2,1,2,2,0,2,0,1,5,3,14,7,3,1,3,1,2,2,2,205,930,4,1,2,2,2,2,2,9,4,3,1,3,2,2,3,1,2,2,3,5,3,0,1,3,2,2,2,1,2,2,8,123
1,205,931,4,3,32,3,1,1,1,6,10,2,2,2,1,3,3,2,1,2,3,3,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,1,2,1,1,2,1,3,2,2,1,2,4,2,4,3,1,5,4,11,8,1,1,1,1,1,2,2,205,931,4,2,2,2,2,2,2,9,4,2,1,1,2,3,3,2,2,1,2,2,2,0,2,4,3,2,1,1,2,2,7,387
1,205,932,4,4,33,2,1,1,1,6,10,2,3,1,2,3,4,1,1,3,3,5,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,3,3,3,1,3,3,3,3,2,2,1,1,2,1,1,3,4,5,4,5,8,3,1,1,2,1,2,2,205,932,4,1,2,2,2,2,2,9,4,2,1,1,3,2,3,2,3,2,3,2,2,0,3,2,2,2,1,1,1,2,5,501
1,205,933,4,3,33,3,11,99,1,6,10,1,2,1,1,1,3,1,1,2,3,5,1,2,2,1,1,0,1,2,2,1,2,1,1,3,2,2,2,3,3,2,1,3,3,3,3,3,4,1,3,1,1,1,3,1,5,4,12,8,3,1,1,1,1,2,2,205,933,4,1,2,2,2,2,2,9,4,1,1,3,3,2,3,1,2,2,2,2,4,0,2,1,2,2,1,1,2,2,7,390
1,205,934,4,4,28,3,11,99,1,6,10,1,2,2,3,4,5,1,1,3,3,5,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,3,2,2,2,2,2,2,4,5,4,3,9,1,1,1,1,2,2,2,205,934,4,1,2,2,2,2,2,5,4,2,2,2,3,2,3,2,3,2,2,2,2,0,1,4,4,3,1,1,2,2,5,506
1,205,935,4,3,32,3,11,99,1,6,10,2,4,2,3,3,4,3,1,2,3,3,2,2,1,1,1,2,1,1,1,1,3,1,1,3,2,2,2,2,2,3,1,4,4,3,4,2,4,1,4,3,3,4,3,5,3,5,22,7,3,1,2,1,1,2,2,205,935,4,1,2,2,2,2,2,10,9,3,3,2,1,2,2,3,5,2,3,4,3,0,2,4,3,3,1,1,2,2,2,706
1,205,936,4,4,33,2,2,2,3,6,10,1,1,2,3,1,5,1,2,2,3,4,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,1,3,3,2,3,2,2,2,2,3,1,2,2,3,5,5,15,7,3,1,1,1,2,2,2,205,936,4,1,2,2,2,2,2,9,4,2,1,1,3,2,3,2,2,2,2,4,4,0,2,1,3,2,2,1,2,2,8,116
1,205,937,4,4,34,3,1,1,1,0,10,1,4,2,2,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,1,1,2,3,3,3,5,1,2,5,1,1,2,4,5,5,22,6,3,2,1,1,2,2,2,205,937,4,2,2,2,2,2,2,9,1,2,2,2,3,2,1,2,4,2,1,2,2,0,2,4,2,2,1,1,2,2,7,436
1,205,938,4,4,29,3,1,1,1,6,10,1,2,1,2,1,2,2,2,2,2,4,1,1,2,1,1,2,1,2,3,1,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,3,1,1,2,1,2,2,3,5,5,22,6,3,1,1,2,2,2,2,205,938,4,1,2,2,2,2,2,3,4,1,1,1,3,1,4,1,1,2,1,2,2,0,1,2,3,3,2,1,2,2,7,549
1,205,939,4,4,30,3,11,99,2,6,10,2,2,1,3,4,4,2,1,2,3,3,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,3,3,2,3,3,1,2,3,2,6,2,23,7,3,2,1,1,1,2,2,205,939,4,1,2,2,2,2,2,3,13,4,1,2,3,2,2,3,2,3,2,0,3,0,2,1,3,3,4,1,2,2,2,317
1,205,940,4,3,31,3,11,99,2,6,10,1,4,2,2,3,6,2,1,3,2,4,1,2,3,1,1,1,1,2,2,3,2,2,2,1,2,2,4,2,4,3,1,1,4,1,3,2,2,2,3,3,3,2,1,3,6,2,20,6,3,1,1,1,2,2,2,205,940,4,2,2,2,2,2,2,9,8,1,1,3,3,1,1,2,2,1,1,3,2,0,1,2,4,2,3,1,2,2,2,549
1,205,941,4,4,31,3,3,3,2,6,10,2,4,2,3,3,5,2,1,3,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,4,4,4,4,4,4,4,3,3,2,4,1,3,2,1,2,0,5,6,2,13,9,3,1,1,1,2,1,2,205,941,4,1,2,2,2,2,2,9,13,2,1,3,1,0,3,2,2,2,1,2,2,0,2,2,2,2,2,1,2,2,6,587
1,205,942,4,4,31,2,1,1,2,6,10,1,4,2,3,3,5,2,3,3,4,5,2,1,1,1,1,2,1,3,1,2,2,1,3,1,2,1,4,3,4,4,1,4,4,3,3,3,3,2,3,2,1,2,3,3,6,2,22,6,3,1,2,1,2,2,2,205,942,4,2,2,2,2,2,2,8,12,2,1,3,3,1,2,2,2,2,1,2,3,0,2,2,2,2,2,1,2,2,7,505
1,205,943,4,4,31,3,1,1,2,6,10,1,3,3,3,4,4,2,1,2,3,4,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,4,4,2,3,2,4,2,1,3,2,3,3,4,6,2,21,7,3,1,1,1,1,2,2,205,943,4,1,2,2,2,2,2,9,13,2,1,3,3,2,2,3,4,3,3,3,2,0,2,3,3,2,2,1,2,2,7,720
1,205,944,4,3,32,3,11,99,2,1,10,1,4,2,3,4,3,1,1,2,2,3,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,3,2,2,2,2,2,1,4,6,2,21,6,3,1,1,1,1,2,2,205,944,4,1,2,2,2,2,2,9,13,2,1,1,3,1,2,2,2,3,2,5,3,0,2,3,3,3,2,1,2,2,2,568
1,205,945,4,3,32,3,11,99,2,1,10,2,4,2,2,3,6,1,1,2,3,3,1,1,1,1,1,2,1,2,2,1,3,1,1,1,2,2,2,3,4,3,1,3,3,3,3,3,3,1,3,1,1,1,1,3,6,2,12,8,3,1,1,1,1,2,2,205,945,4,2,2,2,2,2,2,9,13,2,1,1,3,1,2,1,2,3,2,4,3,0,2,2,3,3,1,1,2,2,7,404
1,205,946,4,4,33,3,3,3,2,6,10,2,4,2,2,4,4,2,1,2,3,5,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,2,3,1,2,2,1,2,0,0,6,2,19,7,3,1,1,1,2,2,2,205,946,4,1,2,2,2,2,2,9,4,2,1,2,3,2,3,2,2,3,2,3,3,0,2,2,2,3,3,1,2,2,6,564
