CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.18A.,Q.18A..1,Q.18A..2,Q.18A..3,Q.18A..4,Q.18A..5,Q.18A..6,Q.18A..7,Q.18A..8,Q.18A..9,Q.18A..10,Q.18A..11,Q.18A..12,Q.18B.,Q.19.,Q.20.,Q.20..1,Q.20..2,Q.20..3,Q.20..4,Q.20..5,Q.20..6,Q.20..7,Q.20..8,Q.20..9,Q.20..10,Q.20..11,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,CARD..1,DECK..1,BALLOT..1,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,V.44A.,Q.45.,Q.46.,Q.47.,Q.48A.,V.50.,V.51.,V.52.,V.53.
1,106,1043,4,3,6,1,3,5,3,2,10,1,5,4,5,4,2,3,3,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,4,1,1,3,3,1,1,1,1,1,1,1,1,1,9,2,106,1043,4,9,9,9,90,7,10,70,0,0,3,3,1,3,1,22,6
1,106,1044,4,1,6,1,3,5,3,2,10,4,5,4,5,2,16,9,4,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,1,1,3,3,1,1,1,1,1,1,1,1,1,9,2,106,1044,4,9,9,9,90,1,10,10,9,3,1,3,1,4,1,20,3
1,106,1045,4,2,5,1,3,4,3,2,9,6,4,5,5,3,5,3,4,3,10,1,4,1,2,2,2,2,2,2,2,2,2,2,2,8,0,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,1,2,2,1,4,4,2,3,3,3,3,2,2,9,2,106,1045,4,9,9,9,90,8,10,80,0,4,3,3,2,4,5,22,0
1,106,1046,4,2,5,1,4,4,1,2,9,5,3,5,5,2,5,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,5,2,2,1,2,2,3,3,3,2,2,1,3,9,2,106,1046,4,9,9,9,90,7,10,70,7,1,2,1,1,3,2,12,6
1,106,1047,4,1,1,2,9,9,3,2,10,4,2,4,4,1,10,6,1,3,2,7,3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,4,4,4,4,2,3,3,3,3,2,2,4,2,106,1047,4,3,3,2,30,9,10,90,9,1,1,1,1,1,5,12,1
1,106,1048,4,4,6,2,9,9,3,2,10,6,3,4,4,2,3,8,1,3,10,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,4,3,2,4,3,1,4,3,3,1,2,9,2,106,1048,4,9,9,9,90,7,20,30,3,2,1,2,1,1,4,21,0
1,106,1049,4,4,6,2,9,9,3,2,11,4,5,4,4,2,10,6,4,4,8,9,5,2,2,2,2,2,2,1,2,2,1,2,2,7,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,5,3,2,2,1,1,2,3,1,1,1,1,1,9,2,106,1049,4,9,9,9,90,5,10,50,5,1,3,4,1,3,1,21,0
1,106,1050,4,1,1,2,9,9,3,2,10,6,5,4,2,4,10,6,1,1,8,6,4,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,4,4,2,2,2,3,2,3,2,1,1,2,2,106,1050,4,2,2,1,20,9,10,90,0,4,3,4,1,3,2,12,1
1,106,1051,4,1,1,2,9,9,3,2,11,5,1,4,4,1,10,3,1,3,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,2,2,1,4,4,1,1,2,3,2,2,2,1,3,2,2,106,1051,4,2,2,3,90,0,0,0,0,0,0,1,1,1,2,12,1
1,106,1052,4,1,1,2,9,9,3,2,5,4,2,4,4,1,10,2,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,5,2,2,4,3,2,2,3,3,2,3,0,3,2,2,106,1052,4,2,2,3,20,8,20,90,8,1,2,4,1,3,2,12,1
1,106,1053,4,1,2,2,9,9,3,2,4,6,5,4,1,5,10,1,3,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,1,1,3,3,2,2,2,3,3,3,5,1,3,1,2,106,1053,4,1,2,3,30,2,10,20,2,1,1,2,2,3,2,11,5
1,106,1054,4,1,1,2,9,9,3,2,10,4,2,4,4,2,10,1,1,3,2,7,3,2,2,1,2,2,2,2,2,2,2,2,2,7,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,1,1,2,3,1,3,1,1,3,2,2,106,1054,4,2,3,3,20,9,10,90,9,1,1,3,2,2,2,12,1
1,106,1055,4,4,6,2,9,9,2,2,11,4,5,4,1,5,14,6,2,4,8,5,6,2,2,2,2,2,2,2,2,1,2,2,2,7,6,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,5,1,3,3,1,1,2,3,2,2,5,0,2,9,2,106,1055,4,9,9,9,90,1,10,10,1,1,1,1,1,3,3,20,6
1,106,1056,4,4,6,2,9,9,3,2,11,6,5,4,4,1,12,6,1,3,8,6,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,1,3,3,1,2,2,3,3,1,2,1,0,9,2,106,1056,4,9,9,9,90,3,10,30,3,1,2,4,1,1,3,20,9
1,106,1057,4,4,6,2,9,9,3,2,10,6,5,4,2,2,8,4,4,3,8,6,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,5,3,3,3,3,3,2,3,3,3,5,2,2,9,2,106,1057,4,9,9,9,90,2,10,20,2,1,1,1,2,1,4,20,8
1,106,1058,4,3,6,2,9,9,3,2,11,6,5,4,4,3,10,6,2,4,8,7,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,4,2,3,3,1,3,1,2,9,2,106,1058,4,9,9,9,90,2,10,20,2,1,1,1,1,3,5,21,0
1,106,1059,4,4,6,2,9,9,3,2,11,6,5,5,4,3,3,7,4,3,11,6,4,2,2,2,2,2,2,1,2,1,2,2,2,8,8,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,3,3,3,1,1,1,1,2,3,1,1,1,9,2,106,1059,4,9,9,9,90,3,10,30,8,3,1,3,1,3,1,21,9
1,106,1060,4,3,6,2,9,9,3,2,10,6,4,5,4,2,12,4,1,3,7,3,4,2,2,2,2,2,2,1,2,1,2,2,2,8,8,3,2,2,2,2,2,1,2,2,2,2,2,2,4,1,3,2,1,3,3,1,1,3,3,1,2,1,1,1,9,2,106,1060,4,9,9,9,90,3,10,30,3,3,1,4,1,2,1,20,2
1,106,1061,4,4,5,2,9,9,3,2,9,5,3,5,4,1,10,1,3,3,10,3,3,2,2,2,2,2,2,1,2,1,2,2,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,4,3,4,2,2,2,3,3,2,1,1,1,3,2,2,106,1061,4,1,1,1,10,7,10,70,7,1,2,2,2,3,2,11,2
1,106,1062,4,4,6,2,9,9,3,2,9,5,2,5,4,1,10,4,1,3,10,3,3,2,2,2,2,2,2,1,2,2,1,2,2,4,3,1,2,2,2,1,2,2,2,1,2,2,2,2,5,3,4,5,3,4,4,1,1,1,3,4,4,2,1,1,9,2,106,1062,4,9,9,9,90,5,20,51,2,4,3,4,1,4,1,21,4
1,106,1063,4,4,6,2,9,9,2,1,8,4,2,5,1,5,10,1,4,1,3,7,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,2,1,4,3,3,5,1,2,2,2,106,1063,4,1,2,1,20,9,10,90,9,3,2,3,1,1,3,22,1
1,106,1064,4,4,6,2,9,9,3,2,8,4,5,5,1,5,10,1,3,5,12,0,0,2,2,1,2,2,2,1,2,2,2,2,2,8,9,1,1,2,2,2,2,2,2,1,2,2,2,2,3,3,4,1,2,1,1,1,2,1,3,1,2,5,1,1,2,2,106,1064,4,2,1,1,10,8,10,80,0,4,3,4,1,2,2,21,2
1,106,1065,4,1,1,1,5,9,3,2,8,1,5,5,1,5,16,3,1,3,2,8,3,2,2,2,2,2,2,2,2,2,1,2,2,7,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,2,2,2,2,2,3,2,3,5,2,3,2,2,106,1065,4,2,2,3,20,9,10,90,9,1,1,4,1,1,2,12,1
1,106,1066,4,1,3,2,9,9,3,2,6,6,5,5,1,5,10,1,1,3,5,4,3,2,2,2,2,2,2,2,2,2,2,2,1,10,0,3,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,5,3,4,2,2,2,1,3,2,2,5,1,3,2,2,106,1066,4,2,2,3,20,9,10,90,9,1,1,4,1,1,2,12,1
1,106,1067,4,4,6,2,9,9,3,2,9,4,5,5,1,5,10,1,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,1,3,3,3,3,2,3,2,3,5,2,2,2,2,106,1067,4,2,2,3,20,4,10,40,4,1,2,0,2,3,4,21,2
1,106,1068,4,3,6,2,9,9,3,2,9,6,5,5,1,5,10,1,3,3,10,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,3,2,2,1,1,1,2,2,1,5,1,1,2,2,106,1068,4,2,1,1,10,3,10,30,3,1,1,1,2,3,1,21,2
1,106,1069,4,4,6,2,9,9,3,2,7,5,5,5,5,2,10,1,3,5,12,0,0,2,2,1,2,2,2,1,2,2,2,2,2,8,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,3,4,2,2,1,1,3,2,1,1,1,1,2,2,106,1069,4,2,1,1,10,7,10,70,7,1,2,3,1,4,2,21,2
1,106,1070,4,2,5,2,9,9,3,2,7,5,5,5,5,1,10,1,3,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,3,4,1,2,1,1,0,4,2,3,1,2,4,0,0,2,2,106,1070,4,2,1,1,30,5,10,50,5,1,1,4,1,1,5,11,5
1,106,1071,4,4,5,2,9,9,3,2,7,6,4,5,5,1,10,1,4,3,5,3,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,5,2,1,1,4,1,3,3,3,3,3,1,3,2,2,106,1071,4,2,3,2,30,7,10,70,7,1,1,2,2,2,5,11,2
1,106,1072,4,4,6,2,9,9,3,2,8,6,4,5,5,1,10,1,4,5,12,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,1,3,3,1,1,1,3,3,4,2,1,1,2,2,106,1072,4,2,1,1,10,3,10,30,3,1,0,3,1,3,1,21,2
1,106,1073,4,2,1,2,9,9,3,2,8,2,2,5,4,2,10,1,4,3,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,11,3,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,3,3,2,2,2,3,2,3,2,1,3,2,2,106,1073,4,2,3,3,30,8,10,80,8,1,2,1,1,1,2,11,5
1,106,1074,4,1,1,2,5,9,3,2,8,5,2,5,4,1,10,1,1,3,2,7,3,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,2,1,1,2,2,2,3,3,3,1,1,3,2,2,106,1074,4,2,3,3,30,9,20,80,9,1,2,4,2,2,2,12,1
1,106,1075,4,3,5,2,9,9,3,2,6,6,5,5,5,2,10,1,1,5,12,0,0,2,2,2,2,2,2,2,2,2,2,1,2,10,0,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,1,3,3,1,1,3,3,2,4,1,0,1,4,2,106,1075,4,2,1,1,10,7,10,70,7,1,3,4,1,4,2,11,2
1,106,1076,4,1,3,1,5,9,3,2,3,6,5,5,5,1,10,1,3,5,12,0,0,2,2,2,2,2,2,1,1,2,2,2,2,4,8,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,1,4,1,1,2,3,2,3,2,1,3,2,2,106,1076,4,2,2,1,20,3,10,30,3,1,2,3,1,2,2,11,5
1,106,1077,4,3,5,2,9,9,3,2,9,4,3,5,4,2,10,1,3,3,1,4,4,2,2,2,2,2,2,2,2,1,2,2,2,11,4,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3,2,4,4,2,2,1,3,2,2,4,2,3,2,2,106,1077,4,2,2,3,20,4,10,40,4,1,2,3,1,3,2,11,2
1,106,1078,4,3,5,2,9,9,2,2,9,4,5,5,5,1,10,1,4,3,11,3,4,2,2,2,2,2,2,2,2,1,2,2,2,8,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,2,2,3,3,2,3,3,3,4,2,0,2,2,106,1078,4,2,1,1,20,1,10,10,1,1,1,2,1,3,4,11,5
1,106,1079,4,4,6,2,9,9,2,2,7,4,5,5,1,5,10,1,1,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,3,1,2,3,3,1,5,1,2,2,2,106,1079,4,2,1,2,30,7,10,70,0,4,0,3,1,3,3,21,2
1,106,1080,4,3,6,2,9,9,3,2,8,4,5,5,1,5,10,1,3,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,2,4,3,3,2,3,3,3,5,2,2,2,2,106,1080,4,2,3,3,30,9,20,90,9,1,1,3,3,3,4,22,1
1,106,1081,4,2,1,2,9,9,3,2,2,6,3,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,5,2,1,1,2,2,2,3,3,3,5,2,2,2,2,106,1081,4,2,2,3,30,4,10,40,4,1,1,1,2,1,3,11,2
1,106,1082,4,1,1,2,9,9,3,2,9,3,2,5,4,1,10,9,2,3,2,7,3,2,1,2,2,2,2,2,2,2,2,2,2,3,8,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,3,3,2,3,2,2,2,3,3,2,4,2,2,2,2,106,1082,4,2,2,3,30,9,10,90,9,1,1,4,1,1,3,12,1
1,106,1083,4,1,1,1,5,9,2,2,10,5,2,5,4,3,10,9,1,3,2,7,4,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,1,3,4,4,1,1,3,3,4,1,4,1,3,2,2,106,1083,4,2,1,1,10,8,20,30,3,2,2,4,1,3,2,12,1
1,106,1084,4,2,4,2,9,9,3,2,10,5,5,5,4,2,10,6,1,3,2,6,3,2,2,1,2,2,2,1,2,2,2,2,2,8,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,4,2,1,1,1,3,1,3,1,1,1,2,2,106,1084,4,2,2,1,20,9,10,90,9,1,1,4,1,3,1,12,1
1,106,1085,4,1,1,2,9,9,3,2,4,4,4,5,1,5,10,6,2,3,2,6,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,2,4,5,2,2,1,2,2,3,3,3,2,5,2,2,2,2,106,1085,4,2,1,1,10,8,20,90,0,4,3,4,1,1,3,12,1
1,106,1086,4,1,1,1,5,9,3,2,9,6,4,5,1,5,10,1,1,3,5,6,4,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,1,3,2,3,2,2,3,3,2,3,3,3,5,2,2,2,2,106,1086,4,3,2,2,30,9,20,80,9,1,2,1,1,1,4,12,1
1,106,1087,4,4,6,2,9,9,3,2,9,4,2,5,5,1,10,1,1,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,3,4,2,3,2,2,3,3,3,4,2,2,2,2,106,1087,4,3,2,2,20,8,10,80,0,4,3,3,1,2,3,21,2
1,106,1088,4,2,2,2,9,9,3,2,3,6,5,5,5,1,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,2,4,2,2,3,3,3,3,2,2,2,2,106,1088,4,3,3,2,30,3,10,30,3,1,1,4,2,1,5,11,5
1,106,1089,4,2,1,2,9,9,3,2,2,6,5,5,1,5,10,1,4,5,12,0,0,2,2,2,2,2,2,2,2,2,2,1,2,9,8,1,2,2,1,2,2,2,2,2,2,2,2,2,5,3,4,1,3,4,2,4,4,2,3,3,3,5,2,2,4,2,106,1089,4,3,3,2,30,3,10,30,3,1,1,1,1,4,5,11,2
1,106,1090,4,4,5,2,9,9,3,2,6,5,4,5,1,5,10,1,4,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,4,4,2,3,3,3,5,2,2,4,2,106,1090,4,3,3,2,30,7,10,70,7,1,1,2,1,1,5,11,2
1,106,1091,4,1,1,2,9,9,3,2,9,4,3,5,5,1,10,6,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,7,9,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,3,2,3,3,3,4,2,2,4,2,106,1091,4,3,3,2,30,9,10,90,0,4,3,3,2,2,5,12,1
1,106,1092,4,1,1,2,9,9,3,2,9,1,5,5,4,1,10,2,2,4,4,4,5,2,2,2,2,2,2,2,2,2,1,2,2,6,5,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,3,2,4,3,3,2,3,3,3,3,2,2,4,2,106,1092,4,3,3,2,30,3,20,70,3,1,1,1,1,2,4,12,1
1,106,1093,4,1,1,2,9,9,3,2,7,6,1,5,1,5,10,3,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,4,2,3,3,3,5,2,2,4,2,106,1093,4,3,3,2,30,8,20,80,8,1,2,3,2,2,5,12,1
1,106,1094,4,4,5,2,9,9,3,2,11,6,5,5,4,1,3,6,2,4,9,0,6,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,3,1,3,3,2,2,2,3,3,3,3,1,3,9,2,106,1094,4,9,9,9,90,6,10,60,5,3,1,3,1,2,2,11,9
1,106,1095,4,4,5,2,9,9,3,2,10,5,3,5,4,4,14,4,1,3,11,6,5,2,2,2,2,2,2,2,2,2,1,2,2,7,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,4,1,1,3,3,1,1,2,3,1,1,1,1,1,9,2,106,1095,4,9,9,9,90,3,10,30,3,1,1,4,1,3,2,11,8
1,106,1096,4,4,5,2,9,9,3,2,11,6,5,5,4,3,17,6,1,3,8,9,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,4,4,1,1,2,3,2,1,1,1,3,9,2,106,1096,4,9,9,9,90,9,10,90,9,1,2,4,1,1,2,11,9
1,106,1097,4,4,5,2,9,9,3,2,11,4,5,5,4,2,17,6,4,1,8,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,4,4,1,1,2,3,3,1,3,1,3,9,2,106,1097,4,9,9,1,90,7,10,70,7,1,1,1,1,1,2,11,9
1,106,1098,4,3,3,2,9,9,3,2,11,6,5,5,4,1,11,7,2,3,1,6,6,2,2,2,2,2,2,2,1,1,2,2,2,4,6,2,2,2,2,1,2,2,2,1,2,2,2,2,5,3,4,1,3,0,3,1,2,2,3,1,1,1,1,1,9,2,106,1098,4,9,9,9,90,9,10,90,9,1,1,1,1,3,2,11,9
1,106,1099,4,4,6,2,9,9,3,2,11,6,3,5,4,1,3,6,2,3,8,7,6,2,2,2,2,2,2,2,2,1,2,2,2,11,6,1,1,2,2,2,2,2,2,2,2,2,2,2,5,2,4,5,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,1099,4,9,9,9,90,6,10,60,6,1,1,1,1,1,5,22,8
1,106,1100,4,3,6,2,9,9,3,2,11,4,3,5,4,3,12,4,2,1,8,3,4,2,2,2,2,2,2,2,2,1,2,2,2,7,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,4,2,2,2,2,3,2,2,1,2,3,9,2,106,1100,4,9,9,9,90,6,10,60,6,1,2,2,3,4,2,22,8
1,106,1101,4,4,6,2,9,9,2,2,11,4,5,5,4,2,7,6,4,3,8,8,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,5,0,2,2,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,1101,4,9,9,9,90,3,10,30,3,1,1,1,1,1,5,20,4
1,106,1102,4,4,5,2,9,9,3,2,10,3,5,5,4,2,10,4,4,4,8,7,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,1,3,3,3,3,2,3,3,3,3,0,2,9,2,106,1102,4,9,9,9,90,6,10,60,6,1,1,1,1,2,4,11,0
1,106,1103,4,4,6,2,9,9,3,2,11,6,5,5,4,1,10,6,4,3,11,6,5,2,2,2,2,2,2,2,2,2,1,2,2,9,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,3,4,1,3,3,1,3,2,3,1,2,1,1,3,9,2,106,1103,4,9,9,9,90,3,10,30,3,1,2,2,1,1,4,21,0
1,106,1104,4,4,6,2,9,9,3,2,11,6,5,5,4,1,10,6,4,3,8,7,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,4,1,3,3,2,2,2,3,3,2,3,1,2,9,2,106,1104,4,9,9,9,90,2,10,20,2,1,2,1,1,2,3,21,1
1,106,1105,4,4,6,2,2,9,3,2,11,4,5,5,4,1,10,6,4,1,8,6,5,2,2,2,2,2,2,2,2,1,2,2,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,3,3,3,2,2,3,4,3,1,2,2,9,2,106,1105,4,9,9,9,90,5,10,50,5,1,1,1,2,3,3,11,0
1,106,1106,4,4,5,2,9,9,3,2,11,4,5,5,4,1,10,6,1,4,8,8,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,1,3,3,2,2,2,0,2,1,2,1,2,9,2,106,1106,4,9,9,9,90,0,0,0,0,0,0,0,0,0,3,11,0
1,106,1107,4,3,5,2,9,9,3,2,6,6,5,5,5,1,10,1,3,3,10,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,3,3,4,1,1,1,3,1,2,1,1,1,2,2,106,1107,4,2,1,1,10,5,10,50,5,1,1,1,1,3,1,11,2
1,106,1108,4,3,5,2,9,9,3,2,5,3,5,5,5,1,10,1,1,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,5,2,4,5,3,4,3,1,1,1,3,3,3,1,1,1,2,2,106,1108,4,2,3,1,20,2,10,20,2,1,1,1,1,4,2,11,2
1,106,1109,4,2,3,2,9,9,3,2,6,6,4,5,1,5,10,2,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,1,2,1,1,1,1,2,3,1,2,5,1,3,9,2,106,1109,4,9,9,9,90,3,10,30,0,4,3,3,1,1,2,11,6
1,106,1110,4,4,6,2,9,9,3,2,10,5,5,5,5,1,10,4,3,3,11,6,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,5,1,3,3,2,2,3,3,2,4,2,1,3,9,2,106,1110,4,9,9,9,90,5,10,50,5,1,2,3,1,2,2,21,0
1,106,1111,4,4,5,2,9,9,3,2,11,6,5,5,4,2,3,6,1,3,8,11,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,1111,4,9,9,9,90,3,10,30,3,1,2,1,1,1,5,12,8
1,106,1112,4,3,5,2,9,9,3,2,10,6,5,5,4,1,13,6,4,1,3,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4,3,3,3,2,3,3,3,3,2,2,9,2,106,1112,4,9,9,9,90,3,10,30,3,1,1,1,1,2,4,12,4
1,106,1113,4,4,5,2,9,9,3,2,11,6,4,5,4,1,12,6,3,1,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,8,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,3,1,2,2,1,1,9,2,106,1113,4,9,9,9,90,5,10,50,5,1,2,4,1,3,2,12,3
1,106,1114,4,4,6,2,9,9,3,2,11,6,5,5,4,2,7,3,1,3,5,6,6,2,2,2,2,2,2,2,2,1,2,2,2,7,6,2,2,2,2,1,2,2,2,2,2,2,2,2,5,0,4,1,1,4,3,1,1,1,3,1,1,1,1,1,9,2,106,1114,4,9,9,9,90,2,10,20,2,1,1,1,1,4,2,10,9
1,106,1115,4,3,5,2,9,9,3,2,11,6,5,5,5,1,12,6,2,1,5,6,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,2,1,3,3,3,4,2,3,3,3,3,2,2,9,2,106,1115,4,9,9,9,30,5,10,50,5,1,1,1,1,1,4,12,3
1,106,1116,4,2,5,2,9,9,3,2,6,6,5,5,1,5,2,4,4,5,12,0,0,2,2,2,2,2,2,2,1,1,2,2,2,4,8,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,4,2,2,2,2,3,3,3,5,1,3,9,2,106,1116,4,9,9,9,90,2,20,30,3,2,1,1,1,1,2,12,6
1,106,1117,4,4,6,2,9,9,3,2,9,6,2,5,4,2,6,4,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,5,2,1,1,4,4,2,3,3,3,3,2,2,9,2,106,1117,4,9,9,9,90,7,20,90,9,2,1,2,1,1,5,20,1
