CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35I.,Q.35J.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.64.,V.66.,V.67.,V.68.
1,100,483,6,2,4,11,1,4,3,1,3,4,1,3,1,2,1,2,1,2,3,1,3,1,2,2,8,2,2,4,3,2,2,2,1,0,2,2,4,4,3,3,2,3,3,2,0,1,1,3,3,1,1,1,1,1,1,5,1,1,2,2,3,3,3,2,2,1,2,100,483,6,3,3,3,3,1,2,1,2,1,1,1,4,4,4,4,4,4,2,1,3,1,2,3,1,3,1,1,1,1,1,3,3,1,5,3,2,2,1,1,1,2,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,7,3,50
1,100,484,6,5,4,3,2,2,3,1,3,3,3,2,0,1,1,1,0,0,3,6,1,2,2,2,8,1,2,2,3,2,0,1,1,0,3,4,1,4,1,1,2,3,3,1,1,1,1,3,3,3,1,1,3,1,1,5,0,0,2,2,3,3,3,2,0,1,2,100,484,6,2,3,2,3,3,3,1,2,1,4,4,4,4,4,4,4,4,2,1,1,1,1,3,1,0,5,5,5,5,5,4,4,1,9,4,2,1,1,1,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,7,3,91
1,100,485,6,4,4,13,10,1,3,1,3,2,3,2,2,2,1,1,2,2,3,1,1,1,2,2,8,2,2,1,3,2,2,2,2,3,2,3,3,3,3,3,4,2,3,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,2,2,3,3,3,2,2,1,2,100,485,6,1,2,1,1,3,2,1,2,3,3,3,3,4,4,4,3,1,2,1,1,2,1,3,1,3,1,1,1,1,1,3,2,4,9,4,2,1,2,1,3,2,2,3,2,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,7,4,7
1,100,486,6,5,4,9,2,5,3,1,3,2,1,4,2,2,2,1,1,2,3,3,1,1,2,2,0,1,3,1,3,2,3,1,1,6,2,4,4,4,4,3,4,3,2,0,1,1,1,3,3,3,1,2,3,1,1,1,1,1,2,2,3,3,3,3,2,1,2,100,486,6,1,3,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,0,1,1,2,1,2,1,0,1,1,1,1,1,3,3,2,11,4,2,1,1,1,3,1,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,7,4,13
1,100,487,6,5,4,3,3,3,3,1,3,2,1,2,1,3,1,1,1,1,2,1,1,2,2,1,8,2,2,1,3,1,2,2,2,4,2,3,4,3,2,1,1,3,3,2,1,1,1,1,1,1,1,2,0,1,1,5,3,1,2,2,3,3,3,3,2,1,2,100,487,6,3,2,3,3,2,3,6,4,4,4,2,3,4,4,4,4,4,2,1,1,2,1,2,1,0,5,5,5,1,1,2,4,1,7,4,2,1,2,1,3,1,2,2,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,7,4,23
1,100,488,6,2,4,9,12,3,9,1,4,5,3,5,3,2,0,2,2,1,2,3,1,1,2,2,0,2,2,2,3,2,3,1,1,2,2,2,2,4,4,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,5,0,0,2,2,3,3,3,2,2,1,2,100,488,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,1,1,1,0,0,0,1,0,2,2,4,3,2,0,1,1,2,3,1,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,6,6
1,100,489,6,2,4,10,2,3,4,1,3,4,3,3,4,2,1,2,1,2,3,1,1,1,2,2,8,3,2,2,3,2,2,2,1,2,3,4,4,5,2,3,3,3,2,2,3,1,1,1,1,1,1,0,1,1,1,1,3,3,2,2,3,3,3,2,1,1,2,100,489,6,0,0,2,0,0,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,2,1,1,1,5,5,2,2,3,2,1,7,4,1,1,1,1,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,7,6,47
1,100,490,6,2,4,0,9,3,4,3,3,2,3,0,2,2,1,1,2,2,3,6,1,1,2,2,8,1,3,2,3,2,2,1,1,0,3,3,2,3,4,1,2,3,3,2,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,3,3,3,3,2,1,2,100,490,6,2,3,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,3,1,1,1,1,1,1,1,4,3,1,9,4,2,1,1,1,3,2,1,0,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,7,7,26
1,100,491,6,2,4,9,2,3,4,1,3,5,3,5,2,2,2,1,1,3,3,1,1,1,2,2,8,1,3,4,6,3,2,1,1,3,3,2,4,4,4,1,3,2,3,2,3,1,1,0,0,1,1,2,3,1,1,1,3,3,2,2,3,3,3,3,1,1,2,100,491,6,2,3,3,3,3,2,1,2,2,4,2,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,5,1,8,4,2,2,1,1,3,2,1,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,7,7,40
1,100,492,6,2,4,9,2,4,3,1,3,3,1,2,1,2,2,1,2,2,1,2,1,3,2,2,8,2,2,2,3,2,2,1,0,3,2,2,2,4,2,3,1,3,3,3,2,1,1,3,3,1,1,1,1,1,0,5,3,3,2,2,3,3,3,3,2,1,2,100,492,6,0,0,0,1,0,2,3,0,0,3,0,0,0,0,0,0,0,2,1,1,2,1,2,2,2,1,1,1,2,1,4,4,3,5,4,2,1,1,1,3,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,7,3,24
1,100,493,6,3,4,8,2,3,1,1,0,5,3,3,1,3,1,1,2,3,2,6,1,1,2,0,0,0,0,2,0,2,2,1,2,2,2,4,4,4,4,3,4,3,2,2,2,1,1,0,0,1,1,1,0,1,1,0,3,3,2,2,3,3,3,3,2,1,2,100,493,6,0,2,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,3,3,1,3,1,1,5,1,2,1,3,1,8,4,2,0,1,2,3,0,2,0,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,7,1,23
1,100,494,6,5,4,10,10,1,2,1,3,4,3,7,1,2,1,1,1,2,2,4,1,3,2,1,0,1,3,2,9,2,2,1,1,0,1,1,1,2,2,1,4,3,3,2,1,1,0,3,3,2,1,3,3,1,0,5,3,3,2,3,1,4,3,3,2,1,2,100,494,6,3,3,3,3,2,2,6,2,2,4,4,4,4,4,4,4,4,2,1,1,2,1,2,1,2,1,1,5,1,1,2,5,1,6,4,2,1,2,1,3,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,7,3,15
1,100,495,6,2,4,9,2,2,3,1,3,5,1,3,2,2,3,2,4,1,1,4,1,1,2,2,8,2,2,1,3,2,3,2,2,3,3,3,3,3,1,3,4,2,2,3,1,1,1,3,3,3,3,3,3,1,1,2,1,1,2,2,2,4,3,2,1,1,2,100,495,6,2,2,2,1,1,3,2,1,1,2,3,3,4,3,4,4,4,2,1,1,1,1,2,1,3,1,2,4,3,2,4,5,1,9,4,2,1,2,2,2,2,1,2,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,7,1,11
1,100,496,6,2,4,9,1,3,4,1,3,2,3,2,1,3,1,1,2,3,3,2,1,1,2,2,9,1,3,1,3,2,2,1,1,3,4,4,2,2,3,1,1,2,3,5,1,1,1,3,3,1,3,1,3,1,1,1,3,1,2,2,2,4,3,2,2,1,2,100,496,6,2,0,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,3,3,3,1,5,5,5,3,1,1,8,4,2,1,1,1,3,2,2,4,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,7,7,50
1,100,497,6,2,4,9,10,1,3,1,3,2,1,2,4,3,2,3,3,1,1,3,1,1,2,2,8,0,2,2,3,1,3,2,0,0,0,2,2,5,2,1,2,3,2,5,3,1,2,3,3,3,3,1,3,1,1,5,0,3,2,2,2,4,3,2,2,2,2,100,497,6,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,1,3,1,2,4,2,0,5,2,5,5,2,5,3,1,9,4,2,2,0,0,2,3,4,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,7,4,54
1,100,498,6,2,4,6,1,3,6,1,3,4,3,2,4,3,2,2,3,3,2,3,1,1,2,2,8,3,3,4,2,2,3,1,1,3,3,4,4,5,3,3,4,3,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,3,2,3,3,3,2,1,2,100,498,6,2,3,3,3,1,1,4,4,4,4,4,3,4,4,4,4,4,2,1,1,1,1,1,3,1,1,1,2,5,5,3,3,3,6,3,2,1,1,1,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,8,6,55
1,100,499,6,2,4,9,2,4,4,1,3,5,2,4,2,1,2,1,2,1,1,1,1,1,1,2,8,1,3,2,6,2,2,2,2,3,4,4,4,4,2,2,3,3,3,2,1,1,1,1,1,1,2,1,0,1,1,2,1,1,3,3,2,3,3,2,2,2,2,100,499,6,3,3,3,3,3,1,1,4,4,4,4,3,4,4,4,4,4,2,1,1,1,1,2,1,2,1,1,2,1,1,4,3,1,7,4,2,1,1,1,3,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,8,7,29
1,100,500,6,5,4,9,1,3,5,3,4,2,1,2,1,2,1,1,1,2,3,2,1,1,2,2,9,2,3,2,2,2,2,1,1,3,2,3,2,2,4,3,3,3,2,2,1,1,1,1,1,1,1,1,0,1,1,2,1,1,3,2,3,3,3,2,2,1,2,100,500,6,3,3,2,2,3,2,1,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,2,1,1,2,1,2,1,1,2,3,1,9,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,8,7,4
1,100,501,6,2,4,4,4,4,5,1,3,1,1,4,1,3,1,1,1,1,3,1,1,1,2,1,8,2,1,0,6,3,3,1,0,1,3,5,5,5,2,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,2,3,3,3,3,2,1,2,100,501,6,1,3,3,1,3,1,1,2,4,4,2,4,3,3,4,4,3,2,1,3,1,1,3,1,2,1,1,1,2,1,1,4,1,4,3,2,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,8,7,52
1,100,502,6,6,4,9,10,1,4,1,3,2,1,2,2,2,2,1,2,2,2,4,1,1,2,2,8,2,3,4,6,2,2,1,1,4,2,3,2,3,4,3,1,3,3,1,1,1,1,3,1,1,1,2,3,1,1,5,1,1,3,2,3,3,3,2,1,1,2,100,502,6,2,3,2,2,2,2,2,2,1,2,3,3,4,4,4,4,4,2,1,1,1,1,3,1,0,5,1,5,1,1,4,3,1,9,4,2,1,1,1,3,2,2,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,8,4,41
1,100,503,6,2,4,0,3,3,1,1,3,4,2,4,1,3,2,1,4,3,3,3,2,1,2,2,8,0,3,1,4,2,3,2,2,0,3,3,4,2,4,1,4,3,3,1,1,1,1,3,3,1,1,2,1,1,1,5,1,1,2,3,3,3,3,3,2,1,2,100,503,6,2,3,2,3,3,3,2,1,2,2,0,2,4,2,4,4,2,1,1,3,1,1,3,3,3,3,3,3,1,3,2,4,1,6,4,1,1,2,2,1,3,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,8,5,32
1,100,504,6,4,4,9,1,3,3,1,3,5,3,3,1,1,2,1,1,2,3,6,1,1,2,2,8,2,2,4,9,1,2,2,1,3,2,3,2,3,4,3,4,2,3,2,1,1,1,3,3,1,1,0,3,1,1,5,1,1,2,3,3,3,3,3,2,1,2,100,504,6,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1,3,1,1,2,1,1,1,2,2,5,2,4,4,1,8,4,2,1,1,1,3,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,8,1,52
1,100,505,6,2,4,9,6,4,4,1,4,5,3,5,1,1,2,1,2,2,4,4,1,1,2,2,1,1,2,3,3,2,2,1,1,1,2,2,2,2,4,3,4,2,3,2,2,1,1,1,1,1,1,1,0,1,2,5,0,1,2,3,3,3,3,2,2,1,2,100,505,6,3,3,2,1,2,2,2,2,2,1,1,2,4,4,4,4,4,2,1,1,1,3,3,3,3,1,1,3,4,1,2,3,1,4,2,2,2,1,2,3,2,2,4,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,8,2,61
1,100,506,6,2,4,11,2,4,2,1,4,4,1,3,4,2,2,2,2,3,2,6,1,3,2,1,8,2,2,2,3,2,3,1,2,2,2,4,4,4,3,1,4,3,3,2,1,1,2,3,3,1,1,1,3,1,1,5,1,1,2,3,3,3,3,2,3,1,2,100,506,6,3,3,3,3,3,3,2,3,3,4,4,2,4,4,4,4,2,2,1,1,2,1,3,1,1,1,1,5,1,1,3,4,3,4,4,2,2,1,1,3,2,2,0,4,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,8,3,44
1,100,507,6,2,4,1,1,4,2,1,3,4,1,4,1,2,2,1,2,2,4,1,1,2,2,2,8,1,2,4,9,1,2,2,2,0,1,1,1,1,2,1,2,3,2,2,1,1,1,1,1,3,1,1,1,1,1,5,1,1,2,3,3,3,3,2,2,1,2,100,507,6,3,1,2,2,1,2,2,2,4,2,4,4,4,2,4,4,3,2,1,1,1,1,3,1,2,1,1,2,1,2,2,4,1,4,3,2,2,2,1,3,2,2,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,8,3,28
1,100,508,6,6,4,4,10,1,1,1,3,4,3,4,1,1,2,1,1,2,3,4,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,3,3,4,4,1,3,3,3,1,1,1,1,0,1,1,1,2,2,1,1,5,1,3,3,2,2,4,3,3,2,2,2,100,508,6,0,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,2,1,3,0,1,2,1,1,1,1,5,1,1,3,2,1,9,4,2,1,1,1,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,8,5,44
1,100,509,6,5,4,9,10,1,2,1,3,4,1,3,1,2,2,2,2,1,2,4,2,3,2,1,8,1,3,2,11,2,3,1,2,6,1,4,4,5,3,1,1,3,2,5,1,1,1,3,3,1,1,1,2,1,1,5,1,1,2,3,2,4,3,3,2,1,2,100,509,6,1,2,3,2,1,3,1,2,3,4,3,4,4,4,4,4,2,2,1,1,1,1,3,0,0,5,5,5,5,1,4,3,1,8,4,2,2,1,1,2,2,2,0,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,8,3,57
1,100,510,6,2,4,6,6,4,6,1,3,4,3,3,4,2,2,2,2,1,3,3,1,1,2,2,8,2,3,4,3,1,3,1,1,3,3,4,4,5,4,3,2,3,3,3,1,1,1,1,1,2,1,1,3,1,1,2,3,3,2,3,2,4,3,2,2,1,2,100,510,6,2,3,2,2,3,2,2,4,4,4,4,2,4,4,4,4,4,2,1,1,1,1,2,1,1,2,2,2,2,5,4,2,1,3,2,2,2,1,1,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,8,6,49
1,100,511,6,5,4,8,2,3,3,1,3,4,3,4,1,2,2,1,1,3,3,4,1,1,2,2,8,1,2,1,3,2,2,2,2,3,2,4,4,4,2,1,4,3,3,1,1,1,1,1,3,1,1,1,3,1,1,5,1,1,2,2,3,4,3,3,2,2,2,100,511,6,3,2,2,1,1,3,1,2,2,4,2,4,4,4,4,4,4,2,1,1,1,2,3,1,1,5,5,5,5,1,4,3,1,7,4,2,1,1,1,3,2,3,4,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,8,3,72
1,100,512,6,2,4,9,6,4,3,1,3,4,1,3,1,2,2,1,3,1,3,4,2,1,2,2,8,2,2,2,6,1,2,2,2,6,3,3,2,2,2,1,4,3,3,0,0,1,1,1,3,1,1,2,1,1,1,5,3,1,2,2,3,4,3,3,2,1,2,100,512,6,3,3,2,1,1,2,1,2,3,4,4,3,4,4,4,4,4,2,1,1,2,2,3,1,0,5,1,5,3,5,4,4,1,2,3,2,1,1,1,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,5,34
1,100,513,6,2,4,9,1,3,4,3,3,2,2,1,4,3,2,2,2,3,3,1,1,1,0,1,8,2,3,2,9,3,3,2,2,3,4,4,5,5,3,1,3,2,3,5,1,1,1,3,3,1,3,1,3,1,2,5,1,1,2,2,3,4,3,2,2,1,2,100,513,6,3,2,3,1,1,3,1,4,4,4,3,4,4,4,4,4,4,2,1,1,1,1,3,2,2,2,1,5,1,1,4,4,1,7,4,2,3,1,1,3,2,3,0,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,8,7,53
1,100,514,6,2,4,5,2,3,3,1,3,4,3,4,1,1,2,1,1,2,3,2,1,1,2,2,8,1,2,1,9,1,2,1,1,6,2,2,2,2,4,1,3,3,3,5,2,1,1,3,3,1,1,1,2,1,1,5,1,1,2,3,3,4,3,2,2,1,2,100,514,6,2,3,2,2,2,2,1,2,2,2,4,4,4,4,4,4,4,2,1,3,1,2,3,3,3,5,2,4,4,2,2,4,1,9,4,2,2,2,1,3,2,2,4,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,9,3,79
1,100,515,6,2,4,9,2,3,4,1,3,4,3,3,2,2,1,1,2,3,2,4,2,1,2,1,0,2,2,2,6,2,3,1,1,3,3,4,4,4,3,3,3,2,3,2,4,1,1,3,1,1,1,1,2,1,1,5,3,3,2,3,3,4,3,3,2,1,2,100,515,6,2,2,3,2,2,2,1,1,2,2,2,4,4,4,4,4,2,2,1,3,1,1,2,1,1,1,1,1,1,1,4,4,1,8,4,2,1,2,1,3,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,9,7,55
1,100,516,6,2,4,3,2,3,2,1,4,5,1,4,2,3,1,1,2,2,2,3,2,1,2,2,8,3,3,2,3,2,3,1,1,3,2,2,2,2,2,3,2,3,2,3,2,1,1,3,3,1,1,1,3,1,1,5,3,3,2,3,3,4,3,2,2,1,2,100,516,6,2,3,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,1,3,5,1,1,1,1,4,2,1,7,4,1,1,2,1,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,9,1,37
1,100,517,6,5,4,13,1,3,2,1,1,4,1,4,1,1,1,2,1,2,2,1,1,2,2,2,8,2,3,2,3,1,2,1,1,0,2,1,1,2,3,2,4,3,3,3,1,0,1,1,1,1,2,2,1,1,1,2,3,1,3,2,3,4,3,2,2,1,2,100,517,6,3,3,3,1,3,2,3,3,4,3,4,4,4,4,4,4,4,2,1,1,1,1,2,2,1,1,1,1,2,1,2,5,4,7,4,2,2,2,1,1,1,1,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,9,5,10
1,100,518,6,2,4,9,1,3,3,1,3,5,1,4,1,2,2,1,2,2,3,1,1,1,1,2,8,1,2,2,3,1,2,1,1,1,2,1,1,1,4,1,2,3,3,1,1,1,1,1,0,1,1,1,0,1,1,5,1,1,3,2,3,4,3,3,2,1,2,100,518,6,1,3,3,1,2,1,1,4,4,4,3,4,4,4,4,4,4,2,1,1,1,1,1,1,3,1,2,5,1,1,5,2,1,8,4,2,1,1,2,3,2,1,4,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,9,1,65
1,100,519,6,2,4,9,2,3,3,1,3,4,3,3,2,2,1,1,2,3,1,1,1,3,2,2,0,2,0,3,2,1,2,1,1,3,4,4,4,4,3,2,4,2,2,3,4,3,3,3,3,1,3,2,2,1,1,5,3,1,3,3,2,4,3,2,1,1,2,100,519,6,3,3,2,0,3,2,3,3,3,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,2,5,1,5,1,5,3,2,1,6,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,9,5,68
1,100,520,6,5,4,9,9,2,3,2,3,5,3,5,1,1,1,2,2,2,3,1,1,1,2,2,0,1,0,3,2,1,3,1,0,0,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,2,0,1,1,5,1,1,3,3,3,3,3,2,2,1,2,100,520,6,3,3,0,3,3,2,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,0,3,1,0,5,2,5,5,5,3,3,1,9,4,2,1,0,2,3,1,2,0,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,9,5,85
1,100,521,6,2,4,8,2,3,3,1,3,4,3,4,1,2,2,1,1,2,3,3,1,1,2,2,0,2,3,1,3,1,2,2,2,3,3,2,2,4,4,1,4,2,3,3,1,1,1,3,3,1,3,1,2,1,0,5,3,1,3,3,3,3,3,2,2,1,2,100,521,6,3,2,3,3,2,2,2,2,4,4,4,3,4,3,4,4,4,2,1,1,1,1,1,3,1,5,1,1,1,5,3,1,1,9,4,2,1,1,1,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,9,5,43
1,100,522,6,1,4,4,10,2,2,1,3,4,3,4,2,1,2,1,1,2,1,4,1,1,2,2,9,2,2,1,3,1,1,1,1,4,2,1,1,2,3,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,3,3,2,3,3,3,3,3,3,2,1,2,100,522,6,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,2,1,1,2,4,1,7,4,2,1,1,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,9,6,1
1,100,523,6,2,4,3,2,3,4,1,3,5,3,3,2,2,1,2,3,2,3,3,2,1,2,2,8,2,3,3,3,1,2,2,2,3,2,4,4,4,4,1,2,3,3,2,1,1,1,3,3,3,1,1,3,2,1,1,3,1,3,3,3,3,3,2,2,1,2,100,523,6,2,3,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,1,1,5,1,4,2,5,4,3,1,9,4,2,1,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,9,2,17
1,100,524,6,2,4,9,1,3,1,1,3,5,3,5,1,2,1,1,2,1,1,3,1,1,0,0,0,2,1,1,3,2,3,2,1,3,2,1,3,3,1,1,2,3,3,2,3,2,1,3,3,1,1,2,2,1,1,3,1,1,3,3,3,3,3,1,3,1,2,100,524,6,0,0,0,0,1,3,2,2,4,4,3,4,4,2,4,4,4,0,1,1,1,1,3,2,3,1,1,0,5,1,5,4,1,6,4,2,1,2,2,2,3,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,9,2,38
1,100,525,6,2,4,1,2,3,4,1,4,2,3,2,2,2,2,1,1,2,3,1,1,1,2,2,8,3,2,3,3,1,2,1,1,3,2,2,2,2,4,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,3,3,3,3,3,2,1,2,100,525,6,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,1,2,1,3,1,1,1,1,2,2,2,1,8,4,2,1,1,1,3,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,4,56
1,100,526,6,2,4,3,2,3,0,2,4,3,3,2,2,3,2,2,2,2,1,1,1,1,2,1,9,1,2,4,6,2,2,1,1,3,2,2,2,2,2,3,1,3,3,2,1,1,1,0,0,0,1,1,1,1,1,5,1,1,2,2,2,3,2,2,2,1,2,100,526,6,1,1,2,1,2,3,2,1,2,2,1,4,4,2,4,4,4,2,1,1,1,1,3,1,1,3,1,4,5,5,4,1,1,10,4,2,1,1,1,3,3,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,5,5,29
1,100,527,6,1,4,0,10,2,0,1,3,0,3,0,1,3,2,1,1,2,3,2,3,1,2,1,9,3,1,2,11,3,2,1,1,6,3,3,4,4,4,1,3,1,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,3,2,2,2,100,527,6,1,1,1,1,2,3,2,1,4,2,4,4,4,2,4,4,4,2,1,3,1,2,3,1,2,1,1,1,1,1,3,0,1,8,4,2,2,2,1,0,2,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,7,85
1,100,528,6,2,4,9,1,4,0,1,3,5,2,2,1,2,1,1,2,2,4,2,1,1,2,2,8,2,3,2,3,2,2,1,1,3,2,4,4,4,2,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,0,1,1,1,3,1,2,3,2,3,2,1,2,100,528,6,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,0,0,1,1,1,2,2,4,4,2,5,3,2,1,2,1,3,1,1,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,5,7,68
1,100,529,6,2,4,3,9,4,0,1,3,5,1,4,1,2,2,1,3,2,2,2,0,0,0,0,0,0,0,1,4,3,2,1,1,3,2,3,2,4,2,1,4,2,3,1,1,2,1,3,2,1,3,2,3,1,0,5,1,1,1,1,1,3,2,2,2,1,2,100,529,6,1,2,2,1,1,3,1,2,2,2,4,4,4,3,4,4,2,2,1,1,1,1,3,0,0,1,1,2,3,3,4,3,1,9,2,2,2,1,1,0,3,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,7,66
1,100,530,6,4,4,11,1,3,0,1,3,4,3,3,4,2,1,2,1,2,1,3,1,1,2,2,8,2,2,0,3,2,3,2,0,3,2,3,3,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,100,530,6,2,3,2,3,3,2,4,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,3,1,1,1,1,4,5,5,3,3,1,10,4,2,1,1,1,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,6,38
