CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.16A.,Q.16B.,Q.16C.,Q.16D.,Q.16E.,Q.16F.,Q.16G.,Q.16H.,Q.17A.,Q.17B.,Q.18.,Q.19.,Q.20A.,Q.21.,Q.22.,Q.23.,Q.24.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.30I.,Q.30J.,Q.30K.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.32.,Q.33A.,Q.33B.,Q.34.,Q.35A.,Q.35B.,Q.36.,Q.37.,Q.38.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50.,Q.51A.,Q.51B.,Q.52A.,Q.52B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.55A.,Q.55B.,Q.56A.,Q.56B.,Q.57.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.61A.,Q.62A.,Q.62B.,Q.63A.,Q.63B.,Q.64A.,Q.64B.,Q.65A.,Q.65B.,Q.66A.,Q.66B.,Q.67A.,Q.67B.,Q.68.,Q.69A.,Q.69B.,V.71.,V.72.,V.73.,V.74.,V.75.,V.76.
1,211,1085,2,3,3,1,38,4,5,10,1,10,0,24,1,1,1,6,3,1,3,3,1,1,2,2,2,1,1,1,3,3,2,4,3,4,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,3,3,3,3,3,1,3,2,3,4,1,2,2,1,1,1,2,211,1085,2,2,2,4,1,2,3,1,0,94,3,2,0,1,1,1,2,3,2,2,3,0,3,3,2,1,1,1,3,2,0,1,4,1,1,2,2,3,2,3,3,0,3,1,2,1,1,1,3,2,4,7,7,6,1,6,118
1,211,1086,2,2,3,3,40,4,5,11,1,10,0,24,1,1,1,6,4,1,1,1,2,2,2,2,2,3,3,1,2,1,3,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,3,2,3,1,1,3,3,2,2,1,4,3,3,2,2,2,211,1086,2,3,4,4,1,3,3,3,3,94,3,1,4,2,2,1,2,4,3,4,1,2,1,3,3,2,2,3,3,5,3,1,4,2,2,1,3,4,2,4,3,2,3,3,3,2,2,0,3,5,4,2,1,5,2,6,200
1,211,1087,2,3,4,5,28,4,5,22,1,4,5,21,1,2,2,1,3,2,3,1,2,1,2,2,2,1,3,1,2,3,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,2,3,4,1,3,1,2,1,2,2,211,1087,2,3,5,0,2,3,2,2,2,94,3,1,5,1,1,1,2,3,3,4,2,2,3,1,1,2,3,1,3,2,3,1,5,2,3,3,3,4,2,4,1,1,2,3,1,2,2,0,3,2,4,4,2,6,2,6,155
1,211,1088,2,3,5,5,78,1,5,30,1,2,2,21,1,1,2,6,1,2,2,1,3,1,1,2,1,3,1,1,1,1,2,2,3,4,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,1,2,4,3,3,3,2,4,1,1,2,2,211,1088,2,2,3,5,1,1,4,1,4,94,3,2,5,2,1,1,3,5,1,5,1,1,1,3,2,1,2,4,2,3,3,1,5,1,1,1,3,5,1,5,1,1,2,2,2,1,2,0,3,2,2,1,4,8,2,6,207
1,211,1089,2,3,2,4,30,1,5,9,1,1,1,21,1,1,1,6,3,2,2,2,3,3,1,2,2,1,3,1,3,3,2,3,4,3,3,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,3,3,3,1,3,3,3,2,2,1,4,2,3,1,3,2,211,1089,2,2,2,0,1,2,2,3,3,94,3,1,3,1,2,2,3,3,2,2,2,2,1,3,2,2,2,4,3,1,2,1,4,1,2,2,3,4,2,4,3,3,1,2,2,2,1,1,3,5,3,4,3,10,2,6,104
1,211,1090,2,3,5,0,15,4,5,8,1,3,3,21,1,1,2,2,3,1,3,2,2,3,2,2,2,1,0,1,2,3,2,2,1,2,3,3,2,2,0,1,1,2,1,2,3,1,2,1,0,0,0,0,0,1,1,1,2,3,4,2,3,3,2,3,2,2,211,1090,2,3,4,6,3,5,3,5,3,94,3,1,5,1,1,3,1,5,3,5,3,0,3,1,2,1,3,4,3,5,0,1,5,1,1,1,2,2,3,5,3,3,3,3,2,3,1,1,3,1,5,7,7,8,1,6,216
1,211,1091,2,1,2,1,36,1,5,25,1,3,4,21,1,2,1,6,4,1,3,1,3,3,1,2,2,1,0,1,3,3,2,4,1,2,1,3,2,2,1,1,1,0,0,0,0,1,1,1,0,4,4,3,3,1,3,4,4,3,5,1,4,3,2,2,1,2,211,1091,2,3,4,0,0,5,3,3,1,94,3,3,4,0,1,1,2,0,2,3,0,0,3,2,2,1,3,1,3,1,3,3,3,1,2,3,2,3,2,3,3,0,3,0,3,0,3,0,3,5,3,1,1,9,2,6,212
1,211,1092,2,4,3,2,51,4,5,6,1,10,0,21,1,1,2,1,2,2,3,3,3,2,1,2,1,1,3,1,3,3,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,3,1,1,2,3,3,3,1,3,3,3,3,3,1,1,3,2,1,2,2,211,1092,2,3,4,4,1,5,0,5,0,94,2,1,5,1,2,3,2,4,2,4,2,2,2,2,2,1,2,4,3,2,3,1,4,1,1,1,3,4,3,4,2,2,2,3,2,2,2,0,3,2,4,7,7,12,1,6,244
1,211,1093,2,3,2,1,32,4,5,16,1,10,0,24,1,1,2,6,2,2,3,2,3,3,1,2,1,3,0,1,1,2,1,2,2,2,3,3,2,2,0,0,0,1,2,2,0,0,1,0,0,3,2,2,3,1,3,2,3,3,3,1,2,3,1,1,1,2,211,1093,2,3,4,4,3,1,4,1,3,94,3,1,5,1,1,1,3,4,2,4,3,2,1,2,2,2,2,4,3,2,3,1,5,1,1,2,2,4,2,4,1,2,1,2,2,2,2,0,3,5,1,3,3,12,2,6,190
1,211,1094,2,3,2,5,30,2,5,12,1,3,3,21,1,1,1,0,1,3,4,3,2,2,1,2,2,1,1,1,2,2,1,4,3,3,0,2,1,1,1,1,1,2,1,3,2,1,2,1,1,2,3,4,3,1,3,3,3,3,3,2,1,3,1,1,1,2,211,1094,2,3,2,3,2,2,3,1,3,94,3,1,5,1,1,2,2,3,3,3,2,2,2,3,2,1,2,4,0,2,3,1,5,1,1,3,2,3,2,3,2,2,2,3,1,1,2,0,3,2,3,6,4,12,2,6,49
1,211,1095,2,4,2,4,36,1,5,15,1,1,3,21,1,1,2,6,3,3,3,1,3,2,1,1,1,3,1,1,2,1,1,4,2,2,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,3,1,3,3,3,2,3,2,1,3,2,1,2,2,211,1095,2,2,4,4,1,2,3,2,3,94,3,1,5,1,1,2,3,5,2,5,2,1,1,3,2,1,2,4,3,2,3,1,5,1,1,2,2,4,2,5,1,1,1,3,2,1,2,0,2,2,4,4,3,12,2,6,107
1,211,1096,2,3,2,2,24,1,5,17,1,2,2,21,2,1,1,0,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,4,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,1,1,2,2,3,4,1,2,3,1,3,1,2,211,1096,2,3,3,4,2,2,3,1,0,94,3,1,4,1,2,1,0,0,2,4,3,3,3,0,2,1,2,4,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,5,6,3,0,8,2,6,89
1,211,1097,2,4,5,1,58,1,5,15,1,2,2,11,1,1,1,6,2,2,3,2,2,2,2,1,1,1,1,1,3,3,1,4,4,4,1,3,1,1,1,1,1,3,3,3,2,3,3,1,1,2,4,4,4,1,1,2,3,2,2,3,3,3,1,1,1,2,211,1097,2,1,3,0,2,2,3,1,3,94,3,1,4,1,2,3,3,5,2,4,2,2,1,3,2,2,2,4,3,1,4,1,4,1,2,1,2,4,2,4,3,3,2,3,2,2,2,0,3,1,4,7,7,10,1,6,25
1,211,1098,2,2,3,3,40,2,5,11,1,2,2,24,1,1,2,1,3,1,3,3,2,2,2,2,1,3,1,1,2,2,2,4,1,2,3,3,0,1,1,1,1,3,1,3,3,1,0,1,1,2,3,4,2,1,4,4,3,3,5,1,2,3,2,1,2,2,211,1098,2,3,4,4,2,2,3,2,3,94,3,3,4,2,2,1,2,0,0,0,0,0,0,0,2,0,0,4,3,2,0,1,4,3,0,3,2,4,2,4,3,0,3,0,2,2,2,0,3,5,6,7,7,9,1,6,125
1,211,1099,2,4,2,3,26,4,5,20,1,3,3,21,1,2,1,6,3,1,3,3,2,2,1,2,1,1,0,1,2,2,1,3,1,3,3,2,1,1,1,1,1,3,1,1,1,1,3,1,1,2,2,3,3,1,4,3,3,3,3,2,2,3,5,1,1,2,211,1099,2,3,4,5,2,2,3,2,3,94,3,1,3,1,2,1,2,4,2,4,2,2,1,2,2,1,3,4,3,2,3,1,4,3,0,2,2,4,2,5,3,0,3,2,2,1,3,0,3,2,4,4,2,10,2,6,198
1,211,1100,2,3,4,3,32,4,5,12,1,4,5,21,1,1,1,6,4,2,1,1,1,1,3,1,2,1,1,1,2,2,1,4,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,3,4,2,1,3,2,3,3,4,2,1,3,2,1,2,2,211,1100,2,3,2,4,2,2,2,2,3,94,3,1,4,1,1,1,2,4,3,4,2,1,1,3,2,1,2,4,3,1,4,1,4,1,2,1,2,4,2,4,2,2,2,2,2,1,2,0,3,2,3,5,5,4,2,6,137
1,211,1101,2,3,2,3,27,4,5,7,1,2,2,21,1,1,2,6,3,1,2,1,2,1,2,2,2,3,3,1,3,3,1,4,3,3,1,3,2,2,2,1,1,2,1,1,2,1,3,1,1,2,3,2,3,1,1,3,3,2,3,1,3,3,2,2,3,2,211,1101,2,3,4,5,2,5,3,5,3,94,3,1,3,1,1,2,2,4,2,3,3,1,3,3,2,1,2,1,3,5,4,1,5,1,1,1,2,4,2,4,3,1,3,1,3,1,2,0,3,2,4,7,7,4,1,6,215
1,211,1102,2,2,2,4,36,4,5,11,1,2,2,21,1,1,1,0,4,1,2,1,2,1,2,3,3,1,0,1,3,3,2,2,1,2,1,3,2,3,1,1,1,3,1,0,1,1,1,1,1,4,3,2,4,3,3,3,3,2,4,1,2,3,2,2,2,2,211,1102,2,3,3,4,1,5,2,2,3,94,3,3,2,1,2,1,2,5,1,5,1,1,1,3,2,1,3,4,3,5,3,3,5,3,1,1,3,5,2,5,1,1,1,3,2,1,1,2,3,5,5,2,1,2,2,6,30
1,211,1103,2,2,2,5,31,2,5,0,1,2,2,13,1,0,1,0,4,1,1,1,1,1,3,2,2,2,2,1,0,0,3,2,1,1,0,3,2,2,0,1,1,1,2,2,0,1,2,1,1,2,3,3,3,1,3,3,3,3,3,1,2,4,2,3,1,2,211,1103,2,3,5,4,0,5,0,2,0,94,3,2,5,2,1,1,2,5,3,5,1,1,1,3,2,1,2,4,2,6,0,1,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,2,6,97
1,211,1104,2,3,3,3,17,4,5,10,1,4,5,21,1,1,2,1,3,1,1,1,1,1,3,2,2,3,1,1,1,2,2,4,1,2,1,3,1,1,3,1,1,2,3,2,3,1,2,1,1,2,4,4,4,1,1,2,3,3,5,1,2,3,2,1,2,2,211,1104,2,3,4,4,2,2,3,2,3,94,3,1,5,1,1,1,2,5,3,5,2,1,2,3,2,1,3,4,3,2,4,1,5,1,1,1,2,5,2,5,2,1,2,3,2,1,2,0,3,2,4,7,7,2,1,6,232
1,211,1105,2,1,2,4,54,3,5,17,1,1,2,21,1,1,1,6,3,1,2,1,1,1,3,2,3,3,2,1,3,3,1,4,1,1,1,3,2,1,1,1,1,2,1,2,1,1,2,1,1,2,3,2,3,2,1,3,1,3,5,1,4,3,2,1,2,2,211,1105,2,2,4,4,1,3,3,3,3,94,3,1,5,1,1,1,3,5,2,5,2,1,2,3,2,1,2,4,1,1,4,1,5,1,1,1,2,5,2,5,2,1,2,3,2,1,1,1,2,1,5,5,5,1,2,6,43
1,211,1106,2,3,5,5,39,4,5,20,1,1,2,21,1,1,2,6,3,1,2,1,1,1,3,2,2,1,1,1,3,3,1,4,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,4,4,2,1,1,2,211,1106,2,2,3,5,2,2,4,2,4,94,3,1,5,1,1,1,3,5,3,5,2,1,2,3,2,1,2,4,3,1,4,1,5,1,1,1,3,5,3,5,2,1,2,3,2,1,2,0,3,1,5,6,6,2,2,6,191
1,211,1107,2,2,3,2,31,2,5,12,2,2,2,11,1,0,2,6,5,1,2,1,1,0,3,2,2,1,0,1,3,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,4,0,0,1,1,0,2,211,1107,2,3,5,0,0,0,0,0,0,94,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,6,28
1,211,1108,2,4,5,3,78,1,5,44,2,3,3,13,4,1,2,6,2,1,4,3,3,3,1,2,1,1,1,3,2,3,3,3,4,2,1,2,1,1,1,3,2,3,3,2,3,1,1,1,1,2,3,2,3,1,1,3,3,4,3,2,2,3,5,1,5,2,211,1108,2,1,4,5,3,2,3,2,3,94,2,3,4,2,2,1,2,5,1,4,1,2,3,3,3,2,2,4,3,2,3,1,5,1,1,1,2,4,2,4,3,3,3,3,3,3,1,1,3,1,4,7,7,13,1,6,230
1,211,1109,2,2,3,3,40,4,5,14,2,1,1,21,1,1,1,0,3,2,3,2,0,2,2,1,2,3,3,1,2,2,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,3,3,4,3,2,3,2,1,1,2,211,1109,2,2,4,4,1,2,3,2,4,94,0,1,4,1,2,3,2,4,2,4,1,2,3,2,2,2,2,4,3,5,2,1,4,1,2,3,2,4,2,4,2,2,3,2,2,2,3,0,2,2,3,3,4,8,2,6,197
1,211,1110,2,4,2,4,40,2,5,14,1,3,3,21,1,1,1,6,1,1,2,3,3,3,1,3,3,3,3,1,3,2,1,1,1,2,1,2,1,3,2,1,1,2,1,2,2,1,1,1,1,2,3,2,3,1,1,3,3,3,3,1,3,2,2,1,1,2,211,1110,2,3,4,5,1,1,3,2,3,94,3,1,5,1,1,1,3,4,3,5,1,1,1,3,2,1,2,1,3,2,2,2,5,2,2,1,1,5,1,5,1,1,1,3,1,1,2,3,1,3,5,4,0,8,2,9,10
1,211,1111,2,3,3,2,39,2,5,10,1,10,0,21,1,1,2,6,4,1,3,2,2,2,2,2,2,3,1,1,3,3,2,4,3,2,1,2,1,1,1,3,1,1,1,2,2,1,1,1,1,3,3,3,3,3,1,3,3,2,4,1,4,2,2,1,2,2,211,1111,2,3,5,0,2,2,2,2,2,94,2,1,1,2,1,2,2,3,1,4,1,2,3,3,1,2,2,4,3,5,0,3,0,2,1,3,2,5,2,0,3,3,3,3,3,3,2,0,3,5,3,1,0,7,2,9,22
1,211,1112,2,1,2,4,24,2,5,15,1,3,4,21,1,1,1,6,2,1,3,2,2,2,2,2,2,1,3,1,2,3,1,2,2,3,3,3,2,2,2,1,2,1,1,1,1,2,2,2,1,3,3,2,3,1,3,2,3,3,4,1,3,3,1,3,1,2,211,1112,2,3,4,5,3,2,2,2,2,94,3,1,5,1,1,2,2,5,2,5,1,1,2,3,2,1,2,4,3,2,4,1,3,1,2,2,2,3,2,3,2,2,2,3,1,1,2,0,3,2,3,4,4,7,2,9,106
1,211,1113,2,3,3,3,50,4,5,18,1,1,2,22,1,1,1,6,2,1,3,2,2,2,2,2,2,1,0,1,2,1,1,4,1,1,1,3,2,1,1,1,1,1,2,2,1,1,0,1,1,4,2,1,3,1,4,4,2,3,3,1,2,3,1,2,3,2,211,1113,2,3,4,4,3,1,4,2,4,94,3,1,5,1,1,2,1,5,3,5,3,1,1,2,2,1,2,1,3,5,4,2,5,2,2,2,1,5,2,5,3,1,1,3,2,1,2,1,1,3,5,4,1,7,2,9,18
1,211,1114,2,4,2,4,32,4,5,9,1,2,3,21,1,1,1,6,3,2,1,2,2,2,2,2,1,0,0,1,2,1,1,1,2,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,2,211,1114,2,3,3,0,1,5,0,5,0,94,3,1,3,2,1,3,2,5,0,0,3,0,1,3,3,0,1,2,3,5,3,1,4,1,1,2,2,3,2,3,3,3,3,0,2,1,2,0,0,5,6,7,7,8,1,9,49
1,211,1115,2,4,4,3,40,4,5,11,1,1,1,24,1,1,2,1,3,1,3,3,2,2,2,2,1,1,3,1,2,2,2,2,1,2,3,3,2,1,1,1,1,3,1,3,1,1,3,1,1,2,3,4,2,3,3,1,3,3,3,2,2,3,2,2,2,2,211,1115,2,3,4,4,2,5,3,2,3,94,3,1,4,1,1,2,2,4,2,4,2,2,1,3,2,2,2,4,3,2,4,1,5,3,3,2,3,5,2,5,2,2,1,3,2,2,2,0,3,2,4,7,7,9,1,9,45
1,211,1116,2,2,4,2,51,4,5,20,1,1,2,11,1,1,1,6,3,2,2,2,3,2,3,2,2,3,3,1,2,1,2,4,1,3,1,3,2,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,3,3,3,2,2,1,2,2,2,1,2,2,211,1116,2,2,3,5,3,2,3,5,3,94,3,1,4,1,2,2,3,4,2,4,3,3,3,3,1,2,2,3,3,2,3,3,3,3,3,2,2,3,2,4,3,3,3,3,3,3,2,0,3,5,3,2,0,7,2,9,66
1,211,1117,2,3,4,3,40,1,5,10,1,10,0,11,1,1,1,0,3,2,3,2,2,1,2,2,1,3,3,1,2,2,2,3,1,3,1,3,1,1,1,1,1,2,1,1,3,1,3,1,1,3,2,2,2,1,3,1,2,3,2,1,1,2,5,2,2,2,211,1117,2,2,3,4,1,2,3,2,3,94,3,0,0,0,0,0,2,3,1,3,1,2,1,3,2,2,2,4,3,5,1,1,3,1,2,2,2,3,2,3,3,3,1,1,2,2,2,0,3,2,3,1,3,8,2,9,25
1,211,1118,2,4,2,3,36,4,5,10,1,10,0,21,1,1,1,6,3,3,2,2,3,2,1,2,2,3,3,1,2,3,1,2,3,3,3,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,3,3,3,2,3,2,2,2,3,1,1,3,3,1,2,2,211,1118,2,3,4,4,2,3,4,4,0,94,3,1,3,1,2,1,3,4,2,4,1,2,1,2,2,2,2,4,3,3,3,1,3,1,2,1,3,4,2,4,1,2,1,3,2,2,2,0,3,3,3,3,3,10,2,9,71
1,211,1119,2,3,2,3,36,4,5,10,1,2,2,21,1,1,2,1,3,1,3,2,2,2,2,2,2,1,1,1,2,1,1,3,2,1,1,3,1,1,1,1,1,3,1,2,2,1,2,1,1,2,4,4,4,1,1,3,3,3,3,1,2,3,1,1,2,2,211,1119,2,3,4,0,1,2,3,2,3,94,3,1,4,1,2,1,2,4,2,4,2,2,3,2,2,2,3,2,3,2,3,1,4,1,1,1,2,4,2,4,1,3,2,2,2,2,1,1,3,2,4,7,7,7,1,9,42
1,211,1120,2,4,3,1,43,4,5,16,1,1,1,21,1,1,2,6,3,1,1,1,1,1,2,2,2,3,3,1,3,2,1,4,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,1,1,7,1,5,4,1,1,4,2,211,1120,2,3,3,0,0,0,0,1,3,94,3,3,5,0,0,0,3,5,2,5,1,2,1,3,1,2,2,4,3,2,2,1,5,1,1,1,3,5,1,5,1,1,1,1,1,2,0,0,0,1,6,7,7,3,1,9,58
1,211,1121,2,3,2,4,30,4,5,13,1,1,2,21,1,1,1,6,4,1,1,1,1,1,3,3,3,1,1,1,3,3,2,3,1,2,1,3,1,2,2,1,1,2,1,2,1,1,1,1,1,2,3,2,2,1,1,1,3,3,4,1,2,4,1,2,2,2,211,1121,2,3,5,1,1,2,3,2,4,94,3,3,4,2,2,1,2,3,1,5,1,1,1,3,3,2,1,1,2,5,3,1,3,2,2,1,2,4,1,4,1,2,1,2,3,2,2,2,2,5,3,0,1,0,2,9,70
1,211,1122,2,2,4,4,51,4,5,40,1,6,7,23,4,1,1,0,3,1,2,1,2,2,2,3,1,1,1,3,3,3,2,4,3,1,1,3,2,1,3,2,1,2,1,3,1,1,2,3,1,2,4,4,3,1,4,4,3,3,3,4,0,0,5,1,5,2,211,1122,2,0,4,4,1,2,3,1,0,94,3,3,3,3,3,2,2,3,2,3,2,2,2,3,2,1,2,4,3,1,2,1,5,0,0,3,0,0,2,3,2,1,2,3,2,1,3,0,3,2,3,3,4,5,2,8,27
1,211,1123,2,1,2,3,20,4,5,10,1,2,2,21,1,1,2,1,3,1,2,1,1,1,2,2,2,1,1,1,3,3,1,2,2,2,1,2,1,2,1,1,0,0,1,0,0,0,0,0,1,2,3,2,3,3,3,3,2,3,3,2,3,2,2,2,1,2,211,1123,2,2,2,3,3,2,3,2,3,94,3,3,3,3,2,2,2,3,2,3,3,3,1,2,3,2,2,2,3,5,3,1,4,3,2,2,2,4,2,4,3,2,3,2,3,2,2,0,3,5,3,7,7,3,1,8,86
1,211,1124,2,3,2,4,28,4,5,13,1,1,1,21,1,1,1,6,3,2,3,2,3,2,2,1,1,1,1,1,3,2,2,3,2,3,1,3,2,1,1,1,1,2,1,3,1,1,1,1,1,2,2,2,2,1,1,2,3,2,2,2,2,3,2,2,2,2,211,1124,2,3,4,4,1,2,2,2,3,94,3,1,4,1,2,1,3,5,2,5,1,1,1,3,2,2,1,2,1,5,3,1,5,1,1,1,3,5,2,4,1,1,1,3,2,2,1,2,2,2,4,3,3,11,2,8,60
1,211,1125,2,4,6,3,99,1,5,39,2,10,0,13,4,1,1,6,1,2,3,3,3,3,2,1,1,1,1,3,2,2,4,2,4,2,1,3,1,1,1,1,1,3,1,3,1,1,3,1,3,4,4,4,4,1,1,2,3,3,2,3,3,3,2,3,2,2,211,1125,2,2,4,4,1,5,4,5,4,94,3,0,0,0,0,0,3,5,1,5,1,1,3,3,1,1,2,4,3,2,3,1,3,2,2,3,3,5,1,5,3,1,3,3,2,2,2,0,3,5,4,0,2,13,2,8,4
1,211,1126,2,1,2,3,28,4,5,9,1,3,3,21,1,1,1,6,3,2,2,2,2,2,2,3,3,1,3,1,3,2,1,4,1,2,3,2,2,2,3,1,1,3,1,1,3,1,3,1,1,3,3,3,3,3,3,3,4,3,5,1,1,3,1,2,2,2,211,1126,2,2,4,5,3,2,3,2,3,94,3,1,2,1,3,2,2,1,1,5,1,3,1,2,1,2,1,1,1,3,2,3,4,1,1,2,1,1,1,3,1,1,2,2,1,2,3,1,1,2,1,7,7,5,1,1,289
1,211,1127,2,1,2,4,32,4,5,11,1,1,3,24,1,1,1,6,2,2,2,2,2,2,2,1,2,3,3,1,2,3,2,3,1,3,2,2,2,2,1,1,1,2,1,2,0,1,3,1,1,2,3,2,3,1,1,3,4,3,3,1,3,3,1,1,2,2,211,1127,2,3,4,5,3,2,3,2,3,94,3,1,4,1,2,2,2,4,2,4,2,2,2,2,2,2,2,4,3,2,3,1,4,1,3,2,2,4,2,4,1,2,2,3,2,2,2,0,3,2,4,5,4,8,2,1,86
1,211,1128,2,3,3,1,36,4,5,7,1,2,2,21,1,1,2,0,3,1,2,3,2,2,1,2,1,3,3,1,3,3,2,4,3,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,3,3,2,3,1,3,4,3,3,2,2,2,3,1,1,1,2,211,1128,2,2,4,5,2,2,3,2,3,94,3,3,3,3,2,3,2,3,2,3,3,2,3,3,1,2,2,4,3,2,3,1,4,1,2,3,2,4,2,4,3,2,2,3,1,2,2,0,3,2,4,7,7,9,1,1,302
1,211,1129,2,2,4,2,39,4,5,16,1,4,4,24,1,1,2,1,4,2,1,2,2,1,2,2,2,3,3,1,2,2,3,4,1,2,3,3,2,1,3,3,3,3,3,0,3,3,3,3,3,4,4,3,4,4,4,4,2,2,3,1,2,1,1,3,5,2,211,1129,2,3,3,4,1,5,1,5,0,94,3,1,3,1,1,3,0,3,2,3,3,3,1,3,2,2,3,4,3,5,2,3,1,3,3,3,1,3,2,3,3,3,3,3,3,3,2,0,3,1,3,3,0,6,2,1,98
1,211,1130,2,1,4,4,36,4,5,7,1,2,2,22,1,1,2,2,4,1,3,2,2,2,3,2,2,3,1,1,3,2,2,2,2,2,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,4,4,2,2,2,1,4,2,2,2,2,2,211,1130,2,2,3,1,2,5,3,2,2,94,3,3,3,2,2,1,2,3,1,4,1,1,1,3,3,3,3,2,2,5,3,3,3,2,1,1,1,5,2,3,1,1,1,3,3,3,2,2,2,5,3,7,7,6,1,1,301
1,211,1131,2,1,4,2,34,4,5,19,1,3,3,21,1,1,2,2,3,2,2,3,3,2,3,2,2,2,2,1,3,3,3,2,1,2,3,2,2,3,1,1,1,2,1,2,1,1,1,1,1,2,4,4,4,4,4,4,4,3,2,1,5,2,2,3,1,2,211,1131,2,3,2,5,1,2,2,2,2,94,3,3,2,2,2,3,1,2,2,2,3,2,3,2,3,2,2,2,3,5,2,3,2,3,2,3,2,2,2,2,3,2,3,2,3,2,2,3,3,5,2,7,7,8,1,1,312
1,211,1132,2,4,4,4,42,4,5,16,1,1,2,16,1,1,1,6,4,1,3,2,2,2,2,2,2,1,1,1,3,3,1,4,3,3,1,3,2,1,3,1,1,3,1,3,1,1,3,1,1,2,2,2,2,1,1,4,3,2,3,2,2,3,2,1,2,2,211,1132,2,2,5,5,1,2,3,2,3,94,3,1,4,1,2,3,2,4,2,4,3,2,3,2,2,1,1,1,3,2,3,1,4,1,2,2,2,4,2,4,3,2,2,2,2,2,1,2,3,2,4,3,4,7,2,1,83
1,211,1133,2,3,2,1,33,4,5,14,1,10,0,21,1,1,2,1,3,2,3,2,3,3,2,2,2,2,2,1,2,2,2,3,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,3,2,2,3,3,2,211,1133,2,3,3,2,2,2,2,2,2,94,3,3,1,2,2,1,2,3,2,3,1,2,1,3,1,2,3,4,2,5,3,1,3,1,3,1,2,3,2,3,1,1,1,3,3,2,2,0,2,5,3,0,2,10,2,1,77
1,211,1134,2,4,2,4,28,4,5,10,1,1,1,21,1,1,1,6,3,2,3,2,3,2,2,3,3,1,0,1,2,3,1,4,1,3,1,3,2,1,0,1,1,1,1,2,2,1,2,2,1,3,3,2,3,1,3,1,0,0,7,1,2,3,5,1,3,2,211,1134,2,2,2,5,2,2,3,2,3,94,3,1,5,1,1,1,3,4,3,4,2,1,2,3,2,1,2,4,3,1,4,1,5,1,1,1,3,5,2,4,2,1,3,2,2,1,2,0,3,1,4,7,7,7,1,1,288
1,211,1135,2,1,3,2,52,4,5,7,1,10,0,21,1,1,2,6,2,2,3,2,2,2,2,1,1,3,3,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,0,2,4,2,4,4,1,2,4,3,2,2,1,3,1,3,5,2,211,1135,2,2,4,4,1,5,2,2,2,94,3,1,3,1,2,1,2,3,2,3,2,2,2,2,2,2,1,1,3,2,2,1,3,3,3,3,2,3,3,3,2,3,2,2,2,2,1,1,3,2,3,7,7,10,1,1,266
