S0194.CARD.  1. CARD ONE 
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  524 1. NO ANSWER 6134 2. NOT CHOSEN "
S0194.Q86. HOW DO YOU THINK THE ENLISTED WOMEN ARE TREATED ON THIS POST IN COMPARISON WITH THE ENLISTED ME?  1. THE ENLISTED WOMEN ARE TREATED BETTER THAN THE ENLISTED MEN 2. THE ENLISTED WOMEN ARE TREATED ABOUT THE SAME AS THE ENLISTED MEN 3. THE ENLISTED WOMEN ARE TREATED WORSE THAN THE ENLISTED MEN 0. NO ANSWER 
S0194.Q87. HOW DO THE MALE OFFICERS ON THIS POST TREAT THE WA?  1. TREAT THE WAC VERY WELL 2. TREAT THE WAC FAIRLY WELL 3. DON'T TREAT THE WAC WELL 4. DON'T TREAT THE WAC WELL AT ALL 0. NO ANSWER 
S0194.Q88. SINCE YOU JOINED THE WAC (WAAC) HAVE YOU EVER BEEN PROMISED THINGS WHICH YOU HAVEN'T RECEIVE?  1. ONCE OR TWICE 2. A FEW TIMES 3. QUITE OFTEN 4. VERY OFTEN 5. NEVER 0. NO ANSWER X. QUESTION 88A NOT CODED. 
"S0194.Q89. IF WAC'S WERE NEEDED TO SERVE WITH THE ARMY OF OCCUPATION IN GERMANY, WOULD YOU BE WILLING TO VOLUNTEER YOUR SERVICE?  1. YES 2. NO 0. NO ANSWER X. QUESTION 89A NOT CODED. "
"S0194.Q90. IF WAC'S WERE NEEDED TO SERVE WITH THE ARMY OF OCCUPATION IN JAPAN, WOULD YOU BE WILLING TO VOLUNTEER YOUR SERVICE?  1. YES 2. NO 0. NO ANSWER X. QUESTION 90A NOT CODED. "
S0194.Q91. HAVE YOU EVER APPLIED FOR OFFICER CANDIDATE SCHOO?  1. YES 2. NO 0. NO ANSWER 
"S0194.Q92. IF AT THE END OF TWO YEARS OF SERVICE IN THE WAC, YOU WERE GIVEN THE CHANCE OF AN HONORABLE DISCHARGE OR REENLISTMENT IN THE WAC, WHICH WOULD YOU CHOOS?  1. I WOULD CHOOSE REENLISTMENT 2. I WOULD CHOOSE HONORABLE DISCHARGE 3. UNDECIDED 0. NO ANSWER "
"S0194.Q93. IF YOU HAD IT TO DO ALL OVER AGAIN, DO YOU THINK YOU WOULD DECIDE TO JOIN THE WAC, JOIN SOME OTHER WOMEN'S MILITARY SERVICE, OR REMAIN IN CIVILIAN LIF?  1. JOIN THE WAC 2. JOIN SOME OTHER WOMEN'S MILITARY SERVICE 3. REMAIN IN CIVILIAN LIFE 4. NOT SURE 0. NO ANSWER "
"S0194.V94. EVALUATION OF JOB SCALE SCOR E. DERIVED FROM QUESTIONS 24, 26, 27.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0194.V95. ATTITUDE TOWARD OFFICERS, SCALE SCOR E. DERIVED FROM QUESTIONS 69, 70, 71, 72, 73.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0194.V96. JOB SATISFACTION SCALE SCOR E. DERIVED FROM QUESTIONS 36, 37, 38, 39, 40.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0194.V97. ATTITUDE TOWARD SECTION CHIEFS, SCALE SCOR E. DERIVED FROM QUESTIONS 28, 29, 30, 31.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0194.V98. PERSONAL ADJUSTMENT SCALE SCOR E. DERIVED FROM QUESTIONS 57, 59, 62.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0194.V99. CAMP IDENTIFICATION:  01. ALAMOGORDO (AAF) 02. ATLANTIC CITY 03. CAMP ATTERBURY 04. FORT BELVOIR 05. FT. BRAGG, N.C. 06. BROOKLEY FIELD 07. CAMP CAMPBELL 08. CHANUTE FIELD, ILLINOIS 09. CHARLESTON 10. COLUMBIA (AAB) 11. CRAIG FIELD (AAF) 12. CAMP CROWDER, MO. 13. EDGEWOOD ARSENAL 14. FT. WORTH (AAF) 15. GREENSBORO, N.C. 16. FT. HAMILTON 17. CAMP HOOD, TEXAS 18. HUNTER FIELD, GEORGIA 19. CAMP KILMER 20. FT. KNOX, KY. 21. FT. MASON 22. MIAMI (AAF) 23. MIAMI (AG AND SF) 24. MINTER FIELD 25. MITCHELL FIELD 26. MUROC (AAF) 27. NEW CASTLE (AAB) 28. NEWTON D. BAKER GENERAL HOSPITAL 29. FT. OGLETHORPE 30. PATTERSON FIELD 31. PERCY JONES GENERAL HOSPITAL 32. CAMP PLAUCHE 33. RAPID CITY (AAB) 34. FT. RILEY, KANSAS 35. CAMP RITCHIE 36. CAMP SHANKS, N.Y. 37. SIOUX FALLS (AAF) 38. SUISUN-FAIRFIELD (AAF) 39. CAMP WHEELER "
S0194.V100. FORCE IDENTIFICATION:  1. AAF 2. AGF 3. ASF 4. WD 
S0194.V101. NEGRO IDENTIFICATION:  1. NEGRO CASES 2. ALL OTHER CASES 
S0194.V102. SUB-SAMPLE CROSS-SECTION IDENTIFICATION:  1. CROSS-SECTION OF ASF WAC ENLISTED PERSONNEL 2. CROSS-SECTION OF AAF WAC ENLISTED PERSONNEL 3. ALL OTHER CASES 
S0194.V103. SUB-SAMPLE OVER-ALL CROSS-SECTION IDENTIFICATION:  1. OVER-ALL CROSS-SECTION 2. ALL OTHER CASES 
