,CARD,DECK,BALLOT,S79.Q1,S79.Q2,S79.Q3,S79.Q4,S79.Q5,S79.Q6.x,S79.Q8,S79.Q9,S79.Q10,S79.Q11,S79.Q12,S79.Q13,S79.Q14,S79.Q15,S79.Q16,S79.Q17,S79.Q18,S79.Q19,S79.Q20,S79.Q21,S79.Q22,S79.Q23,S79.Q24,S79.Q25,S79.Q26,S79.Q27,S79.Q28,S79.Q29,S79.Q30,S79.Q31,S79.Q32,S79.Q33,S79.Q34,S79.Q35,S79.Q36,S79.Q37,S79.Q38,S79.Q39,S79.Q40,S79.Q41,S79.Q42,S79.Q43,S79.Q44,S79.Q45,S79.Q46,S79.Q47,S79.Q48,S79.Q49,S79.Q50,S79.Q51A,S79.Q51B.n,S79.Q52A,S79.Q52B.n,S79.Q53,S79.Q54,S79.Q55,S79.Q56,S79.Q57,S79.Q58,S79.Q59,S79.Q60,S79.Q61,S79.Q62,S79.Q63A,S79.Q63B.n,S79.Q64,S79.Q65,CARD..1,DECK..1,BALLOT..1,S79.Q66,S79.Q67,S79.Q68,S79.Q69,S79.Q70,S79.Q71,S79.Q72,S79.Q73,S79.Q74,S79.Q75,S79.Q76,S79.Q77,S79.Q78,S79.Q79,S79.Q80.n,S79.V81
1345,1.0,79.0,1346.0,1.0,4.0,6.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,10.0,4.0,3.0,1.0,4.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,79.0,1346.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,2.0,3.0,,15282.0
1346,1.0,79.0,1347.0,1.0,4.0,6.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,10.0,7.0,1.0,3.0,4.0,1.0,3.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,,1.0,4.0,2.0,79.0,1347.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,,16072.0
1347,1.0,79.0,1348.0,1.0,2.0,6.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,6.0,3.0,3.0,5.0,3.0,,4.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,79.0,1348.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,,16642.0
1348,1.0,79.0,1349.0,1.0,2.0,6.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,11.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,,4.0,,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,,2.0,4.0,2.0,79.0,1349.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,,17262.0
1349,1.0,79.0,1350.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,3.0,2.0,79.0,1350.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,,17552.0
1350,1.0,79.0,1351.0,1.0,2.0,5.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,,2.0,2.0,2.0,79.0,1351.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,,16572.0
1351,1.0,79.0,1352.0,1.0,2.0,6.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,,2.0,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,2.0,2.0,79.0,1352.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,,17682.0
1352,1.0,79.0,1353.0,3.0,2.0,6.0,9.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,3.0,,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,3.0,2.0,79.0,1353.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,,17732.0
1353,1.0,79.0,1354.0,1.0,2.0,6.0,2.0,5.0,1.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,,4.0,,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,2.0,3.0,2.0,79.0,1354.0,2.0,2.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,2.0,4.0,,14832.0
1354,1.0,79.0,1355.0,1.0,2.0,6.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,3.0,2.0,79.0,1355.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,4.0,,14972.0
1355,1.0,79.0,1356.0,2.0,2.0,6.0,5.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,3.0,2.0,79.0,1356.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,15032.0
1356,1.0,79.0,1357.0,1.0,2.0,6.0,1.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,79.0,1357.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,,15112.0
1357,1.0,79.0,1358.0,1.0,2.0,6.0,5.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,79.0,1358.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,15202.0
1358,1.0,79.0,1359.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,1.0,2.0,2.0,79.0,1359.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,15302.0
1359,1.0,79.0,1360.0,1.0,2.0,7.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,,3.0,,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,,1.0,4.0,2.0,79.0,1360.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,,15402.0
1360,1.0,79.0,1361.0,1.0,2.0,6.0,4.0,5.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,10.0,3.0,10.0,4.0,4.0,5.0,2.0,,1.0,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,79.0,1361.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,,15482.0
1361,1.0,79.0,1362.0,1.0,2.0,5.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,4.0,5.0,1.0,4.0,5.0,2.0,,3.0,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,,2.0,2.0,2.0,79.0,1362.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,,15812.0
1362,1.0,79.0,1363.0,2.0,2.0,6.0,6.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,,4.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,4.0,2.0,79.0,1363.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,,16152.0
1363,1.0,79.0,1364.0,4.0,2.0,6.0,0.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,2.0,2.0,2.0,79.0,1364.0,5.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,,16172.0
1364,1.0,79.0,1365.0,1.0,2.0,5.0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,,3.0,2.0,2.0,79.0,1365.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,,16682.0
1365,1.0,79.0,1366.0,1.0,2.0,6.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,79.0,1366.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,,16752.0
1366,1.0,79.0,1367.0,1.0,2.0,5.0,5.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,,2.0,,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,79.0,1367.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,,16812.0
1367,1.0,79.0,1368.0,1.0,2.0,7.0,0.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,11.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,79.0,1368.0,3.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,,17162.0
1368,1.0,79.0,1369.0,1.0,2.0,6.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,1.0,3.0,2.0,79.0,1369.0,4.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,17242.0
1369,1.0,79.0,1370.0,1.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,8.0,2.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,1.0,2.0,2.0,79.0,1370.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,,16402.0
1370,1.0,79.0,1371.0,1.0,2.0,5.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,11.0,1.0,2.0,8.0,3.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,6.0,3.0,,3.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,4.0,2.0,79.0,1371.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,,14792.0
1371,1.0,79.0,1372.0,1.0,2.0,6.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,3.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,,4.0,2.0,2.0,79.0,1372.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,4.0,,14802.0
1372,1.0,79.0,1373.0,1.0,2.0,5.0,1.0,4.0,1.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,2.0,79.0,1373.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,14842.0
1373,1.0,79.0,1374.0,3.0,2.0,6.0,1.0,5.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,11.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,,4.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,79.0,1374.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,,14932.0
1374,1.0,79.0,1375.0,1.0,2.0,6.0,2.0,5.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,,1.0,3.0,2.0,79.0,1375.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,,14942.0
1375,1.0,79.0,1376.0,1.0,2.0,7.0,8.0,5.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,,1.0,,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,79.0,1376.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,,14982.0
1376,1.0,79.0,1377.0,1.0,2.0,6.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,2.0,3.0,2.0,79.0,1377.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,,14992.0
1377,1.0,79.0,1378.0,1.0,3.0,6.0,3.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,1.0,4.0,2.0,79.0,1378.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,,15102.0
1378,1.0,79.0,1379.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,1379.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,,15362.0
1379,1.0,79.0,1380.0,1.0,3.0,7.0,8.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,11.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,10.0,4.0,10.0,4.0,4.0,5.0,1.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,,1.0,4.0,2.0,79.0,1380.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,,15442.0
1380,1.0,79.0,1381.0,2.0,3.0,7.0,2.0,5.0,1.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,10.0,2.0,7.0,3.0,2.0,1.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,,3.0,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,1381.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,15752.0
1381,1.0,79.0,1382.0,1.0,3.0,5.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,,4.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,79.0,1382.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,2.0,0.0,1.0,,15912.0
1382,1.0,79.0,1383.0,1.0,3.0,6.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,6.0,3.0,1.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,4.0,2.0,2.0,79.0,1383.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,,16082.0
